SN_EOR_FK,CASING_SIZE,CASING_CUT_DATE,CASING_CUT_METHOD_CD,CASING_CUT_DEPTH,CASING_CUT_MDL_IND
-200467,9.625,9/13/2023,E,20,BELOW
-200468,13.375,9/13/2023,E,30,BELOW
-200468,9.625,9/13/2023,E,30,BELOW
-200303,30.0,9/12/2023,M,23,BELOW
-200303,16.0,9/12/2023,M,23,BELOW
-200303,10.75,9/12/2023,M,23,BELOW
-173440,26.0,7/7/2018,E,40,BELOW
-200997,20.0,10/29/2023,M,10,BELOW
-200997,10.75,10/29/2023,M,10,BELOW
-202206,9.625,6/3/2024,S,24,BELOW
-203300,20.0,12/13/2024,M,30,BELOW
-203300,10.75,12/13/2024,M,30,BELOW
-203300,7.625,12/13/2024,M,30,BELOW
-203251,10.75,12/23/2024,M,30,BELOW
-203251,16.0,12/27/2024,M,20,BELOW
-203251,24.0,12/27/2024,M,20,BELOW
-203254,10.75,12/23/2024,M,30,BELOW
-203254,16.0,12/29/2024,M,20,BELOW
-203254,24.0,12/29/2024,M,20,BELOW
-203252,10.75,12/23/2024,M,30,BELOW
-203252,16.0,12/26/2024,M,20,BELOW
-203252,24.0,12/26/2024,M,20,BELOW
-156161,16.0,6/28/2015,W,25,BELOW
-156161,20.0,6/28/2015,W,25,BELOW
-156161,26.0,6/29/2015,W,24,BELOW
-156812,16.0,8/2/2015,M,18,BELOW
-156812,24.0,8/2/2015,M,18,ABOVE
-157208,20.0,7/20/2015,E,30,BELOW
-157208,16.0,7/20/2015,E,30,BELOW
-157208,13.375,7/20/2015,E,30,BELOW
-156466,16.0,7/31/2015,S,20,BELOW
-156466,10.75,7/29/2015,S,20,BELOW
-157698,7.625,8/13/2015,M,30,BELOW
-157698,10.75,8/14/2015,M,24,BELOW
-157698,16.0,8/14/2015,M,22,BELOW
-157698,24.0,8/14/2015,M,19,BELOW
-157453,10.75,8/15/2015,M,20,BELOW
-157947,7.625,8/23/2015,M,20,BELOW
-158335,10.75,11/3/2014,S,15,BELOW
-158335,20.0,11/3/2014,S,15,BELOW
-157946,10.75,8/16/2015,M,20,BELOW
-157946,26.0,8/16/2015,M,20,BELOW
-157948,10.75,8/15/2015,M,20,BELOW
-157946,7.625,8/16/2015,M,20,BELOW
-159969,30.0,10/18/2015,M,20,BELOW
-155921,13.375,10/13/2015,M,25,BELOW
-159892,26.0,10/16/2015,E,20,BELOW
-159892,20.0,10/16/2015,E,20,BELOW
-159892,16.0,10/16/2015,E,20,BELOW
-159892,13.375,10/16/2015,E,20,BELOW
-159892,9.625,10/16/2015,E,20,BELOW
-159891,16.0,10/16/2015,E,20,BELOW
-159891,10.75,10/16/2015,E,20,BELOW
-160362,26.0,11/4/2015,E,20,BELOW
-160362,10.75,11/4/2015,E,20,BELOW
-160670,13.625,12/2/2015,M,20,BELOW
-160670,20.0,12/2/2015,M,20,BELOW
-160670,28.0,12/2/2015,M,20,BELOW
-160670,36.0,12/2/2015,M,20,BELOW
-161731,10.725,2/21/2016,M,25,BELOW
-159465,20.0,4/3/2016,M,31,BELOW
-159465,30.0,4/4/2016,M,26,BELOW
-162617,24.0,4/7/2016,M,25,BELOW
-169212,26.0,11/5/2017,M,21,BELOW
-169203,10.75,11/5/2017,M,20,BELOW
-192713,48.0,7/16/2021,E,25,BELOW
-189553,9.625,5/24/2021,S,25,BELOW
-192713,10.75,7/16/2021,E,25,BELOW
-192713,16.0,7/16/2021,E,25,BELOW
-192570,26.0,7/20/2021,S,25,BELOW
-192740,24.0,10/23/2021,M,30,BELOW
-192740,20.0,10/23/2021,M,30,BELOW
-190834,30.0,11/2/2021,M,17,BELOW
-190834,16.0,10/11/2021,M,20,BELOW
-190834,9.625,10/14/2021,M,20,BELOW
-194776,9.625,11/29/2021,M,20,BELOW
-198223,30.0,10/23/2022,E,30,BELOW
-198223,13.375,10/23/2022,E,30,BELOW
-198223,7.345,10/23/2022,E,30,BELOW
-197979,10.75,10/30/2022,S,25,BELOW
-197979,16.0,10/30/2022,S,25,BELOW
-197979,30.0,10/30/2022,S,25,BELOW
-199777,26.0,5/6/2023,M,21,BELOW
-199700,20.0,5/23/2023,M,20,BELOW
-199681,30.0,5/25/2023,M,20,BELOW
-199681,9.625,5/25/2023,M,20,BELOW
-199720,10.75,9/20/2022,M,18,BELOW
-199720,30.0,9/20/2022,M,18,BELOW
-198766,24.0,5/26/2023,M,20,BELOW
-200449,30.0,7/19/2023,M,30,BELOW
-200449,20.0,7/19/2023,M,30,BELOW
-200449,13.375,7/19/2023,M,30,BELOW
-200450,26.0,7/20/2023,M,26,BELOW
-200450,18.625,7/20/2023,M,26,BELOW
-200450,13.325,7/20/2023,M,26,BELOW
-200126,7.625,8/7/2023,E,35,BELOW
-200126,26.0,8/7/2023,E,35,BELOW
-200126,16.0,8/7/2023,E,35,BELOW
-200126,10.75,8/7/2023,E,35,BELOW
-200127,26.0,8/5/2023,E,35,BELOW
-200127,16.0,8/5/2023,E,35,BELOW
-200127,10.75,8/5/2023,E,35,BELOW
-200127,7.625,8/5/2023,E,35,BELOW
-200150,26.0,8/4/2023,E,35,BELOW
-200150,10.75,8/4/2023,E,35,BELOW
-200150,7.625,8/4/2023,E,35,BELOW
-200152,26.0,8/10/2023,E,35,BELOW
-200329,9.625,8/27/2023,M,20,BELOW
-200329,30.0,8/27/2023,M,20,BELOW
-200418,30.0,8/30/2023,M,20,BELOW
-200418,18.625,8/30/2023,M,20,BELOW
-200418,13.325,8/30/2023,M,20,BELOW
-200419,24.0,9/2/2023,M,20,BELOW
-200145,9.625,9/16/2023,M,15,BELOW
-200234,24.0,8/25/2023,M,30,BELOW
-200988,20.0,12/20/2024,M,40,BELOW
-200988,13.375,12/15/2024,M,40,BELOW
-203378,16.0,12/28/2024,M,20,BELOW
-203378,24.0,12/28/2024,M,20,BELOW
-203376,16.0,12/28/2024,M,20,BELOW
-203376,24.0,12/28/2024,M,20,BELOW
-163340,48.0,5/4/2016,M,16,BELOW
-163340,13.375,5/4/2016,M,16,BELOW
-172756,16.0,5/30/2018,M,32,BELOW
-172758,16.0,5/25/2018,M,26,BELOW
-172758,10.75,5/25/2018,M,26,BELOW
-172758,30.0,5/26/2018,M,20,BELOW
-174707,10.75,10/3/2018,M,20,BELOW
-174707,13.375,10/3/2018,M,20,BELOW
-174519,9.625,10/12/2018,M,26,BELOW
-174519,13.375,10/13/2018,M,26,BELOW
-174519,18.625,10/13/2018,M,26,BELOW
-174519,26.0,10/13/2018,M,26,BELOW
-183276,16.0,10/17/2020,M,30,BELOW
-191233,20.0,5/29/2021,Y,20,BELOW
-191233,30.0,5/29/2021,Y,20,BELOW
-191233,13.375,5/29/2021,Y,20,BELOW
-191199,9.625,6/5/2021,E,20,BELOW
-191199,20.0,6/5/2021,E,20,BELOW
-190848,13.375,5/29/2021,M,30,BELOW
-192739,24.0,8/26/2021,M,16,BELOW
-192739,16.0,8/26/2021,M,16,BELOW
-192739,10.75,8/23/2021,M,49,BELOW
-195073,20.0,10/3/2021,M,22,BELOW
-195483,16.0,11/19/2021,M,80,BELOW
-195483,26.0,11/19/2021,M,80,BELOW
-198203,7.0,10/7/2022,E,1842,BELOW
-197981,13.375,11/6/2022,S,25,BELOW
-197981,20.0,11/6/2022,S,25,BELOW
-197981,30.0,11/6/2022,S,25,BELOW
-197978,10.75,11/7/2022,S,16,BELOW
-197978,30.0,11/7/2022,S,16,BELOW
-197978,16.0,11/7/2022,S,16,BELOW
-197985,10.75,10/31/2022,S,25,BELOW
-197985,16.0,10/31/2022,S,25,BELOW
-197985,30.0,10/31/2022,S,25,BELOW
-197980,10.75,11/4/2022,S,20,BELOW
-197980,16.0,11/4/2022,S,20,BELOW
-197980,30.0,11/4/2022,S,20,BELOW
-197976,10.75,11/3/2022,S,22,BELOW
-197976,16.0,11/3/2022,S,22,BELOW
-197976,30.0,11/3/2022,S,22,BELOW
-197703,20.0,10/18/2022,M,20,BELOW
-197703,16.0,10/17/2022,M,25,BELOW
-197703,10.75,10/17/2022,M,30,BELOW
-199807,10.75,6/19/2023,M,20,BELOW
-199807,16.0,6/19/2023,M,20,BELOW
-199807,26.0,6/19/2023,M,20,BELOW
-199808,10.75,6/23/2023,M,22,BELOW
-199808,16.0,6/23/2023,M,22,BELOW
-199808,26.0,6/23/2023,M,22,BELOW
-199336,7.0,5/3/2023,M,20,BELOW
-199336,10.75,5/4/2023,M,18,BELOW
-199336,16.0,5/4/2023,M,18,BELOW
-199336,36.0,6/25/2023,M,17,BELOW
-200234,13.375,8/25/2023,M,30,BELOW
-201015,7.0,1/8/2024,M,18,BELOW
-201015,20.0,1/8/2024,M,18,BELOW
-200157,13.375,8/12/2023,M,25,BELOW
-201015,13.375,1/8/2024,M,18,BELOW
-201015,30.0,1/8/2024,M,18,BELOW
-201734,16.0,4/28/2024,M,30,BELOW
-201734,24.0,4/28/2024,M,30,BELOW
-155687,13.375,6/21/2015,M,27,BELOW
-154334,7.0,7/5/2015,S,20,BELOW
-154334,10.75,7/5/2015,S,20,BELOW
-154334,30.0,7/5/2015,S,20,BELOW
-156707,20.0,7/14/2015,W,25,BELOW
-157696,16.0,8/10/2015,M,450,ABOVE
-157696,10.75,8/10/2015,M,450,ABOVE
-157696,7.625,8/10/2015,M,450,ABOVE
-156767,18.0,8/5/2015,M,20,BELOW
-158536,26.0,9/6/2015,M,20,BELOW
-158536,16.0,9/6/2015,M,20,BELOW
-156994,30.0,7/24/2015,M,45,BELOW
-156994,10.75,7/24/2015,M,45,BELOW
-156994,7.0,7/24/2015,M,45,BELOW
-158537,10.75,9/16/2015,M,20,BELOW
-158539,26.0,9/5/2015,M,20,BELOW
-158539,16.0,9/5/2015,M,20,BELOW
-158539,10.75,9/5/2015,M,20,BELOW
-158544,26.0,9/15/2015,M,19,BELOW
-158544,16.0,9/15/2015,M,19,BELOW
-158544,10.75,9/15/2015,M,19,BELOW
-158545,26.0,9/11/2015,M,20,BELOW
-158545,18.625,9/11/2015,M,20,BELOW
-158545,13.375,9/11/2015,M,20,BELOW
-158546,26.0,9/14/2015,M,20,BELOW
-158546,13.375,9/14/2015,M,20,BELOW
-158546,18.625,9/14/2015,M,20,BELOW
-154995,7.625,10/10/2015,S,20,BELOW
-159499,13.625,10/13/2015,M,5900,BELOW
-159221,10.75,9/30/2015,S,19,BELOW
-159221,16.0,9/30/2015,S,19,BELOW
-159221,36.0,9/30/2015,S,19,BELOW
-160227,9.625,8/28/2015,M,19,BELOW
-159495,10.75,4/7/2009,M,25,BELOW
-159495,16.0,4/8/2009,M,18,BELOW
-159495,24.0,11/11/2015,E,15,BELOW
-159497,20.0,11/11/2015,E,15,BELOW
-159497,30.0,11/11/2015,E,15,BELOW
-159551,30.0,11/11/2015,E,15,BELOW
-159551,13.375,11/11/2015,E,15,BELOW
-159551,9.625,11/11/2015,E,15,BELOW
-159525,30.0,11/11/2015,E,15,BELOW
-159525,9.625,4/20/2009,M,15,BELOW
-160432,13.375,11/11/2015,E,15,BELOW
-160432,20.0,11/11/2015,E,15,BELOW
-160432,30.0,11/11/2015,E,15,BELOW
-161007,13.375,1/1/2016,E,20,BELOW
-161007,20.0,1/1/2016,E,20,BELOW
-161007,30.0,1/1/2016,E,20,BELOW
-161013,13.375,1/1/2016,E,20,BELOW
-161013,20.0,1/1/2016,E,20,BELOW
-161013,30.0,1/1/2016,E,20,BELOW
-159405,30.0,11/29/2015,E,20,BELOW
-159405,16.0,11/29/2015,E,20,BELOW
-159405,10.75,11/29/2015,E,20,BELOW
-159405,7.625,11/29/2015,E,20,BELOW
-160754,13.375,11/29/2015,E,30,BELOW
-144288,11.75,12/18/2015,M,35,BELOW
-144288,16.0,12/18/2015,M,35,BELOW
-144288,20.0,12/19/2015,M,30,BELOW
-144288,26.0,12/19/2015,M,30,BELOW
-162338,26.0,3/2/2016,M,15,BELOW
-162296,13.375,5/2/2014,M,17,BELOW
-162296,20.0,5/2/2014,M,17,BELOW
-162296,26.0,5/2/2014,M,17,BELOW
-160755,9.625,11/29/2015,E,20,BELOW
-160755,13.375,11/29/2015,E,20,BELOW
-160755,30.0,11/29/2015,E,20,BELOW
-160390,30.0,11/15/2015,E,20,BELOW
-160390,16.0,11/15/2015,E,20,BELOW
-160756,10.75,11/29/2015,E,20,BELOW
-160756,16.0,11/29/2015,E,20,BELOW
-160756,24.0,11/29/2015,E,20,BELOW
-166173,13.375,11/26/2016,M,25,BELOW
-166173,20.0,11/26/2016,M,25,BELOW
-166173,26.0,11/26/2016,M,25,BELOW
-177814,10.75,7/23/2019,M,16,BELOW
-177814,7.625,7/23/2019,M,16,BELOW
-180595,26.0,5/10/2020,M,26,BELOW
-180595,9.625,5/9/2020,M,30,BELOW
-180595,13.375,5/9/2020,M,30,BELOW
-179319,9.625,3/11/2020,M,325,BELOW
-179319,20.0,3/15/2020,M,210,BELOW
-179319,13.375,3/15/2020,M,210,BELOW
-182695,20.0,12/17/2020,M,20,BELOW
-182976,13.375,12/21/2020,M,20,BELOW
-183654,20.0,12/16/2020,M,22,BELOW
-183881,16.0,12/23/2020,O,20,BELOW
-183881,10.75,12/23/2020,O,20,BELOW
-183881,7.0,12/23/2020,O,20,BELOW
-191899,30.0,7/6/2021,M,16,BELOW
-190354,9.625,7/24/2021,M,57,BELOW
-190354,13.375,7/29/2021,E,16,BELOW
-190354,20.0,7/29/2021,E,16,BELOW
-190354,30.0,7/29/2021,E,16,BELOW
-195603,16.0,11/6/2021,M,30,BELOW
-195603,10.75,11/6/2021,M,30,BELOW
-195603,30.0,11/7/2021,M,25,BELOW
-195178,24.0,1/13/2022,M,15,BELOW
-195204,24.0,1/6/2022,M,15,BELOW
-195204,10.75,12/31/2021,M,30,BELOW
-195202,24.0,1/12/2021,M,16,BELOW
-196172,13.375,2/16/2022,M,35,BELOW
-196172,20.0,2/17/2022,M,28,BELOW
-196172,36.0,2/18/2022,M,21,BELOW
-196172,7.625,2/14/2022,M,650,BELOW
-196172,9.625,2/14/2022,M,650,BELOW
-195181,7.625,12/15/2021,M,623,BELOW
-197165,36.0,7/28/2022,M,20,BELOW
-197165,10.75,7/8/2022,M,30,BELOW
-198527,10.75,1/6/2023,M,20,BELOW
-198527,16.0,1/6/2023,M,20,BELOW
-198527,24.0,1/6/2023,M,20,BELOW
-198557,13.375,1/1/2023,M,25,BELOW
-198557,20.0,1/1/2023,M,25,BELOW
-198557,30.0,1/1/2023,M,25,BELOW
-198558,13.375,1/1/2023,M,25,BELOW
-198558,20.0,1/1/2023,M,25,BELOW
-198558,30.0,1/1/2023,M,25,BELOW
-198627,13.375,1/4/2023,M,25,BELOW
-198627,20.0,1/4/2023,M,25,BELOW
-198627,30.0,1/4/2023,M,25,BELOW
-199426,30.0,5/13/2023,M,21,BELOW
-199451,24.0,5/12/2023,M,20,BELOW
-199451,13.375,5/12/2023,M,20,BELOW
-199451,9.625,5/12/2023,M,20,BELOW
-199630,16.0,6/2/2023,M,19,BELOW
-199630,20.0,6/2/2023,M,19,BELOW
-199676,26.0,6/7/2023,M,20,BELOW
-199676,11.75,6/7/2023,M,20,BELOW
-199506,13.375,5/27/2023,M,23,BELOW
-199507,30.0,5/28/2023,M,23,BELOW
-199507,13.375,5/28/2023,M,23,BELOW
-199837,26.0,6/29/2023,M,18,BELOW
-199837,16.0,6/29/2023,M,18,BELOW
-199837,10.75,6/29/2023,M,18,BELOW
-199692,30.0,6/22/2023,M,26,BELOW
-199692,20.0,6/22/2023,M,26,BELOW
-199692,13.375,6/22/2023,M,26,BELOW
-199711,16.0,6/23/2023,M,26,BELOW
-199711,20.0,6/23/2023,M,26,BELOW
-199015,10.75,7/22/2023,M,20,BELOW
-199015,20.0,7/22/2023,M,20,BELOW
-200623,30.0,10/14/2023,M,20,BELOW
-200623,10.75,10/14/2023,M,20,BELOW
-200623,20.0,10/14/2023,M,20,BELOW
-200623,16.0,10/14/2023,M,20,BELOW
-198409,8.625,8/29/2023,E,24,BELOW
-200878,10.75,1/10/2024,M,20,BELOW
-202148,13.625,6/19/2024,M,11600,BELOW
-202233,20.0,7/13/2024,S,20,BELOW
-163683,36.0,5/12/2016,O,21,BELOW
-176591,13.375,5/23/2019,M,280,BELOW
-181769,16.0,11/3/2020,M,7467,BELOW
-183174,7.0,12/26/2020,M,20,BELOW
-183174,9.625,12/26/2020,M,20,BELOW
-183174,13.375,12/26/2020,M,20,BELOW
-183174,16.0,12/26/2020,M,20,BELOW
-183174,20.0,12/26/2020,M,20,BELOW
-190845,30.0,6/6/2021,M,32,BELOW
-191293,13.375,6/11/2021,M,15,BELOW
-191293,20.0,6/11/2021,M,15,BELOW
-191793,13.375,7/5/2021,M,20,BELOW
-191793,18.625,7/5/2021,M,20,BELOW
-191793,24.0,7/5/2021,M,20,BELOW
-188814,13.375,7/4/2021,M,25,BELOW
-188814,24.0,7/4/2021,M,25,BELOW
-193493,13.375,7/12/2021,M,26,BELOW
-193493,20.0,7/12/2021,M,26,BELOW
-193493,24.0,7/15/2021,M,15,BELOW
-194961,7.0,9/28/2021,M,20,BELOW
-195559,24.0,12/3/2021,S,24,BELOW
-195559,18.625,12/3/2021,S,24,BELOW
-195559,13.375,12/3/2021,S,24,BELOW
-195973,16.0,10/25/2021,M,25,BELOW
-195973,10.75,10/25/2021,M,25,BELOW
-195973,42.0,10/26/2021,M,25,BELOW
-195974,7.625,2/1/2022,M,35,BELOW
-196002,36.0,2/10/2022,S,20,BELOW
-196002,16.0,2/10/2022,S,20,BELOW
-196002,10.75,2/10/2022,S,20,BELOW
-196038,7.625,2/27/2022,M,3235,BELOW
-195376,9.625,12/1/2021,M,480,BELOW
-195376,2.875,11/23/2021,M,2000,BELOW
-196342,26.0,5/11/2022,M,312,ABOVE
-196342,16.0,4/17/2022,M,276,ABOVE
-196342,10.75,4/8/2022,M,189,ABOVE
-196309,13.375,4/12/2022,M,204,ABOVE
-196327,26.0,5/11/2022,M,312,ABOVE
-196327,16.0,4/26/2022,M,268,ABOVE
-196327,10.75,4/26/2022,M,195,ABOVE
-196983,13.375,6/18/2022,E,30,BELOW
-196983,9.625,6/18/2022,E,30,BELOW
-196981,48.0,6/18/2022,E,46,BELOW
-196981,9.625,6/18/2022,E,46,BELOW
-197080,26.0,7/2/2022,E,20,BELOW
-197080,10.75,7/2/2022,E,20,BELOW
-196952,13.375,6/9/2022,E,20,BELOW
-197764,13.375,6/29/2022,E,25,BELOW
-197764,9.625,6/29/2022,E,25,BELOW
-197924,24.0,6/17/2022,S,15,BELOW
-197924,13.375,6/17/2022,S,15,BELOW
-197925,24.0,6/17/2022,S,15,BELOW
-197925,10.75,6/17/2022,S,15,BELOW
-197933,24.0,6/17/2022,S,15,BELOW
-197933,10.75,6/17/2022,S,15,BELOW
-198057,7.0,9/7/2022,E,2423,BELOW
-197729,10.75,9/26/2022,M,18,BELOW
-197729,30.0,9/26/2022,M,18,BELOW
-198816,8.625,5/28/2023,M,20,BELOW
-198816,10.75,5/28/2023,M,20,BELOW
-198816,16.0,5/28/2023,M,20,BELOW
-198816,24.0,5/28/2023,M,20,BELOW
-198812,7.0,5/26/2023,M,20,BELOW
-198812,10.75,5/26/2023,M,20,BELOW
-198812,16.0,5/26/2023,M,20,BELOW
-199623,10.75,6/3/2023,M,20,BELOW
-199623,16.0,6/3/2023,M,20,BELOW
-199623,24.0,6/3/2023,M,20,BELOW
-199277,10.75,5/28/2023,M,20,BELOW
-199277,8.625,5/28/2023,M,20,BELOW
-199277,16.0,5/28/2023,M,20,BELOW
-199277,20.0,5/28/2023,M,20,BELOW
-199059,10.75,6/19/2023,M,20,BELOW
-199059,16.0,6/19/2023,M,20,BELOW
-199059,26.0,6/19/2023,M,20,BELOW
-200170,13.325,9/10/2023,M,20,BELOW
-200604,30.0,10/14/2023,M,20,BELOW
-200604,13.375,10/14/2023,M,20,BELOW
-200604,9.625,10/14/2023,M,20,BELOW
-200604,20.0,10/14/2023,M,20,BELOW
-200624,30.0,10/14/2023,M,20,BELOW
-200624,16.0,10/14/2023,M,20,BELOW
-200624,10.75,10/14/2023,M,20,BELOW
-200625,10.75,10/14/2023,M,20,BELOW
-200625,16.0,10/14/2023,M,20,BELOW
-200625,30.0,10/14/2023,M,20,BELOW
-200606,10.75,10/14/2023,M,20,BELOW
-200606,16.0,10/14/2023,M,20,BELOW
-200606,30.0,10/14/2023,M,20,BELOW
-201117,7.625,11/30/2023,M,600,BELOW
-201117,10.75,12/3/2023,M,15,BELOW
-201117,24.0,12/3/2023,M,15,BELOW
-201075,9.625,12/14/2023,M,19,BELOW
-201075,20.0,12/14/2023,M,19,BELOW
-201864,9.625,5/5/2024,M,4966,BELOW
-201864,13.625,5/10/2024,M,3993,BELOW
-155491,13.375,7/15/2015,O,15,BELOW
-156848,20.0,7/15/2015,M,20,BELOW
-156847,10.75,7/15/2015,M,20,BELOW
-156847,16.0,7/15/2015,M,20,BELOW
-156847,26.0,7/15/2015,M,20,BELOW
-157456,26.0,8/9/2015,S,17,BELOW
-157833,13.375,8/10/2015,E,25,BELOW
-157833,18.625,8/10/2015,E,25,BELOW
-157833,30.0,8/10/2015,E,25,BELOW
-157355,24.0,7/28/2015,M,450,ABOVE
-157355,16.0,7/28/2015,M,450,ABOVE
-157355,10.75,7/28/2015,M,450,ABOVE
-156771,10.75,8/9/2015,M,20,BELOW
-156771,16.0,8/9/2015,M,20,BELOW
-156771,30.0,8/9/2015,M,20,BELOW
-157361,24.0,8/2/2015,M,450,ABOVE
-157361,10.75,8/2/2015,M,450,ABOVE
-158195,10.75,8/27/2015,M,27,BELOW
-155341,10.75,10/8/2015,S,20,BELOW
-161431,20.0,1/6/2016,M,20,BELOW
-159182,13.375,9/26/2015,M,34,BELOW
-159182,9.625,9/26/2015,M,34,BELOW
-159269,26.0,10/3/2015,E,20,BELOW
-159269,18.625,10/3/2015,E,20,BELOW
-159269,13.375,10/3/2015,E,20,BELOW
-157352,24.0,9/7/2015,M,450,ABOVE
-157352,16.0,9/7/2015,M,450,ABOVE
-157352,10.75,9/7/2015,M,450,ABOVE
-159266,13.375,10/3/2015,E,20,BELOW
-159266,9.625,10/3/2015,E,20,BELOW
-160360,10.75,11/6/2015,M,25,BELOW
-161431,13.375,1/6/2016,M,20,BELOW
-161431,26.0,1/6/2016,M,20,BELOW
-157692,30.0,8/12/2015,M,15,BELOW
-157692,20.0,8/12/2015,M,15,BELOW
-157692,13.375,8/12/2015,M,15,BELOW
-157692,9.625,8/12/2015,M,15,BELOW
-162196,24.0,2/29/2016,M,25,BELOW
-159465,11.875,4/1/2016,M,40,BELOW
-159465,16.0,4/2/2016,M,37,BELOW
-162438,30.0,3/3/2016,M,23,BELOW
-166121,16.0,11/3/2016,M,37,BELOW
-166121,10.75,11/3/2016,M,37,BELOW
-166551,20.0,10/8/2007,M,30,BELOW
-176553,22.0,4/15/2019,M,15,BELOW
-176480,10.75,4/11/2019,M,15,BELOW
-176480,16.0,4/11/2019,M,15,BELOW
-176480,22.0,4/11/2019,M,15,BELOW
-176478,22.0,4/11/2019,M,15,BELOW
-176396,10.75,4/2/2019,M,23,BELOW
-176396,16.0,4/3/2019,M,23,BELOW
-176396,22.0,4/3/2019,M,23,BELOW
-176791,30.0,5/17/2019,M,17,BELOW
-180411,16.0,4/18/2020,M,25,BELOW
-180411,30.0,4/18/2020,M,25,BELOW
-180411,10.75,4/18/2020,M,25,BELOW
-182520,20.0,8/15/2020,M,20,BELOW
-182520,30.0,8/15/2020,M,20,BELOW
-182520,48.0,8/15/2020,M,20,BELOW
-183279,9.625,1/4/2021,M,20,BELOW
-183893,16.0,12/22/2020,O,40,BELOW
-183893,10.75,12/22/2020,O,40,BELOW
-183893,7.625,12/22/2020,O,40,BELOW
-183696,20.0,2/2/2021,M,15,BELOW
-183696,10.75,2/2/2021,M,15,BELOW
-183534,20.0,2/5/2021,M,25,BELOW
-183534,10.75,2/4/2021,M,25,BELOW
-187273,20.0,3/26/2021,M,40,BELOW
-196595,9.625,6/19/2022,M,50,BELOW
-196595,13.375,6/22/2022,M,30,BELOW
-196595,26.0,6/22/2022,M,30,BELOW
-196488,26.0,5/30/2022,M,20,BELOW
-196488,16.0,5/29/2022,M,23,BELOW
-196488,10.75,5/29/2022,M,23,BELOW
-196997,16.0,7/13/2022,M,28,BELOW
-196997,24.0,7/14/2022,M,25,BELOW
-197185,10.75,7/15/2022,M,23,BELOW
-199780,30.0,6/4/2023,Y,15,BELOW
-200649,10.75,9/12/2023,M,17,BELOW
-200649,7.625,9/12/2023,M,17,BELOW
-200611,30.0,9/27/2023,M,17,BELOW
-200611,13.375,9/27/2023,M,17,BELOW
-200300,24.0,8/24/2023,M,20,BELOW
-200300,10.75,8/24/2023,M,20,BELOW
-199632,9.625,1/17/2024,M,20,BELOW
-199632,13.375,1/17/2024,M,20,BELOW
-199632,20.0,1/17/2024,M,20,BELOW
-199632,30.0,1/17/2024,M,20,BELOW
-166168,26.0,11/11/2016,M,35,BELOW
-166168,20.0,11/8/2016,M,37,BELOW
-166168,16.0,11/7/2016,M,37,BELOW
-166168,10.75,11/7/2016,M,37,BELOW
-166190,20.0,12/5/2016,M,27,BELOW
-166190,26.0,12/6/2016,M,32,BELOW
-188833,9.625,7/4/2021,M,25,BELOW
-195559,9.625,12/3/2021,S,26,BELOW
-196417,9.625,4/26/2022,S,25,BELOW
-196417,13.375,4/26/2022,S,25,BELOW
-196417,20.0,4/26/2022,S,25,BELOW
-196306,26.0,5/11/2022,M,312,ABOVE
-196306,20.0,4/17/2022,M,300,ABOVE
-196306,13.375,4/6/2022,M,123,ABOVE
-196362,26.0,5/4/2022,M,311,ABOVE
-196362,16.0,5/4/2022,M,311,ABOVE
-196362,10.75,5/4/2022,M,311,ABOVE
-196362,7.0,4/11/2022,M,209,ABOVE
-196307,26.0,5/11/2022,M,312,ABOVE
-196307,16.0,4/30/2022,M,267,ABOVE
-196307,10.75,4/10/2022,M,189,ABOVE
-196325,26.0,5/12/2022,M,312,ABOVE
-196325,16.0,4/29/2022,M,275,ABOVE
-196325,10.75,4/10/2022,M,144,ABOVE
-196981,20.0,6/18/2022,E,46,BELOW
-196022,9.625,4/9/2022,M,25,BELOW
-196022,13.375,4/9/2022,M,25,BELOW
-196022,20.0,4/9/2022,M,25,BELOW
-197221,24.0,7/16/2022,M,20,BELOW
-197221,20.0,7/16/2022,M,20,BELOW
-197221,13.375,7/16/2022,M,20,BELOW
-197422,30.0,6/19/2022,S,20,BELOW
-197222,24.0,7/16/2022,M,20,BELOW
-197423,20.0,6/17/2022,S,20,BELOW
-197222,13.375,7/16/2022,M,20,ABOVE
-197423,10.75,6/17/2022,S,20,BELOW
-197423,30.0,6/17/2022,S,20,BELOW
-197906,16.0,6/29/2022,S,15,BELOW
-197832,10.75,1/8/2023,M,20,BELOW
-197832,16.0,1/8/2023,M,20,BELOW
-197832,20.0,1/8/2023,M,20,BELOW
-198628,13.375,1/6/2023,M,25,BELOW
-198628,36.0,1/6/2023,M,25,BELOW
-198628,9.625,1/6/2023,M,25,BELOW
-197140,10.75,7/9/2022,M,30,BELOW
-199383,30.0,5/5/2023,M,20,BELOW
-199383,20.0,5/5/2023,M,20,BELOW
-199383,13.375,5/5/2023,M,20,BELOW
-199384,30.0,5/6/2023,M,25,BELOW
-199384,20.0,5/6/2023,M,25,BELOW
-199384,13.375,5/6/2023,M,25,BELOW
-199439,36.0,5/11/2023,M,25,BELOW
-199439,20.0,5/11/2023,M,25,BELOW
-199439,13.375,5/11/2023,M,25,BELOW
-199440,30.0,5/12/2023,M,15,BELOW
-199440,16.0,5/12/2023,M,15,BELOW
-199440,10.75,5/12/2023,M,15,BELOW
-199501,30.0,5/15/2023,M,25,BELOW
-199501,20.0,5/15/2023,M,25,BELOW
-199501,13.375,5/15/2023,M,25,BELOW
