Occurrence_Id;Local_Date_Main_Event;Date_Main_Event_Unconfirmed;Year_Reported;Occurrence_Severity;Main_Event_L1;Main_Event_L2;Main_Event_L3;Not_Vessel_Operations;Short_Description;Description;State_Reporting;National_Location_L1;National_Location_L2;Latitude;Longitude;Lat_Long_Unknown;Port_Of_Accident_L1;Port_Of_Accident_L2;Vessel_Profile_Id;Vessel_Severity;Flag_State;Vessel_Category_L1;Vessel_Category_L2;Ship_Craft_Type_L1;Ship_Craft_Type_L2;Ship_Craft_Type_L3;Ship_Craft_Type_L4;Ship_Craft_Type_L5;Registered_Length_In_Metres;LOA_Length_Overall_in_Metres;GT_Gross_Tonnage;Loss_Of_Vessel_Damage;Did_The_Vessel_Sink;Vessel_Abandoned;Affected_Person_Id;Sequence_No;Age;Gender;Affected_Person_Type;Rank;On_Duty;Physical_Condition_L1;Physical_Condition_L2;Physical_Condition_L3;Injury_Type_L1;Injury_Type_L2;Parts_of_Body_Injured;Affected_Person_Place_On_Board_L1;Affected_Person_Place_On_Board_L2;Affected_Person_Place_On_Board_L3;Affected_Person_Place_On_Board_L4;Affected_Person_Place_On_Board_L5;Affected_Person_Deviation_L1;Affected_Person_Deviation_L2;PPE_Used;PPE_Deficient;Publication_Date;Publication_No;Publication_Type;Published_Report_Website_Link;Affected_Person_Record_Modified_On
"df64135d-d3b4-ec11-983f-00224800a465";"2022-04-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"A pilot vessel hit a large wave resulting in minor injuries to a crew member and two pilots";"A pilot vessel with six crew onboard was heading out to a vessel when it hit a large wave resulting in three of the crew injuring themselves. One crew member had banged their head, a second had sustained an injury to their back and the third had also banged their head and could feel some minor pain on the right side of the neck. The vessel radioed ashore to notify what had happened and the crew were asked if they needed medical attention, they replied they did not but stated that the weather conditions were not suitable for the pilot vessel to proceed and as a result, the pilot vessel headed back to port.  Once ashore the three crew sought medical attention, the third crew member returned to work with the other two receiving further hospital treatment.";"UK";"United Kingdom";"England";53.593400;0.013400;"NA";"UNITED KINGDOM";"Grimsby";"59c0f2dc-d3b4-ec11-983f-00224800a465";"Marine Incident";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Service ship";"Other";;;;16.00;16.00;21.00;"No damage";"No";"No";"39d9d73c-bcdc-ef11-8ee9-002248c823fa";3;"Unknown";"Male";"Crew";"Rating as able seafarer deck";"Yes - On duty prior to casualty";"Injured";"Minor injury";;"Concussions and internal injuries (including crush injuries not mentioned above)";"Concussion and intracranial injuries";;"Ship";"Unknown";;;;"Body movement without any physical stress (generally leading to an external injury)";"Uncoordinated movements, spurious or untimely actions";;;;;;;"2025-01-27"
"7846d6a4-100c-ed11-b83d-0022481b1890";"2022-06-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"A ro-pax vessel crew member trapped their finger in a sliding door sustaining a laceration";"A ro-pax vessel crew member was opening a pneumatic sliding door. The door was set to close with the switches on the bulkhead. The crew member opened the door by the override handle, and the door began to slide open. Immediately the crew member placed their hand in the crack of the opening door and the door slid closed trapping the injured finger. The crew member pulled the finger away and sustained a laceration to the right hand ring finger. The crew member received treatment from a shore side medical facility to dress the wound.";"UK";"United Kingdom";"England";51.123700;1.319800;;"UNITED KINGDOM";"Dover";"ca4bd73e-110c-ed11-b83d-0022481b1890";"Marine Incident";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Passenger and Ro-Ro cargo";;;;170.00;180.00;35000.00;"No damage";"No";"No";"bc87175a-eedf-ef11-8eea-6045bd0e3723";1;"51";"Female";"Crew";"Other crew member";"Yes - On duty prior to casualty";"Injured";"Minor injury";;"Wounds and superficial injuries";"Open wounds";"Upper Extremities -> Finger(s)";"Ship";"Unknown";;;;"Body movement without any physical stress (generally leading to an external injury)";"Uncoordinated movements, spurious or untimely actions";;"Life jacket -> Not used";;;;;"2025-01-31"
"4299e16a-570e-ed11-b83e-0022481b1ca6";"2022-07-01";"No";2022;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"A search and rescue vessel experienced engine failure and a crew member was injured.";"A search and rescue vessel was involved in a search pattern when propeller cavitation began which caused the vessel to experience propulsion failure. The crew attempted to row back to shore. When the vessel arrived in the surf, one crew member prepared a throw bag to send ashore to shore crew to assist. The shore crew were in the water near the vessel and assisted the vessel ashore. One crew member from the vessel disembarked and a wave lifted the stern of the vessel around, pushing them under water and they were sucked under the boat. Another crew member rescued them. The crew member who had been struck by the vessel sustained superficial injuries.";"UK";"United Kingdom";"England";53.143500;0.355500;"NA";;;"d37a5c7f-580e-ed11-b83e-0022481b1ca6";"Marine Incident";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Service ship";"SAR craft";;;;4.90;4.90;0.40;"No damage";"No";"No";"168f6f4c-e5e2-ef11-9341-0022481a9ff1";1;"Unknown";"Male";"Crew";"Other crew member";"Yes - On duty prior to casualty";"Injured";"Minor injury";;"Wounds and superficial injuries";"Superficial injuries";"Lower Extremities -> Lower extremities, multiple sites affected";"Ship";"Propeller/rudder/thruster";;;;"Body movement without any physical stress (generally leading to an external injury)";"Uncoordinated movements, spurious or untimely actions";"Life jacket";;;;;;"2025-02-04"
"f269a338-c322-ed11-9db2-0022481b11f3";"2022-08-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"Commercial rib passenger suffered back injury during trip";"A RIB with ten passengers onboard was on a trip along the coastline. During the trip, a wave came up under the vessel, a passenger went to brace by putting weight onto their feet. This caused a spasm in their back, the skipper radioed for assistance. The RIB headed back to harbour and was met by a search and rescue (SAR) vessel and paramedics who evacuated the passenger. The passenger was taken to hospital for assessment and treatment.";"UK";"United Kingdom";"England";50.218583;-5.536833;"NA";;;"a0130be8-c422-ed11-9db2-0022481b11f3";"Marine Incident";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Recreational craft";"Motorboat";;;;11.00;11.00;2.90;"No damage";"No";"No";"5032124c-0ee3-ef11-9341-6045bd0d7007";1;"46";"Male";"Passenger";;;"Injured";"Minor injury";;"Dislocations, sprains and strains";"Sprains and strains";"Back, including spine and vertebra in the back -> Back, including spine and vertebra in the back";"Ship";"Deck";"Boat deck";;;"Body movement without any physical stress (generally leading to an external injury)";"Uncoordinated movements, spurious or untimely actions";"Life jacket";;;;;;"2025-02-04"
"94527c75-e122-ed11-9db2-0022481b11f3";"2022-08-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"A passenger vessel passenger fell after getting up from a seat";"A passenger vessel was on passage with twelve passengers onboard in choppy seas. A passenger fell after getting up from their seat while the vessel was on a wave crest. The passenger fell backwards onto the armrest of the seat and then onto the deck of the vessel. The passenger was complaining of back pain and was taken to hospital and later discharged with bruising to the ribs.";"UK";"United Kingdom";"Scotland";57.800667;-7.904267;"NA";;;"97da9c8c-e422-ed11-9db2-0022481b11f3";"Marine Incident";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Passenger ship";"Only passenger";"Domestic - Class A";;;15.00;16.00;20.00;"No damage";"No";"No";"74a24a85-16e3-ef11-9342-002248c71edd";1;"52";"Female";"Passenger";;;"Injured";"Minor injury";;"Wounds and superficial injuries";"Superficial injuries";"Torso and organs -> Rib cage, ribs including joints and shoulder blade";"Accommodation";"Cabin space - passengers";;;;"Body movement under or with physical stress (generally leading to an internal injury)";"Lifting, carrying, standing up";;"Life jacket -> Not used";;;;;"2025-02-04"
"641d5b59-f422-ed11-9db2-0022481b11f3";"2022-08-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"A search and rescue vessel crew member went overboard after the vessel turned";"While conducting a routine beach patrol, the helm of a search and rescue (SAR) vessel performed a turn with minimal warning given to the other crew member. At the time the crew members feet were not properly within the foot-straps of the boat, resulting in loss of balance and the crew member going overboard. Their back brushed against the propeller guard at slow speed. There were no injuries and the crew member immediately re-entered the boat and normal operations were resumed.";"UK";"United Kingdom";"England";50.625000;-2.442200;"NA";;;"740bf707-f922-ed11-9db2-0022481b11f3";"Marine Incident";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Service ship";"SAR craft";;;;3.80;3.80;0.17;"No damage";"No";"No";"c68dd733-18e3-ef11-9342-002248c71edd";1;"Unknown";"Unknown";"Crew";"Other crew member";;"Injured";"Minor injury";;"Drowning and asphyxiation";"Drowning and non-fatal submersions";"Whole body and multiple sites -> Multiple sites of the body affected";"Ship";"Over side";;;;"Slipping - Stumbling and falling - Fall of persons";"Fall overboard of person";"Life jacket";;;;;;"2025-02-04"
"5ad48347-b323-ed11-9db2-0022481b11f3";"2022-08-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"A charter angling vessel passenger fell on board whilst catching a fish";"A charter angling vessel was on a fishing trip with seven passengers and the skipper. The vessel anchored and a mizzen sail hoisted to assist with stability. A passenger was trying to land a fish when they overbalanced, fell backwards and landed on a plastic bench. The passenger was assisted into a sitting position but was in pain. A search and rescue (SAR) vessel was deployed and met the angling vessel that was heading back to port, two SAR crew boarded to assess the passenger who was then transferred onto the SAR vessel. Once ashore the passenger was passed into the care of the ambulance service for further assessment and treatment.";"UK";"United Kingdom";"England";50.237167;-4.506000;"NA";;;"c09a6770-b523-ed11-9db2-0022481b11f3";"Marine Incident";"UNITED KINGDOM";"Fishing Vessel";"Under 15m loa";"Fishing vessel";"Other";;;;9.30;9.90;5.10;"No damage";"No";"No";"0d4fd772-cbe3-ef11-9341-00224800f03a";1;"83";"Male";"Passenger";;;"Injured";"Minor injury";;"Wounds and superficial injuries";"Superficial injuries";"Back, including spine and vertebra in the back -> Back, including spine and vertebra in the back";"Ship";"Deck";"Working deck (fishing boat)";;;"Body movement without any physical stress (generally leading to an external injury)";"Uncoordinated movements, spurious or untimely actions";;"Life jacket -> Unknown";;;;;"2025-02-05"
"883d7a39-90e1-ec11-bb3d-000d3a0cda10";"2022-05-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"A inland passenger vessel passenger fell down stairs resulting in a head laceration";"An inland waterways passenger vessel passenger fell whilst onboard resulting in a head injury. The passenger refused assistance from an ambulance and made their own way to hospital.";"UK";"United Kingdom";"England";51.507400;-0.082500;"NA";;;"650db1ea-90e1-ec11-bb3d-000d3a0cda10";"Marine Incident";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Inland waterway vessel";"Passenger";;;;21.00;21.00;85.00;"No damage";"No";"No";"00375d99-d5e3-ef11-9341-6045bd0cf1f6";1;"Unknown";"Male";"Passenger";;;"Injured";"Minor injury";;"Wounds and superficial injuries";"Open wounds";"Head -> Head, other parts not mentioned above";"Ship";"Stairs/ladders";;;;"Slipping - Stumbling and falling - Fall of persons";"Fall of person - to a lower level";;;;;;;"2025-02-05"
"da61f964-183f-ed11-bba2-0022481b5108";"2022-09-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"Two crew members fell overboard from a RIB and were recovered by the third crew member";"A RIB with three crew onboard was reportedly travelling at speed when the wind got underneath the vessel and caused it to veer sideways. This resulted in two crew going overboard and the windscreen breaking. The two crew were in the water for some time before being recovered by the remaining crew member, they were showing signs of hypothermia once recovered. The third crew member suffered from a shoulder injury whilst recovering one of the immersed crew. None of the crew members were wearing lifejackets. They were able to return to a marina where they were met by the ambulance service and taken to hospital for treatment.";"UK";"United Kingdom";"England";50.455550;-3.524133;"NA";;;"742ed97d-263f-ed11-bba2-0022481b5108";"Marine Incident";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;8.90;8.90;1.10;"Minor damage (less than material damage)";"No";"No";"c840ac85-82e4-ef11-9342-6045bd0e3723";2;"Unknown";"Male";"Crew";"Other crew member";"Yes - On duty prior to casualty";"Injured";"Minor injury";;"Drowning and asphyxiation";"Drowning and non-fatal submersions";"Whole body and multiple sites -> Multiple sites of the body affected";"Ship";"Deck";"Boat deck";;;"Slipping - Stumbling and falling - Fall of persons";"Fall overboard of person";;"Life jacket -> Not used";;;;;"2025-02-06"
"da61f964-183f-ed11-bba2-0022481b5108";"2022-09-01";"No";2022;"Marine Incident";"Accident to person(s)";;;False;"Two crew members fell overboard from a RIB and were recovered by the third crew member";"A RIB with three crew onboard was reportedly travelling at speed when the wind got underneath the vessel and caused it to veer sideways. This resulted in two crew going overboard and the windscreen breaking. The two crew were in the water for some time before being recovered by the remaining crew member, they were showing signs of hypothermia once recovered. The third crew member suffered from a shoulder injury whilst recovering one of the immersed crew. None of the crew members were wearing lifejackets. They were able to return to a marina where they were met by the ambulance service and taken to hospital for treatment.";"UK";"United Kingdom";"England";50.455550;-3.524133;"NA";;;"742ed97d-263f-ed11-bba2-0022481b5108";"Marine Incident";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;8.90;8.90;1.10;"Minor damage (less than material damage)";"No";"No";"5a405fda-82e4-ef11-9342-6045bd0e3723";3;"Unknown";"Female";"Crew";"Skipper";"Yes - On duty prior to casualty";"Injured";"Minor injury";;"Dislocations, sprains and strains";"Sprains and strains";"Upper Extremities -> Shoulder and shoulder joints";"Ship";"Deck";"Boat deck";;;"Body movement under or with physical stress (generally leading to an internal injury)";"Lifting, carrying, standing up";;"Life jacket -> Not used";;;;;"2025-02-06"
"a8c23a60-cef3-ec11-bb3c-0022481b19c1";"2022-06-01";"No";2022;"Marine Incident";"Capsizing / Listing";"Capsizing";;False;"Sailing Dingy with two person's onboard capsized";"A sailing dingy with two people on board capsized. The people were rescued by lifeboat and taken ashore and the dingy was towed separately by another lifeboat. ";"UK";"United Kingdom";"England";50.815167;-0.160500;;;;"47ef7c7e-cef3-ec11-bb3c-0022481b19c1";"Marine Incident";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Sailboat (sail only)";;;;0.00;0.00;0.00;"No damage";"No";"Yes";"43d61959-8ae4-ef11-9342-002248c71edd";1;"Unknown";"Unknown";"Crew";"Deck officer";"Yes - On duty prior to casualty";"No injury";;;"Drowning and asphyxiation";"Drowning and non-fatal submersions";"Whole body and multiple sites -> Whole body (Systemic effects)";"Ship";"Deck";"Open deck";;;"Slipping - Stumbling and falling - Fall of persons";"Fall overboard of person";;;;;;;"2025-02-06"
