Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports
"C0013755","1","MYRAN","MYRAN: ","Sweden","Other Activities","2019-11-14 18:00","Occupational accident - loss of control of machine, means of
transport or handling equipment,
hand-held tool, object, animal","Very serious marine casualty","59° 24.23' N 18° 23.85' E","","Port","1","Sweden"
"C0012810","2","CHERAMIE BO-TRUC No. 22 (IMO 7621865), MARIYA MORAN (IMO 9764128)","CHERAMIE BO-TRUC No. 22 (IMO 7621865): , MARIYA MORAN (IMO 9764128): ","United States, United States","Offshore Supply, ","2019-11-14 04:18","","Marine casualty","29° 41.00' N 93° 50.06' W","Sabine River","","0",""
"C0012808","1","DIVINA DEL MAR","DIVINA DEL MAR: ","Spain","Fish Catching","2019-11-12 04:20","Grounding - while under power","Very serious marine casualty","42° 42.00' N 9° 01.75' W","","Coastal waters","2","Spain; Spain"
"C0013858","1","FAST JEF (IMO 9136101)","FAST JEF (IMO 9136101): ","Belgium","General Cargo","2019-11-11 20:20","Grounding - while under power","Marine casualty","53° 44.00' N 14° 05.00' E","","Port","1","Belgium"
"C0013058","1","FILIA T (IMO 9817901)","FILIA T (IMO 9817901): ","Malta","Container","2019-11-11 09:00","Fire/explosion - fire","Marine casualty","12° 39.00' N 109° 43.99' E","","Open sea","2","Malta; Malta"
"C0012560","1","BIN HIYEE-2 (IMO 8956841)","BIN HIYEE-2 (IMO 8956841): ","United Arab Emirates","General Cargo","2019-11-10 09:55","","Marine incident","","Abu Dhabi","","0",""
"C0012817","1","PLAIA DE ESTEIRO (IMO 8734774)","PLAIA DE ESTEIRO (IMO 8734774): ","Spain","Fish Catching","2019-11-09 05:00","","Marine casualty","42° 24.18' N 8° 41.07' W","Puerto de Marin, Spain","","0",""
"C0013162","1","HOYU (IMO 9511105)","HOYU (IMO 9511105): ","Panama","Chemical Tanker","2019-11-07 12:00","","Marine casualty","1° 20.92' N 104° 24.58' E","Singapore Main Strait","","1","Panama"
"C0013554","1","KG ASIA (IMO 9190377)","KG ASIA (IMO 9190377): ","Marshall Islands","Bulk Dry","2019-11-07 11:58","","Very serious marine casualty","36° 23.00' N 126° 28.00' E","Boryeong, South Korea","At berth","1","Marshall Islands"
"C0013104","2","KALYMNOS (IMO 9382126), MOSCOW SPIRIT (IMO 9418602)","KALYMNOS (IMO 9382126): , MOSCOW SPIRIT (IMO 9418602): ","Liberia, Bahamas","Oil Tanker, ","2019-11-06 05:30","","Marine incident","17° 52.20' N 76° 47.13' W","06nm SE of Port Royal Point","","0",""
"C0012563","1","XPEDITION (IMO 9228368)","XPEDITION (IMO 9228368): ","Ecuador","Passenger","2019-11-05 16:48","","Marine incident","0° 02.60' S 91° 32.23' W","ISLAS GALAPAGOS","","0",""
"C1000005","1","HAV STREYM (IMO 9126625)","HAV STREYM (IMO 9126625): Y","FAS (Faeros, Denmark)","General Cargo","2019-11-02 19:00","Occupational accident - body movement under or with physical
stress (generally leading to an internal
injury)","Marine casualty","59° 30.00' N 5° 33.00' E","Deck","At berth","2","Faroes, Denmark; Faroes, Denmark"
"C0012812","1","ZALIV AMERIKA (IMO 8714592)","ZALIV AMERIKA (IMO 8714592): ","Russian Federation","Chemical Tanker","2019-11-02 08:00","","Very serious marine casualty","42° 47.59' N 132° 55.16' E","Nakhodka, Russian Federation","","2","Russian Federation; Russian Federation"
"C0012504","1","OSCAR 1 (IMO 7922934)","OSCAR 1 (IMO 7922934): ","Togo","Other Dry Cargo","2019-11-02 05:00","","Very serious marine casualty","","İskenderun Gübretaş Port","","0",""
"C0013192","3","BAGHDAD (IMO 9733806), LULANYU 68307, LULANYU 68307","BAGHDAD (IMO 9733806): , LULANYU 68307: , LULANYU 68307: ","Marshall Islands, China, Unknown","Oil Tanker, Fish Catching, ","2019-10-30 18:16","","Very serious marine casualty","35° 19.20' N 120° 05.10' E","Yellow Sea offshore Dongjiakou, China","Coastal waters","1","Marshall Islands"
"C0013129","1","CAPE INDIA (IMO 9654804)","CAPE INDIA (IMO 9654804): ","Singapore","Bulk Dry","2019-10-28 16:52","","Very serious marine casualty","0° 05.00' N 119° 07.50' E","At sea","Open sea","1","Singapore"
"C0012824","1","Avel vor (IMO 8908038)","Avel vor (IMO 8908038): ","France","Fish Catching","2019-10-27 22:00","Contact - with floating object","Very serious marine casualty","2° 57.00' N 10° 56.00' W","","Open sea","1","France"
"C0013860","1","COASTALWATER (IMO 9205158)","COASTALWATER (IMO 9205158): ","Netherlands (Kingdom of)","Chemical Tanker","2019-10-27 00:10","Occupational accident - loss of control of machine, means of
transport or handling equipment,
hand-held tool, object, animal","Marine incident","51° 16.65' N 4° 19.98' E","","Port","1","Belgium"
"C0012825","1","LYRA (IMO 9155432)","LYRA (IMO 9155432): ","MAR (Portugal)","General Cargo","2019-10-26 07:00","","Very serious marine casualty","56° 32.06' N 20° 59.48' E","Liepaja, Latvia","","0",""
"C0012822","2","CITY-38, DESH-I (IMO 7853341)","CITY-38: , DESH-I (IMO 7853341): ","Unknown, Bangladesh",", Non-ship structures","2019-10-25 03:00","","Very serious marine casualty","22° 16.00' N 91° 48.00' E","Karnaphuli River, Chattogram, Bangladesh","","0",""
"C0013252","1","ANGELIC GLORY (IMO 9261798)","ANGELIC GLORY (IMO 9261798): ","Greece","Bulk Dry","2019-10-23 17:00","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","1° 16.99' N 103° 58.00' E","","Coastal waters","2","Greece; Singapore"
"C0012989","1","DILLON OWEN (IMO 9456654)","DILLON OWEN (IMO 9456654): ","Ireland","Fish Catching","2019-10-23 03:36","Grounding - while under power","Very serious marine casualty","54° 15.35' N 5° 36.21' W","North Atlantic Ocean - Irish Sea","Coastal waters","2","Ireland; Ireland"
"C0013043","1","RUBY-T (IMO 9457878)","RUBY-T (IMO 9457878): ","Malta","Oil Tanker","2019-10-20 13:30","Occupational accident - body movement without any physical
stress (generally leading to an external
injury)","Marine casualty","46° 56.84' N 32° 00.04' E","","Port","1","Malta"
"C0012826","1","VIETSUN INTEGRITY (IMO 9264776)","VIETSUN INTEGRITY (IMO 9264776): ","Viet Nam","Container","2019-10-19 01:50","","Marine casualty","10° 32.50' N 106° 50.55' E","Long Tau River, Ho Chi Ming City, Vietnam","","0",""
"C0012818","1","HABIBA M (IMO 7396654)","HABIBA M (IMO 7396654): ","Togo","General Cargo","2019-10-17 13:30","","Very serious marine casualty","31° 27.07' N 31° 46.11' E","Damietta, Egypt","","0",""
"C0012530","1","JANG JIN GANG (IMO 8914075)","JANG JIN GANG (IMO 8914075): ","Democratic People's Republic of Korea","Bulk Dry","2019-10-15 03:30","","Very serious marine casualty","30° 36.93' N 122° 50.93' E","Shengshan","","1","Democratic People's Republic of Korea"
"C0013537","1","NEW ANSTEEL (IMO 9334909)","NEW ANSTEEL (IMO 9334909): ","Hong Kong, China","Bulk Dry","2019-10-14 08:55","","Very serious marine casualty","21° 38.00' N 121° 11.00' E","at sea","Open sea","1","Hong Kong, China"
"C0013172","1","RHODANUS (IMO 9173173)","RHODANUS (IMO 9173173): ","Antigua and Barbuda","General Cargo","2019-10-13 03:06","Grounding - while under power","Very serious marine casualty","41° 23.67' N 9° 14.42' E","Mediterranean Region - Tyrrhenian Sea","Coastal waters","1","France"
"C0012389","1","JIA DE (IMO 8989848)","JIA DE (IMO 8989848): ","Panama","General Cargo","2019-10-12 21:30","","Very serious marine casualty","","Off to Higashi Ogishima Island, Kawasaki City, Kanagawa Prefecture , Japan","Coastal waters","1","Japan"
"C0013033","1","SEASURFER (IMO 9763033)","SEASURFER (IMO 9763033): ","Malta","Liquefied Gas","2019-10-12 16:59","Grounding - while under power","Marine casualty","14° 54.39' N 23° 30.20' W","","Port","1","Malta"
"C0012983","1","YALIKOY (IMO 9166510)","YALIKOY (IMO 9166510): ","Saint Vincent and the Grenadines","General Cargo","2019-10-08 07:54","","Very serious marine casualty","39° 38.30' N 0° 12.40' W","Sagunto, Spain","Port approach","2","Spain; Saint Vincent and the Grenadines"
"C0013031","1","EUROFERRY MALTA (IMO 9108556)","EUROFERRY MALTA (IMO 9108556): ","Malta","Passenger / General Cargo","2019-10-07 10:10","Loss of control - loss of containment","Very serious marine casualty","40° 58.60' N 7° 58.40' E","","Coastal waters","1","Malta"
"C0012799","1","AAL GENOA (IMO 9393553)","AAL GENOA (IMO 9393553): ","Liberia","General Cargo","2019-10-06 15:42","","Very serious marine casualty","30° 11.00' N 85° 43.00' W","Panama City, Florida, USA","Port","1","Liberia"
"C0013262","1","DAMSTERDIJK (IMO 9346665)","DAMSTERDIJK (IMO 9346665): ","Netherlands (Kingdom of)","General Cargo","2019-10-02 09:40","Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent","Very serious marine casualty","52° 01.83' N 1° 09.46' E","","Port","1","Netherlands (Kingdom of)"
"C0012535","1","SU SONG (IMO 9024889)","SU SONG (IMO 9024889): ","Democratic People's Republic of Korea","Bulk Dry","2019-10-01 10:50","","Very serious marine casualty","30° 11.00' N 122° 22.00' E","Coast of Zhoushan","","1","Democratic People's Republic of Korea"
"C0012731","1","STOLT GROENLAND (IMO 9414072)","STOLT GROENLAND (IMO 9414072): ","Cayman Islands (United Kingdom)","Chemical Tanker","2019-09-28 10:50","","Marine casualty","","Ulsan, Republic of Korea","","2","Cayman Islands (United Kingdom); Cayman Islands (United Kingdom)"
"C0013167","1","ARAMIS (IMO 9281592)","ARAMIS (IMO 9281592): ","Lithuania","General Cargo","2019-09-28 09:30","Contact - with fixed object","Marine casualty","44° 26.05' N 4° 41.71' E","","River","2","France; France"
"C0013199","2","AL AKHAWAYN, MONTELAURA (IMO 7625500)","AL AKHAWAYN: , MONTELAURA (IMO 7625500): ","Unknown, Panama",", Refrigerated Cargo","2019-09-26 20:36","","Marine casualty","25° 50.91' N 16° 40.75' W","forty three (43) nautical miles off Dakhla, Morocco","Coastal waters","1","Panama"
"C0012832","1","BOURBON RHODE (IMO 9356359)","BOURBON RHODE (IMO 9356359): ","Luxembourg","Offshore Supply","2019-09-26 00:00","","Very serious marine casualty","15° 35.00' N 40° 10.00' W","North Atlantic Ocean","","0",""
"C0012830","1","BUKHTA NAEZDNIK (IMO 8913253)","BUKHTA NAEZDNIK (IMO 8913253): ","Russian Federation","Fish Catching","2019-09-25 11:00","","Very serious marine casualty","69° 40.32' N 18° 58.57' E","Breivika, Tromso, Norway","","0",""
"C0013236","3","CCC Crane Barge 1 (Registered no. 1403), KENGTUNG (IMO 9158135), ZHONG HUA MEN (IMO 9743320)","CCC Crane Barge 1 (Registered no. 1403): , KENGTUNG (IMO 9158135): , ZHONG HUA MEN (IMO 9743320): ","Oman, Myanmar, Panama","Other Activities, General Cargo, General Cargo","2019-09-24 18:20","","Marine casualty","","No.2 General Cargo Berth, Port of Duqm, Sultanate of Oman","At berth","0",""
"C0012827","1","OMNI ST-LAURENT (IMO 5090012)","OMNI ST-LAURENT (IMO 5090012): ","Canada","Towing / Pushing","2019-09-23 08:30","","Marine casualty","48° 31.00' N 58° 31.00' W","Stephenville, NL, Canada","","0",""
"C0012987","1","Anna Marie II (WK875)","Anna Marie II (WK875): ","United Kingdom","Fish Catching","2019-09-23 01:00","","Very serious marine casualty","58° 00.53' N 3° 50.41' W","Coastal waters (within 12 miles)","Coastal waters","1","United Kingdom"
"C0012531","3","KUM HAE (IMO 8904824), Zhe Dai Yu 11498, Zhe Dai Yu 11498","KUM HAE (IMO 8904824): , Zhe Dai Yu 11498: , Zhe Dai Yu 11498: ","Democratic People's Republic of Korea, Unknown, Unknown","Bulk Dry, , ","2019-09-22 22:30","","Very serious marine casualty","30° 26.60' N 122° 15.90' E","Zhoushan","","1","Democratic People's Republic of Korea"
"C0013519","1","OCEAN OCEANUS (IMO 9535008)","OCEAN OCEANUS (IMO 9535008): ","Hong Kong, China","Bulk Dry","2019-09-21 18:30","","Very serious marine casualty","","Bohai Bay, China","Open sea","1","Hong Kong, China"
"C0012829","1","VANWAH (IMO 8793031)","VANWAH (IMO 8793031): ","Mongolia","General Cargo","2019-09-21 01:21","","Very serious marine casualty","30° 14.47' N 122° 37.09' E","Daiqu Yang, 2.6 miles NW of Huangxing Dao, Zhoushan, cHINA","","0",""
"C0012966","1","ML SEA EXPRESS","ML SEA EXPRESS: ","Philippines","Other Dry Cargo","2019-09-18 02:30","","Very serious marine casualty","","Consuelo Port, Cantilan Surigao Del Sur","","1","Philippines"
"C0013068","2","N207, Rescue 1","N207: , Rescue 1: ","United Kingdom, United Kingdom","Other Activities, Other Activities","2019-09-17 11:38","","Very serious marine casualty","51° 42.80' N 4° 53.40' W","Cleddau River","River","1","United Kingdom"
"C0012577","1","NARLUNEQ (IMO 5304798)","NARLUNEQ (IMO 5304798): ","Greenland (Denmark)","Fish Catching","2019-09-15 17:05","Flooding/foundering - foundering","Very serious marine casualty","60° 43.25' N 46° 42.49' W","","Coastal waters","1","Denmark"
"C0012833","1","GULF ARGO (IMO 9783162)","GULF ARGO (IMO 9783162): ","Bangladesh","General Cargo","2019-09-12 20:00","","Very serious marine casualty","21° 27.54' N 90° 05.49' E","Bay of Bengal","","0",""
"C0012761","1","DUZGIT ENDEAVOUR (IMO 9581007)","DUZGIT ENDEAVOUR (IMO 9581007): ","Türkiye","Chemical Tanker","2019-09-11 08:42","","Marine casualty","","POAŞ Antalya Terminali Şamandırası","Port","1","Türkiye"
"C0013580","1","Kota Lazim (IMO 9351050)","Kota Lazim (IMO 9351050): ","Singapore","Container","2019-09-11 06:15","","Very serious marine casualty","44° 32.00' N 152° 42.00' E","Pacific Ocean (West)","","1","Singapore"
"C0013879","1","HYPATIA DE ALEJANDRIA (IMO 9498755)","HYPATIA DE ALEJANDRIA (IMO 9498755): ","Cyprus","Passenger/Ro-Ro Cargo","2019-09-11 01:49","Loss of control - loss of containment","Marine casualty","40° 35.90' N 2° 29.69' E","Mediterranean Region - Balearic Sea","Open sea","1","Spain"
"C0013052","1","UNISON MEDAL (IMO 9687150)","UNISON MEDAL (IMO 9687150): ","Hong Kong, China","Bulk Dry","2019-09-09 22:39","","Very serious marine casualty","","Ilo, Peru","Port","1","Hong Kong, China"
"C0012346","1","MASIK SIORAQ (IMO 6617790)","MASIK SIORAQ (IMO 6617790): ","Greenland (Denmark)","Dredging","2019-09-09 12:22","Occupational accident - body movement under or with physical
stress (generally leading to an internal
injury)","Very serious marine casualty","65° 41.00' N 37° 00.00' W","","Port","2","Denmark; Denmark"
"C0012282","1","FIRST AI (IMO 9124108)","FIRST AI (IMO 9124108): ","Republic of Korea","General Cargo","2019-09-09 10:45","","Very serious marine casualty","","Kita Wharf in Maizuru Port, Kyoto Prefecture, Japan","Port","1","Japan"
"C0013590","1","GOLDEN RAY (IMO 9775816)","GOLDEN RAY (IMO 9775816): ","Marshall Islands","Ro-Ro Cargo","2019-09-08 01:37","","Very serious marine casualty","31° 07.65' N 81° 24.18' W","Brunswick, GA","","1","United States"
"C0012544","1","MSC CAPRI (IMO 9154220)","MSC CAPRI (IMO 9154220): ","Liberia","Container","2019-09-06 21:25","","Very serious marine casualty","25° 06.00' N 55° 04.00' E","Jabel Ali Terminal 2 berth No 70","At berth","1","Liberia"
"C0012831","1","KELLY (IMO 9255622)","KELLY (IMO 9255622): ","Malta","General Cargo","2019-09-06 13:35","Fire/explosion - fire","Very serious marine casualty","53° 51.50' N 9° 02.10' E","","Strait/channel","2","Germany; Germany"
"C0012828","1","JI SHUN 16 (IMO 8342349)","JI SHUN 16 (IMO 8342349): ","Togo","General Cargo","2019-09-05 22:00","","Very serious marine casualty","30° 11.18' N 122° 29.18' E","Huangda Yang, Daxizhai Dao, Zhoushan, China","","0",""
"C0012540","1","VISION OF THE SEAS (IMO 9116876)","VISION OF THE SEAS (IMO 9116876): ","Bahamas","Passenger","2019-09-05 11:21","","Very serious marine casualty","","Livorno Italy","Port","1","Bahamas"
"C0013032","2","KANALA (IMO 9425552), LIAO DANYU 23625","KANALA (IMO 9425552): , LIAO DANYU 23625: ","Malta, China","Oil Tanker, Other Dry Cargo","2019-09-03 21:21","Collision - with other ship","Very serious marine casualty","39° 02.89' N 120° 49.09' E","","Coastal waters","1","Malta"
"C1000122","1","GOLDEN BRIDGE HANA (IMO 9816244)","GOLDEN BRIDGE HANA (IMO 9816244): ","Republic of Korea","Chemical Tanker","2019-08-29 16:47","Collision - own ship not under way","Very serious marine casualty","23° 47.00' N 120° 10.00' E","","Unknown","1","Republic of Korea"
"C0012967","1","MV LITE FERRY 16","MV LITE FERRY 16: ","Philippines","Passenger/Ro-Ro Cargo","2019-08-28 00:23","","Very serious marine casualty","","4.0 NM off Pulauan Port, Dapitan, Zamboanga;","","1","Philippines"
"C0012835","1","AUSTRHEIM (IMO 7105005)","AUSTRHEIM (IMO 7105005): ","Cameroon","Ro-Ro Cargo","2019-08-25 15:20","","Very serious marine casualty","4° 27.25' N 8° 24.04' E","Bight of Bonny, SW of Idabato, Bakassi Peninsula, Cameroon","","0",""
"C0012860","1","FPSO CIDADE DO RIO DE JANEIRO MV14 (IMO 8506684)","FPSO CIDADE DO RIO DE JANEIRO MV14 (IMO 8506684): ","Bahamas","Other Activities","2019-08-23 13:30","","Marine casualty","22° 51.30' S 40° 21.30' W","Espadarte Field, Campos Basin, South Atlantic Ocean, 102 miles E of Cabo Frio, Brazil","","1","Bahamas"
"C0013568","1","MANDARIN GRACE (IMO 9569267)","MANDARIN GRACE (IMO 9569267): ","Singapore","Bulk Dry","2019-08-23 09:20","","Very serious marine casualty","40° 01.62' N 25° 51.90' E","Strait of Canakkale, Turkey","River","1","Singapore"
