Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports
"C1000149","1","MARIANELA (IMO 7908574)","MARIANELA (IMO 7908574): Y","Panama","General Cargo","2009-12-18 13:30","Others - Others","Marine incident","17° 58.84' N 76° 50.04' W","","At berth","0",""
"C0007835","1","VINCENT-SEBASTIEN","VINCENT-SEBASTIEN: ","Unknown","","2009-12-18 04:20","","Very serious marine casualty","","Nord-Ouest d'Antifer","","1","France"
"C0007551","1","DANNY F II (IMO 7359462)","DANNY F II (IMO 7359462): ","Panama","Non-ship structures","2009-12-17 00:00","","Very serious marine casualty","","11 miles off Tripoli (Lebanon)","","1","Panama"
"C0008040","1","PUBNICO EXPLORER","PUBNICO EXPLORER: ","Canada","Fish Catching","2009-12-16 11:13","","Very serious marine casualty","43° 58.42' N 66° 24.18' W","11 NM Southwest of Cape St. Marys, Nova Scotia","","1","Canada"
"C0008817","2","UNEX II (IMO 9417672), ZIM PANAMA (IMO 9231781)","UNEX II (IMO 9417672): , ZIM PANAMA (IMO 9231781): ","Israel, United Kingdom",", Container","2009-12-16 10:30","","Marine casualty","","Port of Haifa","","0",""
"C0007635","1","BRO ANTON (IMO 9150614)","BRO ANTON (IMO 9150614): ","Sweden","Chemical Tanker","2009-12-15 13:50","","Marine casualty","52° 08.81' N 3° 42.00' E","Off Rotterdam","Anchorage","1","Sweden"
"C0008198","1","COSCO INDIAN OCEAN (IMO 9355563)","COSCO INDIAN OCEAN (IMO 9355563): ","Hong Kong, China","","2009-12-13 21:40","","Very serious marine casualty","","Rotterdam","Port","1","Hong Kong, China"
"C0007557","1","BONN EXPRESS (IMO 8711368)","BONN EXPRESS (IMO 8711368): ","Germany","Container","2009-12-11 05:28","","Marine casualty","51° 27.00' N 0° 20.00' E","River Thames","River","0",""
"C0007545","1","MAERSK DUFFIELD (IMO 9227340)","MAERSK DUFFIELD (IMO 9227340): ","Liberia","Container","2009-12-10 13:22","","Marine casualty","27° 17.00' S 153° 15.00' E","Moreton Bay, Queensland","Port approach","1","Australia"
"C0007672","1","MARIE","MARIE: ","Denmark","Fish Catching","2009-12-09 12:30","","Marine casualty","55° 31.40' N 10° 55.00' E","Great belt","Open sea","2","Denmark; Denmark"
"C0007793","1","GH FORTUNE (IMO 9218856)","GH FORTUNE (IMO 9218856): ","Hong Kong, China","Bulk Dry","2009-12-04 19:18","","Very serious marine casualty","32° 11.40' N 119° 53.10' E","YANGTZE RIVER, CHINA","River","1","China"
"C0007795","1","PANTEA (IMO 8108559)","PANTEA (IMO 8108559): ","Iran (Islamic Republic of)","Bulk Dry","2009-12-04 06:04","","Very serious marine casualty","29° 03.00' N 122° 35.00' E","China coastal","Coastal waters","0",""
"C0007794","1","OOCL KUALA LUMPUR (IMO 9367176)","OOCL KUALA LUMPUR (IMO 9367176): ","Hong Kong, China","Container","2009-12-02 22:04","","Very serious marine casualty","30° 40.80' N 122° 54.30' E","China coastal ","Coastal waters","1","China"
"C0008140","2","LIQUID GOLD (IMO 9190078), SPRING PANDA (IMO 8213653)","LIQUID GOLD (IMO 9190078): , SPRING PANDA (IMO 8213653): ","Liberia, Netherlands (Kingdom of)",", ","2009-12-02 04:04","","Marine casualty","53° 35.00' N 9° 36.00' E","Elbe River, Near Buoy 17","River","1","Germany"
"C0007792","1","TEAMPRO (IMO 7712640)","TEAMPRO (IMO 7712640): ","Panama","Bulk Dry","2009-11-25 06:23","","Very serious marine casualty","35° 03.00' N 120° 30.30' E","China coastal ","Open sea","0",""
"C0007543","1","BOW DE JIN (IMO 9200598)","BOW DE JIN (IMO 9200598): ","Hong Kong, China","Chemical Tanker","2009-11-24 08:30","","Very serious marine casualty","29° 16.50' S 153° 55.00' E","At sea, off NSW coast","Coastal waters","1","Australia"
"C0007790","1","FORTUNE SEA (IMO 7433177)","FORTUNE SEA (IMO 7433177): ","Panama","General Cargo","2009-11-23 19:30","","Very serious marine casualty","19° 40.50' N 111° 48.50' E","China coastal","Coastal waters","0",""
"C0007536","1","DUDEN (IMO 8005226)","DUDEN (IMO 8005226): ","Türkiye","Bulk Dry / Oil","2009-11-22 01:00","","Very serious marine casualty","29° 58.40' S 47° 33.40' W","260 miles from the coast, around the town of Tramandaí (Rio Grande do Sul State).","","2","Brazil; Brazil"
"C0007976","1","S. GABRIEL (IMO 9251511)","S. GABRIEL (IMO 9251511): ","Germany","","2009-11-21 05:57","","Very serious marine casualty","37° 43.60' N 25° 32.70' W","Approx. 5 nm east of Ponta Delgada","Port approach","1","Germany"
"C0008002","1","TRITON LARK (IMO 9302841)","TRITON LARK (IMO 9302841): ","Panama","Bulk Dry","2009-11-21 00:00","","Very serious marine casualty","7° 24.70' S 69° 00.30' E","OPEN SEA","Open sea","1","Panama"
"C0008024","1","PACIFIC EXPLORER (IMO 9007362)","PACIFIC EXPLORER (IMO 9007362): ","Hong Kong, China","General Cargo","2009-11-20 14:50","","Very serious marine casualty","6° 44.00' S 114° 00.00' E","Indonesia","Open sea","1","Hong Kong, China"
"C0007989","2","BRETAGNE (IMO 8707329), BRETAGNE (IMO 8707329)","BRETAGNE (IMO 8707329): , BRETAGNE (IMO 8707329): ","France, France",", Passenger/Ro-Ro Cargo","2009-11-20 00:00","","Marine casualty","","Plymouth  - Grande-Bretagne","","1","France"
"C0007764","1","OPTIK","OPTIK: ","United Kingdom","","2009-11-18 13:00","","Very serious marine casualty","","8 miles SE of Arbroath","","1","United Kingdom"
"C0007791","1","JI SONG 5 (IMO 9063146)","JI SONG 5 (IMO 9063146): ","Democratic People's Republic of Korea","General Cargo","2009-11-17 02:20","","Very serious marine casualty","38° 31.00' N 123° 29.00' E","China coastal ","Open sea","0",""
"C0007719","1","ROMANKA (IMO 8026440)","ROMANKA (IMO 8026440): ","Poland","Oil Tanker","2009-11-17 01:40","","Marine incident","56° 46.70' N 21° 03.34' E","Liepaja approaching","","0",""
"C0007789","1","M KIMITSU (IMO 9204910)","M KIMITSU (IMO 9204910): ","Republic of Korea","General Cargo","2009-11-16 15:24","","Marine casualty","30° 04.20' N 121° 45.00' E","NINGBO PORT, CHINA","Port","0",""
"C0007781","1","CALM OCEAN (IMO 9136503)","CALM OCEAN (IMO 9136503): ","Belize","Bulk Dry","2009-11-14 22:45","","Very serious marine casualty","28° 18.20' N 121° 52.50' E","CHINA COASTAL","Coastal waters","0",""
"C0007532","2","JOSHU MARU (IMO 7727762), NO. 3 DAE KYUNG","JOSHU MARU (IMO 7727762): , NO. 3 DAE KYUNG: ","Hong Kong, China, Unknown","General Cargo, ","2009-11-14 22:03","","Very serious marine casualty","32° 13.00' N 127° 21.00' E","72miles SE from Jeju island","","1","Hong Kong, China"
"C0007765","1","DANICA SUNBEAM (IMO 8701260)","DANICA SUNBEAM (IMO 8701260): ","DIS (Denmark)","General Cargo","2009-11-14 14:30","","Very serious marine casualty","25° 47.00' N 8° 14.00' W","Miami River","River","1","Denmark"
"C0007904","1","NOVA BRETAGNE (IMO 9000364)","NOVA BRETAGNE (IMO 9000364): ","Bahamas","Refrigerated Cargo","2009-11-14 11:50","","Marine casualty","","Antonina, Brazil","","1","Bahamas"
"C0009491","1","ARIAKE (IMO 9118783)","ARIAKE (IMO 9118783): ","Japan","Passenger/Ro-Ro Cargo","2009-11-13 05:06","","Very serious marine casualty","33° 38.10' N 136° 16.50' E","Off the southeast of Kiho Town, Mie Prefecture (the Kumano Nada)","Coastal waters","1","Japan"
"C0012503","1","POLARHAV (IMO 9295804)","POLARHAV (IMO 9295804): ","Faroes, Denmark","Fish Catching","2009-11-12 18:15","","Very serious marine casualty","","27 nm SE of Akraberg, Faroe Islands","","1","Faroes, Denmark"
"C0007763","1","OSPREY III","OSPREY III: ","United Kingdom","","2009-11-11 18:40","","Very serious marine casualty","57° 45.63' N 2° 28.77' W","5.5 nm north of Macduff, Scotland","","1","United Kingdom"
"C0007632","1","TORM CAMILLA (IMO 9263693)","TORM CAMILLA (IMO 9263693): ","DIS (Denmark)","","2009-11-11 09:07","","Marine casualty","24° 33.00' N 84° 31.00' W","Mexican Gulf","","1","Denmark"
"C0007704","2","HAMBURG TEAM (IMO 8107567), VB MEDITERRANEO","HAMBURG TEAM (IMO 8107567): , VB MEDITERRANEO: ","Liberia, Unknown","Bulk Dry, ","2009-11-09 17:25","","Marine incident","28° 06.50' N 15° 24.50' W","Las Palmas Anchorage","Port approach","0",""
"C0007788","1","PING YANG No. 2 (IMO 8514459)","PING YANG No. 2 (IMO 8514459): ","Cambodia","General Cargo","2009-11-09 14:50","","Marine incident","28° 41.30' N 121° 28.00' E","China coastal","Port approach","0",""
"C0008809","2","ADWA (IMO 9041344), MSC ELENI (IMO 9278143)","ADWA (IMO 9041344): , MSC ELENI (IMO 9278143): ","Israel, Panama",", Container","2009-11-09 11:00","","Marine casualty","","Haifa Port","","0",""
"C0007526","1","SHANGHAI CARRIER (IMO 8915407)","SHANGHAI CARRIER (IMO 8915407): ","Republic of Korea","Bulk Dry","2009-11-09 07:45","","Very serious marine casualty","3° 40.30' S 36° 19.70' W","Near the Port of Fortaleza - Ceara","Open sea","1","Brazil"
"C0007762","1","KORENBLOEM (IMO 6825567)","KORENBLOEM (IMO 6825567): ","United Kingdom","","2009-11-06 19:00","","Very serious marine casualty","50° 27.10' N 0° 34.40' E","Dover strait","Coastal waters","1","United Kingdom"
"C0007702","2","ASTANA (IMO 8901808), FEDERAL SHIMANTO (IMO 9218404)","ASTANA (IMO 8901808): , FEDERAL SHIMANTO (IMO 9218404): ","Liberia, Panama","Bulk Dry, ","2009-11-06 07:32","","Marine incident","41° 08.00' N 16° 52.00' E","Bari, Italy","At berth","0",""
"C0007515","1","SAN BU (IMO 9082532)","SAN BU (IMO 9082532): ","China","High Speed Craft","2009-11-05 19:53","","Very serious marine casualty","22° 55.46' N 113° 30.23' E","FU LIAN GANG waterway of Pearl river in China","","1","China"
"C0007816","2","HELEN SCHULTE (IMO 9123532), MING ZE HU (IMO 9059573)","HELEN SCHULTE (IMO 9123532): , MING ZE HU (IMO 9059573): ","Liberia, China",", ","2009-11-05 06:11","","Marine incident","1° 12.50' N 103° 47.90' E","Jong Fairway, Singapore","Port","0",""
"C0007971","1","EMS TRADER (IMO 9213105)","EMS TRADER (IMO 9213105): ","Antigua and Barbuda","","2009-11-04 06:15","","Very serious marine casualty","53° 32.00' N 9° 54.00' E","Port of Hamburg, Elbe River, Germany","","2","Antigua and Barbuda; Germany"
"C0007887","1","DEN BLA","DEN BLA: ","Germany","","2009-11-04 01:08","","Very serious marine casualty","54° 22.99' N 10° 11.07' E","Kiel Canal","Coastal waters","1","Germany"
"C0007799","1","HYUNDAI KINGDOM (IMO 9215828)","HYUNDAI KINGDOM (IMO 9215828): ","Liberia","","2009-11-04 00:40","","Marine casualty","52° 51.30' N 165° 46.90' W","Pacific Ocean","Open sea","0",""
"C0007553","1","HUSKY RACER (IMO 9144720)","HUSKY RACER (IMO 9144720): ","United Kingdom","Container","2009-11-03 04:20","","Marine incident","53° 34.00' N 8° 33.00' E","Bremerhaven","","0",""
"C0007518","1","BLUE CAPELLA (IMO 7607613)","BLUE CAPELLA (IMO 7607613): ","DIS (Denmark)","Other Offshore","2009-11-02 06:20","","Marine casualty","54° 57.00' N 5° 28.00' E","German EEZ","Open sea","0",""
"C0007780","1","ZOORIK (IMO 7602211)","ZOORIK (IMO 7602211): ","Iran (Islamic Republic of)","Bulk Dry","2009-11-01 04:33","","Very serious marine casualty","30° 20.70' N 122° 44.60' E","CHINA COASTAL","Coastal waters","1","Iran (Islamic Republic of)"
"C0007615","1","AURORA (IMO 9234989)","AURORA (IMO 9234989): ","Cyprus","","2009-10-29 06:11","","Marine casualty","","The Sound","","1","Denmark"
"C0007706","1","MSC SHENZHEN (IMO 9216987)","MSC SHENZHEN (IMO 9216987): ","Liberia","Container","2009-10-28 10:28","","Very serious marine casualty","36° 07.00' N 5° 26.00' W","Algerciras, Spain","At berth","0",""
"C0008630","1","PUERTO EDEN (IMO 7128784)","PUERTO EDEN (IMO 7128784): ","Chile","Passenger/Ro-Ro Cargo","2009-10-28 08:20","","Marine casualty","51° 54.00' S 73° 00.00' W","CHILE, CANAL SANTA MARIA","Archipelagos","0",""
"C0008191","2","CARINA STAR (IMO 9172612), KURAMA","CARINA STAR (IMO 9172612): , KURAMA: ","Republic of Korea, Japan","Container, Other Activities","2009-10-27 19:56","","Marine casualty","33° 57.80' N 130° 57.60' E","Kanmon Passage, Kanmon Port","Port","1","Japan"
"C0007533","2","CARINA STAR (IMO 9172612), Kurama","CARINA STAR (IMO 9172612): , Kurama: ","Republic of Korea, Unknown",", ","2009-10-27 19:56","","Marine casualty","37° 57.00' N 130° 57.00' E","Kanmon Strait","","0",""
"C0007516","1","LOWLANDS PROSPERITY (IMO 9225005)","LOWLANDS PROSPERITY (IMO 9225005): ","Belgium","Bulk Dry","2009-10-24 15:36","","Very serious marine casualty","38° 54.84' N 118° 30.29' E","CAOFEIDIAN","At berth","0",""
"C0009476","1","MARKO POLO (IMO 7230599)","MARKO POLO (IMO 7230599): ","Croatia","Passenger/Ro-Ro Cargo","2009-10-24 01:58","","Marine casualty","43° 56.20' N 15° 17.60' E","island Sit","Inland waters","1","Croatia"
"C0007779","1","HUA LONG (IMO 7429932)","HUA LONG (IMO 7429932): ","Cambodia","General Cargo","2009-10-21 15:50","","Very serious marine casualty","20° 22.10' N 108° 57.20' E","China coastal","Open sea","0",""
"C0007695","2","AET ENDEAVOUR (IMO 7723637), KRYMSK (IMO 9270529)","AET ENDEAVOUR (IMO 7723637): , KRYMSK (IMO 9270529): ","United States, Liberia",", Oil Tanker","2009-10-20 20:48","","Marine casualty","28° 36.90' N 94° 31.80' W","GALVESTON LIGHTERING AREA","Open sea","0",""
"C0007502","1","ARCO ADUR (IMO 8700814)","ARCO ADUR (IMO 8700814): ","United Kingdom","","2009-10-19 08:10","","Marine casualty","51° 43.80' N 2° 34.50' E","North Sea","","0",""
"C0008626","1","PACHICA (IMO 7042722)","PACHICA (IMO 7042722): ","Chile","Fish Catching","2009-10-18 00:45","","Marine incident","22° 05.00' S 70° 12.30' W","CHILE, Puerto de Tocopilla","Anchorage","0",""
"C0007697","1","TASMANIE","TASMANIE: ","Unknown","","2009-10-15 07:41","","Very serious marine casualty","","Seine, at Aizier (Eure), France","","1","France"
"C0007709","1","LUTIN DES MERS","LUTIN DES MERS: ","Unknown","Fish Catching","2009-10-14 17:40","","Very serious marine casualty","","near Plateau de Rochebonne","","1","France"
"C0007534","2","9 HANGIL, JH YOUNG (IMO 8914934)","9 HANGIL: , JH YOUNG (IMO 8914934): ","Unknown, Republic of Korea",", ","2009-10-14 14:00","","Very serious marine casualty","35° 54.00' N 129° 38.00' E","Near the Pohang port","","0",""
"C0008001","1","FLAG INVESTORS (IMO 6714017)","FLAG INVESTORS (IMO 6714017): ","Panama","Self Discharging Bulk Dry","2009-10-12 07:48","","Very serious marine casualty","","ADABIYA PORT- EGYPT","At berth","1","Panama"
"C0007541","1","SAGA RUBY (IMO 7214715)","SAGA RUBY (IMO 7214715): ","United Kingdom","Passenger","2009-10-10 07:15","","Marine casualty","","New York","At berth","0",""
"C0007866","1","OLIVIA JEAN (IMO 7907867)","OLIVIA JEAN (IMO 7907867): ","United Kingdom","","2009-10-10 00:00","","Marine casualty","50° 30.00' N 0° 30.00' E","17 nm SSE of Beachy Head in the English Channel","","1","United Kingdom"
"C0007826","1","CAPRICE 8","CAPRICE 8: ","Unknown","","2009-10-09 17:00","","Marine casualty","","vicinity of Mountaineer Rock off Ryan’s Point on Lough Derg, Co. Tipperary","","1","Ireland"
"C0007625","1","FU YU (IMO 8520551)","FU YU (IMO 8520551): ","Tuvalu","","2009-10-09 02:15","","Very serious marine casualty","28° 49.80' N 122° 02.20' E","Jiaojiang, China","Open sea","1","Tuvalu"
"C0007617","1","TWB MARINER I","TWB MARINER I: ","Brazil","Towing / Pushing","2009-10-06 08:30","","Very serious marine casualty","25° 29.40' S 48° 29.30' W","anchorage area no 6 of the Port of Paranaguá (DHN chart 1822)","","1","Brazil"
"C0007514","1","ILUUNA","ILUUNA: ","Greenland (Denmark)","Fish Catching","2009-10-05 17:10","","Very serious marine casualty","63° 08.00' N 50° 40.00' W","Qeqertarsuatsiq, Greenland west coast","Coastal waters","0",""
"C0007661","1","DA VIKEN II","DA VIKEN II: ","Unknown","Fish Catching","2009-10-05 08:14","","Very serious marine casualty","48° 47.81' N 2° 37.79' W","Bay of Saint Brieuc","","1","France"
"C0008006","1","SILVER SEA (IMO 8107608)","SILVER SEA (IMO 8107608): ","Panama","Container","2009-10-04 13:00","","Very serious marine casualty","23° 15.00' N 118° 11.00' E","OPEN SEA","Open sea","1","Panama"
"C0007544","1","MAESTRO SUN (IMO 8401133)","MAESTRO SUN (IMO 8401133): ","Marshall Islands","Ro-Ro Cargo","2009-10-04 04:29","","Marine casualty","56° 17.00' N 7° 06.00' E","North Sea","Open sea","0",""
"C0012365","1","ARRILLON","ARRILLON: ","Spain","Other Offshore","2009-10-03 13:22","Flooding/foundering - flooding","Very serious marine casualty","41° 30.00' N 2° 28.00' E","","Coastal waters","1","Spain"
"C0007766","3","EEMS TRADER (IMO 9173185), EEMS TRADER (IMO 9173185), SAGITTAIRE","EEMS TRADER (IMO 9173185): , EEMS TRADER (IMO 9173185): , SAGITTAIRE: ","Antigua and Barbuda, Antigua and Barbuda, France",", General Cargo, Fish Catching","2009-10-03 12:30","","Marine incident","49° 18.00' N 4° 41.00' W","West of English Channel","","1","France"
"C0007599","1","VILLUM CLAUSEN (IMO 9216250)","VILLUM CLAUSEN (IMO 9216250): ","DIS (Denmark)","","2009-10-03 09:50","","Marine casualty","55° 05.90' N 14° 41.60' E","Rønne Harbour","Port","2","Denmark; Denmark"
"C0007800","1","ARCTIC SKY (IMO 9111242)","ARCTIC SKY (IMO 9111242): ","Liberia","Bulk Dry","2009-10-02 03:26","","Marine casualty","60° 16.33' N 18° 54.68' E","Sondra Kvarken, Gulf of Bothnia, Baltic Sea","Open sea","0",""
"C0007659","1","PETRA FRONTIER (IMO 9509190)","PETRA FRONTIER (IMO 9509190): ","Marshall Islands","Offshore Supply","2009-09-28 05:30","","Marine incident","11° 46.00' S 129° 06.00' E","At sea, off Darwin, NT","Open sea","1","Australia"
"C0007670","1","NORMAN VOYAGER (IMO 9420423)","NORMAN VOYAGER (IMO 9420423): ","United Kingdom","Passenger/Ro-Ro Cargo","2009-09-26 18:23","","Marine casualty","52° 16.22' N 6° 20.20' W","Rosslare Bay","Anchorage","0",""
"C0007576","1","SUN SUMA (IMO 7631511)","SUN SUMA (IMO 7631511): ","Bahamas","General Cargo","2009-09-24 08:15","","Marine incident","","Cabo Rojo","","0",""
"C0008307","1","SIGAS MAUD (IMO 9363522)","SIGAS MAUD (IMO 9363522): ","Panama","Liquefied Gas","2009-09-18 21:00","","Very serious marine casualty","5° 23.70' S 64° 36.80' E","INDIAN OCEAN","Open sea","1","Panama"
"C0007699","2","CHANG HANG XIAN FENG (IMO 9379791), FRONT PAGE (IMO 9248497)","CHANG HANG XIAN FENG (IMO 9379791): , FRONT PAGE (IMO 9248497): ","China, Liberia",", Oil Tanker","2009-09-18 14:36","","Marine casualty","24° 40.63' N 122° 21.25' W","Xaizhimen Anchorage","Anchorage","0",""
"C0008731","1","BICO","BICO: ","Denmark","Fish Catching","2009-09-18 09:40","","Very serious marine casualty","","North Sea","","1","Denmark"
"C0008321","1","PACIFIC (IMO 9168697)","PACIFIC (IMO 9168697): ","Cyprus","General Cargo","2009-09-18 01:50","","Very serious marine casualty","0° 11.60' S 7° 55.00' E","SEA AREA WEST OF GABON, AFRICA","","2","Cyprus; Cyprus"
"C0007677","1","PACIFIC (IMO 9168697)","PACIFIC (IMO 9168697): ","Cyprus","","2009-09-18 00:00","","Very serious marine casualty","","100 miles west of Gabunon, Philippines","","0",""
"C0007769","1","HARBOUR PRIDE","HARBOUR PRIDE: ","Unknown","","2009-09-17 00:00","","Very serious marine casualty","","Off Hook Head, Co. Wexford","","1","Ireland"
"C0007820","1","FPMC P DUKE (IMO 9433016)","FPMC P DUKE (IMO 9433016): ","Liberia","","2009-09-16 08:34","","Marine incident","1° 44.00' N 105° 20.00' E","Opean Sea, 100 NM East from Singapore Port","Open sea","0",""
"C0007662","1","MAERSK KENDAL (IMO 9332999)","MAERSK KENDAL (IMO 9332999): ","United Kingdom","Container","2009-09-16 07:15","","Marine casualty","","Singapore Strait","Port approach","1","United Kingdom"
"C0007523","1","AGIOS DIMITRIOS I (IMO 8706129)","AGIOS DIMITRIOS I (IMO 8706129): ","Panama","Container","2009-09-15 07:20","","Very serious marine casualty","21° 53.90' N 113° 17.20' E","CHINA SOUTH SEA","","0",""
"C0007827","1","EVER ELITE (IMO 9241281)","EVER ELITE (IMO 9241281): ","United Kingdom","","2009-09-10 05:05","","Very serious marine casualty","37° 48.30' N 122° 22.70' W","0.25 nautical miles north of the Bay Bridge, San Francisco Bay","","1","United Kingdom"
"C0007417","1","SWIFT (IMO 8804787)","SWIFT (IMO 8804787): ","United Kingdom","","2009-09-09 22:15","","Marine casualty","53° 36.00' N 0° 40.00' W","Gunness, River Trent","River","0",""
"C0007813","1","PATRIA (IMO 9159921)","PATRIA (IMO 9159921): ","Antigua and Barbuda","","2009-09-09 21:30","","Marine casualty","46° 56.00' N 40° 03.00' W","Northern North Atlantic","Open sea","1","Antigua and Barbuda"
"C0007469","2","ELLA'S PINK LADY, SILVER YANG (IMO 8108585)","ELLA'S PINK LADY: , SILVER YANG (IMO 8108585): ","Australia, Hong Kong, China","Non-ship structures, Bulk Dry","2009-09-09 01:51","","Marine incident","27° 22.90' S 153° 50.20' E","Off Point Lookout, Queensland","Coastal waters","1","Australia"
"C0007878","1","BLACK ROSE (IMO 7602455)","BLACK ROSE (IMO 7602455): ","Mongolia","","2009-09-09 00:00","","Very serious marine casualty","20° 12.80' N 86° 39.00' E","20° 12.'8 N  086° 39.'0 E (3.3 mm SW for S Break water)","Port","0",""
"C0012367","1","HERMANOS LANDROVE","HERMANOS LANDROVE: ","Spain","Fish Catching","2009-09-08 02:30","Capsize/listing - capsize","Very serious marine casualty","43° 49.99' N 8° 21.00' W","","Open sea","1","Spain"
"C0007860","1","SELI 1 (IMO 7814149)","SELI 1 (IMO 7814149): ","Panama","General Cargo","2009-09-07 21:40","","Marine casualty","","CAPE TOWN / SOUTH AFRICA","Anchorage","1","Panama"
"C0008504","1","HERA (IMO 8715340)","HERA (IMO 8715340): ","Panama","General Cargo","2009-09-06 18:00","","Very serious marine casualty","12° 10.00' N 125° 43.00' E","OPEN SEA","Open sea","1","Panama"
"C0007570","1","SUPERFERRY 9 (IMO 8517396)","SUPERFERRY 9 (IMO 8517396): ","Philippines","Passenger/Ro-Ro Cargo","2009-09-06 10:00","","Very serious marine casualty","7° 30.00' N 121° 55.00' E","9.5 NM west of Banga Pt., Siocon, Zamboanga del Norte, Philippines","Coastal waters","0",""
"C0007414","1","MARIA KNUTSEN (IMO 9187904)","MARIA KNUTSEN (IMO 9187904): ","United Kingdom","Oil Tanker","2009-09-05 10:50","","Marine casualty","27° 06.00' S 46° 35.00' W","South Atantic","Open sea","0",""
"C0007981","1","MCHUGH","MCHUGH: ","Unknown","","2009-09-05 09:05","","Very serious marine casualty","","five nautical miles from the mouth of Kinvara Bay","","1","Ireland"
"C0007778","1","MAERSK KLEVEN (IMO 9085546)","MAERSK KLEVEN (IMO 9085546): ","Liberia","Container","2009-09-03 11:59","","Very serious marine casualty","30° 20.70' N 122° 44.60' E","China coastal","Coastal waters","0",""
"C0007732","1","ANTWERP MAX (IMO 9164627)","ANTWERP MAX (IMO 9164627): ","Isle of Man (United Kingdom)","Bulk Dry","2009-09-03 05:22","","Very serious marine casualty","","Ijmuiden, Holland","Inland waters","1","United Kingdom"
"C0007554","1","SAVA LAKE (IMO 8719073)","SAVA LAKE (IMO 8719073): ","Latvia","Bulk Dry","2009-08-31 13:45","","Marine casualty","","Inner road of port od Sal Rei (Cape Verde)","Port","1","Latvia"
"C0007777","1","PACIFIC NAVIGATOR (IMO 9126780)","PACIFIC NAVIGATOR (IMO 9126780): ","Hong Kong, China","Bulk Dry","2009-08-31 11:31","","Marine casualty","31° 43.20' N 121° 06.60' E","Yangtze River, China","River","0",""
"C0007733","2","MSC NIKITA (IMO 7820942), NIRINT PRIDE (IMO 9214575)","MSC NIKITA (IMO 7820942): , NIRINT PRIDE (IMO 9214575): ","Panama, Isle of Man (United Kingdom)",", ","2009-08-30 00:26","","Marine casualty","52° 04.00' N 3° 25.00' E","Moerdyik, Holland","","1","United Kingdom"
"C0007863","2","MSC NIKITA (IMO 7820942), NIRINT PRIDE (IMO 9214575)","MSC NIKITA (IMO 7820942): , NIRINT PRIDE (IMO 9214575): ","Panama, Isle of Man (United Kingdom)","Container, ","2009-08-29 23:30","","Very serious marine casualty","52° 04.60' N 3° 25.90' E","about 20NM of Hook of Holland","Open sea","1","Panama"
