SN_APD,API_WELL_NUMBER,MMS_COMPANY_NUM,KICKOFF_POINT_MD,WELL_NAME,WELL_NM_BP_SFIX,WELL_NM_ST_SFIX,WATER_DEPTH,PERMIT_TYPE,PRP_RKB_ELEV,MINERAL_CODE,REQ_SPUD_DATE,SUBSEA_BOP_FLAG,WELL_TYPE_CODE,DRIVE_DEPTH,DRIVE_SIZE,SURF_AREA_CODE,SURF_BLOCK_NUMBER,SURF_LEASE_NUMBER,SURF_STATE_LEASE_NUM,SURF_X_COORD_LOC,SURF_Y_COORD_LOC,SURF_LATITUDE,SURF_LONGITUDE,SURF_E_W_DISTANCE,SURF_E_W_CODE,SURF_N_S_DISTANCE,SURF_N_S_CODE,BOTM_AREA_CODE,BOTM_BLOCK_NUMBER,BOTM_LEASE_NUMBER,BOTM_STATE_LEASE_NUM,SV_PLAN_CTRL_CD,SV_PLAN_CTRL_NUM,SV_SURF_LEASE_NUM,SV_SURF_AREA_CODE,SV_SURF_BLOCK_NUM,SV_WELL_NAME,BV_PLAN_CTRL_CD,BV_PLAN_CTRL_NUM,BV_BOTM_LEASE_NUM,BV_BOTM_AREA_CODE,BV_BOTM_BLOCK_NUM,BV_WELL_NAME,RIG_ANCHOR_FLAG,RIG_NAME,RIG_TYPE_CODE,RIG_ID_NUM,RIG_FUNC_CODE,CONSTRUCTION_YR,SHIPYARD_NAME,REFURBISHED_YR,RATED_WTR_DEPTH,RATE_DRIL_DEPTH,ABS_CERT_EXPR_DT,CG_CERT_EXPR_DT,SAFE_BRN_APRV_DT,SAFE_BURN_DIST,SAFE_BRN_RMK,BUS_ASC_NAME,APD_SUB_STATUS_DT,APD_STATUS_DT
-3997,177054124900,78,,F009,0,0,133,Revised New Well,126,H,8/25/2006,N,D,550,24,VR,245,G01146,,1642960.547196,-33120.306464,28.57083222,-92.44536778,4422,E,3490,S,VR,245,G01146,,S,4181.0,G01146,VR,245.0,F-10,S,4181.0,G01146,VR,245.0,F-9,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,11/28/2006 1:22:37 PM,11/28/2006 1:53:29 PM
-3544,177114137201,78,5680.0,D007,0,1,65,Revised Sidetrack,126,H,7/25/2006,N,D,482,26,SS,181,G04231,,2086282.0,-13787.388,28.62847694,-91.06445033,7318,E,1764,N,SS,181,G04231,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,8/31/2006 11:43:08 AM,9/1/2006 10:57:27 AM
-3379,177114137201,78,5680.0,D007,0,1,65,Revised Sidetrack,126,H,7/25/2006,N,D,482,26,SS,181,G04231,,2086282.0,-13787.388,28.62847694,-91.06445033,7318,E,1764,N,SS,181,G04231,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,8/3/2006 2:11:39 PM,8/4/2006 8:49:20 AM
-3244,177054125000,78,,F010,0,0,133,New Well,126,H,10/1/2006,N,D,550,24,VR,245,G01146,,1642964.426416,-33124.890347,28.57081972,-92.44535556,4418,E,3485,S,VR,245,G01146,,S,4181.0,G01146,VR,245.0,F-10,S,4181.0,G01146,VR,245.0,F-10,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,7/27/2006 12:05:32 PM,9/12/2006 9:41:21 AM
-3101,608164044500,560,,001,0,0,126,New Well,100,H,6/25/2006,N,E,426,26,VK,256,G26195,,1349942.069556,10802061.265761,29.761,-87.91575306,3542,W,819,N,VK,256,G26195,,S,6798.0,G26195,VK,256.0,D,S,6798.0,G26195,VK,256.0,D,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Seneca Resources Corporation,6/23/2006 1:22:28 PM,6/30/2006 2:11:19 PM
-2980,177054124900,78,,F009,0,0,133,New Well,126,H,8/25/2006,N,D,550,24,VR,245,G01146,,1642960.547196,-33120.306464,28.57083222,-92.44536778,4422,E,3490,S,VR,245,G01146,,S,4181.0,G01146,VR,245.0,F-10,S,4181.0,G01146,VR,245.0,F-9,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,7/27/2006 12:03:53 PM,9/1/2006 1:14:27 PM
-2470,177104160400,2579,,002,0,0,295,Revised New Well,95,H,1/22/2006,N,E,654,30,EI,357,G23884,,1846114.030441,-197316.986302,28.12326306,-91.81050889,3664,E,100,N,EI,357,G23884,,S,6680.0,G23884,EI,357.0,D,S,6680.0,G23884,EI,357.0,D,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Tana Exploration Company LLC,3/7/2006 3:41:14 PM,3/8/2006 6:55:18 AM
-2390,177104160400,2579,,002,0,0,295,Revised New Well,95,H,1/22/2006,N,E,654,30,EI,357,G23884,,1846114.030441,-197316.986302,28.12326306,-91.81050889,3664,E,100,N,EI,357,G23884,,S,6680.0,G23884,EI,357.0,D,S,6680.0,G23884,EI,357.0,D,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Tana Exploration Company LLC,2/22/2006 11:37:36 AM,2/22/2006 3:12:41 PM
-2162,177104160400,2579,,002,0,0,295,New Well,95,H,1/22/2006,N,E,620,30,EI,357,G23884,,1846114.030441,-197316.986302,28.12326306,-91.81050889,3664,E,100,N,EI,357,G23884,,S,6680.0,G23884,EI,357.0,D,S,6680.0,G23884,EI,357.0,D,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Tana Exploration Company LLC,1/17/2006 10:35:56 AM,2/1/2006 7:09:55 AM
-1960,177194082000,276,,G004,0,0,186,Revised New Well,112,H,11/15/2005,N,D,500,30,WD,91,G01090,,2526115.005236,94860.062332,28.91713333,-89.6890375,4237,W,8132,N,WD,92,G01091,,S,3142.0,G01090,WD,91.0,G-3,S,6582.0,G01091,WD,92.0,G-4,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,12/7/2005 2:44:03 PM,12/7/2005 2:47:23 PM
-1878,177194082000,276,,G004,0,0,186,Revised New Well,112,H,11/15/2005,N,D,500,30,WD,91,G01090,,2526115.005236,94860.062332,28.91713333,-89.6890375,4237,W,8132,N,WD,92,G01091,,S,3142.0,G01090,WD,91.0,G-3,S,6582.0,G01091,WD,92.0,G-4,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,11/23/2005 12:46:09 PM,11/28/2005 2:00:46 PM
-1835,177194082000,276,,G004,0,0,186,Revised New Well,112,H,11/15/2005,N,D,500,30,WD,91,G01090,,2526115.005236,94860.062332,28.91713333,-89.6890375,4237,W,8132,N,WD,92,G01091,,S,3142.0,G01090,WD,91.0,G-3,S,6582.0,G01091,WD,92.0,G-4,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,11/16/2005 11:34:35 AM,11/16/2005 12:53:48 PM
-1633,177054091003,276,4060.0,A002,1,2,95,Bypass,163,H,10/6/2005,N,D,450,24,VR,164,G06668,,1630211.12,87709.04,28.90272191,-92.48886948,2413,E,6255,S,VR,164,G11870,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,10/7/2005 10:38:46 AM,10/13/2005 9:45:09 AM
-1493,177054091002,276,4000.0,A002,0,2,95,Revised Sidetrack,130,H,7/21/2005,N,D,450,24,VR,164,G06668,,1630211.12,87709.04,28.90272191,-92.48886948,2413,E,6255,S,VR,164,G11870,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,8/12/2005 12:15:32 PM,8/12/2005 2:39:42 PM
-1473,177054082502,276,3700.0,A009,0,2,95,Revised Sidetrack,130,H,7/29/2005,N,D,95,30,VR,164,G06668,,1630204.124,87708.049,28.90271909,-92.48889122,2420,E,6254,S,VR,164,G11870,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,8/9/2005 3:53:13 PM,8/9/2005 4:09:11 PM
-1459,177054082502,276,3700.0,A009,0,2,95,Revised Sidetrack,130,H,7/29/2005,N,D,95,30,VR,164,G06668,,1630204.124,87708.049,28.90271909,-92.48889122,2420,E,6254,S,VR,164,G11870,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,8/8/2005 3:16:32 PM,8/9/2005 11:56:21 AM
-1443,177054082502,276,3700.0,A009,0,2,95,Revised Sidetrack,130,H,7/29/2005,N,D,95,30,VR,164,G06668,,1630204.124,87708.049,28.90271909,-92.48889122,2420,E,6254,S,VR,164,G11870,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,8/5/2005 1:20:52 PM,8/5/2005 3:04:52 PM
-1418,177054082502,276,3700.0,A009,0,2,95,Revised Sidetrack,130,H,7/29/2005,N,D,95,30,VR,164,G06668,,1630204.124,87708.049,28.90271909,-92.48889122,2420,E,6254,S,VR,164,G11870,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,8/2/2005 3:47:03 PM,8/3/2005 2:49:30 PM
-1417,177190097304,276,3563.0,C019,3,1,175,Bypass,100,H,6/23/2005,N,D,440,20,WD,73,G01083,,2517519.93,103757.1,28.94193306,-89.71550389,4358,E,765,S,WD,73,G01083,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,8/2/2005 2:19:18 PM,8/2/2005 4:07:43 PM
-1356,177190097303,276,3563.0,C019,2,1,175,Revised Bypass,100,H,6/23/2005,N,D,440,20,WD,73,G01083,,2517519.93,103757.1,28.94193306,-89.71550389,4358,E,765,S,WD,73,G01083,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,8/1/2005 4:33:55 PM,8/2/2005 10:16:35 AM
-1344,177054082502,276,3700.0,A009,0,2,95,Sidetrack,130,H,7/29/2005,N,D,95,30,VR,164,G06668,,1630204.124,87708.049,28.90271909,-92.48889122,2420,E,6254,S,VR,164,G11870,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,7/22/2005 12:16:05 PM,7/25/2005 1:07:31 PM
-1303,177190097303,276,3563.0,C019,2,1,175,Bypass,100,H,6/23/2005,N,D,440,20,WD,73,G01083,,2517519.93,103757.1,28.94193306,-89.71550389,4358,E,765,S,WD,73,G01083,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,7/14/2005 1:09:13 PM,7/22/2005 4:06:00 PM
-1293,177190092201,276,3560.0,C009,0,1,172,Revised Sidetrack,100,H,2/4/2005,N,D,440,20,WD,73,G01083,,2517506.93,103761.1,28.94194444,-89.71554444,4371,E,769,S,WD,73,G01083,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,7/13/2005 1:34:11 PM,7/30/2005 4:39:58 PM
-1291,177054091002,276,4000.0,A002,0,2,95,Sidetrack,130,H,7/21/2005,N,D,450,24,VR,164,G06668,,1630211.12,87709.04,28.90272191,-92.48886948,2413,E,6255,S,VR,164,G11870,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,7/18/2005 2:01:22 PM,7/20/2005 11:16:54 AM
-1257,177190092201,276,3560.0,C009,0,1,172,Revised Sidetrack,100,H,2/4/2005,N,D,440,20,WD,73,G01083,,2517506.93,103761.1,28.94194444,-89.71554444,4371,E,769,S,WD,73,G01083,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,7/7/2005 11:11:08 AM,7/11/2005 8:26:06 AM
-1217,177190097302,276,3563.0,C019,1,1,175,Bypass,100,H,6/23/2005,N,D,440,20,WD,73,G01083,,2517519.93,103757.1,28.94193306,-89.71550389,4358,E,765,S,WD,73,G01083,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,6/28/2005 1:13:24 PM,7/11/2005 8:02:12 AM
