API_WELL_NUMBER,MMS_COMPANY_NUM,BUS_ASC_NAME,BOTM_AREA_CODE,BOTM_BLOCK_NUM,BOTM_LEASE_NUM,DISTRICT_CODE,APD_RECEIVED_DT,SURF_N_S_DIST,SURF_N_S_CODE,SURF_E_W_DIST,SURF_E_W_CODE,SURF_AREA_CODE,SURF_BLOCK_NUM,SURF_LEASE_NUM,WELL_NAME,WELL_NAME_SFIX,WATER_DEPTH,RIG_ID_NUM,RIG_NAME,SURF_X_COORD_LOC,SURF_Y_COORD_LOC,SURF_LATITUDE,SURF_LONGITUDE,APD_APRV_DATE,REGION_CODE
608074064101,818,"Mariner Energy, Inc.",GB,367,G17351,5,10/31/2000,1794,S,8349,E,GB,367,G17351,  002,,1122,28542.0,DIAMOND OCEAN VOYAGER,1575651.0,10012674.0,27.59214094,-93.20002201,11/9/2000,G
608074064501,1284,"W & T Offshore, Inc.",GB,139,G17295,4,9/4/2002,6059,N,6137,E,GB,139,G17295,  002,ST01BP00,550,91308.0,ROWAN MIDLAND,1451143.07,10099861.15,27.83095917,-93.58582108,10/21/2002,G
608074064600,78,Chevron U.S.A. Inc.,GB,191,G06359,5,4/20/1998,6294,N,4335,E,GB,191,G06359, A007,,721,,,1579665.0,10083786.0,27.78784027,-93.18796005,5/14/1998,G
608074064700,78,Chevron U.S.A. Inc.,GB,191,G06359,5,5/6/1998,6286,N,4320,E,GB,191,G06359, A010,,721,,,1579680.0,10083794.0,27.78786235,-93.18791367,5/14/1998,G
608074064800,771,"Texaco Exploration and Production, Inc.",GB,625,G15927,4,8/11/1998,7635,S,7312,E,GB,625,G15927,  001,,2350,,,1481648.0,9923475.0,27.34596608,-93.48924938,8/17/1998,G
608074064801,78,Chevron U.S.A. Inc.,GB,625,G15927,4,9/8/1998,7635,S,7312,E,GB,625,G15927,  001,ST00BP00,2350,,,1481648.0,9923475.0,27.34596608,-93.48924938,,G
608074064900,724,Marathon Oil Company,GB,840,G19191,4,9/30/1998,1789,S,5476,W,GB,840,G19191,  001,,3500,,,1399396.0,9838429.0,27.1108262,-93.74114556,10/19/1998,G
608074065000,730,Walter Oil & Gas Corporation,GB,104,G15837,5,3/11/1999,1300,S,1100,W,GB,104,G15837,  001,,630,51504.0,DIAMOND OCEAN CONCORD,1585100.0,10107220.0,27.85234532,-93.17124585,,G
608074065100,2219,Anadarko US Offshore LLC,GB,184,G14942,4,6/25/1999,900,N,7500,E,GB,184,G14942,  001,,698,51505.0,DIAMOND OCEAN LEXINGTON,1465620.0,10089180.0,27.80175197,-93.54086958,9/1/1999,G
608074065200,59,Hess Corporation,GB,485,G17376,4,10/4/1999,3686,S,1047,W,GB,485,G17376,  001,ST00BP00,2753,,,1347447.0,9967046.0,27.46379233,-93.90373553,,G
608074065300,59,Hess Corporation,GB,754,G20796,4,1/7/2000,8300,S,6390,W,GB,754,G20796,  001,,2540,28547.0,DIAMOND OCEAN VALIANT,1431990.0,9876620.0,27.21641305,-93.64152383,2/9/2000,G
608074065400,2219,Anadarko US Offshore LLC,GB,668,G17407,4,3/10/2000,6250,S,1825,E,GB,668,G17407,  001,ST00BP00,3190,92118.0,NOBLE AMOS RUNNER,1471295.0,9906250.0,27.29845107,-93.52092985,3/31/2000,G
608074065401,2219,Anadarko US Offshore LLC,GB,668,G17407,4,5/13/2000,6250,S,1825,E,GB,668,G17407,  001,ST01BP00,3190,92118.0,NOBLE AMOS RUNNER,1471295.0,9906250.0,27.29845107,-93.52092985,5/13/2000,G
608074065402,2219,Anadarko US Offshore LLC,GB,668,G17407,4,5/27/2000,6234,S,1810,E,GB,668,G17407,  001,ST02BP00,3190,92118.0,NOBLE AMOS RUNNER,1471310.0,9906234.0,27.29840722,-93.52088344,5/27/2000,G
608074065403,2219,Anadarko US Offshore LLC,GB,669,G17408,4,9/25/2000,6234,S,1810,E,GB,668,G17407,  001,,3138,92118.0,NOBLE AMOS RUNNER,1471310.0,9906234.0,27.29840722,-93.52088344,9/27/2000,G
608074065404,2219,Anadarko US Offshore LLC,GB,669,G17408,4,10/24/2000,6234,S,1810,E,GB,668,G17408,  001,,3138,92118.0,NOBLE AMOS RUNNER,1471310.0,9906234.0,27.29840722,-93.52088344,10/24/2000,G
608074065500,2312,McMoRan Oil & Gas LLC,GB,580,G15919,4,6/27/2000,3457,N,1219,E,GB,580,G15919,  001,,2200,90101.0,T.O. F100,1471901.0,9944063.0,27.40251112,-93.51954853,6/30/2000,G
608074065501,2312,McMoRan Oil & Gas LLC,GB,580,G15919,4,8/4/2000,3455,N,1229,E,GB,580,G15919,  001,,2027,90101.0,T.O. F100,1471891.0,9944065.0,27.40251651,-93.51957938,8/4/2000,G
608074065600,2312,McMoRan Oil & Gas LLC,GB,272,G15867,4,10/24/2000,3990,S,6100,E,GB,272,G15867,  001,,560,82319.0,NOBLE LORRIS BOUZIGARD,1467020.0,10046550.0,27.68446744,-93.53596334,11/24/2000,G
608074065601,2312,McMoRan Oil & Gas LLC,GB,272,G15867,4,12/30/2000,3990,S,6105,E,GB,272,G15867,  001,ST00BP01,560,82319.0,NOBLE LORRIS BOUZIGARD,1467015.0,10046550.0,27.68446738,-93.5359788,12/30/2000,G
608074065700,2219,Anadarko US Offshore LLC,GB,668,G17407,4,11/20/2000,8250,S,7400,E,GB,668,G17407,  002,ST00BP00,3150,82317.0,T.O. RICHARDSON,1465720.0,9908250.0,27.30388963,-93.53812794,11/29/2000,G
608074065701,2219,Anadarko US Offshore LLC,GB,668,G17407,4,1/18/2001,8267,S,7411,E,GB,668,G17407,  002,ST01BP00,3152,82317.0,T.O. RICHARDSON,1465709.0,9908267.0,27.30393628,-93.53816205,1/18/2001,G
608074065800,2219,Anadarko US Offshore LLC,GB,668,G17407,4,2/6/2001,5310,N,1650,E,GB,667,G17406,  003,ST00BP00,3105,82317.0,T.O. RICHARDSON,1455630.0,9910530.0,27.3100406,-93.56923953,3/7/2001,G
608074065801,2219,Anadarko US Offshore LLC,GB,668,G17407,4,2/6/2001,5310,N,1650,E,GB,667,G17406,  003,ST00BP01,3103,82317.0,T.O. RICHARDSON,1455630.0,9910530.0,27.3100406,-93.56923953,3/20/2001,G
608074065802,2219,Anadarko US Offshore LLC,GB,667,G17406,4,5/3/2001,5310,N,1650,E,GB,667,G17406,  001,ST01BP00,3103,82317.0,T.O. RICHARDSON,1455630.0,9910530.0,27.3100406,-93.56923953,5/4/2001,G
608074065803,2219,Anadarko US Offshore LLC,GB,667,G17406,4,5/31/2001,5310,N,1650,E,GB,667,G17406,  001,ST01BP01,3103,82317.0,T.O. RICHARDSON,1455630.0,9910530.0,27.3100406,-93.56923953,5/31/2001,G
608074065900,2219,Anadarko US Offshore LLC,GB,668,G17407,4,5/23/2001,8279,S,7392,E,GB,668,G17407,  004,ST00BP00,3150,82317.0,T.O. RICHARDSON,1465728.0,9908279.0,27.30396953,-93.53810368,6/11/2001,G
608074065901,2219,Anadarko US Offshore LLC,GB,668,G17407,4,8/14/2001,8279,S,7392,E,GB,668,G17407,  004,ST01BP00,3154,82317.0,T.O. RICHARDSON,1465728.0,9908279.0,27.30396953,-93.53810368,8/14/2001,G
608074065902,2219,Anadarko US Offshore LLC,GB,668,G17407,4,8/27/2001,8279,S,7392,E,GB,668,G17407,  004,ST01BP01,3154,82317.0,T.O. RICHARDSON,1465728.0,9908279.0,27.30396953,-93.53810368,8/27/2001,G
608074065903,2219,Anadarko US Offshore LLC,GB,668,G17407,4,6/4/2002,8279,S,7392,E,GB,668,G17407,  004,ST02BP00,3154,90628.0,DIAMOND OCEAN QUEST,1465728.0,9908279.0,27.30396953,-93.53810368,6/10/2002,G
608074066000,2219,Anadarko US Offshore LLC,GB,669,G17408,4,9/13/2001,1323,N,3714,W,GB,669,G17408,  002,ST00BP00,2980,82317.0,T.O. RICHARDSON,1476834.0,9914517.0,27.32126276,-93.50397188,9/22/2001,G
608074066001,2219,Anadarko US Offshore LLC,GB,625,G15927,4,11/19/2003,1322,N,3708,W,GB,669,G17408,  002,ST01BP00,2954,92125.0,NOBLE MAX SMITH,1476828.0,9914518.0,27.32126544,-93.50399038,11/25/2003,G
608074066002,2219,Anadarko US Offshore LLC,GB,625,G15927,4,2/6/2004,1322,N,3708,W,GB,669,G17408,  002,ST02BP00,2954,92125.0,NOBLE MAX SMITH,1476828.0,9914518.0,27.32126544,-93.50399038,2/6/2003,G
608074066003,2219,Anadarko US Offshore LLC,GB,625,G15927,4,7/26/2004,1322,N,3708,W,GB,669,G17408,  002,ST03BP00,2962,92118.0,NOBLE AMOS RUNNER,1476828.0,9914518.0,27.32126544,-93.50399038,8/5/2004,G
608074066004,2219,Anadarko US Offshore LLC,GB,625,G15927,4,9/1/2004,1322,N,3708,W,GB,669,G17408,  002,ST03BP01,2954,92118.0,NOBLE AMOS RUNNER,1476828.0,9914518.0,27.32126544,-93.50399038,9/2/2004,G
608074066005,2219,Anadarko US Offshore LLC,GB,625,G15927,4,10/14/2004,1322,N,3708,W,GB,669,G17408,  002,ST04BP00,2962,92118.0,NOBLE AMOS RUNNER,1476828.0,9914518.0,27.32126544,-93.50399038,10/15/2004,G
608074066006,2219,Anadarko US Offshore LLC,GB,625,G15927,4,2/14/2006 3:00:27 PM,1322,N,3708,W,GB,669,G17408,  002,ST05BP00,2965,28547.0,DIAMOND OCEAN VALIANT,1476828.0,9914518.0,27.32126544,-93.50399038,2/17/2006 4:41:52 PM,G
608074066100,2219,Anadarko US Offshore LLC,GB,668,G17407,4,12/14/2001,8238,S,7419,E,GB,668,G17407,  005,ST00BP00,3152,90628.0,DIAMOND OCEAN QUEST,1465701.0,9908238.0,27.30385638,-93.5381863,2/22/2002,G
608074066101,2219,Anadarko US Offshore LLC,GB,668,G17407,4,3/17/2002,8282,S,7349,E,GB,668,G17407,  005,ST00BP01,3152,90628.0,DIAMOND OCEAN QUEST,1465771.0,9908282.0,27.30397829,-93.53797127,3/17/2002,G
608074066200,2219,Anadarko US Offshore LLC,GB,668,G17407,4,12/14/2001,8209,S,7426,E,GB,668,G17407,  006,ST00BP00,3152,90628.0,DIAMOND OCEAN QUEST,1465694.0,9908209.0,27.3037765,-93.53820748,2/22/2002,G
608074066201,981,Anadarko Petroleum Corporation,GB,668,G17407,4,11/18/2009,8199,S,7451,E,GB,668,G17407, A006,ST01BP00,3152,47553.0,NABORS MODS RIG 150,1465669.0,9908199.0,27.30374869,-93.53828435,11/18/2009 4:48:41 PM,G
608074066202,981,Anadarko Petroleum Corporation,GB,668,G17407,4,3/19/2010,8199,S,7451,E,GB,668,G17407, A006,ST01BP01,3152,47553.0,NABORS MODS RIG 150,1465669.0,9908199.0,27.30374869,-93.53828435,3/19/2010 1:30:22 PM,G
608074066300,2219,Anadarko US Offshore LLC,GB,668,G17407,4,12/14/2001,8231,S,7451,E,GB,668,G17407,  007,ST00BP00,3152,90628.0,DIAMOND OCEAN QUEST,1465669.0,9908231.0,27.30383674,-93.53828478,2/21/2002,G
608074066400,2219,Anadarko US Offshore LLC,GB,668,G17407,4,12/14/2001,8180,S,7434,E,GB,668,G17407,  008,ST00BP00,3152,90628.0,DIAMOND OCEAN QUEST,1465686.0,9908180.0,27.3036966,-93.53823174,2/22/2002,G
608074066500,2219,Anadarko US Offshore LLC,GB,668,G17407,4,7/18/2002,10418,S,1725,E,GB,667,G17406,  009,ST00BP00,3101,90628.0,DIAMOND OCEAN QUEST,1455555.0,9910418.0,27.30973146,-93.56946899,7/22/2002,G
608074066600,2219,Anadarko US Offshore LLC,GB,487,G23321,4,10/21/2002,2840,S,5055,W,GB,487,G23321,  001,ST00BP00,2764,90628.0,DIAMOND OCEAN QUEST,1383135.0,9966200.0,27.46213537,-93.79363978,10/31/2002,G
608074066601,2219,Anadarko US Offshore LLC,GB,487,G23321,4,12/9/2002,2840,S,5055,W,GB,487,G23321,  001,ST01BP00,2764,90628.0,DIAMOND OCEAN QUEST,1383135.0,9966200.0,27.46213537,-93.79363978,12/9/2002,G
608074066700,2219,Anadarko US Offshore LLC,GB,669,G17408,4,11/22/2002,8280,S,7461,E,GB,668,G17407,  003,ST00BP00,3220,28516.0,DIAMOND OCEAN STAR,1465659.0,9908280.0,27.30397146,-93.53831623,12/4/2002,G
608074066701,2219,Anadarko US Offshore LLC,GB,669,G17408,4,8/26/2004,8279,S,7392,E,GB,668,G17407, A003,ST01BP00,3220,47553.0,NABORS MODS RIG 150,1465728.0,9908279.0,27.30396953,-93.53810368,9/9/2004,G
608074066800,730,Walter Oil & Gas Corporation,GB,228,G19086,4,12/3/2002,600,N,3550,W,GB,228,G19086,  001,ST00BP00,830,5707.0,DIAMOND OCEAN AMBASSADOR,1460830.0,10073640.0,27.75893339,-93.55547333,12/17/2002,G
608074066900,2370,"LLOG Exploration & Production Company, L.L.C.",GB,221,G24463,4,8/27/2003,3921,S,2590,W,GB,221,G24463,SS001,ST00BP00,1120,51508.0,DIAMOND OCEAN SARATOGA,1348990.0,10062321.0,27.72596813,-93.90111733,10/3/2003,G
608074067000,1819,ATP Oil & Gas Corporation,GB,142,G21378,4,9/18/2003,1258,S,3814,E,GB,142,G21378, A001,ST00BP00,543,93105.0,POOL 17,1500986.19,10091337.6,27.80819083,-93.43142083,11/5/2003,G
608074067100,1819,ATP Oil & Gas Corporation,GB,186,G21381,4,11/21/2003,1246,S,3805,E,GB,142,G21378, A002,ST00BP00,543,93105.0,POOL 17,1500995.25,10091325.67,27.80804138,-93.431435,12/4/2003,G
608074067200,730,Walter Oil & Gas Corporation,GB,223,G24464,4,6/14/2004,2590,S,5060,E,GB,223,G24464,  001,ST00BP00,960,90608.0,DIAMOND OCEAN NEW ERA,1388860.0,10060990.0,27.72305374,-93.77781971,6/25/2004,G
608074067201,730,Walter Oil & Gas Corporation,GB,223,G24464,4,6/27/2004,2590,S,5060,E,GB,223,G24464,  001,ST01BP00,954,90608.0,DIAMOND OCEAN NEW ERA,1388860.0,10060990.0,27.72305374,-93.77781971,7/14/2006,G
608074067300,2219,Anadarko US Offshore LLC,GB,668,G17407,4,4/1/2005,5471,N,1682,E,GB,667,G17406,  010,ST00BP00,3103,28516.0,DIAMOND OCEAN STAR,1455598.0,9910369.0,27.30959716,-93.56933585,4/12/2005,G
608074067400,2219,Anadarko US Offshore LLC,GB,668,G17407,4,5/19/2005 7:08:14 PM,3100,N,4645,W,GB,668,G17407,  012,ST00BP00,3089,28524.0,DIAMOND OCEAN VICTORY,1461925.012519,9912740.030836,27.31619972,-93.54987833,6/10/2005 3:38:49 PM,G
608074067500,2219,Anadarko US Offshore LLC,GB,668,G17407,4,7/12/2005 12:44:46 PM,6189,S,1742,E,GB,668,G17407,  011,ST00BP00,3137,28547.0,DIAMOND OCEAN VALIANT,1471378.029401,9906188.705459,27.29828333,-93.52067333,7/14/2005 4:34:21 PM,G
608074067600,730,Walter Oil & Gas Corporation,GB,224,G27629,4,1/19/2007 11:04:24 AM,4188,N,2684,E,GB,224,G27629,  001,ST00BP00,730,90608.0,DIAMOND OCEAN NEW ERA,1407076.021895,10070051.984948,27.74829306,-93.72166333,2/1/2007 1:37:09 PM,G
608074067700,2219,Anadarko US Offshore LLC,GB,667,G17406,4,12/19/2007,5347,N,1598,E,GB,667,G17406,  002,ST00BP00,3103,28516.0,DIAMOND OCEAN STAR,1455681.984735,9910493.009547,27.30993944,-93.56907889,1/3/2008 7:26:24 AM,G
608074067701,2219,Anadarko US Offshore LLC,GB,667,G17406,4,2/25/2008,5347,N,1598,E,GB,667,G17406,  002,ST01BP00,3103,28516.0,DIAMOND OCEAN STAR,1455681.984735,9910493.009547,27.30993944,-93.56907889,2/26/2008 10:35:42 AM,G
608074067800,78,Chevron U.S.A. Inc.,GB,973,G32911,4,3/30/2010,4846,S,7228,W,GB,973,G32911,  001,ST00BP00,3960,51081.0,PACIFIC SANTA ANA,1416987.937145,9793966.021292,26.98874722,-93.68630833,6/26/2013 5:16:27 PM,G
608074081901,59,Hess Corporation,GB,216,G14224,3,6/18/1998,5839,S,4305,E,GB,216,G14224,  002,ST00BP00,1456,,,1975695.0,10080079.0,27.7738761,-91.9628435,,G
608074082100,1500,"TotalEnergies E&P USA, Inc.",GB,458,G19124,5,2/5/1999,6341,N,4510,W,GB,458,G19124,  001,,2242,90834.0,GSF CELTIC SEA,1620190.0,9988699.0,27.52629633,-93.06243076,4/6/1999,G
608074082200,3,Union Oil Company of California,GB,941,G20804,5,6/25/1999,10033,S,5805,E,GB,941,G20804,  001,,3770,82317.0,T.O. RICHARDSON,1609875.0,9814993.0,27.04825403,-93.09386588,,G
608074082300,83,The Louisiana Land and Exploration Company,GB,281,G14945,5,5/24/1999,6700,N,580,E,GB,280,G14944,  001,,585,44757.0,BORGNY DOLPHIN,1599260.0,10051700.0,27.69961741,-93.12723245,8/4/1999,G
608074082400,730,Walter Oil & Gas Corporation,GB,412,G15893,5,5/10/2000,6283,S,3942,E,GB,412,G15893,  001,,1500,51504.0,DIAMOND OCEAN CONCORD,1595898.0,10001323.0,27.5609813,-93.13745251,5/15/2000,G
608074082500,730,Walter Oil & Gas Corporation,GB,412,G15893,5,5/10/2000,6354,S,3871,E,GB,412,G15893,  002,,1500,51504.0,DIAMOND OCEAN CONCORD,1595969.0,10001394.0,27.5611769,-93.13723354,5/16/2000,G
608074082600,1284,"W & T Offshore, Inc.",GB,193,G24457,5,8/24/2004,3635,S,9181,W,GB,193,G24457,  001,ST00BP00,677,91308.0,ROWAN MIDLAND,1609021.0,10077875.0,27.77166856,-93.097121,9/20/2004,G
608074082700,730,Walter Oil & Gas Corporation,GB,302,G24479,3,10/4/2005 10:07:17 AM,7037,S,4342,W,GB,302,G24479,  001,ST00BP00,2410,51505.0,DIAMOND OCEAN LEXINGTON,1936822.02962,10049597.040074,27.69085833,-92.08378222,10/11/2005 7:04:22 AM,G
608074082800,818,"Mariner Energy, Inc.",GB,195,G24459,5,6/7/2006 9:07:24 AM,1909,N,113,E,GB,195,G24459,  001,ST00BP00,690,82319.0,NOBLE LORRIS BOUZIGARD,1647246.976928,10088171.010912,27.80003278,-92.97886528,6/29/2006 7:37:51 AM,G
608074082900,1364,Newfield Exploration Company,GB,381,G33196,3,1/19/2010,3475,N,6150,W,GB,425,G33198,  001,ST00BP00,2117,28524.0,DIAMOND OCEAN VICTORY,1796070.02448,10007405.050289,27.57695417,-92.51934972,2/3/2010 10:39:47 AM,G
608074082901,1364,Newfield Exploration Company,GB,381,G33196,3,4/8/2010,3473,N,6153,W,GB,425,G33198,  001,ST00BP01,2136,28524.0,DIAMOND OCEAN VICTORY,1796073.265225,10007406.603721,27.57695843,-92.5193397,4/9/2010 1:58:07 PM,G
608074083000,78,Chevron U.S.A. Inc.,GB,978,G26693,4,5/5/2015,1161,S,2972,W,GB,978,G26693,  001,ST00BP00,3836,50820.0,T.O. DISCOVERER INDIA,1491932.012997,9790281.032871,26.97953944,-93.45606833,6/10/2015 7:07:44 PM,G
608074083001,78,Chevron U.S.A. Inc.,KC,10,G27698,4,9/17/2015,1165,S,2963,W,GB,978,G26693,  002,ST01BP00,3803,50820.0,T.O. DISCOVERER INDIA,1491922.602272,9790285.165762,26.97955072,-93.45609728,9/18/2015 6:18:00 PM,G
608074083100,3362,"Kosmos Energy Gulf of Mexico Operations, LLC",GB,492,G35919,4,8/26/2019,2032,S,1125,E,GB,491,G35918,  001,ST00BP00,1888,51181.0,SEADRILL WEST CAPRICORN,1456154.965,9965391.968,27.46101333,-93.56839361,9/17/2019 11:00:24 AM,G
608074083101,3362,"Kosmos Energy Gulf of Mexico Operations, LLC",GB,492,G35919,4,10/2/2019,2032,S,1125,E,GB,491,G35918,  001,ST00BP01,1888,51181.0,SEADRILL WEST CAPRICORN,1456154.965,9965391.968,27.46101333,-93.56839361,10/2/2019,G
608084000200,724,Marathon Oil Company,KC,199,G19517,3,3/13/2000,633,N,4316,W,KC,199,G19517,  001,,5620,92118.0,NOBLE AMOS RUNNER,1699196.0,9725127.0,26.80085365,-92.819743,5/3/2000,G
608084000300,3,Union Oil Company of California,KC,774,G21441,3,2/2/2001,3266,S,4440,W,KC,774,G21441,  001,ST00BP00,6736,45883.0,T.O. DISCOVERER SPIRIT,1746840.0,9507266.0,26.20099845,-92.67532521,2/21/2001,G
608084000400,1,Conoco Inc.,KC,511,G17632,3,3/27/2002,5995,S,6603,W,KC,511,G17632,  001,ST00BP00,6115,30409.0,T.O. DEEPWATER PATHFINDER,1764843.0,9605035.0,26.46994711,-92.61952413,4/18/2002,G
608084000401,1,Conoco Inc.,KC,511,G17632,3,12/13/2002,5993,S,6606,W,KC,511,G17632,  001,ST00BP01,6120,30409.0,T.O. DEEPWATER PATHFINDER,1764846.0,9605033.0,26.46994158,-92.61951497,12/13/2002,G
608084000402,1,Conoco Inc.,KC,511,G17632,3,12/18/2002,5992,S,6606,W,KC,511,G17632,  001,ST00BP02,6120,30409.0,T.O. DEEPWATER PATHFINDER,1764846.0,9605032.0,26.46993883,-92.61951498,12/18/2002,G
608084000500,3,Union Oil Company of California,KC,681,G20949,3,4/21/2004,7307,S,6251,W,KC,681,G20949,  001,ST00BP00,6345,45883.0,T.O. DISCOVERER SPIRIT,1669451.0,9542987.0,26.29965337,-92.91134736,5/10/2004,G
608084000600,276,Exxon Mobil Corporation,KC,919,G21447,3,6/30/2004,2884,S,4108,E,KC,919,G21447,  001,ST00BP00,7316,44575.0,GSF EXPLORER,1960052.0,9459364.0,26.06623477,-92.02600538,8/16/2004,G
608084001100,2481,BP Exploration & Production Inc.,KC,292,G25792,3,3/1/2005 2:14:58 PM,875,S,4656,E,KC,292,G25792,  001,ST00BP00,5873,46428.0,T.O. DEEPWATER HORIZON,1785263.823761,9679114.523839,26.67364278,-92.55629722,6/10/2005 6:55:27 AM,G
608084001101,2481,BP Exploration & Production Inc.,KC,292,G25792,3,2/20/2006 4:29:33 PM,875,S,4656,E,KC,292,G25792,  001,ST00BP01,5873,46428.0,T.O. DEEPWATER HORIZON,1785263.823761,9679114.523839,26.67364278,-92.55629722,2/21/2006 7:21:36 AM,G
608084001102,2481,BP Exploration & Production Inc.,KC,292,G25792,3,4/11/2006 9:43:41 AM,875,S,4656,E,KC,292,G25792,  001,ST00BP02,5873,45924.0,DIAMOND OCEAN CONFIDENCE,1785263.823761,9679114.523839,26.67364278,-92.55629722,4/11/2006 9:57:22 AM,G
608084001103,2481,BP Exploration & Production Inc.,KC,292,G25792,3,10/19/2006 2:32:35 PM,875,S,4656,E,KC,292,G25792,  001,ST01BP00,5859,45924.0,DIAMOND OCEAN CONFIDENCE,1785263.823761,9679114.523839,26.67364278,-92.55629722,11/9/2006 10:41:46 AM,G
608084001104,2481,BP Exploration & Production Inc.,KC,292,G25792,3,2/29/2008,875,S,4656,E,KC,292,G25792,  001,ST02BP00,5859,45883.0,T.O. DISCOVERER SPIRIT,1785263.823761,9679114.523839,26.67364278,-92.55629722,3/20/2008 3:12:37 PM,G
608084001200,2481,BP Exploration & Production Inc.,KC,244,G19530,3,4/10/2007,5038,S,348,E,KC,244,G19530,  001,ST00BP00,5380,46428.0,T.O. DEEPWATER HORIZON,1726212.008331,9699118.039889,26.72914472,-92.73705917,4/30/2007 1:35:42 PM,G
