SN_EOR_FK,SN_EOR_WELL_COMP,COMP_LATITUDE,COMP_LONGITUDE,COMP_RSVR_NAME,COMP_INTERVAL_NAME
-158456,-23589,28.43971667,-91.46996111,CRIS SUB 2 RM,Cris Sub 2 downthrown
-158456,-23590,28.43885278,-91.46993889,CRIS SUB 2 RL,Cris Sub 2 upthrown
-161428,-23903,28.43971667,-91.46996111,CRIS SUB 2 RM,Cris Sub 2 downthrown
-161428,-23904,28.43885278,-91.46993889,CRIS SUB 2 RL,Cris Sub 2 upthrown
-176484,-26813,28.43885278,-91.46993889,CRIS SUB 2 RM/RL,Cris Sub 2 downthrown / Cris Sub 2 upthrown
-180413,-27550,28.43971667,-91.46996111,CRIS SUB 2 RM,Cris Sub 2 downthrown
-180413,-27551,28.43885278,-91.46993889,CRIS SUB 2 RL,Cris Sub 2 upthrown
-109354,-12298,29.0607,-91.44828889,G-2Sand,G-2 Sand
-109545,-12744,28.86813,-88.939215,P Sand,P Sand
-146513,-22094,28.86812694,-88.93918194,O-O-1 Sand,O-O-1 Sand
-109311,-12392,27.78672222,-90.63418611,H2 RS2,H2
-109753,-12898,30.16820028,-87.79315833,Norphlet,Norphlet
-110987,-12856,28.46761276,-91.08374302,TP11A/TP11B,TP-11A Sand / TP-11B Sand
-109306,-12312,28.46717833,-91.08308556,Bul (1) 2 RC,BUL (1) 2 Sand
-132113,-19244,28.46761276,-91.08374302,TP11A/TP11B,TP-11A Sand / TP-11B Sand
-83854,-8795,28.97560028,-89.50022583,C3 FB1,C3 
-135915,-20334,28.97560889,-89.50100333,C-2,C2
-108333,-11948,29.463714,-92.050535,Operc 1.0,Operc 1.0
-102664,-10700,29.46372139,-92.05056472,Operc 1.3,Operc 1.3
-83855,-8575,29.46373047,-92.05059437,Operc 1.5,Operc 1.5
-112407,-13749,29.463695,-92.05049111,Operc 0.5,Operc .5
-145456,-21801,29.46373889,-92.05077778,ROB L-11 SAND FB-UT,RL-11
-75240,-8329,29.54716083,-88.6853075,Tex W6,Tex W6
-109361,-12844,29.29205556,-88.66388889,7250 FB D,7250 FB D
-203176,-30389,29.29195361,-88.66383944,6900' Sand,6900' Sand
-109859,-12951,29.29965278,-88.65916944,6250 E,"6,250' Sand"
-178247,-27265,28.15141389,-89.27392361,Nickle,S. Deimos Nickle
-107484,-11868,27.33975611,-89.84278278,M12A/B/C,M12A/B/C
-126407,-19336,27.33917778,-89.83987528,M9X/M10,M9A / M9X/M10
-108191,-11680,28.60220667,-92.07961583,B-5 RF 1,B-5 Sand
-129858,-18837,28.60220667,-92.07961583,B-5 RF1,B-5 Sand
-166498,-24844,28.60222222,-92.07937833,A-93 Sand,A-93 Sand
-167398,-25045,28.60230138,-92.07935526,A-93 Sand,A-93 Sand
-114276,-14552,27.48970972,-91.63198028,HSB1 Sand,HSB1 Sand
-118768,-16770,26.933,-94.692,P1:10,P1:10
-115032,-15008,27.27354583,-90.82643278,M15,M15
-19379,-2468,28.73490111,-91.86269167,"""Bul 18"" Sand","""Bul 18"" Sand"
-26388,-3175,28.73521083,-91.86246972,"""Bul 13"" Sand","""Bul 13"" Sand"
-21999,-4373,28.58363139,-91.27951333,IA Sand,IA
-110123,-12520,28.58364,-91.27952,HP-1,HP-1
-69166,-7413,28.5851975,-90.80313139,P-4 Sand,P-4 Sand
-114150,-14666,28.39409444,-92.89309694,D-7 Sand,D-7 Sand
-124951,-17734,28.39418083,-92.89301556,D-6 Sand,D-6 Sand
-113627,-14253,28.4029808,-92.8832397,F Stray Sand,F Stray
-87952,-9076,28.43890278,-92.65636389,B-9 Sand,B-9 Sand
-48308,-5212,28.43757056,-92.66184222,A-9 Sand,A-9 Sand
-64748,-6569,28.87957028,-91.89392556,D-1 Sand,D-1 Sand
-65169,-6838,28.00050941,-94.41457155,PL-10 B,PL 10 B Sand
-166910,-24963,27.99840111,-94.41445,P-1-2A,P-1-2A
-107472,-11452,28.99498944,-90.24240944,S4D Sand,S4D Sand
-161689,-23960,27.81946,-94.62813306,GM-3U,GM-3U
-75004,-7782,27.8222057,-94.6313316,GM-2-2,GM-2
-125828,-17813,27.83046194,-94.55980889,GM-5,GM5 sand
-170174,-25552,27.83037778,-94.55259167,TA FBI,TA FBI
-114489,-14558,28.50194432,-90.38443917,G-6 Sand FB AC,G-6 Sand
-24254,-3050,29.10998694,-93.08724,Purple Sand,Purple P5
-23215,-3101,28.38808944,-90.52760917,11500' Sand,11500' Sand
-23327,-4066,28.26344472,-91.66165889,LF Sand,LF Sand
-26163,-3351,28.08397417,-90.81935889,OJ Sand,OJ Sand
-23777,-3934,28.25636833,-91.65935111,L-1,L-1
-130770,-19565,28.25628194,-91.65937278,OI Sand,Oi
-123673,-17476,28.25636833,-91.65935111,L-1 FBC,L-1
-29230,-3847,28.96803944,-90.65872722,VP-1,VP-1 Sand
-26264,-3066,28.439873,-90.321312,9500' Sand,9500' Sand
-114444,-14648,28.09974111,-96.43486778,Mesa Sand,Mesa Sand
-114029,-14539,28.373055,-90.76538778,N-3 Sand,N-3 Sand
-113991,-14547,28.907085,-93.14770194,F-1 Sand,F-1 Sand
-148524,-22404,28.90667278,-93.14868667,F-2 Sand,F-2 Sand
-114930,-14930,27.96099667,-93.65281667,PL 1-2 Sand,PL 1-2 Sand
-117398,-15612,28.19409778,-94.76399194,L1 Sand,L1 Sand
-153275,-22820,28.19409778,-94.76399194,L1 Sand,L1 Sand
-115645,-14956,27.96365306,-93.64904194,PL 1-6 Sand,PL 1-6 Sand
-114176,-14482,28.69377444,-92.26830611,10400' SD FB-D,10400' SD
-179007,-27322,28.6928197,-92.2667232,10250 SAND,10250' SD
-114016,-14378,28.63130556,-91.06400833,D11 Sand,D11 Sand
-202677,-30226,28.63165389,-91.06537861,D-10 FB VI SAND,D10 Sand
-113988,-14544,28.85898972,-88.92050528,J Lower Sand,J Lower Sand
-146695,-22208,28.85974194,-88.92053306,"""J Upper"" Sand",J Sand
-152391,-22799,28.86105806,-88.92057222,G-1,G-1 Sand
-178667,-27210,28.86105806,-88.92077552,G-1,G-1 Sand
-114020,-14357,29.35576694,-92.00221111,Cib Carst N-1 Sand,CCN1
-114019,-14480,29.27429056,-88.74699944,7200' Sand,7200' Sand
-187834,-27968,29.27441889,-88.74686583,7000' Sand,7000' Sand
-130912,-19116,28.83423,-90.40982417,A-1,A-1
-130710,-20680,26.74300361,-90.48558,Wilcox 1/ Wilcox 2,Wilcox 1 / Wilcox 2
-130697,-19140,28.25637194,-91.73855167,G RB,G Sand
-131641,-19408,29.09244472,-89.9797925,"C-6,E4","C6,E4"
-130955,-19547,27.20237139,-92.233855,B25H2,B25H2
-167858,-25116,28.5251025,-92.17203056,Lentic C,
-142740,-21506,28.52512028,-92.17002833,Lentic C Sand,Lentic C Sand
-157944,-23362,28.5251025,-92.17203056,Lentic C,Lentic C Sand
-142740,-21448,28.52514778,-92.16848972,7200' Sand,7200 Sand
-148389,-22165,29.3141983,-91.53266737,6400 RB,
-25942,-3243,28.22086583,-92.79665056,TA-5,TA-5
-69027,-6974,28.22086583,-92.79665056,TA-5,TA-5
-176509,-26902,28.21388587,-92.79653022,TA-7 Sand,TA-7
-97112,-10077,28.2269383,-92.80244548,CP-2,CP-2 Sand
-54877,-5601,28.21785542,-92.79349256,"""ANG B-1"" SAND",AND B-1
-138458,-20798,29.31234556,-91.52289972,7900' RA,7900' RA
-74880,-7637,28.19701572,-92.80609256,ANG B-8 SAND,ANG8
-11540,-1960,28.96117194,-91.47411056,3500 Sand, 3500 Sand
-161972,-23983,28.168381,-92.85729,LWR LENTIC B (PL-9B),LWR Lentic B
-5906,-1390,28.11497778,-92.94358,7600' Sand,7600' Sand
-166110,-24759,28.12393889,-92.82137667,PL1-10 FB3,PL1-10 Sand
-81310,-8832,28.13809528,-92.97091333,HA,HA
-2732,-531,28.06509111,-92.9898,A Sand,A Sand
-161203,-23796,28.86333056,-89.60340722,D4 RA Sand,D4 RA
-54293,-5735,28.17215139,-92.799525,G-4 Upper,G-4 Upper
-56797,-5808,28.17937111,-92.78753,G-5 Sand,G-5 Sand
-12529,-2092,28.17430111,-92.85615083,"L LENTIC ""C""",L LENTIC 
-76112,-8107,28.17430111,-92.85615083,L Lentic C,L LENTIC 
-178912,-27296,28.15108167,-92.85417556,LWR LENTIC A,PL-9
-16279,-2241,28.15826667,-92.8355,Ang B1-B2,Ang B1-B2
-162092,-23986,28.181235,-92.844311,L-1,L-1
-113801,-14058,29.185085,-88.89991722,C-4 FB-B,C-4
-126610,-18065,29.18593889,-88.9016,D-5 FB A ,D-5
-175678,-26750,29.184515,-88.90235,C-47 ,C-47
-94360,-10272,29.18922417,-88.90195472,B-25 SAND,B-25 SAND
-146754,-22356,28.0737,-92.6993,Lentic 1-2 Sand,Lentic 1-2
-37997,-4429,29.04331694,-91.44978583,"""28"" Sand","""28"" SAND"
-125957,-17975,29.02949861,-91.46042083,28 Sand,28 Sand
-125344,-17886,29.0369,-91.443925,14A(L) Sand,14A (L) Sand
-16659,-2296,29.25233389,-88.44921,M Sand,M Sand
-12022,-1932,28.96370139,-91.47353583,M3ASS2T,M3ASS2T
-34626,-4272,28.96370139,-91.47353583,M3ASS2T,M3ASS2T
-9292,-1928,28.96090806,-91.46771,4 AB Marine, 4 AB MARINE
-4603,-996,28.9424817,-91.6097776,Z4 Sand,Z4 Sand
-87574,-9057,28.94248167,-91.60977611,Z2 Sand,Z2 Sand
-78168,-8101,28.15046278,-90.74653806,A RD,A
-69745,-7320,28.33780806,-91.19180333,B-6 Sand ,B-6 Sand 
-121213,-16941,28.83202306,-91.72421083,V2 Sand,V2 Sand
-111291,-13194,28.7350825,-91.36094667,P RJ Sand,P RJ Sand
-59569,-6183,28.76931944,-91.35165417,Upper T Sand,Upper T Sand
-132578,-19527,28.76932579,-91.35163608,T RF,
-115258,-14978,28.74723639,-91.37408444,G5-RB Sand,G5-RB Sand
-164160,-24259,28.747258,-91.374023,G4 RB,G4 RB
-164428,-24354,28.747415,-91.373268,F-7 RA Sand,F7
-130045,-18835,29.41098,-89.030968,9200' FB-A,9200' Sand
-156141,-23204,29.41037694,-89.02912306,6300 FB-D, 6300' FB-D Sand
-2264,-387,29.31724984,-91.90754133,Tex L-1 Sand Seg 250,Tex L-1 Sand
-146131,-21923,29.31731528,-91.90742889,J SEG250,J Seg 250
-13321,-1926,28.66444444,-91.50944444,GQ Sand,GQ
-173290,-26290,28.66926694,-91.51161667,FS Sand,FS Sand
-9823,-1606,28.657136,-91.50883,JM Sand,JM Sand
-164548,-24428,28.64964528,-91.49549917,Bul (1) Ass Lower,BUL (1) ASS STRINGERS
-129388,-18702,28.64906472,-91.33167833,BUL(1) 16A,Bul(1)-16A
-130158,-18869,28.66981278,-91.33196778,BUL(1) 15RA,BUL(1) 15A 
-126281,-18152,28.10209917,-90.20844639,Bul-1 10-20/30-40/70-80,Bul 1
-139644,-20941,28.10209912,-90.20844636,BUL-1 10-20/30-40/70-80,
-2260,-637,28.24428025,-91.45737935,EF SEGA,EF SEGA
-101830,-10447,29.28871735,-91.82811682,M1C,M1C
-141697,-21226,29.28519389,-91.84893889,M1B Sand,M1B Sand
-131622,-19626,27.89163444,-96.43043167,FT,FT
-110288,-12742,28.65878278,-91.51946889,HN Sand,HN Sand
-111369,-13114,28.65782083,-91.519625,HD Sand,HD Sand
-116534,-15157,28.657892,-91.519608,GS Sand,GS Sand
-115845,-15070,28.65702,-91.51975194,GI Sand,GI Sand
-125786,-17904,28.65839194,-91.50003944,GI Sand,GI Sand
-8895,-1549,29.30516889,-89.05087889,6900' SD,6900' SD
-8898,-1658,29.29685282,-89.05319788,6900' Sand,6900' Sand
-8333,-1575,29.300553,-89.059531,5700' Sand,5700' Sand
-70728,-7297,28.18965,-90.54045889,J4 RE,J-4  RE Sand
-26063,-3155,28.74387278,-91.19821417,K-1A Sand,K-1A Sand
-94601,-9990,27.99827222,-93.50374722,TB-1 Sand,TB-1 Sand
-107498,-11362,27.99801944,-93.50097222,Upper Ang B,Upper Ang B
-36470,-4064,28.30160694,-92.57007278,F Sand,Upper F
-51718,-5470,28.301355,-92.57071639,E-6 Sand,LOWER E6
-65250,-6733,28.30127778,-92.57088889,E-4 Sand,UPPER E4
-5488,-1248,28.8454,-89.78110306,A-25,A-25
-93089,-9818,28.8454,-89.78110306,A-15,A-15
-109169,-11919,27.38900278,-94.4556,DS 1.5,DS 1.5
-110517,-12710,27.38893333,-94.45561944,"DS-2, FB-A",DS 2 Sand
-117186,-15917,29.11029722,-89.74316972,EA Sand,EA
-174375,-26427,28.231172,-91.6851528,HB-1,HB-1
-201215,-29789,28.23130944,-91.68498,HB-2 ,HB-2
-45404,-4834,29.45517472,-88.84889194,BF 3.0 Sand ,BF 3.0 Sand 
-14124,-2193,28.37856389,-91.06215083,Cris Sub 3,Cris Sub 3
-13341,-2113,28.36706111,-91.07195,Cris Sub 1,Cris Sub 1
-124384,-17779,28.3736075,-91.0789625,CRIS SUB4BRC,CRIS SUB4BRC
-1749,-388,28.36943611,-91.07616806,CS 1 A RC ,CS 1 A RC 
-141379,-20944,28.36943611,-91.07616806,CS 1 A RC SAND,CS 1 A RC 
-62139,-6409,28.91452861,-90.34350278,C-2H2D/C-5 H5 SAND,C2 SAND
-54228,-5992,29.12676417,-88.77133472,F20,F20
-257,-64,28.90097985,-92.07591891,26.6 Sand,26.6 Sand
-26568,-3033,28.90042361,-92.07573083,26 Sand,26 Sand
-111707,-13325,28.89987556,-92.07555222,25.7 RB,25.7 Sand
-33387,-3922,28.50238972,-90.38606889,13800' sand,13800 sand
-30322,-3545,29.24592028,-91.38996361,TL2FB2,TL2FB2
-41740,-4576,29.24592028,-91.38996361,TLFB2 Sand,TL2FB2
-58468,-6076,29.24592028,-91.38996361,TLFB2 Sand,TL2FB2
-107462,-11293,29.25363889,-91.56941667,"13,300' Sand",13300' Sand
-93758,-9545,29.25332556,-91.57413028,12000' Sand,12000' Sand
-34787,-4002,29.24771611,-91.3960225,TL-2 Sand,TL-2 Sand
-166796,-24896,29.1713485,-91.5063964,T-13,T-13
-95348,-9813,29.16488167,-91.50500556,T-9 Sand ,T-9 Sand 
-94160,-9676,29.16464333,-91.50525139,T-10B Sand ,T-10B Sand 
-80002,-8137,29.1646125,-91.505355,T-10 Sand ,T-10 Sand 
-163727,-24174,29.16488167,-91.50500556,T-9 RB,T-9 Sand 
-164608,-24387,29.16488167,-91.50500556,T-9 RB,T-9 Sand 
-85224,-8848,29.159695,-91.50143694,T-10A,T-10A Sand 
-136185,-20391,29.16221111,-91.50445694,WWS,WWS Sand
-87091,-9040,29.16459472,-91.50344806,WWS Sand,WWS Sand
-66353,-6700,29.16914472,-91.50694556,K SAND,K Sand 
-135795,-20413,29.16962472,-91.50640083,WW Sand,WW
-79982,-8144,29.1576875,-91.50565417,T-10 Sand ,T-10 Sand 
-115357,-15183,29.15792528,-91.50561528,T-10 Sand,T-10 Sand 
-116619,-15242,29.15792861,-91.50560833,T-10 Sand,T-10 Sand 
-132337,-20394,29.15795611,-91.50556472,T1,T1 SAND
-138597,-20405,29.15795667,-91.50561778,N Sand,N SAND
-138544,-20407,29.15795556,-91.50559194,P Sand,P Sand
-118799,-16322,28.53520611,-91.54834194,D-4 FB-H,D4 Sand
-39703,-4251,29.0996,-91.71109444,P-1 Sand,P-1 Sand
-37872,-4594,29.08858333,-91.76027778,M-2 Sand,M-2 Sand
-112789,-13724,28.47044306,-91.45177583,S RA,S Sand
-116833,-15344,28.46958806,-91.45236611,P0 Sand RA,P0 Sand RA
-47847,-5185,28.4756725,-91.43814667,N 4 RE Sand,N4 Sand
-93273,-9702,28.47766667,-91.44419444,P Sand,P Sand
-80564,-8453,28.35004,-91.70613694,EB Sand,EB Sand
-7260,-1414,28.29343056,-91.71283,EE2/EH,EE2 / EH
-15514,-2232,28.34816972,-91.5731775,D-15,D-15
-110682,-12740,28.34811083,-91.57319333,D-5 Sand,D-5
-33707,-3974,28.33966389,-91.58808889,A-15 Sand,A-15 Sand
-110798,-12871,28.34833333,-91.57472222,AA-40,AA-40
-64528,-6603,28.3495125,-91.57507917,A-1 Sand,A-1 Sand
-3573,-841,28.49442861,-91.56444361,B-9 FB-G16,B-9 
-5904,-1344,28.52090278,-91.55416389,D-3B FB-H,D-3B Sand
-80548,-9662,28.57467417,-89.69741472,"""F"" Sand","""F"" Sand"
-138537,-20897,28.57467417,-89.69741472,F Sand,"""F"" Sand"
-14184,-2242,28.5244927,-91.5514855,D-6 FB-H,D-6 Sand
-44784,-4816,28.52450555,-91.55201153,D-5B FB-H Sand,D-5B Sand
-109731,-12715,28.524525,-91.55256111,D-4 FB-H,D-4 Sand
-111520,-13522,28.524532,-91.552735,D-4 FB-H,D-4 Sand
-35888,-4261,28.45370472,-92.6385525,5500' Sand,5500' Sand
-13725,-2121,29.64278,-88.8542375,6000' Sand,6000' Sand
-48550,-5291,29.64278,-88.85422972,6100' Sand,6000' Sand
-12757,-1997,29.23580333,-91.37508306,TL-2,TL-2 Sand
-121038,-16945,29.23846861,-91.37637,AE-10 Sand,AE-10 Sand
-147960,-22193,29.23894444,-91.37758333,AE-8 FB6,AE-8L Sand
-158978,-23524,29.23903583,-91.37665083,AE-8 Upper FB6,AE-8U Sand 
-141837,-21096,29.23859528,-91.37652056,AE-9 Sand,AE-9 Sand
-12738,-1957,28.72955222,-90.02602417,C,C
-18279,-2638,28.28717889,-91.34026306,Ang (B)-3,Ang B-3 Sand
-106952,-11049,28.28717889,-91.34026306,ANG B-2,Ang B-2 Sand
-106952,-11052,28.28758889,-91.34026111,Ang B-2 ,Ang B-2 Sand
-13042,-2249,28.46542361,-92.75412944,Valv. H. Sand,Valv. H Sand
-61052,-6470,28.287625,-94.09928472,GQ 14 Sand,GQ 14 Sand
-145048,-21781,28.83870389,-89.45249056,12000 SEG180,12000' SAND
-107394,-11246,29.47967,-93.63603194,MK-2,MK-2
-87132,-9197,29.48041556,-93.63490361,MN4-1,MN-4
-174097,-26487,29.47944444,-93.63653889,MK-Stray Sand,MK-Stray
-151951,-22739,28.47592218,-91.36658471,HG,
-119209,-16297,28.48049083,-91.34839778,HG-A,HG-A 
-171719,-25910,28.58055296,-91.52213573,14 SD FB2,14 Sand
-2182,-522,28.25566,-91.746795,"C-3, RC",C-3
-178233,-27175,28.25575611,-91.74625028,"D,RB-1",1-D
-75793,-7746,28.45378111,-91.46081028,K Sand RC,K Sand RC
-93718,-9794,28.45644972,-91.47156444,M3-M5 Sand,M3-M5 Sand
-1956,-655,28.25530944,-91.64827333,MG ,MG
-5346,-969,28.21945,-91.537075,ES,ES Sand
-11801,-1870,28.22653472,-91.68459722,GA-2,GA-2
-7359,-1557,28.23162583,-91.68489667,MG-1/2/3/4 FBB,MG-1/2/3/4 FBB
-7359,-1558,28.23150833,-91.68488861,KE,KE
-6052,-1327,28.21953667,-91.68513083,NH,NH
-4922,-1061,28.24957583,-91.73737389,J-5 Sand,J-5 Sand
-5441,-1099,28.24951833,-91.73757389,J-2 Sand,J-2 Sand
-5768,-1209,28.21177611,-91.67684639,7000 S280,7000 Sand 
-26838,-3395,28.18740278,-91.63060667,5500' Stray Seg 400,5500 Stray
-59388,-5914,28.24389194,-91.65329194,K1UCRA11,K1UCRA11
-2096,-702,28.25977915,-91.6560401,L-1 FBC,L-1 FBC
-166900,-24932,28.19351384,-91.49870223,TRAF4FBB,TRAF4FBB
-94560,-10301,29.18068361,-88.90313583,C-16 SAND,C-16 SAND
-758,-173,28.11532693,-91.66527481,3200' FB-A5,3200' Sand
-61940,-6433,28.11892806,-91.65460361,3200 FB-A1,3200 FB-A1
-172567,-26070,28.13002444,-91.65524556,3200' Sand,3400 FB-D1
-125827,-17964,29.05447639,-94.74297111,Rob L Sand,Robulus L Sand
-97877,-11099,28.65896111,-89.96173861,KS Sand,KS Sand
-5988,-1204,27.77245889,-93.30883806,Yarm A-1 Seg 800,Yarmouth A-1
-92183,-9391,27.78233483,-93.30609116,YARCS800, Yarmouth C
-32238,-3771,29.11788389,-94.54075306,"OO-10U, RA","OO-10U, RA"
-75788,-8312,29.11558667,-94.54102028,"MM-41, RA",MM-41
-75788,-8313,29.11558667,-94.54102028,"LL-6, RA",LL-6
-39001,-4352,28.98605194,-94.89032611,AB-1 Sand,AB-1 Sand
-28607,-3424,28.88026778,-95.037455,Rob L-1A,Rob L-1A
-79766,-8314,27.95533528,-91.03615361,"TRIM A-2, FBA",Trim A-2 Sand
-3251,-1108,27.96539654,-91.04306657,LP-1,LP-1
-3251,-1111,27.9628287,-91.04222058,UP-3,UP-3
-120532,-17210,27.88297833,-90.89744278,I-11,I-1 Sand
-118961,-16623,27.88637222,-90.884145,J-1,J-1 Sand
-121286,-17443,27.86666667,-90.87912833,I-10,I-10
-124042,-17963,27.87597667,-90.89841722,I-11,I-11
-158213,-23468,27.87598025,-90.89841598,I-11,I-11
-202235,-30162,27.87608528,-90.89845111,I-10/I-11,I-10 / I-11
-198842,-29184,27.87608528,-90.89845111,I-10,I-10
-116354,-16070,27.86914917,-90.91422139,I-2,I-2
-4215,-1006,29.096502,-89.965709,"C-4 A, RN","C-4, A, RN"
-119510,-16426,29.0906125,-89.9815425,C-2,C-2
-128259,-18445,29.09148889,-89.97858278,C-4,C-4
-127214,-18337,29.09096278,-89.97790139,C-6,C-6
-127937,-18423,29.09851056,-89.97864611,C-1,"C-1,EF"
-127937,-18424,29.09808556,-89.97969444,B-3,B-3
-128300,-18478,29.10441222,-89.98042556,BF-1B,BF-1B
