API Well Number,Approved Date,Received Date,Permit Type,Water Depth (feet),Well Type,Well Name,Well Name Bp Suffix,Well Name St Suffix,Company Number,Company Name,Bottom Lease Number,Bottom Area,Bottom Block,Surface Lease Number,Surface Area,Surface Block,Rig ID Number,Rig Name,Surface NS Dist,Surface NS Code,Surface EW Dist,Surface EW Code,Surf X Coord Loc,Surf Y Coord Loc,Surface Latitude,Surface Longitude
177004114206,10/17/2006,10/16/2006,Revised Bypass,40,D,A003,03,01,02266,"Energy Partners, Ltd.",G12757,WC,98,G12757,WC,98,90825,GSF HIGH ISLAND VIII,4465,S,3767,E,1372926.6640,324465,29.54408171,-93.30545173
177004116601,11/29/2007,10/3/2007,Sidetrack,40,E,A001,00,01,02427,"Virgin Offshore U.S.A., Inc.",G19702,WC,78,G19702,WC,78,90902,SPARTAN 303,1468,N,5630,E,1326789.52,348048.0960,29.60666065,-93.45189022
177004116601,12/13/2007,12/13/2007,Revised Sidetrack,40,E,A001,00,01,02427,"Virgin Offshore U.S.A., Inc.",G19702,WC,78,G19702,WC,78,90901,SPARTAN 202,1468,N,5630,E,1326789.52,348048.0960,29.60666065,-93.45189022
177004116601,1/14/2008,1/11/2008,Revised Sidetrack,40,E,A001,00,01,02427,"Virgin Offshore U.S.A., Inc.",G19702,WC,78,G19702,WC,78,90901,SPARTAN 202,1468,N,5630,E,1326789.52,348048.0960,29.60666065,-93.45189022
177004116602,3/5/2008,3/3/2008,Sidetrack,40,E,A001,00,02,02427,"Virgin Offshore U.S.A., Inc.",G19702,WC,78,G19702,WC,78,90901,SPARTAN 202,1468,N,5630,E,1326789.52,348048.0960,29.60666065,-93.45189022
177004117102,10/12/2005,8/17/2005,Sidetrack,43,D,A003,00,02,00282,"Dominion Exploration & Production, Inc.",G22510,WC,100,G22510,WC,100,91222,ENSCO 82,5818,N,4596,W,1396047.7120,328940.0480,29.55746054,-93.23298391
177004117102,11/14/2005,11/14/2005,Revised Sidetrack,43,D,A003,00,02,00282,"Dominion Exploration & Production, Inc.",G22510,WC,100,G22510,WC,100,91222,ENSCO 82,5818,N,4596,W,1396047.7120,328940.0480,29.55746054,-93.23298391
177004117102,11/16/2005,11/15/2005,Revised Sidetrack,43,D,A003,00,02,00282,"Dominion Exploration & Production, Inc.",G22510,WC,100,G22510,WC,100,91222,ENSCO 82,5818,N,4596,W,1396047.7120,328940.0480,29.55746054,-93.23298391
177004117102,11/17/2005,11/17/2005,Revised Sidetrack,43,D,A003,00,02,00282,"Dominion Exploration & Production, Inc.",G22510,WC,100,G22510,WC,100,91222,ENSCO 82,5818,N,4596,W,1396047.7120,328940.0480,29.55746054,-93.23298391
177004117102,12/2/2005,12/1/2005,Revised Sidetrack,43,D,A003,00,02,00282,"Dominion Exploration & Production, Inc.",G22510,WC,100,G22510,WC,100,91222,ENSCO 82,5818,N,4596,W,1396047.7120,328940.0480,29.55746054,-93.23298391
177004117102,12/7/2005,12/6/2005,Revised Sidetrack,43,D,A003,00,02,00282,"Dominion Exploration & Production, Inc.",G22510,WC,100,G22510,WC,100,91222,ENSCO 82,5818,N,4596,W,1396047.7120,328940.0480,29.55746054,-93.23298391
177004117502,6/6/2005,6/6/2005,Sidetrack,43,E,002,00,02,00282,"Dominion Exploration & Production, Inc.",G10549,WC,153,G10549,WC,153,12015,ENTERPRISE 201,6190,S,5194,E,1282950.951202,281915.541462,29.42252905,-93.58572305
177004117503,12/9/2005,11/30/2005,Sidetrack,43,E,002,00,03,00282,"Dominion Exploration & Production, Inc.",G10549,WC,153,G10549,WC,153,91219,ENSCO 98,6190,S,5194,E,1282950.951202,281915.541462,29.42252905,-93.58572305
177004117503,1/6/2006,1/5/2006,Revised Sidetrack,43,E,002,00,03,00282,"Dominion Exploration & Production, Inc.",G10549,WC,153,G10549,WC,153,91219,ENSCO 98,6190,S,5194,E,1282950.951202,281915.541462,29.42252905,-93.58572305
177004117504,1/9/2006,1/9/2006,Bypass,43,E,002,01,03,00282,"Dominion Exploration & Production, Inc.",G10549,WC,153,G10549,WC,153,91219,ENSCO 98,6190,S,5194,E,1282950.951202,281915.541462,29.42252905,-93.58572305
177004117505,1/30/2006,1/25/2006,Bypass,43,E,002,02,03,00282,"Dominion Exploration & Production, Inc.",G10549,WC,153,G10549,WC,153,91219,ENSCO 98,6190,S,5194,E,1282950.951202,281915.541462,29.42252905,-93.58572305
177004117601,3/31/2009,3/26/2009,Sidetrack,34,E,002,00,01,02807,"Marlin Coastal, L.L.C.",G21532,WC,44,G21532,WC,44,90902,SPARTAN 303,4197,S,2510,W,1290655.057541,368471.610216,29.66092844,-93.56682795
177004118201,11/5/2004,10/28/2004,Sidetrack,39,D,002,00,01,02427,"Virgin Offshore U.S.A., Inc.",G17764,WC,151,G17764,WC,151,93513,HERCULES 152,513,N,4892,E,1312769.505014,289971.313376,29.44625694,-93.49255667
177004119600,5/3/2004,4/28/2004,New Well,32,E,001,00,00,00282,"Dominion Exploration & Production, Inc.",G24704,WC,40,G24704,WC,40,91248,ENSCO 64,1783,N,3680,E,1358255.661735,377249.153549,29.68851361,-93.35450972
177004119600,6/21/2004,6/14/2004,Revised New Well,32,E,001,00,00,00282,"Dominion Exploration & Production, Inc.",G24704,WC,40,G24704,WC,40,91248,ENSCO 64,1783,N,3680,E,1358255.661735,377249.153549,29.68851361,-93.35450972
177004119600,7/8/2004,6/29/2004,Revised New Well,32,E,001,00,00,00282,"Dominion Exploration & Production, Inc.",G24704,WC,40,G24704,WC,40,91248,ENSCO 64,1783,N,3680,E,1358255.661735,377249.153549,29.68851361,-93.35450972
177004120302,7/12/2006,7/11/2006,Sidetrack,34,D,B002,00,01,00003,Union Oil Company of California,G21532,WC,44,G21532,WC,44,91230,ENSCO 89,1139,S,1765,W,1289910.754147,365413.209160,29.65247951,-93.56898307
177004120700,10/15/2004,10/4/2004,New Well,89,E,001,00,00,01704,Remington Oil and Gas Corporation,G25887,WC,256,G25887,WC,256,91309,ROWAN ODESSA,1750,N,5278,W,1381971.977574,141152.985483,29.04047278,-93.26728111
177004120700,10/22/2004,10/18/2004,Revised New Well,89,E,001,00,00,01704,Remington Oil and Gas Corporation,G25887,WC,256,G25887,WC,256,91311,ROWAN TEXAS,1750,N,5278,W,1381971.977574,141152.985483,29.04047278,-93.26728111
177004120800,10/22/2004,10/8/2004,New Well,33,E,001,00,00,01704,Remington Oil and Gas Corporation,G22518,WC,147,G22518,WC,147,91318,ROWAN ALASKA,5996,S,1459,E,1375235.028669,281722.022893,29.42666417,-93.29589139
177004120900,10/30/2004,10/28/2004,New Well,31,E,003,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G16107,WC,43,G16107,WC,43,99902,ENTERPRISE 251,5315,N,6322,W,1309225.457776,373717.228758,29.67633361,-93.50868361
177004120900,1/7/2005,1/7/2005,Revised New Well,31,E,003,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G16107,WC,43,G16107,WC,43,99902,ENTERPRISE 251,5315,N,6322,W,1309225.457776,373717.228758,29.67633361,-93.50868361
177004120900,2/8/2005,2/7/2005,Revised New Well,31,E,003,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G16107,WC,43,G16107,WC,43,99902,ENTERPRISE 251,5315,N,6322,W,1309225.457776,373717.228758,29.67633361,-93.50868361
177004121000,11/16/2004,11/9/2004,New Well,31,D,003,00,00,02427,"Virgin Offshore U.S.A., Inc.",G17753,WC,41,G17753,WC,41,93513,HERCULES 152,6935,N,3435,E,1343742.558910,372097.188982,29.67363611,-93.39991639
177004121000,12/30/2004,12/29/2004,Revised New Well,31,D,003,00,00,02427,"Virgin Offshore U.S.A., Inc.",G17753,WC,41,G17753,WC,41,93513,HERCULES 152,6935,N,3435,E,1343742.558910,372097.188982,29.67363611,-93.39991639
177004121100,11/17/2004,11/16/2004,New Well,47,D,A007,00,00,02421,"Devon Energy Production Company, L.P.", 00758,WC,165, 00758,WC,165,91219,ENSCO 98,4621,S,6576,W,1294721.248354,265589.017429,29.37827028,-93.54776861
177004121100,1/6/2005,1/5/2005,Revised New Well,47,D,A007,00,00,02421,"Devon Energy Production Company, L.P.", 00758,WC,165, 00758,WC,165,91219,ENSCO 98,4621,S,6576,W,1294721.248354,265589.017429,29.37827028,-93.54776861
177004121101,1/27/2005,1/27/2005,Bypass,47,D,A007,01,00,02421,"Devon Energy Production Company, L.P.", 00758,WC,165, 00758,WC,165,91219,ENSCO 98,4621,S,6576,W,1294721.248354,265589.017429,29.37827028,-93.54776861
177004121300,12/11/2004,12/8/2004,New Well,35,E,001,00,00,00078,Chevron U.S.A. Inc.,G24705,WC,63,G24705,WC,63,90115,ENTERPRISE 264,4104,S,4530,E,1386922.001739,353620.013306,29.62490195,-93.26298934
177004121300,12/23/2004,12/22/2004,Revised New Well,35,E,001,00,00,00078,Chevron U.S.A. Inc.,G24705,WC,63,G24705,WC,63,90115,ENTERPRISE 264,4104,S,4530,E,1386922.001739,353620.013306,29.62490195,-93.26298934
177004121300,1/28/2005,1/28/2005,Revised New Well,35,E,001,00,00,00078,Chevron U.S.A. Inc.,G24705,WC,63,G24705,WC,63,90115,ENTERPRISE 264,4104,S,4530,E,1386922.001739,353620.013306,29.62490194,-93.26298944
177004121300,3/16/2005,3/15/2005,Revised New Well,35,E,001,00,00,00078,Chevron U.S.A. Inc.,G24705,WC,63,G24705,WC,63,90115,ENTERPRISE 264,4104,S,4530,E,1386922.001739,353620.013306,29.62490195,-93.26298934
177004121300,4/5/2005,4/5/2005,Revised New Well,35,E,001,00,00,00078,Chevron U.S.A. Inc.,G24705,WC,63,G24705,WC,63,90115,ENTERPRISE 264,4104,S,4530,E,1386922.001739,353620.013306,29.62490195,-93.26298934
177004121400,1/4/2005,12/29/2004,New Well,26,E,001,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G23730,WC,21,G23730,WC,21,1603,ATWOOD RICHMOND,4470,S,3412,E,1299491.411921,383502.195640,29.70272556,-93.53992333
177004121600,1/24/2005,1/14/2005,New Well,29,D,004,00,00,02427,"Virgin Offshore U.S.A., Inc.",G17753,WC,41,G17753,WC,41,30406,NOBLE JOE ALFORD,3199,N,365,W,1332784.023043,375833.048177,29.68336,-93.43463333
177004121700,1/31/2005,1/20/2005,New Well,40,D,004,00,00,00048,Forest Oil Corporation,G21535,WC,111,G21535,WC,111,30406,NOBLE JOE ALFORD,4158,S,4614,W,1366549.964906,309400.063322,29.50235583,-93.32467889
177004121700,3/4/2005,3/4/2005,Revised New Well,40,D,004,00,00,00048,Forest Oil Corporation,G21535,WC,111,G21535,WC,111,30406,NOBLE JOE ALFORD,4158,S,4614,W,1366549.964906,309400.063322,29.50235583,-93.32467889
177004121700,3/17/2005,3/17/2005,Revised New Well,40,D,004,00,00,00048,Forest Oil Corporation,G21535,WC,111,G21535,WC,111,30406,NOBLE JOE ALFORD,4158,S,4614,W,1366549.964906,309400.063322,29.50235583,-93.32467889
177004121900,1/31/2005,1/28/2005,New Well,89,E,002,00,00,01704,Remington Oil and Gas Corporation,G25887,WC,256,G25887,WC,256,91316,ROWAN ANCHORAGE,5082,S,190,W,1376884.020091,133227.029985,29.01844306,-93.2827775
177004122000,2/1/2005,1/18/2005,New Well,39,D,001,00,00,00236,El Paso Production Company,G24710,WC,95,G24710,WC,95,28506,DIAMOND OCEAN KING,4560,N,2453,W,1320114.061372,330197.548245,29.55723889,-93.47184444
177004122000,3/24/2006,3/23/2006,Revised New Well,39,D,001,00,00,00236,El Paso Production Company,G24710,WC,95,G24710,WC,95,28506,DIAMOND OCEAN KING,4560,N,2453,W,1320114.061372,330197.548245,29.55723889,-93.47184444
177004122000,4/5/2006,4/4/2006,Revised New Well,39,D,001,00,00,00236,El Paso Production Company,G24710,WC,95,G24710,WC,95,28506,DIAMOND OCEAN KING,4560,N,2453,W,1320114.061372,330197.548245,29.55723889,-93.47184444
177004122100,2/1/2005,1/18/2005,New Well,39,D,002,00,00,00236,El Paso Production Company,G24710,WC,95,G24710,WC,95,28506,DIAMOND OCEAN KING,4560,N,2451,W,1320112.293915,330197.581234,29.55723889,-93.47185
177004122200,2/2/2005,1/27/2005,New Well,35,D,002,00,00,00003,Union Oil Company of California,G21534,WC,57,G21534,WC,57,91512,NOBLE FRI RODLI,1002,N,2855,W,1290999.975445,363271.961727,29.64665056,-93.56542333
177004122200,2/4/2005,2/4/2005,Revised New Well,35,D,002,00,00,00003,Union Oil Company of California,G21534,WC,57,G21534,WC,57,91512,NOBLE FRI RODLI,1002,N,2855,W,1290999.975445,363271.961727,29.64665056,-93.56542333
177004122200,2/16/2005,2/16/2005,Revised New Well,35,D,002,00,00,00003,Union Oil Company of California,G21534,WC,57,G21534,WC,57,91512,NOBLE FRI RODLI,1002,N,2855,W,1290999.975445,363271.961727,29.64665056,-93.56542333
177004122200,2/17/2005,2/16/2005,Revised New Well,35,D,002,00,00,00003,Union Oil Company of California,G21534,WC,57,G21534,WC,57,91512,NOBLE FRI RODLI,1002,N,2855,W,1290999.975445,363271.961727,29.64665056,-93.56542333
177004122200,3/3/2005,3/2/2005,Revised New Well,35,D,002,00,00,00003,Union Oil Company of California,G21534,WC,57,G21534,WC,57,91512,NOBLE FRI RODLI,1002,N,2855,W,1290999.975445,363271.961727,29.64665056,-93.56542333
177004122200,3/17/2005,3/17/2005,Revised New Well,35,D,002,00,00,00003,Union Oil Company of California,G21534,WC,57,G21534,WC,57,91512,NOBLE FRI RODLI,1002,N,2855,W,1290999.975445,363271.961727,29.64665056,-93.56542333
177004122200,3/21/2005,3/21/2005,Revised New Well,35,D,002,00,00,00003,Union Oil Company of California,G21534,WC,57,G21534,WC,57,91512,NOBLE FRI RODLI,1002,N,2855,W,1290999.975445,363271.961727,29.64665056,-93.56542333
177004122300,2/7/2005,2/1/2005,New Well,33,E,002,00,00,01704,Remington Oil and Gas Corporation,G22518,WC,147,G22518,WC,147,91309,ROWAN ODESSA,6196,S,1459,E,1375235.004848,281921.949813,29.42721389,-93.29590222
177004122300,4/4/2005,4/1/2005,Revised New Well,33,E,002,00,00,01704,Remington Oil and Gas Corporation,G22518,WC,147,G22518,WC,147,91309,ROWAN ODESSA,6196,S,1459,E,1375235.004848,281921.949813,29.42721389,-93.29590222
177004122300,4/22/2005,4/22/2005,Revised New Well,33,E,002,00,00,01704,Remington Oil and Gas Corporation,G22518,WC,147,G22518,WC,147,91309,ROWAN ODESSA,6196,S,1459,E,1375235.004848,281921.949813,29.42721389,-93.29590222
177004122400,2/9/2005,2/7/2005,New Well,25,E,002,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G23730,WC,21,G23730,WC,21,1603,ATWOOD RICHMOND,5570,S,407,E,1302496.412091,384602.234810,29.70590889,-93.53052639
177004122400,2/16/2005,2/16/2005,Revised New Well,25,E,002,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G23730,WC,21,G23730,WC,21,1603,ATWOOD RICHMOND,5570,S,407,E,1302496.412091,384602.234810,29.70590889,-93.53052639
177004122500,3/14/2005,3/10/2005,New Well,27,D,005,00,00,02427,"Virgin Offshore U.S.A., Inc.",G17753,WC,41,G17753,WC,41,93513,HERCULES 152,5654,S,72,E,1347105.582355,369928.167675,29.66783861,-93.38920583
177004122600,3/28/2005,3/22/2005,New Well,25,E,001,00,00,00078,Chevron U.S.A. Inc.,G21530,WC,18,G21530,WC,18,90824,GSF MAIN PASS I,2570,S,3412,E,1255217.076863,381601.953297,29.6950825,-93.67922639
177004122600,5/23/2005,5/20/2005,Revised New Well,25,E,001,00,00,00078,Chevron U.S.A. Inc.,G21530,WC,18,G21530,WC,18,90824,GSF MAIN PASS I,2570,S,3412,E,1255217.076863,381601.953297,29.6950825,-93.67922639
177004122600,6/10/2005,6/10/2005,Revised New Well,25,E,001,00,00,00078,Chevron U.S.A. Inc.,G21530,WC,18,G21530,WC,18,90824,GSF MAIN PASS I,2570,S,3412,E,1255217.076863,381601.953297,29.6950825,-93.67922639
