"API_WELL_NUMBER","BOTM_LEASE_NUM","WELL_SPUD_DATE","TOTAL_DEPTH_DATE","BOREHOLE_STAT_DT","BH_TOTAL_MD","WELL_BORE_TVD"
"177104093100","G03405",8/12/1981,8/23/1981,8/27/1981,"7458","7458"
"177104093200","G03405",10/5/1981,11/2/1981,11/9/1981,"10000","10000"
"177104093300","G03573",5/24/1981,7/30/1981,1/12/1989,"7553","6754"
"177104093400","G00987",3/3/1981,3/26/1981,6/17/1993,"9550","7806"
"177104093401","G00987",6/30/1993,7/16/1993,6/4/1994,"10629","9881"
"177104093402","G00987",7/8/1994,7/11/1994,4/1/2001,"9893","8724"
"177104093403","G00987",4/1/2001,4/15/2001,7/18/2014,"10755","8282"
"177104093470","G00987",6/8/1994,6/12/1994,6/15/1994,"8526","7741"
"177104093471","G00987",6/17/1994,6/22/1994,7/2/1994,"9221","8168"
"177104093500","G00997",5/8/1981,5/9/1981,4/9/2008,"923","923"
"177104093600","G00997",4/11/1981,4/30/1981,4/9/2008,"8952","8215"
"177104093700","G03784",4/7/1981,5/9/1981,5/21/1981,"9240","9236"
"177104093701","G03784",7/22/1981,7/24/1981,8/3/1981,"11810","11000"
"177104093770","G03784",5/21/1981,7/13/1981,7/22/1981,"10120","9758"
"177104093800","G03783",8/3/1984,8/22/1984,8/26/1984,"7039","6906"
"177104093900","G02322",8/30/1981,9/11/1981,11/24/2010,"6084","5200"
"177104094000","G00987",5/12/1981,6/18/1981,1/28/1998,"9762","8603"
"177104094001","G00987",1/28/1998,2/4/1998,7/27/2014,"10630","8790"
"177104094070","G00987",4/7/1981,5/6/1981,5/12/1981,"9263","8091"
"177104094100","G02111",4/19/1981,6/5/1981,5/14/1994,"9213","9208"
"177104094101","G02111",5/14/1994,5/30/1994,10/25/2013,"6268","5931"
"177104094102","G02111",10/25/2013,10/31/2013,11/1/2013,"5958","5608"
"177104094103","G02111",11/1/2013,11/5/2013,12/1/2013,"6215","5746"
"177104094200","G02112",7/1/1981,7/10/1981,7/13/1981,"6144","6144"
"177104094201","G02112",7/13/1981,7/25/1981,8/9/1981,"8410","8187"
"177104094300","G00997",5/13/1981,6/9/1981,4/9/2008,"10343","9001"
"177104094400","G03572",6/11/1980,9/1/1981,9/1/1981,"11790","8764"
"177104094500","G03334",5/20/1981,6/15/1981,6/19/1981,"10114","10108"
"177104094600","G03410",5/26/1981,6/10/1981,6/15/1981,"9000","8999"
"177104094800","G00997",6/27/1981,7/22/1981,4/9/2008,"7700","6422"
"177104094900","G00997",8/11/1981,9/6/1981,9/12/1981,"9950","6616"
"177104094901","G00997",9/12/1981,9/20/1981,4/9/2008,"7523","5523"
"177104095000","G03573",8/16/1981,8/16/1981,1/12/1989,"10980","9361"
"177104095100","G03406",11/6/1981,12/26/1981,1/2/1982,"10000","10000"
"177104095200","G02324",8/2/1981,9/24/1981,5/21/1985,"7502","6000"
"177104095600","G02324",10/3/1981,12/21/1981,10/6/1985,"8335","6103"
"177104095700","G02322",9/15/1981,9/25/1981,7/11/1995,"5300","4635"
"177104095701","G02322",7/29/1995,7/30/1995,9/9/2005,"6715","4937"
"177104095702","G02322",9/9/2005,9/13/2005,11/30/2010,"5555","5274"
"177104095770","G02322",7/11/1995,7/28/1995,7/28/1995,"7101","7010"
"177104095771","G02322",7/28/1995,7/29/1995,7/29/1995,"6938","5542"
"177104095800","G02324",12/30/1981,12/30/1981,1/11/1982,"1043","1043"
"177104095900","G02111",11/4/1981,11/27/1981,7/15/1990,"7500","6910"
"177104095970","G02111",10/4/1981,10/22/1981,10/22/1981,"7540","6943"
"177104096000","G03407",9/28/1981,11/2/1981,11/3/1981,"9858","9724"
"177104096100","G02111",1/8/1982,2/16/1982,5/15/2000,"7287","6445"
"177104096101","G02111",5/15/2000,5/22/2000,3/11/2002,"5566","5485"
"177104096102","G02111",3/11/2002,3/22/2002,6/17/2014,"6640","6347"
"177104096103","G33636",6/17/2014,7/1/2014,7/16/2014,"8355","6670"
"177104096200","G04113",10/22/1981,11/30/1981,12/9/1981,"10867","10867"
"177104096400","G03573",11/11/1981,1/11/1982,1/12/1989,"9952","9359"
"177104096600","G03410",11/25/1981,12/24/1981,9/21/2009,"7995","6764"
"177104096700","G03408",12/12/1981,2/13/1982,2/18/1989,"14033","14005"
"177104096800","G02111",5/18/1982,5/30/1982,6/10/1999,"7227","6459"
"177104096801","G02111",6/10/1999,6/15/1999,9/7/2012,"6817","6095"
"177104096802","G02111",9/7/2012,9/13/2012,9/27/2012,"6946","5724"
"177104096900","G03571",2/25/1982,3/6/1982,7/31/1996,"7413","5559"
"177104096970","G03571",2/5/1982,2/18/1982,2/25/1982,"2948","2600"
"177104097000","G03407",1/17/1982,2/8/1982,2/13/1982,"10176","10172"
"177104097100","G02323",2/15/1982,3/6/1982,3/7/1996,"7238","3593"
"177104097101","G02324",3/7/1997,3/13/1997,3/17/1997,"4524","2143"
"177104097102","G02324",3/17/1997,3/26/1997,2/26/2012,"3934","2085"
"177104097103","G02323",2/26/2012,3/23/2012,4/3/2012,"7977","4522"
"177104134600","G02324",10/5/1992,11/6/1992,7/6/2000,"8885","5032"
"177104134601","G02324",7/6/2000,7/10/2000,9/18/2000,"6676","3843"
"177104134700","G03786",11/24/1992,12/16/1992,5/30/2011,"11983","6302"
"177104134800","G03786",1/3/1993,2/4/1993,2/11/1993,"12558","10299"
"177104134801","G03786",2/11/1993,2/25/1993,5/29/2011,"12735","10598"
"177104134900","G02104",12/14/1992,12/23/1992,4/4/1998,"5000","5000"
"177104135000","G02323",11/14/1992,11/24/1992,11/27/1992,"5513","4449"
"177104135001","G03783",5/4/2002,5/16/2002,8/20/2011,"7814","4483"
"177104135100","G11963",11/30/1992,12/8/1992,12/11/1992,"9210","8006"
"177104135200"," 00812",11/18/1992,11/23/1992,11/26/1992,"5300","5300"
"177104135500","G13625",6/21/1993,7/15/1993,7/22/1993,"12100","12093"
"177104135600","G03786",3/8/1993,3/19/1993,5/31/2011,"8143","6461"
"177104135700","G12924",2/19/1993,3/3/1993,3/9/1993,"9483","9083"
"177104135800","G02319",4/13/1993,5/6/1993,5/24/1993,"12037","7444"
"177104135900","G03786",3/22/1993,4/17/1993,5/31/2011,"13281","9411"
"177104136000","G07738",4/23/1993,5/4/1993,5/12/1993,"9785","8998"
"177104136100","G09600",6/19/1993,6/19/1993,6/25/1993,"1450","1450"
"177104136200","G02321",5/28/1993,6/16/1993,5/23/1997,"10229","6812"
"177104136300","G09600",8/20/1993,9/19/1993,11/2/1993,"16328","9099"
"177104136370","G09600",6/27/1993,7/29/1993,7/29/1993,"14689","7980"
"177104136500","G02104",9/23/1993,10/2/1993,3/30/1998,"4120","1838"
"177104136600","G12926",9/8/1993,9/10/1993,9/10/1993,"7818","7087"
"177104136670","G12926",8/23/1993,9/1/1993,9/8/1993,"6708","6420"
"177104136700","G02606",8/25/1993,9/4/1993,8/31/1996,"7100","7100"
"177104136800","G02104",10/9/1993,10/16/1993,4/20/1998,"4215","1838"
"177104136900","G02104",10/23/1993,10/30/1993,3/19/1998,"3800","1204"
"177104137000","G02912",10/20/1993,11/10/1993,11/18/1993,"7215","7214"
"177104137100","G04225",11/23/1993,12/2/1993,2/20/2008,"7421","4413"
"177104137200","G02104",11/5/1993,11/11/1993,4/15/1998,"3758","1202"
"177104137300","G05518",12/10/1993,12/20/1993,12/25/1993,"8025","7513"
"177104137400","G00995",12/20/1993,12/29/1993,10/26/2007,"10497","5912"
"177104137470","G00995",11/24/1993,12/17/1993,12/20/1993,"10305","5951"
"177104137500","G05040",12/9/1993,12/30/1993,7/24/1994,"9688","8255"
"177104137600","G02104",11/15/1993,11/23/1993,3/25/1998,"4837","2370"
"177104137700","G00995",1/7/1994,1/18/1994,11/3/2007,"7485","5405"
"177104137900","G02115",12/29/1993,1/19/1994,12/11/2007,"7411","5930"
"177104138000","G09600",1/28/1994,2/13/1994,4/27/1998,"9100","9099"
"177104138100","G37176",2/2/1994,2/22/1994,11/15/1995,"8430","7899"
"177104138200","G02115",2/6/1994,3/4/1994,11/4/2012,"8234","7201"
"177104138201","G02115",11/6/2012,1/1/2013,1/30/2013,"12406","7606"
"177104138400","G05040",3/16/1994,4/6/1994,6/28/1994,"8265","7254"
"177104138500","G37176",3/16/1994,4/21/1994,6/16/2001,"10945","8573"
"177104138501","G37175",6/16/2001,6/28/2001,7/16/2020,"7511","5600"
"177104138600","G02115",3/11/1994,3/30/1994,4/2/1994,"11100","5856"
"177104138601","G02115",4/2/1994,4/4/1994,12/16/2007,"10894","5903"
"177104138700","G02115",4/10/1994,4/20/1994,10/28/2024,"5700","2342"
"177104138800","G02115",4/30/1994,5/7/1994,4/30/2013,"6538","4204"
"177104138801","G02115",5/3/2013,8/24/2013,9/18/2013,"14670","6995"
"177104138900","G00989",5/22/1994,5/27/1994,12/10/2010,"5826","4242"
"177104139000","G00987",7/30/1994,9/10/1994,7/23/2000,"14688","12000"
"177104139001","G00987",7/23/2000,8/5/2000,12/3/2006,"15185","12100"
"177104139002","G00987",12/4/2006,12/30/2006,1/5/2007,"14149","11983"
"177104139003","G00987",1/5/2007,1/12/2007,7/22/2015,"15012","12501"
"177104139100","G02607",7/14/1994,8/1/1994,1/18/2019,"11740","8177"
"177104139200","G02104",8/23/1994,9/4/1994,4/9/1998,"6265","2421"
"177104139300","G02116",10/12/1994,10/18/1994,10/20/1994,"14080","12210"
"177104139301","G02116",10/20/1994,10/22/1994,7/8/1995,"14340","12298"
"177104139370","G02116",8/20/1994,10/6/1994,10/6/1994,"14494","12489"
"177104139400","G02109",9/11/1994,10/12/1994,12/2/2011,"8155","7503"
"177104139500","G02109",9/26/1994,10/12/1994,12/2/2011,"10510","9861"
"177104139600","G02116",11/7/1994,12/10/1994,9/28/2021,"12210","11848"
"177104139700","G02108",12/3/1994,1/31/1995,12/29/2006,"14960","13999"
"177104139701","G02108",12/29/2006,1/18/2007,6/29/2009,"13214","11713"
"177104139800","G02116",12/20/1994,1/24/1995,7/20/2000,"15042","12673"
"177104139801","G02116",7/20/2000,8/2/2000,8/7/2000,"13355","11401"
"177104140000","G14475",12/28/1994,1/4/1995,1/7/1995,"6600","6593"
"177104140001","G14475",1/7/1995,2/13/1995,1/7/2001,"6434","6371"
"177104140100","G14477",2/23/1995,3/7/1995,8/26/1999,"7739","6401"
"177104140200","G00993",5/7/1995,5/16/1995,5/17/1995,"6319","4967"
"177104140201","G00993",5/17/1995,5/25/1995,8/19/2010,"8400","6601"
"177104140300","G00989",4/24/1995,5/16/1995,6/23/1995,"7648","7558"
"177104140400","G02914",5/3/1995,6/2/1995,6/24/2016,"11092","8811"
"177104140401","G02914",6/26/2016,7/5/2016,6/24/2016,"10313","7374"
"177104140402","G02914",7/9/2016,7/10/2016,7/11/2016,"6937","4858"
"177104140403","G02914",7/15/2016,7/23/2016,7/14/2016,"9636","7122"
"177104140404","G02914",7/28/2016,8/12/2016,8/27/2016,"10275","7415"
"177104140500","G11972",4/14/1995,4/19/1995,5/24/1995,"2807","2448"
"177104140700","G01980",7/11/1995,8/9/1995,11/4/1998,"8325","5741"
"177104140800","G02109",8/22/1995,9/14/1995,12/2/2011,"9234","7535"
"177104140900","G02109",9/18/1995,10/9/1995,12/2/2011,"9870","9426"
"177104141000","G02327",12/1/1995,12/26/1995,12/29/1995,"6252","3410"
"177104141001","G02327",12/29/1995,12/31/1995,5/28/2011,"5672","3424"
"177104141100","G02322",9/25/1995,1/8/1996,11/29/2010,"11342","8703"
"177104141300","G00993",6/12/1996,6/27/1996,8/27/2010,"6930","5360"
"177104141400","G02109",11/19/1995,11/21/1995,12/2/2011,"10280","9788"
"177104141500","G14476",11/2/1995,11/15/1995,8/26/1999,"8876","6601"
"177104141600","G02606",12/4/1995,12/16/1995,8/26/1999,"8843","6180"
"177104141700","G14477",11/18/1995,11/30/1995,8/24/1999,"8078","6214"
"177104141800","G13624",1/7/1996,1/9/1996,1/7/1996,"3500","3500"
"177104141900","G02109",12/3/1995,12/18/1995,12/2/2011,"10525","10300"
"177104142100","G37176",12/24/1995,1/16/1996,1/16/1996,"7743","5798"
"177104142101","G37176",1/16/1996,1/28/1996,2/5/1996,"8687","5576"
"177104142200"," 00812",2/2/1996,2/17/1996,10/9/2009,"2455","1063"
"177104142300"," 00812",1/2/1996,1/13/1996,1/14/1996,"8571","4254"
"177104142301"," 00812",1/14/1996,2/10/1996,10/9/2009,"9137","4151"
"177104142400","G00997",2/20/1996,3/4/1996,7/9/2003,"7337","5205"
"177104142600","G02109",12/24/1995,1/7/1996,1/9/1996,"7839","7011"
"177104142601","G02109",1/9/1996,1/25/1996,12/2/2011,"7725","6916"
"177104142700"," 00812",1/20/1996,1/27/1996,1/28/1996,"3567","3228"
"177104142701"," 00812",1/28/1996,1/30/1996,2/20/1996,"4415","3134"
"177104142702"," 00812",2/20/1996,2/22/1996,10/9/2009,"3891","3567"
"177104142800","G37176",3/10/1996,3/13/1996,4/17/1996,"8750","7102"
"177104142870","G37176",2/6/1996,2/27/1996,3/10/1996,"9578","7605"
"177104142900","G37176",4/20/1996,5/4/1996,5/27/1996,"9800","8537"
"177104143000","G02113",2/26/1996,3/13/1996,5/19/2005,"7700","7521"
"177104143070","G02113",2/10/1996,2/17/1996,2/26/1996,"4719","4656"
"177104143100","G09591",3/13/1996,3/26/1996,7/13/2018,"6590","6392"
"177104143200","G15261",4/24/1996,5/13/1996,7/18/2011,"11600","10140"
"177104143270","G15261",4/2/1996,4/20/1996,4/24/1996,"8998","8166"
"177104143300","G00997",3/26/1996,4/2/1996,7/9/2003,"4627","2424"
"177104143400","G37176",5/30/1996,6/12/1996,11/14/1997,"7162","5738"
"177104143401","G37175",11/14/1997,11/28/1997,7/6/2001,"8895","5453"
"177104143402","G37175",7/6/2001,7/17/2001,9/9/2001,"9760","5710"
"177104143500","G37176",7/27/1996,8/16/1996,9/3/1996,"7945","7775"
"177104143570","G37176",6/27/1996,7/15/1996,7/27/1996,"6608","6579"
"177104143600","G02113",9/20/1996,10/12/1996,5/18/2005,"6735","5273"
"177104143700","G02317",10/31/1996,11/22/1996,3/1/2008,"9462","9152"
"177104143800","G00993",8/22/1996,8/27/1996,8/20/2010,"7056","4307"
"177104166800","G33636",3/1/2014,3/16/2014,3/31/2014,"8382","6300"
"177104166900","G21642",3/28/2014,5/12/2014,5/28/2014,"11305","11100"
"177104167000","G02118",4/6/2014,4/30/2014,6/27/2018,"9763","7791"
"177104167001","G02118",6/28/2018,7/8/2018,8/16/2018,"9830","7771"
"177104167100","G33636",4/2/2014,4/14/2014,4/24/2014,"7520","6075"
"177104167200","G02318",5/31/2014,6/23/2014,8/16/2014,"11543","6553"
"177104167300","G02118",6/27/2014,7/20/2014,11/13/2023,"11185","8487"
"177104167301","G02118",11/13/2023,11/20/2023,12/8/2023,"7550","5842"
"177104167400","G02118",8/17/2014,9/11/2014,10/3/2014,"11072","8317"
"177104167500","G33636",9/2/2014,9/27/2014,10/26/2014,"9930","7673"
"177104167600","G02118",10/4/2014,10/15/2014,10/16/2014,"7730","3807"
"177104167601","G02118",10/16/2014,10/21/2014,11/17/2014,"10125","6462"
"177104167700","G33636",11/13/2014,11/24/2014,11/24/2014,"2826","2473"
"177104167701","G33636",11/24/2014,12/2/2014,12/19/2014,"6572","5600"
"177104167800","G02118",11/21/2014,12/13/2014,1/4/2015,"8645","7916"
"177104167900","G02118",2/24/2015,3/15/2015,3/24/2014,"10786","7703"
"177104167901","G02118",3/24/2015,3/29/2015,10/22/2023,"7895","6427"
"177104167902","G02118",10/22/2023,10/26/2023,11/7/2023,"6871","6002"
"177104168000","G33636",12/22/2014,1/11/2015,1/25/2015,"8554","6867"
"177104168100","G02118",1/8/2015,1/19/2015,2/8/2015,"7195","6086"
"177104168200","G02118",2/8/2015,2/15/2015,2/23/2015,"5311","4903"
"177104168300","G33636",2/7/2015,2/27/2015,3/14/2022,"8415","7795"
"177104168400","G33636",3/20/2015,4/16/2015,5/8/2015,"8920","7210"
"177104168500","G02118",4/9/2015,4/19/2015,4/20/2015,"6926","5695"
"177104168501","G02118",4/20/2015,4/23/2015,5/2/2015,"7444","5439"
"177104168600","G33636",6/11/2015,7/7/2015,7/24/2015,"9260","7126"
"177104168700","G02914",4/1/2016,4/23/2016,5/11/2016,"7876","7668"
"177104168800","G02914",12/2/2018,12/7/2018,12/7/2018,"2526","2525"
"177104168801","G02914",12/8/2018,12/24/2018,1/8/2019,"8841","8400"
"177104168900","G02914",1/9/2019,1/27/2019,2/9/2019,"8700","7744"
"177104169000","G24910",3/29/2019,4/15/2019,5/1/2019,"10107","9682"
"177104169100","G00989",5/2/2019,5/17/2019,4/26/2019,"10098","9636"
"177104169200","G02912",,,7/24/2019 1:52:14 PM,"8750","7232"
"177104169300","G36869",5/21/2022,7/7/2022,7/21/2022,"12500","12460"
"177104169301","G36869",7/22/2022,10/11/2022,10/27/2022,"18410","18366"
"177104169400","G36746",,,8/11/2021 8:55:19 AM,"16850","16850"
"177104169500","G36119",5/5/2022,5/24/2022,3/22/2022,"7395","5997"
"177104169600","G36211",6/13/2022,6/16/2022,6/17/2022,"2616","2513"
"177104169601","G36118",6/17/2022,7/9/2022,7/29/2022,"11252","8705"
"177104169700","G36211",6/22/2023,6/22/2023,6/24/2023,"1247","1233"
"177104169701","G36118",,,,"",""
"177104169702","G36118",,,,"",""
"177104169800","G37442",,,,"",""
"177104169801","G37442",3/16/2024,3/20/2024,4/2/2024,"9050","6613"
"177104169900","G37169",,,,"",""
"177104169901","G37169",,,,"",""
"177104169902","G37169",5/3/2024,5/14/2024,5/29/2024,"10626","7016"
"177104170000","G36746",5/19/2024,6/12/2024,6/27/2024,"7234","7233"
"177104170001","G36746",5/19/2024,8/25/2024,9/7/2024,"17012","16100"
"177110000700"," 00334",1/12/1957,6/25/1957,2/14/1982,"13362","13362"
"177110000800"," 00334",6/11/1959,8/26/1959,3/19/1995,"14812","14740"
"177110000900"," 00334",11/1/1961,1/12/1962,10/12/1964,"13950","13950"
"177110001000"," 00333",1/13/1956,1/22/1956,1/25/1956,"6456","6456"
"177110001100"," 00333",1/26/1956,3/25/1956,9/2/1969,"11950","11950"
"177110001200"," 00333",2/22/1960,3/16/1960,3/20/1960,"10126","10126"
"177110001300"," 00333",1/29/1962,2/3/1962,5/20/1962,"5000","5000"
"177110001400"," 00333",2/10/1962,4/26/1962,6/5/1971,"15500","15500"
"177110001500"," 00335",9/9/1947,11/9/1947,10/3/1984,"2562","2562"
"177110001600"," 00334",5/26/1948,7/5/1948,3/1/1977,"3238","2876"
"177110001700"," 00335",7/13/1948,8/17/1948,3/1/1977,"3398","3073"
"177110001800"," 00335",12/10/1948,1/2/1949,1/2/1949,"3054","2680"
"177110001900"," 00335",1/5/1949,2/6/1949,11/7/1969,"2319","2240"
"177110002000"," 00336",2/11/1949,2/25/1949,2/27/1949,"3672","3672"
"177110002100"," 00334",2/28/1949,4/1/1949,6/7/1969,"3344","2931"
"177110002200"," 00333",4/9/1949,4/30/1949,5/7/1949,"3973","3573"
"177110002300"," 00333",5/8/1949,7/5/1949,12/31/1986,"3497","3269"
"177110002500"," 00336",11/24/1950,3/21/1951,10/27/1992,"10749","10228"
"177110002570"," 00336",9/21/1950,11/24/1950,11/24/1950,"11859","11858"
"177110002700"," 00336",9/9/1955,11/25/1955,1/12/1956,"12300","12300"
"177110002800"," 00056",2/13/1956,8/13/1956,8/31/1956,"14999","14999"
"177110002900"," 00055",4/28/1956,12/18/1956,12/18/1956,"15000","15000"
"177110003000"," 00346",11/13/1948,1/13/1949,11/25/1971,"13975","13975"
"177110003070"," 00346",9/7/1947,8/31/1948,8/31/1948,"14451","14451"
"177110003100"," 00347",6/6/1963,8/5/1963,10/23/1984,"14500","14499"
"177110003170"," 00347",6/24/1952,9/9/1952,6/6/1963,"12697","12696"
"177110003200"," 00346",10/11/1952,1/30/1954,1/2/1995,"14800","14800"
"177110003300"," 00346",12/2/1956,12/17/1956,12/22/1956,"9002","9002"
"177110003400"," 00346",12/23/1956,1/7/1957,6/29/1968,"9000","9000"
"177110003500"," 00346",6/12/1957,9/12/1957,3/5/1985,"14175","14175"
"177110003600"," 00346",2/4/1958,4/9/1958,3/19/1995,"14350","14350"
"177110003700"," 00346",5/9/1958,7/12/1958,5/26/1970,"14182","14182"
"177110003800"," 00346",1/15/1959,5/14/1959,3/19/1995,"16507","16507"
"177110003900"," 00344",4/20/1959,5/29/1959,6/8/1962,"13161","13161"
"177110004000"," 00346",3/1/1960,7/20/1960,12/3/1989,"15600","15600"
"177110004100"," 00346",8/30/1960,5/25/1961,10/24/1984,"15641","15641"
"177110004200"," 00345",6/12/1961,7/1/1961,5/23/1971,"11800","11800"
"177110004300"," 00345",7/19/1961,8/1/1961,5/29/1971,"11200","11200"
"177110004400"," 00346",9/2/1961,10/7/1961,11/10/1987,"12640","12640"
"177110004500"," 00346",10/31/1961,11/4/1961,12/28/1975,"5000","5000"
"177110004600"," 00346",11/10/1961,4/18/1962,11/4/1987,"15850","15850"
"177110004700"," 00347",1/8/1962,4/13/1962,9/29/1984,"15921","15921"
"177110004800"," 00346",3/3/1963,4/2/1963,3/19/1995,"14274","14274"
"177110004900"," 00346",6/10/1962,6/30/1962,11/10/1987,"12579","12579"
"177110005000"," 00345",5/8/1962,7/7/1962,3/19/1995,"15711","15711"
"177110005100"," 00346",6/20/1962,9/14/1962,9/1/1988,"16000","16000"
"177110005200"," 00346",8/10/1962,10/16/1962,11/2/1962,"15500","15500"
"177110005300"," 00345",7/17/1962,2/11/1963,2/12/1988,"16553","16553"
"177110005400"," 00346",7/12/1962,11/17/1962,9/1/1991,"17675","17675"
"177110005500"," 00346",9/16/1963,10/18/1963,10/26/1967,"14400","14400"
"177110009500"," 00058",9/28/1955,11/12/1955,11/1/1976,"11292","10104"
"177110009600"," 00057",12/18/1955,2/9/1956,1/9/1976,"10820","10697"
"177110009700"," 00059",2/21/1956,5/29/1956,2/25/1957,"13160","12908"
"177110009800"," 00060",2/26/1957,4/15/1957,1/19/1976,"11169","10748"
"177110009900"," 00057",8/24/1961,10/3/1961,1/6/1976,"9954","9556"
"177110010000","G12345",9/10/1954,1/7/1955,1/7/1955,"13753","13550"
"177110010100","G12348",5/4/1963,5/20/1963,6/21/1963,"11000","11000"
"177110010200"," 00060",2/18/1948,5/6/1948,10/25/1992,"9355","9355"
"177110010300"," 00060",6/20/1949,8/27/1949,12/4/1992,"7692","7587"
"177110010400","G12348",4/9/1953,7/3/1953,7/14/1953,"12966","12964"
"177110010500","G12348",8/15/1953,10/16/1953,10/23/1953,"10481","10114"
"177110010600"," 00060",8/5/1957,9/28/1957,3/6/1983,"10300","10298"
"177110010670"," 00060",5/20/1957,6/3/1957,6/21/1957,"7842","7842"
"177110010671"," 00060",6/21/1957,7/13/1957,8/5/1957,"7820","7820"
"177110010700"," 00060",6/3/1958,7/18/1958,5/29/1975,"11421","11421"
"177110010800"," 00060",8/8/1958,9/21/1958,4/11/1974,"10700","9800"
"177110010900"," 00060",7/21/1961,8/16/1961,7/11/1974,"8000","7743"
"177110011000"," 00060",3/3/1958,5/2/1958,5/23/1975,"12306","12291"
"177110011070"," 00060",1/12/1958,3/3/1958,3/3/1958,"10094","10093"
"177110011100"," 00061",5/2/1956,9/21/1956,9/21/1956,"16004","16004"
