LEASE_NUMBER,LEASE_NAME,DEV_NAME,DEV_SYSTEM,PRODUCTION_DATE,OIL_BBLS,GAS_MCF,WATER_BBLS,OIL_RATE_BOPD,GAS_RATE_MCFD,CUMULATIVE_OIL_MMBBL,CUMULATIVE_GAS_BCF,ACTIVE_WELL_COUNT
G16942,Big Foot,Big Foot,dry,201001,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201002,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201003,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201004,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201005,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201006,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201007,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201008,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201009,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201010,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201011,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201012,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201101,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201102,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201103,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201104,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201105,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201106,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201107,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201108,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201109,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201110,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201111,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201112,0,0,0,0.0,0.0,0.0,0.0,2
G16942,Big Foot,Big Foot,dry,201201,0,0,0,0.0,0.0,0.0,0.0,2
G16942,Big Foot,Big Foot,dry,201202,0,0,0,0.0,0.0,0.0,0.0,2
G16942,Big Foot,Big Foot,dry,201203,0,0,0,0.0,0.0,0.0,0.0,2
G16942,Big Foot,Big Foot,dry,201204,0,0,0,0.0,0.0,0.0,0.0,2
G16942,Big Foot,Big Foot,dry,201205,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201206,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201207,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201208,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201209,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201210,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201211,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201212,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201301,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201302,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201303,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201304,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201305,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201306,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201307,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201308,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201309,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201310,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201311,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201312,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201401,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201402,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201403,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201404,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201405,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201406,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201407,0,0,0,0.0,0.0,0.0,0.0,3
G16942,Big Foot,Big Foot,dry,201408,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201409,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201410,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201411,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201412,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201501,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201502,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201503,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201504,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201505,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201506,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201507,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201508,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201509,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201510,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201511,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201512,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201601,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201602,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201603,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201604,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201605,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201606,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201607,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201608,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201609,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201610,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201611,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201612,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201701,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201702,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201703,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201704,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201705,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201706,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201707,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201708,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201709,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201710,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201711,0,0,0,0.0,0.0,0.0,0.0,2
G16942,Big Foot,Big Foot,dry,201712,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201801,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201802,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201803,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201804,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201805,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201806,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201807,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201808,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201809,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201810,0,0,0,0.0,0.0,0.0,0.0,12
G16942,Big Foot,Big Foot,dry,201811,76395,0,3169,6945.0,0.0,0.076395,0.0,13
G16942,Big Foot,Big Foot,dry,201812,318469,78869,37,10615.633333333333,2628.9666666666667,0.394864,0.078869,13
G16942,Big Foot,Big Foot,dry,201901,351938,76715,0,11352.838709677419,2474.6774193548385,0.746802,0.155584,13
G16942,Big Foot,Big Foot,dry,201902,317156,64129,0,11327.0,2290.3214285714284,1.063958,0.219713,13
G16942,Big Foot,Big Foot,dry,201903,359552,70914,0,11598.451612903225,2287.548387096774,1.42351,0.290627,13
G16942,Big Foot,Big Foot,dry,201904,354238,68386,0,11807.933333333332,2279.5333333333333,1.777748,0.359013,12
G16942,Big Foot,Big Foot,dry,201905,395316,76034,0,12752.129032258064,2452.7096774193546,2.173064,0.435047,12
G16942,Big Foot,Big Foot,dry,201906,686987,154441,8040,10408.89393939394,2340.0151515151515,2.860051,0.589488,13
G16942,Big Foot,Big Foot,dry,201907,617223,141954,67,12596.387755102041,2897.0204081632655,3.477274,0.731442,13
G16942,Big Foot,Big Foot,dry,201908,790615,189502,62,12751.854838709678,3056.483870967742,4.267889,0.920944,13
G16942,Big Foot,Big Foot,dry,201909,839499,202546,601,13991.65,3375.766666666667,5.107388,1.12349,13
G16942,Big Foot,Big Foot,dry,201910,763129,181322,233,12308.532258064517,2924.548387096774,5.870517,1.304812,13
G16942,Big Foot,Big Foot,dry,201911,753284,178430,830,12554.733333333334,2973.8333333333335,6.623801,1.483242,13
G16942,Big Foot,Big Foot,dry,201912,748882,173901,755,12078.741935483871,2804.8548387096776,7.372683,1.657143,13
G16942,Big Foot,Big Foot,dry,202001,713738,165572,810,11511.90322580645,2670.516129032258,8.086421,1.822715,13
G16942,Big Foot,Big Foot,dry,202002,686271,161273,1708,11832.258620689656,2780.5689655172414,8.772692,1.983988,14
G16942,Big Foot,Big Foot,dry,202003,719697,169627,1862,11608.016129032258,2735.9193548387098,9.492389,2.153615,12
G16942,Big Foot,Big Foot,dry,202004,689321,162911,2047,11488.683333333332,2715.1833333333334,10.18171,2.316526,12
G16942,Big Foot,Big Foot,dry,202005,699486,163337,2483,11282.032258064517,2634.467741935484,10.881196,2.479863,12
G16942,Big Foot,Big Foot,dry,202006,660012,152373,2627,11000.2,2539.55,11.541208,2.632236,12
G16942,Big Foot,Big Foot,dry,202007,681233,157236,2574,10987.629032258064,2536.064516129032,12.222441,2.789472,12
G16942,Big Foot,Big Foot,dry,202008,492555,113674,1964,10261.5625,2368.2083333333335,12.714996,2.903146,13
G16942,Big Foot,Big Foot,dry,202009,509946,60060,2770,8792.172413793103,1035.5172413793102,13.224942,2.963206,13
G16942,Big Foot,Big Foot,dry,202010,697807,134714,2224,10113.144927536232,1952.376811594203,13.922749,3.09792,13
G16942,Big Foot,Big Foot,dry,202011,843089,184413,3218,10408.506172839507,2276.703703703704,14.765838,3.282333,13
G16942,Big Foot,Big Foot,dry,202012,1064265,239566,5237,11443.709677419354,2575.978494623656,15.830103,3.521899,13
G16942,Big Foot,Big Foot,dry,202101,865478,208093,10447,10427.44578313253,2507.144578313253,16.695581,3.729992,13
G16942,Big Foot,Big Foot,dry,202102,457479,92072,9926,7887.568965517241,1587.448275862069,17.15306,3.822064,15
G16942,Big Foot,Big Foot,dry,202103,982633,216639,18595,10565.946236559139,2329.451612903226,18.135693,4.038703,13
G16942,Big Foot,Big Foot,dry,202104,959218,230689,23554,10657.977777777778,2563.211111111111,19.094911,4.269392,12
G16942,Big Foot,Big Foot,dry,202105,939284,224521,29434,10099.827956989247,2414.2043010752686,20.034195,4.493913,11
G16942,Big Foot,Big Foot,dry,202106,932205,223758,33359,10357.833333333334,2486.2,20.9664,4.717671,11
G16942,Big Foot,Big Foot,dry,202107,611396,147279,14391,10189.933333333332,2454.65,21.577796,4.86495,12
G16942,Big Foot,Big Foot,dry,202108,944234,245977,2646,9167.320388349515,2388.126213592233,22.52203,5.110927,12
G16942,Big Foot,Big Foot,dry,202109,541983,140866,2767,9186.152542372882,2387.5593220338983,23.064013,5.251793,12
G16942,Big Foot,Big Foot,dry,202110,1293471,330090,71452,10516.024390243903,2683.6585365853657,24.357484,5.581883,12
G16942,Big Foot,Big Foot,dry,202111,1300980,333082,118667,10841.5,2775.6833333333334,25.658464,5.914965,12
G16942,Big Foot,Big Foot,dry,202112,1184428,300923,101659,10866.311926605504,2760.761467889908,26.842892,6.215888,12
G16942,Big Foot,Big Foot,dry,202201,1075446,270253,172936,11563.935483870968,2905.94623655914,27.918338,6.486141,12
G16942,Big Foot,Big Foot,dry,202202,874896,218013,177156,11216.615384615385,2795.0384615384614,28.793234,6.704154,12
G16942,Big Foot,Big Foot,dry,202203,671006,174044,210947,10650.888888888889,2762.6031746031745,29.46424,6.878198,12
G16942,Big Foot,Big Foot,dry,202204,614352,162107,216802,10239.2,2701.7833333333333,30.078592,7.040305,12
G16942,Big Foot,Big Foot,dry,202205,854558,217088,209910,10295.87951807229,2615.5180722891564,30.93315,7.257393,12
G16942,Big Foot,Big Foot,dry,202206,984292,243577,207548,10936.577777777778,2706.411111111111,31.917442,7.50097,12
G16942,Big Foot,Big Foot,dry,202207,1034751,258728,220842,9157.08849557522,2289.6283185840707,32.952193,7.759698,12
G16942,Big Foot,Big Foot,dry,202208,899304,223346,162951,8564.8,2127.1047619047617,33.851497,7.983044,12
G16942,Big Foot,Big Foot,dry,202209,1034906,251683,225541,9240.232142857143,2247.1696428571427,34.886403,8.234727,12
G16942,Big Foot,Big Foot,dry,202210,1043696,251230,244672,8485.333333333334,2042.520325203252,35.930099,8.485957,12
G16942,Big Foot,Big Foot,dry,202211,1008223,243414,244375,8401.858333333334,2028.45,36.938322,8.729371,12
G16942,Big Foot,Big Foot,dry,202212,1026000,248213,262203,8274.193548387097,2001.717741935484,37.964322,8.977584,12
G16942,Big Foot,Big Foot,dry,202301,1006208,240861,268363,8114.580645161291,1942.4274193548388,38.97053,9.218445,12
G16942,Big Foot,Big Foot,dry,202302,896233,213520,245604,6894.1,1642.4615384615386,39.866763,9.431965,13
G16942,Big Foot,Big Foot,dry,202303,981353,230986,288394,6331.309677419355,1490.2322580645161,40.848116,9.662951,13
G16942,Big Foot,Big Foot,dry,202304,922781,215753,235850,6544.54609929078,1530.163120567376,41.770897,9.878704,13
G16942,Big Foot,Big Foot,dry,202305,969297,227547,292797,6253.529032258065,1468.0451612903225,42.740194,10.106251,13
G16942,Big Foot,Big Foot,dry,202306,945840,222338,295424,6305.6,1482.2533333333333,43.686034,10.328589,13
G16942,Big Foot,Big Foot,dry,202307,961470,229805,303618,4930.615384615385,1178.4871794871794,44.647504,10.558394,13
G16942,Big Foot,Big Foot,dry,202308,949370,229407,307379,5303.743016759777,1281.6033519553073,45.596874,10.787801,13
G16942,Big Foot,Big Foot,dry,202309,946830,232745,294830,5319.269662921349,1307.556179775281,46.543704,11.020546,13
G16942,Big Foot,Big Foot,dry,202310,992773,244990,303706,5337.489247311828,1317.1505376344087,47.536477,11.265536,12
G16942,Big Foot,Big Foot,dry,202311,948054,233750,291223,5326.146067415731,1313.2022471910113,48.484531,11.499286,12
G16942,Big Foot,Big Foot,dry,202312,1066058,269217,312969,5303.771144278607,1339.3880597014925,49.550589,11.768503,13
G16942,Big Foot,Big Foot,dry,202401,1122178,281663,328692,5243.822429906542,1316.1822429906542,50.672767,12.050166,13
G16942,Big Foot,Big Foot,dry,202402,1019382,248175,332242,5021.586206896552,1222.536945812808,51.692149,12.298341,13
G16942,Big Foot,Big Foot,dry,202403,1055997,245821,369931,4866.345622119816,1132.815668202765,52.748146,12.544162,13
G16942,Big Foot,Big Foot,dry,202404,1037818,253756,375515,4941.990476190476,1208.3619047619047,53.785964,12.797918,13
G16942,Big Foot,Big Foot,dry,202405,1059140,267989,395661,4880.829493087557,1234.9723502304148,54.845104,13.065907,13
G16942,Big Foot,Big Foot,dry,202406,1017966,246156,400073,4870.650717703349,1177.77990430622,55.86307,13.312063,13
G16942,Big Foot,Big Foot,dry,202407,1044021,261673,424200,4811.156682027649,1205.8663594470047,56.907091,13.573736,12
G16942,Big Foot,Big Foot,dry,202408,1040256,271878,431480,5562.866310160428,1453.8930481283423,57.947347,13.845614,12
G16942,Big Foot,Big Foot,dry,202409,874813,226968,304248,6627.371212121212,1719.4545454545455,58.82216,14.072582,12
G16942,Big Foot,Big Foot,dry,202410,1028348,265627,445555,4738.930875576037,1224.0875576036867,59.850508,14.338209,12
G16942,Big Foot,Big Foot,dry,202411,801057,199661,340508,4712.1,1174.4764705882353,60.651565,14.53787,12
G16942,Big Foot,Big Foot,dry,202412,974187,227524,444883,4552.27570093458,1063.196261682243,61.625752,14.765394,12
G16942,Big Foot,Big Foot,dry,202501,1021303,252067,454688,4327.5550847457625,1068.0805084745762,62.647055,15.017461,13
G16942,Big Foot,Big Foot,dry,202502,974688,247485,419128,4390.486486486487,1114.7972972972973,63.621743,15.264946,13
G16942,Big Foot,Big Foot,dry,202503,1114640,284953,482583,4549.551020408163,1163.073469387755,64.736383,15.549899,13
G16942,Big Foot,Big Foot,dry,202504,1053985,265965,454458,4504.209401709401,1136.6025641025642,65.790368,15.815864,12
G16942,Big Foot,Big Foot,dry,202505,1080288,269987,459317,4539.0252100840335,1134.3991596638655,66.870656,16.085851,12
G16942,Big Foot,Big Foot,dry,202506,1032743,263979,449968,4490.186956521739,1147.7347826086957,67.903399,16.34983,12
G16942,Big Foot,Big Foot,dry,202507,1059213,267335,456813,4431.8535564853555,1118.5564853556486,68.962612,16.617165,12
G16965,Cascade,Cascade Chinook,subsea15,200204,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,200206,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,200510,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,200911,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,200912,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201001,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201002,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201003,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201004,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201005,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201006,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201007,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201008,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201009,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201010,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201011,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201012,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201101,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201102,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201103,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201104,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201105,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201106,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201107,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201108,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201109,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201110,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201111,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201112,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201201,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201202,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201203,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201204,0,0,0,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201312,0,0,1,0.0,0.0,0.0,0.0,1
G16965,Cascade,Cascade Chinook,subsea15,201401,97564,19399,10518,3147.2258064516127,625.7741935483871,0.097564,0.019399,1
G16965,Cascade,Cascade Chinook,subsea15,201402,158878,35137,6692,5674.214285714285,1254.892857142857,0.256442,0.054536,1
G16965,Cascade,Cascade Chinook,subsea15,201403,321336,61612,11452,10365.677419354839,1987.483870967742,0.577778,0.116148,1
G16965,Cascade,Cascade Chinook,subsea15,201404,278863,55986,7066,9295.433333333332,1866.2,0.856641,0.172134,1
G16965,Cascade,Cascade Chinook,subsea15,201405,283184,56424,7200,9134.967741935483,1820.1290322580646,1.139825,0.228558,1
