FMP_LOC_NAME,FMP_NUMBER,COMGL_PROD_CD,FMP_MEAS_TYP_CD,METER_MAKE,METER_TYPE_CODE,METER_SIZE,RECORDER_MAKE,METER_SERIAL_NUM,METER_STAT_CODE,FMP_OPERATOR_NUM,BUS_ASC_NAME,FMP_NAME,FMP_NUMBER_SALES,FMP_NUMBER_OUT,TANK_SERIAL_NUM,TANK_ID_NUM,TANK_STORAGE_CAP,TANK_STAT_CODE
EB 0165   A,20608040152,2,ACT,A.O.SMITH,POS,4.0,,EM138240,A     ,730,Walter Oil & Gas Corporation,SNAPPER,,,,,,
EB 0165   A,20608040152,2,ACT,A.O.SMITH,,4.0,,EM138239-MTR,A     ,730,Walter Oil & Gas Corporation,SNAPPER,,,,,,
EB 0165   A,20608040152,2,ACT,A.O.SMITH,,4.0,,EM138240-MTR,A     ,730,Walter Oil & Gas Corporation,SNAPPER,,,,,,
EB 0165   A,3160804HI01,2,GAS,DANIEL,ORF,3.0,TEXAS INST.,605.554.009,A     ,730,Walter Oil & Gas Corporation,SNAPPER,,,,,,
EB 0165   A,5060804FLR2,4,FLV,FOX,MAS,10.0,SNAPPER,20925,A     ,730,Walter Oil & Gas Corporation,SNAPPER,,,,,,
EB 0165   A,5060804FLR2,4,FLV,FOX,MAS,18.0,,23049,A     ,730,Walter Oil & Gas Corporation,SNAPPER,,,,,,
EB 0602   A,3060804CC00,1,GAS,DANIEL,ORF,2.0,FLOW AUTOMATION,A01BV002-4,I     ,981,Anadarko Petroleum Corporation,NANSEN,,,,,,
EB 0602   A,3060804CC00,1,GAS,DANIEL,ORF,4.0,FLOW AUTOMATION,A01BV002-3,I     ,981,Anadarko Petroleum Corporation,NANSEN,,,,,,
EB 0602   A,3060804CC00,1,GAS,INSTROMET,SON,8.0,FLOW AUTOMATION,A01BV002-1,I     ,981,Anadarko Petroleum Corporation,NANSEN,,,,,,
EB 0602   A,3060804CC00,1,GAS,INSTROMET,SON,8.0,FLOW AUTOMATION,A01BV002-2,I     ,981,Anadarko Petroleum Corporation,NANSEN,,,,,,
EB 0602   A,5060804FLR0,1,FLV,FOX FT3,MAS,10.0,,1,A     ,981,Anadarko Petroleum Corporation,NANSEN,,,,,,
EB 0602   A,5060804FLR0,1,FLV,FOX FT3,MAS,24.0,,2,A     ,981,Anadarko Petroleum Corporation,NANSEN,,,,,,
EB 0643   A,20608040135,4,ACT,FAURE HERMAN,HEL,3.0,OMNI,700937,A     ,981,Anadarko Petroleum Corporation,BOOMVANG SPAR FACILITY,,,,,,
EB 0643   A,20608040135,4,ACT,FAURE HERMAN,HEL,3.0,OMNI,700939,A     ,981,Anadarko Petroleum Corporation,BOOMVANG SPAR FACILITY,,,,,,
EB 0643   A,20608040135,4,ACT,FAURE HERMAN,HEL,3.0,OMNI,700940,I     ,981,Anadarko Petroleum Corporation,BOOMVANG SPAR FACILITY,,,,,,
EB 0643   A,22608040132,4,ALL,HALLIBURTON,TUR,6.0,,3,A     ,981,Anadarko Petroleum Corporation,"RR ALLOC EB 597, 598 & 599",20608040135,20608040135,,,,
EB 0643   A,22608040132,4,ALL,NUFLO,TUR,1.5,,4,I     ,981,Anadarko Petroleum Corporation,"RR ALLOC EB 597, 598 & 599",20608040135,20608040135,,,,
EB 0643   A,22608040132,4,ALL,NUFLO,TUR,2.0,,1,A     ,981,Anadarko Petroleum Corporation,"RR ALLOC EB 597, 598 & 599",20608040135,20608040135,,,,
EB 0643   A,22608040132,4,ALL,NUFLOW,TUR,3.0,,2,I     ,981,Anadarko Petroleum Corporation,"RR ALLOC EB 597, 598 & 599",20608040135,20608040135,,,,
EB 0643   A,22608040133,4,ALL,HALLIBURTON,TUR,6.0,,1,A     ,981,Anadarko Petroleum Corporation,RB ALLOC TO EB 643 UNIT,20608040135,20608040135,,,,
EB 0643   A,22608040133,4,ALL,NUFLO,TUR,3.0,,2,I     ,981,Anadarko Petroleum Corporation,RB ALLOC TO EB 643 UNIT,20608040135,20608040135,,,,
EB 0643   A,3060804CC01,4,GAS,DANIEL,ORF,2.0,THERMO ELECTRON,A08DV002-4,A     ,981,Anadarko Petroleum Corporation,BOOMVANG SPAR FACILITY,,,,,,
EB 0643   A,3060804CC01,4,GAS,DANIEL,ORF,4.0,THERMO ELECTRON,A08DV002-3,A     ,981,Anadarko Petroleum Corporation,BOOMVANG SPAR FACILITY,,,,,,
EB 0643   A,3060804CC01,4,GAS,INSTROMET,SON,8.0,THERMO ELECTRON,A08DV002-1,I     ,981,Anadarko Petroleum Corporation,BOOMVANG SPAR FACILITY,,,,,,
