Lease Number,Production Month,Production Year,Lease Oil Production (BBL),Lease Condensate Production (BBL),Lease Gas-Well-Gas Production (MCF),Lease Oil-Well-Gas Production (MCF),Lease Water Production (BBL),Producing Completions,Lease Max Water Depth (meters)
 00018,7,2007,266,0,0,2161,3130,1,21
 00018,8,2007,117,0,0,1,1388,1,21
 00018,9,2007,245,0,0,245,2195,1,21
 00018,10,2007,221,0,0,1361,1684,1,21
 00018,11,2007,141,0,0,1104,667,1,21
 00018,12,2007,445,0,0,1609,1740,1,21
 00018,1,2008,424,0,0,1003,1588,1,21
 00018,2,2008,238,0,0,1079,2295,1,21
 00018,3,2008,73,0,0,1,670,1,21
 00018,4,2008,206,0,0,203,1951,1,21
 00018,5,2008,14,0,0,51,126,1,21
 00018,6,2008,157,0,0,2309,1417,1,21
 00018,7,2008,225,0,0,5129,2542,1,21
 00018,8,2008,259,0,0,1,2734,1,21
 00018,9,2008,0,0,0,0,0,0,21
 00018,10,2008,74,0,0,3853,833,1,21
 00018,11,2008,116,0,0,4174,1700,1,21
 00018,12,2008,0,0,0,0,0,0,21
 00018,1,2009,185,0,0,4,2033,1,21
 00018,2,2009,338,0,0,441,2627,1,21
 00018,3,2009,373,0,0,9,3097,1,21
 00018,4,2009,295,0,0,6,2737,1,21
 00018,5,2009,149,0,0,3,1707,1,21
 00018,6,2009,227,0,0,6,1848,1,21
 00018,7,2009,439,0,0,10,1867,1,21
 00018,8,2009,271,0,0,2,1869,1,21
 00018,9,2009,227,0,0,1,2172,1,21
 00018,10,2009,169,0,0,2,1762,1,21
 00018,11,2009,295,0,0,5,2707,1,21
 00018,12,2009,303,0,0,5,2334,1,21
 00019,1,2006,16011,1,18847,7706,134292,7,20
 00019,2,2006,12655,1,18337,11955,111079,6,20
 00019,3,2006,15186,1,17555,16086,102682,5,20
 00019,4,2006,10554,3,15355,12345,74566,4,20
 00019,5,2006,12516,2,14512,15803,87733,4,20
 00019,6,2006,14497,0,9221,9374,95594,5,20
 00019,7,2006,16000,2,9673,20860,87268,5,20
 00019,8,2006,14793,2,9321,30624,92924,5,20
 00019,9,2006,18771,1,10074,22824,90300,5,20
 00019,10,2006,15537,0,9390,31266,96710,5,20
 00019,11,2006,18819,1,4257,20787,100287,5,20
 00019,12,2006,18139,3,7034,29072,96356,5,20
 00019,1,2007,16161,3,10484,8118,102992,5,20
 00019,2,2007,14723,1,11357,7585,89913,5,20
 00019,3,2007,15679,0,11366,10240,97763,5,20
 00019,4,2007,15135,0,10706,16842,90400,5,20
 00019,5,2007,19342,0,7267,5708,93790,5,20
 00019,6,2007,17127,0,6894,9041,106856,6,20
 00019,7,2007,19716,1,11126,24012,100865,6,20
 00019,8,2007,14418,1,8098,14708,107791,5,20
 00019,9,2007,14387,0,8592,5527,100221,5,20
 00019,10,2007,14331,1,12430,33428,107322,6,20
 00019,11,2007,14519,0,7140,13561,139496,6,20
 00019,12,2007,17076,1,7444,12176,199596,7,20
 00019,1,2008,18362,0,11379,19336,191097,6,20
 00019,2,2008,13101,0,8034,9790,129739,7,20
 00019,3,2008,2801,1,2201,27,14946,5,20
 00019,4,2008,6966,0,7768,8154,34437,3,20
 00019,5,2008,7472,0,3934,13765,36007,5,20
 00019,6,2008,8443,0,11104,16721,59013,5,20
 00019,7,2008,12000,0,10354,26918,162598,6,20
 00019,8,2008,12053,0,8632,13699,139805,6,20
 00019,9,2008,4424,0,3583,1731,61618,5,20
 00019,10,2008,13419,0,6328,269,127282,5,20
 00019,11,2008,19299,0,1353,657,138681,6,20
 00019,12,2008,20257,0,7815,7199,152594,6,20
 00019,1,2009,18286,0,7908,738,134431,6,20
 00019,2,2009,16702,0,9392,2945,130318,6,20
 00019,3,2009,16829,0,10126,7846,108191,6,20
 00019,4,2009,15710,0,8840,11233,133180,6,20
 00019,5,2009,13825,0,6127,11522,109256,6,20
 00019,6,2009,39641,0,9729,28416,145676,7,20
 00019,7,2009,42586,0,8603,52035,129673,7,20
 00019,8,2009,51534,5164,58175,44578,126424,8,20
 00019,9,2009,54825,12785,173713,47805,117053,8,20
 00019,10,2009,69819,11585,204951,56100,133756,8,20
 00019,11,2009,38818,5578,108265,82361,144845,8,20
 00019,12,2009,29996,2286,61201,86271,148139,7,20
 00020,1,2006,58349,12835,123992,59278,187979,15,20
 00020,2,2006,68426,11457,119047,72711,186560,13,20
 00020,3,2006,78043,16127,117156,104245,207373,13,20
 00020,4,2006,63417,15349,85051,75660,203825,13,20
 00020,5,2006,86559,18600,80361,112754,235826,13,20
 00020,6,2006,107959,232,20959,189952,250172,15,20
 00020,7,2006,92891,1007,32515,171007,226960,14,20
 00020,8,2006,91451,1012,27475,157101,264012,15,20
 00020,9,2006,98362,597,18378,157634,216178,14,20
 00020,10,2006,78021,234,16844,118337,194725,13,20
 00020,11,2006,78787,762,17508,118092,137622,12,20
 00020,12,2006,78159,584,12643,108968,118029,11,20
 00020,1,2007,63917,607,18053,93285,129909,11,20
 00020,2,2007,69926,592,16324,104950,125140,11,20
 00020,3,2007,81840,704,17556,137989,145218,12,20
 00020,4,2007,82959,496,17654,137529,154266,13,20
 00020,5,2007,97594,451,12372,149709,183166,13,20
 00020,6,2007,80787,390,15456,140664,165540,13,20
 00020,7,2007,86537,683,21237,166056,225335,12,20
 00020,8,2007,74089,479,13225,141756,170568,13,20
 00020,9,2007,72870,505,14837,132732,182808,13,20
 00020,10,2007,79706,402,11955,150194,199644,13,20
 00020,11,2007,74929,57,1729,149656,206896,13,20
 00020,12,2007,75257,450,20199,141020,196288,12,20
 00020,1,2008,66743,457,19634,121725,210614,12,20
 00020,2,2008,67237,382,19659,160947,154120,12,20
 00020,3,2008,65856,172,10869,140457,38209,10,20
 00020,4,2008,75602,54,14727,138003,79997,10,20
 00020,5,2008,69426,35,8543,144144,93569,11,20
 00020,6,2008,65490,131,23758,141194,94079,11,20
 00020,7,2008,56706,56,16405,151988,146960,10,20
 00020,8,2008,64923,30,13994,182437,156445,11,20
 00020,9,2008,8565,0,8049,20033,21276,5,20
 00020,10,2008,81172,50,29182,146304,85757,10,20
 00020,11,2008,88666,93,10083,190296,118341,11,20
 00020,12,2008,104669,767,25906,226305,131111,11,20
 00020,1,2009,122901,547,30215,196656,143783,14,20
 00020,2,2009,120780,4351,80236,231837,135890,14,20
 00020,3,2009,129969,3313,51363,230048,157412,14,20
 00020,4,2009,127988,1283,14292,216614,152236,13,20
 00020,5,2009,112476,833,10754,185425,133265,12,20
 00020,6,2009,128959,429,13070,187664,127303,12,20
 00020,7,2009,122114,228,16951,202621,128276,12,20
 00020,8,2009,122238,53,3797,210106,143678,13,20
 00020,9,2009,120241,0,0,214985,153640,12,20
 00020,10,2009,115177,0,0,214559,148643,12,20
 00020,11,2009,121238,6,16231,240035,156250,14,20
 00020,12,2009,103282,17,38656,201683,140064,14,20
 00025,1,2006,3773,0,0,14492,3827,1,16
 00025,2,2006,0,0,0,0,0,0,16
 00025,3,2006,0,0,0,0,0,0,16
 00025,4,2006,0,0,0,0,0,0,16
 00025,5,2006,4449,0,0,154,1174,1,16
 00025,6,2006,3275,0,0,119,1235,1,16
 00025,7,2006,0,0,0,0,0,0,16
 00025,8,2006,2239,0,0,71,1573,1,16
 00025,9,2006,1490,0,0,37,658,1,16
 00025,10,2006,1396,0,0,48,546,1,16
 00025,11,2006,2221,0,0,68,960,1,16
 00025,12,2006,762,0,0,24,286,1,16
 00025,1,2007,0,0,0,0,0,0,16
 00025,2,2007,0,0,0,0,0,0,16
 00025,3,2007,3937,0,0,12316,418,1,16
 00025,4,2007,2745,0,0,7307,1119,1,16
 00025,5,2007,2112,0,0,5977,891,1,16
 00025,6,2007,0,0,0,0,0,0,16
 00025,7,2007,1080,0,0,6267,449,1,16
 00025,8,2007,0,0,0,0,0,0,16
 00025,9,2007,315,0,0,3345,131,1,16
 00025,10,2007,1475,0,0,3438,602,1,16
 00025,11,2007,1209,0,0,6737,520,1,16
 00025,12,2007,764,0,0,5083,354,1,16
 00025,1,2008,1075,0,0,69,483,1,16
 00025,2,2008,1164,0,0,11,522,1,16
 00025,3,2008,0,0,0,0,0,0,16
 00025,4,2008,150,0,0,319,66,1,16
 00025,5,2008,2281,0,0,15,932,1,16
 00025,6,2008,1416,0,0,4,260,1,16
 00025,7,2008,1844,0,0,1,128,1,16
 00025,8,2008,1451,0,0,5,277,1,16
 00025,9,2008,0,0,0,0,0,0,16
 00025,10,2008,0,0,0,0,0,0,16
 00025,11,2008,1638,0,0,46,698,1,16
 00025,12,2008,1019,0,0,20,454,1,16
 00025,1,2009,1022,0,0,21,418,1,16
 00025,2,2009,1439,0,0,31,607,1,16
 00025,3,2009,2174,0,0,49,830,1,16
 00025,4,2009,1466,0,0,29,577,1,16
 00025,5,2009,811,0,0,14,366,1,16
 00025,6,2009,383,0,0,8,612,1,16
 00025,7,2009,1244,0,0,20,1058,1,16
 00025,8,2009,1413,0,0,6,1348,1,16
 00025,9,2009,1165,0,0,5,1365,1,16
 00025,10,2009,954,0,0,5,1069,1,16
 00025,11,2009,665,0,0,7,561,1,16
 00025,12,2009,255,0,0,620,230,1,16
 00026,1,2006,47395,54221,993461,224883,444680,29,15
 00026,2,2006,50914,56002,916799,158543,465389,30,15
 00026,3,2006,68654,72549,796799,555955,645292,29,15
 00026,4,2006,67440,60583,695686,552215,671882,31,15
 00026,5,2006,72686,32991,631929,541510,639934,31,15
 00026,6,2006,50682,22174,543320,347851,598707,31,15
 00026,7,2006,45898,27192,865521,415184,450278,31,15
 00026,8,2006,55725,25802,923279,409319,636218,32,15
 00026,9,2006,72510,15019,905429,200041,661976,31,15
 00026,10,2006,64991,22628,958143,117306,714725,31,15
 00026,11,2006,65991,16630,608921,97909,631326,31,15
 00026,12,2006,64804,22679,592482,104177,623482,31,15
 00026,1,2007,62670,25254,567773,83439,679849,29,15
 00026,2,2007,44657,14229,326212,72489,590950,28,15
 00026,3,2007,63457,12205,471484,72937,649355,27,15
 00026,4,2007,61399,19671,754924,78959,617391,28,15
 00026,5,2007,65852,10751,590073,62290,628605,28,15
 00026,6,2007,62452,13377,479368,61721,655526,28,15
 00026,7,2007,61470,12436,372538,65954,651873,28,15
 00026,8,2007,61844,30615,419542,67224,717861,28,15
 00026,9,2007,44388,16927,267661,57519,619677,28,15
 00026,10,2007,49598,8180,134493,79324,664743,28,15
 00026,11,2007,68475,11893,162567,125172,683900,29,15
 00026,12,2007,61190,10683,196762,67084,652428,29,15
 00026,1,2008,62375,0,132043,56270,590061,28,15
 00026,2,2008,24798,0,120046,31895,151569,29,15
 00026,3,2008,16134,0,163869,33715,27642,11,15
 00026,4,2008,26047,15438,213093,38811,126860,18,15
 00026,5,2008,47160,12671,169199,63540,187772,26,15
 00026,6,2008,46389,0,107948,48580,140394,24,15
 00026,7,2008,45397,682,105061,69958,204171,25,15
 00026,8,2008,37065,807,105163,64766,194421,26,15
 00026,9,2008,32596,10514,104840,21273,152584,25,15
 00026,10,2008,45167,11715,107813,48966,281176,25,15
 00026,11,2008,44129,108,75705,43929,225243,22,15
 00026,12,2008,41904,124,89482,50448,193397,22,15
 00026,1,2009,43904,4380,86578,50870,228124,24,15
 00026,2,2009,30891,5817,82207,33676,220362,24,15
 00026,3,2009,47995,13911,106116,41232,331027,26,15
 00026,4,2009,45260,9284,101796,44202,291404,26,15
 00026,5,2009,44915,7043,112089,45210,346628,27,15
 00026,6,2009,48711,4239,67691,41620,327003,27,15
 00026,7,2009,46002,1998,38022,34431,336619,26,15
 00026,8,2009,42093,1826,62108,38082,324896,25,15
 00026,9,2009,38764,1580,65173,39289,324429,25,15
 00026,10,2009,32993,75,4476,43787,257248,24,15
 00026,11,2009,39928,2139,49847,55400,270013,26,15
 00026,12,2009,47105,11350,76514,49313,309448,26,15
 00031,1,2006,40599,0,0,63833,184028,24,19
 00031,2,2006,55039,0,0,84855,202128,27,19
 00031,3,2006,59772,0,0,103954,232030,27,19
 00031,4,2006,66022,0,0,98251,253039,27,19
 00031,5,2006,76283,0,0,103168,280772,28,19
 00031,6,2006,69394,0,0,91669,259920,28,19
 00031,7,2006,66243,0,0,56687,236027,27,19
 00031,8,2006,61938,0,0,57262,264654,28,19
 00031,9,2006,68965,0,0,57540,274254,29,19
 00031,10,2006,57265,0,0,45495,283200,28,19
 00031,11,2006,55065,0,0,43189,258605,28,19
 00031,12,2006,45428,0,0,34175,195689,28,19
 00031,1,2007,42984,0,0,32933,180194,27,19
 00031,2,2007,35555,0,0,22467,154177,27,19
 00031,3,2007,40831,0,0,34516,179985,27,19
 00031,4,2007,36240,0,0,36283,208137,27,19
 00031,5,2007,35609,0,0,40594,206200,27,19
 00031,6,2007,27902,0,0,31988,169527,25,19
 00031,7,2007,36986,0,0,39325,233224,26,19
 00031,8,2007,36836,0,0,36921,194668,26,19
 00031,9,2007,33651,0,0,42033,172863,26,19
 00031,10,2007,39730,0,0,30829,222567,27,19
 00031,11,2007,37355,241,10091,37372,208871,27,19
 00031,12,2007,30549,0,0,28028,183623,25,19
 00031,1,2008,33012,0,0,17150,154899,25,19
 00031,2,2008,25637,0,0,34374,121504,25,19
 00031,3,2008,26918,0,0,39814,22507,13,19
 00031,4,2008,31222,0,0,31038,98984,19,19
 00031,5,2008,28465,0,0,23651,120749,18,19
 00031,6,2008,36552,0,0,32317,58279,21,19
 00031,7,2008,43686,0,0,29435,43872,24,19
 00031,8,2008,26970,0,0,28570,78764,24,19
 00031,9,2008,7038,0,0,15934,34412,16,19
 00031,10,2008,38963,0,0,31563,289256,14,19
 00031,11,2008,27713,0,0,23430,188373,16,19
 00031,12,2008,33174,0,0,35418,202877,23,19
 00031,1,2009,25543,0,0,61465,139107,21,19
 00031,2,2009,24216,0,0,34927,135233,19,19
 00031,3,2009,31120,0,0,27847,114347,19,19
 00031,4,2009,27236,0,0,11999,125332,20,19
 00031,5,2009,33471,109,352,14123,150902,21,19
 00031,6,2009,35468,3,1017,12350,133338,21,19
 00031,7,2009,27845,0,0,15550,133516,20,19
 00031,8,2009,28775,0,0,31810,135769,21,19
 00031,9,2009,22725,0,0,23489,118732,19,19
 00031,10,2009,26231,0,0,49026,131546,19,19
 00031,11,2009,25517,0,0,22030,125402,19,19
 00031,12,2009,20321,0,0,25181,85914,19,19
 00032,1,2006,5654,0,0,10641,5741,1,18
 00032,2,2006,0,0,0,0,0,0,18
 00032,3,2006,0,0,0,0,0,0,18
 00032,4,2006,0,0,0,0,0,0,18
 00032,5,2006,9711,0,0,3142,8456,1,18
 00032,6,2006,6511,0,0,1579,5739,1,18
 00032,7,2006,11371,0,0,2977,9351,1,18
 00032,8,2006,9287,0,0,2757,8614,1,18
 00032,9,2006,8308,0,0,4191,7627,1,18
 00032,10,2006,5158,0,0,1121,7930,1,18
 00032,11,2006,5532,0,0,2397,6397,1,18
 00032,12,2006,7506,0,0,4921,5659,1,18
 00032,1,2007,7307,0,0,343,6075,1,18
 00032,2,2007,5938,0,0,2339,4807,1,18
 00032,3,2007,6646,0,0,1504,5140,1,18
 00032,4,2007,6545,0,0,2516,5705,1,18
 00032,5,2007,5954,0,0,7003,5309,1,18
 00032,6,2007,5962,0,0,9863,5450,1,18
 00032,7,2007,5506,0,0,8184,5222,1,18
 00032,8,2007,5055,0,0,11914,4402,1,18
 00032,9,2007,5001,0,0,10761,4161,1,18
 00032,10,2007,5940,0,0,7488,5035,1,18
 00032,11,2007,4769,0,0,7979,4202,1,18
 00032,12,2007,5991,0,0,11064,7154,1,18
 00032,1,2008,6512,0,0,9334,7354,1,18
 00032,2,2008,5222,0,0,8392,3795,1,18
 00032,3,2008,7475,0,0,10161,5396,1,18
 00032,4,2008,7480,0,0,10608,7119,1,18
 00032,5,2008,4006,0,0,8761,4384,1,18
 00032,6,2008,7387,0,0,10279,3430,1,18
 00032,7,2008,7480,0,0,6648,1321,1,18
 00032,8,2008,6236,0,0,7833,2851,1,18
 00032,9,2008,2288,0,0,2868,2284,1,18
 00032,10,2008,0,0,0,0,0,0,18
 00032,11,2008,0,0,0,0,0,0,18
 00032,12,2008,0,0,0,0,0,0,18
 00032,1,2009,0,0,0,0,0,0,18
 00032,2,2009,1063,0,0,2753,1065,1,18
 00032,3,2009,7099,0,0,12267,6429,1,18
 00032,4,2009,7275,0,0,9295,6798,1,18
 00032,5,2009,6416,0,0,10509,7263,1,18
 00032,6,2009,6632,0,0,6420,9157,1,18
 00032,7,2009,4380,0,0,9895,7297,1,18
 00032,8,2009,3186,0,0,10013,4497,1,18
 00032,9,2009,2899,0,0,9746,4121,1,18
 00032,10,2009,4225,0,0,10754,8412,1,18
 00032,11,2009,3736,0,0,6689,6909,1,18
 00032,12,2009,1261,0,0,2361,2476,1,18
 00033,1,2006,13847,0,0,18018,75576,3,20
 00033,2,2006,13788,0,0,2126,72672,2,20
 00033,3,2006,10226,0,0,6228,68992,2,20
 00033,4,2006,9830,0,0,4865,67552,2,20
 00033,5,2006,18271,0,0,5104,89055,3,20
 00033,6,2006,13979,0,0,2930,61361,3,20
 00033,7,2006,14525,0,0,4347,82170,3,20
 00033,8,2006,13386,0,0,4219,88969,3,20
 00033,9,2006,14254,0,0,7025,86291,3,20
 00033,10,2006,11136,0,0,2119,84398,3,20
 00033,11,2006,9956,0,0,3935,68868,3,20
 00033,12,2006,12833,0,0,7115,65052,3,20
 00033,1,2007,13593,0,0,551,74523,3,20
 00033,2,2007,14551,0,0,4741,65499,3,20
 00033,3,2007,14649,0,0,2964,69638,3,20
 00033,4,2007,12018,0,0,5331,75820,3,20
 00033,5,2007,14005,0,0,18685,82002,3,20
 00033,6,2007,12507,0,0,19725,73779,3,20
 00033,7,2007,13336,0,0,18287,85559,3,20
 00033,8,2007,16100,0,0,32252,98012,3,20
 00033,9,2007,12428,0,0,25937,69589,3,20
 00033,10,2007,12662,0,0,20298,80689,3,20
 00033,11,2007,9809,0,0,18513,67002,3,20
 00033,12,2007,10494,0,0,25093,71686,3,20
 00033,1,2008,9545,0,0,19910,61089,3,20
 00033,2,2008,7332,0,0,14349,45848,3,20
 00033,3,2008,1966,0,0,6766,6524,2,20
 00033,4,2008,6471,0,0,18771,36297,3,20
 00033,5,2008,9497,0,0,20521,65912,3,20
 00033,6,2008,12524,0,0,17761,44112,3,20
 00033,7,2008,14242,0,0,13147,21573,3,20
 00033,8,2008,9604,0,0,13549,35299,3,20
 00033,9,2008,3999,0,0,7245,33050,3,20
 00033,10,2008,0,0,0,0,0,0,20
 00033,11,2008,0,0,0,0,0,0,20
 00033,12,2008,0,0,0,0,0,0,20
 00033,1,2009,0,0,0,0,0,0,20
 00033,2,2009,793,0,0,1703,9351,2,20
 00033,3,2009,6414,0,0,9426,59465,2,20
 00033,4,2009,6545,0,0,7099,63429,2,20
 00033,5,2009,5484,0,0,8742,58989,2,20
 00033,6,2009,4060,0,0,6193,42748,2,20
 00033,7,2009,2963,0,0,10338,30167,2,20
 00033,8,2009,5105,0,0,19146,58552,2,20
 00033,9,2009,2506,0,0,16052,33058,2,20
 00033,10,2009,2813,0,0,11368,47741,2,20
 00033,11,2009,1960,0,0,6053,30609,2,20
 00033,12,2009,810,0,0,2566,13857,2,20
 00034,1,2006,56395,0,0,23721,238329,15,17
 00034,2,2006,48642,0,0,59904,210407,15,17
 00034,3,2006,50991,0,0,48970,254164,15,17
 00034,4,2006,51128,0,0,44981,232875,15,17
 00034,5,2006,49741,0,0,51098,183383,15,17
 00034,6,2006,42028,0,0,48689,166065,15,17
 00034,7,2006,45317,0,0,41111,180546,14,17
 00034,8,2006,36171,0,0,34552,172999,15,17
 00034,9,2006,45290,0,0,43628,219788,14,17
 00034,10,2006,38430,0,0,63848,236525,14,17
 00034,11,2006,44613,0,0,42966,255773,14,17
 00034,12,2006,33947,0,0,53398,186171,14,17
 00034,1,2007,40605,0,0,18525,152088,10,17
 00034,2,2007,33065,0,0,13809,137250,10,17
 00034,3,2007,38853,0,0,14485,194703,14,17
 00034,4,2007,36486,0,0,15435,262493,14,17
 00034,5,2007,34442,0,0,8180,189940,11,17
 00034,6,2007,30866,0,0,17788,160643,10,17
 00034,7,2007,32119,0,0,14501,202291,12,17
 00034,8,2007,31952,0,0,12292,171769,11,17
 00034,9,2007,28379,0,0,13899,149362,11,17
 00034,10,2007,29106,0,0,6062,244931,13,17
 00034,11,2007,27709,0,0,7637,243716,13,17
 00034,12,2007,35997,0,0,72638,259462,12,17
 00034,1,2008,32000,0,0,42251,269999,11,17
 00034,2,2008,14568,0,0,3858,172983,12,17
 00034,3,2008,5631,0,0,4208,20985,3,17
 00034,4,2008,10140,0,0,922,44831,7,17
 00034,5,2008,7457,0,0,4804,36103,5,17
 00034,6,2008,8083,0,0,1624,19988,8,17
 00034,7,2008,15531,0,0,2597,26987,8,17
 00034,8,2008,10854,0,0,869,54348,10,17
 00034,9,2008,399,0,0,1488,4748,3,17
 00034,10,2008,4791,0,0,316,61203,2,17
 00034,11,2008,17457,0,0,7507,179940,8,17
 00034,12,2008,15250,0,0,9635,172168,8,17
 00034,1,2009,13124,0,0,6066,134160,8,17
 00034,2,2009,14842,0,0,7998,150019,8,17
 00034,3,2009,19962,0,0,3911,128785,8,17
 00034,4,2009,22090,0,0,6874,158744,8,17
 00034,5,2009,18419,0,0,2926,139175,8,17
 00034,6,2009,16789,0,0,2480,131440,8,17
 00034,7,2009,13461,0,0,6207,122796,7,17
 00034,8,2009,13895,0,0,5645,131797,7,17
 00034,9,2009,12067,0,0,2295,147717,8,17
 00034,10,2009,13902,0,0,1288,145584,8,17
 00034,11,2009,12991,0,0,1216,118882,8,17
 00034,12,2009,14201,0,0,3569,142525,8,17
 00040,1,2006,0,0,0,0,0,0,16
 00040,2,2006,0,0,0,0,0,0,16
 00040,3,2006,0,0,0,0,0,0,16
 00040,4,2006,0,0,0,0,0,0,16
 00040,5,2006,0,0,0,0,0,0,16
 00040,6,2006,0,0,0,0,95,1,16
 00040,7,2006,0,0,0,0,0,0,16
 00040,8,2006,0,0,0,0,0,0,16
 00040,9,2006,0,0,0,0,0,0,16
 00040,10,2006,0,0,0,0,0,0,16
 00040,11,2006,0,0,0,0,0,0,16
 00040,12,2006,0,0,0,0,0,0,16
 00040,1,2007,0,0,10546,0,104,1,16
 00040,2,2007,0,0,7746,0,661,1,16
 00040,3,2007,0,0,2293,0,726,1,16
 00040,4,2007,0,0,0,0,0,0,16
 00040,5,2007,0,126,1543,0,1088,1,16
 00040,6,2007,0,0,8713,0,0,1,16
 00040,7,2007,0,0,12910,0,0,1,16
 00040,8,2007,0,0,10599,0,0,1,16
 00040,9,2007,0,0,7487,0,0,1,16
 00040,10,2007,0,0,8608,0,0,1,16
 00040,11,2007,0,35,11855,0,20,1,16
 00040,12,2007,0,46,11826,0,37,1,16
 00040,1,2008,0,0,0,0,0,0,16
 00040,2,2008,0,9,904,0,10,1,16
 00040,3,2008,0,85,7682,0,91,1,16
 00040,4,2008,0,23,8183,0,24,1,16
 00040,5,2008,0,0,8682,0,0,1,16
 00040,6,2008,0,0,10396,0,0,1,16
 00040,7,2008,0,0,8885,0,0,1,16
 00040,8,2008,0,0,5368,0,0,1,16
 00040,9,2008,0,0,0,0,0,0,16
 00040,10,2008,0,0,0,0,0,0,16
 00040,11,2008,0,0,0,0,0,0,16
 00040,12,2008,0,0,0,0,0,0,16
 00040,1,2009,0,0,0,0,0,0,16
 00040,2,2009,0,0,0,0,0,0,16
 00040,3,2009,0,121,13414,0,0,1,16
 00040,4,2009,0,0,1329,0,164,1,16
 00040,5,2009,0,0,2033,0,2036,1,16
 00040,6,2009,0,0,3226,0,4334,1,16
 00040,7,2009,0,0,0,0,0,0,16
 00040,8,2009,0,0,0,0,0,0,16
 00040,9,2009,0,0,0,0,0,0,16
 00040,10,2009,0,0,0,0,0,0,16
 00040,11,2009,0,0,0,0,0,0,16
 00040,12,2009,0,0,0,0,0,0,16
 00042,1,2006,0,0,0,0,0,0,11
 00042,2,2006,0,0,0,0,0,0,11
 00042,3,2006,0,0,0,0,0,0,11
 00042,4,2006,0,0,0,0,0,0,11
 00042,5,2006,0,0,0,0,0,0,11
 00042,6,2006,0,0,0,0,0,0,11
