Lease Number,Production Month,Production Year,Lease Oil Production (BBL),Lease Condensate Production (BBL),Lease Gas-Well-Gas Production (MCF),Lease Oil-Well-Gas Production (MCF),Lease Water Production (BBL),Producing Completions,Lease Max Water Depth (meters)
 00018,10,2016,158,0,0,3474,2277,1,21
 00018,11,2016,155,0,0,1829,2622,1,21
 00018,12,2016,58,0,0,444,1398,1,21
 00018,1,2017,103,0,0,1305,2754,1,21
 00018,2,2017,101,0,0,1200,2677,1,21
 00018,3,2017,81,0,0,1317,2272,1,21
 00018,4,2017,99,0,0,3133,2975,1,21
 00018,5,2017,30,0,0,601,908,1,21
 00018,6,2017,120,0,0,825,3303,1,21
 00018,7,2017,48,0,0,433,1083,1,21
 00018,8,2017,134,0,0,2595,3279,1,21
 00018,9,2017,88,0,0,1920,2790,1,21
 00018,10,2017,81,0,0,800,2559,1,21
 00018,11,2017,95,0,0,811,2808,1,21
 00018,12,2017,90,0,0,748,2650,1,21
 00018,1,2018,87,0,0,780,2913,1,21
 00018,2,2018,83,0,0,1063,2761,1,21
 00018,3,2018,41,0,0,413,1268,1,21
 00018,4,2018,0,0,0,0,0,0,21
 00018,5,2018,133,0,0,2288,4145,1,21
 00018,6,2018,92,0,0,607,2802,1,21
 00018,7,2018,131,0,0,564,2733,1,21
 00018,8,2018,161,0,0,293,2277,1,21
 00018,9,2018,93,0,0,636,1425,1,21
 00018,10,2018,144,0,0,3057,2381,1,21
 00018,11,2018,171,0,0,3569,3297,1,21
 00018,12,2018,156,0,0,4445,2935,1,21
 00018,1,2019,155,0,0,3416,2877,1,21
 00018,2,2019,119,0,0,5436,2890,1,21
 00018,3,2019,146,0,0,3313,3008,1,21
 00018,4,2019,155,0,0,1691,2893,1,21
 00018,5,2019,100,0,0,1444,2158,1,21
 00018,6,2019,198,0,0,1571,5908,1,21
 00018,7,2019,146,0,0,1114,3632,1,21
 00018,8,2019,147,0,0,1600,3655,1,21
 00018,9,2019,99,0,0,1195,2568,1,21
 00018,10,2019,83,0,0,1119,2320,1,21
 00018,11,2019,74,0,0,2182,2665,1,21
 00018,12,2019,140,0,0,1080,5851,1,21
 00018,1,2020,49,0,0,1193,3084,1,21
 00019,1,2015,11867,2529,129132,3259,117090,9,20
 00019,2,2015,10764,2518,117063,2324,110195,9,20
 00019,3,2015,11823,2875,119065,2010,125475,9,20
 00019,4,2015,9725,2267,88672,2120,101150,9,20
 00019,5,2015,11982,2667,76091,2926,117443,9,20
 00019,6,2015,11892,2560,86587,3389,117144,9,20
 00019,7,2015,12452,2814,75482,3536,119945,9,20
 00019,8,2015,12690,2525,73950,4097,129941,9,20
 00019,9,2015,11236,2477,60434,3986,123001,9,20
 00019,10,2015,11266,2592,56088,3809,118041,9,20
 00019,11,2015,10898,2494,50109,3509,107443,9,20
 00019,12,2015,11584,2578,43358,3971,117268,9,20
 00019,1,2016,11643,2130,44339,4629,123896,9,20
 00019,2,2016,10934,1946,38611,2787,108223,9,20
 00019,3,2016,11904,2157,42124,2500,124018,9,20
 00019,4,2016,10152,2147,37340,3634,120044,9,20
 00019,5,2016,10790,2537,34859,3578,122064,9,20
 00019,6,2016,11290,2258,27891,5052,120007,9,20
 00019,7,2016,11200,2408,34853,5359,130899,9,20
 00019,8,2016,11299,2130,28913,5275,127554,9,20
 00019,9,2016,11066,1960,20278,5496,116793,9,20
 00019,10,2016,11744,2177,26146,4449,133651,9,20
 00019,11,2016,10367,2085,20477,4390,123428,9,20
 00019,12,2016,10699,2044,8755,5460,117903,8,20
 00019,1,2017,11248,2263,25722,4973,120391,9,20
 00019,2,2017,17776,2057,19952,6761,111592,10,20
 00019,3,2017,27188,2357,17348,18805,115574,10,20
 00019,4,2017,26847,2029,15128,19164,122954,10,20
 00019,5,2017,26704,2066,9967,16768,127478,10,20
 00019,6,2017,24805,2036,11616,14965,126340,10,20
 00019,7,2017,22493,2333,8175,13304,118481,10,20
 00019,8,2017,19835,2275,17526,10457,130781,10,20
 00019,9,2017,18853,2236,16798,9167,125444,10,20
 00019,10,2017,14660,1841,10355,5936,113405,10,20
 00019,11,2017,18098,2211,15064,15497,124903,10,20
 00019,12,2017,16581,2112,14522,17737,130185,10,20
 00019,1,2018,13129,1791,15383,11306,126414,10,20
 00019,2,2018,14163,1470,12451,8863,125624,9,20
 00019,3,2018,16968,1285,5684,7848,123463,8,20
 00019,4,2018,15656,1127,1108,7441,112941,8,20
 00019,5,2018,17647,1273,9701,10073,145555,10,20
 00019,6,2018,14019,945,11304,5608,107678,10,20
 00019,7,2018,14129,974,6644,3323,133043,8,20
 00019,8,2018,13196,861,3878,5605,128090,8,20
 00019,9,2018,18978,1006,9076,239145,134323,9,20
 00019,10,2018,21538,1072,4549,350751,150264,9,20
 00019,11,2018,18779,993,6261,344655,133826,9,20
 00019,12,2018,18933,1072,14971,329010,155395,9,20
 00019,1,2019,19107,955,4776,328791,146009,9,20
 00019,2,2019,16393,654,6531,313747,126050,9,20
 00019,3,2019,17505,628,6597,325047,129858,9,20
 00019,4,2019,18333,582,9078,313510,136642,9,20
 00019,5,2019,17524,596,5055,326137,153994,9,20
 00019,6,2019,15754,442,5851,262208,157667,9,20
 00019,7,2019,11981,320,3424,146801,108297,9,20
 00019,8,2019,15572,450,7513,156718,152678,9,20
 00019,9,2019,16004,532,9932,120264,169271,10,20
 00019,10,2019,14310,570,4336,79139,138955,9,20
 00019,11,2019,10290,512,11517,58846,139851,10,20
 00019,12,2019,10226,460,8077,80207,156187,10,20
 00019,1,2020,10766,491,3678,64473,156819,10,20
 00020,1,2015,39147,11595,37133,82723,239620,15,20
 00020,2,2015,37360,18226,27905,80230,226422,15,20
 00020,3,2015,60496,6969,26183,96553,291111,16,20
 00020,4,2015,53127,5782,25484,91379,251675,16,20
 00020,5,2015,54258,7303,30314,86583,305021,17,20
 00020,6,2015,42457,8143,35613,81398,280047,16,20
 00020,7,2015,45559,8496,33126,88059,274844,16,20
 00020,8,2015,47250,9502,32155,79881,295089,15,20
 00020,9,2015,45245,8778,30236,75563,310789,17,20
 00020,10,2015,47714,8555,30991,84299,321370,17,20
 00020,11,2015,46831,7805,26756,86526,303616,17,20
 00020,12,2015,50515,7457,23158,94251,287175,17,20
 00020,1,2016,50063,7082,23500,96085,284703,17,20
 00020,2,2016,44354,7898,30673,87439,295259,17,20
 00020,3,2016,48237,7194,26855,99042,311015,17,20
 00020,4,2016,47662,6755,25788,86196,300784,17,20
 00020,5,2016,48928,7369,27618,87414,302687,17,20
 00020,6,2016,44888,7255,28210,85409,299464,16,20
 00020,7,2016,48130,6593,26655,89244,291987,16,20
 00020,8,2016,48151,6698,26142,93369,289246,15,20
 00020,9,2016,43323,6271,18848,86186,234321,14,20
 00020,10,2016,48157,4971,20155,93584,273257,16,20
 00020,11,2016,56273,4551,20774,98418,281429,17,20
 00020,12,2016,50323,4031,12685,95571,281795,17,20
 00020,1,2017,37682,3911,19563,69644,243048,17,20
 00020,2,2017,40534,3909,19316,72473,256630,17,20
 00020,3,2017,48890,4285,19683,80008,277969,18,20
 00020,4,2017,37067,4363,23509,58808,286392,18,20
 00020,5,2017,41502,3890,7955,68598,281556,17,20
 00020,6,2017,40118,3745,3136,66421,257131,16,20
 00020,7,2017,34201,3976,6361,69070,240730,15,20
 00020,8,2017,31737,3714,7857,75730,255610,14,20
 00020,9,2017,31457,3443,7724,71657,245336,14,20
 00020,10,2017,28298,2819,5955,52219,228148,13,20
 00020,11,2017,30220,3978,6794,56001,258620,12,20
 00020,12,2017,28224,3587,5949,67096,235476,13,20
 00020,1,2018,25274,3277,4437,53929,220692,13,20
 00020,2,2018,25450,3676,4803,51845,227878,13,20
 00020,3,2018,30838,4127,5115,53174,234607,13,20
 00020,4,2018,27378,3204,2161,41286,191595,12,20
 00020,5,2018,31647,3353,3816,57610,237618,13,20
 00020,6,2018,28176,3273,4720,45634,205418,12,20
 00020,7,2018,29011,3755,5005,40393,235930,12,20
 00020,8,2018,26723,3895,5211,37516,224198,13,20
 00020,9,2018,34001,3993,5531,58518,229193,14,20
 00020,10,2018,44210,3960,4910,84736,251359,13,20
 00020,11,2018,53252,2928,5889,107747,223636,13,20
 00020,12,2018,54339,2349,6012,102478,249744,14,20
 00020,1,2019,60895,2229,6237,118414,261793,13,20
 00020,2,2019,52403,2251,6803,110052,246278,13,20
 00020,3,2019,52349,2675,8291,108485,278105,14,20
 00020,4,2019,28514,2818,7375,59548,250122,13,20
 00020,5,2019,45884,2184,4966,98253,225660,14,20
 00020,6,2019,45448,2962,3272,102631,238715,13,20
 00020,7,2019,32242,2521,3172,77478,132639,13,20
 00020,8,2019,48846,3370,3998,93702,259969,15,20
 00020,9,2019,47903,3569,5034,90660,279695,13,20
 00020,10,2019,46652,3151,4097,82478,245499,12,20
 00020,11,2019,36408,1455,2263,62498,221845,15,20
 00020,12,2019,47249,2446,2525,90583,297966,14,20
 00020,1,2020,43679,2024,2733,98114,295101,13,20
 00020,2,2020,4666,0,0,8704,3138,1,20
 00026,1,2015,33808,7236,81596,76132,761922,28,15
 00026,2,2015,31124,6955,108113,107655,698538,29,15
 00026,3,2015,37898,6553,96210,155889,899854,28,15
 00026,4,2015,33675,5204,62361,79932,839639,28,15
 00026,5,2015,34271,3173,55498,68903,852297,29,15
 00026,6,2015,29445,2433,52698,80609,787524,29,15
 00026,7,2015,27032,2082,38485,61945,651467,30,15
 00026,8,2015,37430,653,44278,49902,760846,28,15
 00026,9,2015,34632,685,45521,33928,767211,25,15
 00026,10,2015,33182,566,34276,40171,767974,26,15
 00026,11,2015,31593,689,26564,30631,719356,25,15
 00026,12,2015,34214,312,15472,40350,761399,26,15
 00026,1,2016,34241,0,10058,42470,746800,25,15
 00026,2,2016,35027,0,5822,43232,700861,26,15
 00026,3,2016,26820,0,5424,46301,589779,26,15
 00026,4,2016,30034,0,2182,52107,658091,26,15
 00026,5,2016,29594,0,850,44570,716798,24,15
 00026,6,2016,31780,0,4608,40252,651118,24,15
 00026,7,2016,33330,0,3108,46923,670609,24,15
 00026,8,2016,32965,368,3298,30432,760593,25,15
 00026,9,2016,24910,0,4967,35835,701702,24,15
 00026,10,2016,27917,0,5414,33801,710245,24,15
 00026,11,2016,26941,12,6505,30961,678614,24,15
 00026,12,2016,27667,0,6310,32446,715204,24,15
 00026,1,2017,24403,0,8102,28633,607490,24,15
 00026,2,2017,19086,0,5447,25691,460584,24,15
 00026,3,2017,31246,0,281,24751,711752,24,15
 00026,4,2017,29703,0,252,35369,686637,24,15
 00026,5,2017,27341,0,187,24799,640156,24,15
 00026,6,2017,23683,0,283,25825,598819,24,15
 00026,7,2017,29335,0,173,29746,662922,25,15
 00026,8,2017,28771,0,177,29817,713494,24,15
 00026,9,2017,30223,0,162,27463,716228,24,15
 00026,10,2017,23683,0,123,20163,552816,24,15
 00026,11,2017,28253,0,176,21025,676845,24,15
 00026,12,2017,24655,0,265,24052,614161,24,15
 00026,1,2018,16037,0,208,15660,433541,24,15
 00026,2,2018,23246,0,258,23779,604424,24,15
 00026,3,2018,29483,0,91,24695,707880,24,15
 00026,4,2018,22846,0,39,22242,556510,24,15
 00026,5,2018,28895,0,136,28846,607205,24,15
 00026,6,2018,23309,0,175,24858,497359,24,15
 00026,7,2018,29976,0,179,34492,653108,24,15
 00026,8,2018,30156,0,287,32818,665696,24,15
 00026,9,2018,21117,0,25,25025,523309,24,15
 00026,10,2018,27358,0,109,29054,649393,24,15
 00026,11,2018,20419,0,114,24643,493787,24,15
 00026,12,2018,26521,0,114,29496,650462,24,15
 00026,1,2019,25974,0,415,30646,610072,24,15
 00026,2,2019,19439,0,431,29458,552245,24,15
 00026,3,2019,21141,0,571,32505,489625,24,15
 00026,4,2019,26368,0,678,39847,617916,24,15
 00026,5,2019,26387,0,657,39134,570015,24,15
 00026,6,2019,23112,0,754,42845,614069,24,15
 00026,7,2019,8892,0,357,19709,182004,24,15
 00026,8,2019,17229,0,175,16938,425158,23,15
 00026,9,2019,16247,0,568,28677,656040,23,15
 00026,10,2019,28066,0,400,22393,558896,23,15
 00026,11,2019,21060,0,442,26014,586752,23,15
 00026,12,2019,21034,0,597,28862,604116,23,15
 00026,1,2020,18800,0,747,28817,514060,23,15
 00031,1,2015,45314,5330,2377,39441,320873,28,19
 00031,2,2015,43481,4717,2095,40844,285293,28,19
 00031,3,2015,46605,4956,1964,40370,319693,28,19
 00031,4,2015,41946,4470,2087,43049,332938,28,19
 00031,5,2015,43609,4201,2150,48888,352129,28,19
 00031,6,2015,42995,3992,2329,76855,361309,29,19
 00031,7,2015,43956,3788,2295,80203,368391,29,19
 00031,8,2015,46777,4030,2188,65300,360242,28,19
 00031,9,2015,50736,3249,2200,63852,341789,26,19
 00031,10,2015,44569,2440,1642,39797,318930,27,19
 00031,11,2015,37798,2497,1669,35353,305071,23,19
 00031,12,2015,37228,2621,2086,42084,289550,24,19
 00031,1,2016,37796,2254,2174,42914,289596,24,19
 00031,2,2016,36267,1988,2332,45675,290686,23,19
 00031,3,2016,38791,1807,2111,43912,322334,23,19
 00031,4,2016,36080,1671,2263,47875,291179,23,19
 00031,5,2016,39331,1526,2105,49729,322260,24,19
 00031,6,2016,38136,1335,2084,49480,313471,24,19
 00031,7,2016,39271,1323,1814,49143,336496,24,19
 00031,8,2016,38924,1259,1784,46206,306586,24,19
 00031,9,2016,32537,938,1692,45503,317830,24,19
 00031,10,2016,30385,864,1530,45410,322973,24,19
 00031,11,2016,27790,776,1641,44942,329889,24,19
 00031,12,2016,25811,743,1633,46227,303451,24,19
 00031,1,2017,25716,750,1828,48262,288040,23,19
 00031,2,2017,20845,418,1207,39169,172293,22,19
 00031,3,2017,21193,354,965,35023,155897,22,19
 00031,4,2017,21900,423,1351,43273,191362,23,19
 00031,5,2017,29529,802,2040,48575,284063,22,19
 00031,6,2017,27643,626,2032,45807,289870,21,19
 00031,7,2017,29021,627,1958,47219,310041,22,19
 00031,8,2017,19624,470,1394,32582,240123,21,19
 00031,9,2017,28056,1131,1884,43019,320319,21,19
 00031,10,2017,21906,1040,1541,35276,292929,21,19
 00031,11,2017,21872,982,1432,40064,258799,21,19
 00031,12,2017,23898,1019,1385,39461,276191,21,19
 00031,1,2018,20590,910,1204,39302,271250,21,19
 00031,2,2018,23556,1236,1437,40142,294167,21,19
 00031,3,2018,27226,1478,1628,42349,333162,21,19
 00031,4,2018,18762,953,1113,35132,213142,21,19
 00031,5,2018,18983,1048,1984,44979,247877,21,19
 00031,6,2018,18781,626,1545,35982,216067,20,19
 00031,7,2018,20577,662,1808,50926,257054,20,19
 00031,8,2018,20083,898,2215,46337,238686,20,19
 00031,9,2018,21589,1065,2461,43884,253313,19,19
 00031,10,2018,20909,856,2383,42406,265100,20,19
 00031,11,2018,17340,785,1946,37478,213044,20,19
 00031,12,2018,15159,677,1859,39037,200217,20,19
 00031,1,2019,13862,542,2838,25622,219469,18,19
 00031,2,2019,9862,464,1733,30623,204884,18,19
 00031,3,2019,14265,597,1276,29013,228616,18,19
 00031,4,2019,11616,549,1427,29791,253382,18,19
 00031,5,2019,6099,353,1063,25507,148054,17,19
 00031,6,2019,18690,1173,1491,31572,224942,17,19
 00031,7,2019,7052,620,1242,22287,83357,16,19
 00031,8,2019,6705,653,2173,27533,136668,16,19
 00031,9,2019,13296,514,1015,26357,168770,16,19
 00031,10,2019,16193,966,2696,35981,230461,17,19
 00031,11,2019,14073,735,1526,34411,198561,17,19
 00031,12,2019,9668,468,919,26285,104982,17,19
 00032,1,2015,1125,0,0,836,13694,1,18
 00032,2,2015,1045,0,0,1046,12360,1,18
 00032,3,2015,1175,0,0,1458,14780,1,18
 00032,4,2015,1030,0,0,1377,12873,1,18
 00032,5,2015,1038,0,0,1146,13160,1,18
 00032,6,2015,987,0,0,1738,11657,1,18
 00032,7,2015,1173,0,0,1618,13426,1,18
 00032,8,2015,1119,0,0,1395,13552,1,18
 00032,9,2015,1012,0,0,2275,13799,1,18
 00032,10,2015,1087,0,0,1265,14612,1,18
 00032,11,2015,916,0,0,778,11287,1,18
 00032,12,2015,1281,0,0,1227,14449,1,18
 00032,1,2016,1279,0,0,1322,14501,1,18
 00032,2,2016,967,0,0,1463,12530,1,18
 00032,3,2016,916,0,0,1357,12865,1,18
 00032,4,2016,772,0,0,1562,12035,1,18
 00032,5,2016,838,0,0,1498,13071,1,18
 00032,6,2016,812,0,0,1425,12465,1,18
 00032,7,2016,762,0,0,1315,11974,1,18
 00032,8,2016,899,0,0,1526,13297,1,18
 00032,9,2016,838,0,0,1371,12082,1,18
 00032,10,2016,971,0,0,1453,12498,1,18
 00032,11,2016,956,0,0,1257,10837,1,18
 00032,12,2016,920,0,0,1380,8580,1,18
 00032,1,2017,958,0,0,1295,7464,1,18
 00032,2,2017,1181,0,0,1466,8617,1,18
 00032,3,2017,1876,0,0,1440,11726,1,18
 00032,4,2017,1913,0,0,1593,12490,1,18
 00032,5,2017,2102,0,0,1441,12782,1,18
 00032,6,2017,1442,0,0,1258,10064,1,18
 00032,7,2017,1356,0,0,1186,9936,1,18
 00032,8,2017,625,0,0,653,5688,1,18
 00032,9,2017,1479,0,0,1272,12835,1,18
 00032,10,2017,878,0,0,863,8932,1,18
 00032,11,2017,1252,0,0,1218,10526,1,18
 00032,12,2017,940,0,0,852,7775,1,18
 00032,1,2018,435,0,0,486,4153,1,18
 00032,2,2018,1109,0,0,922,9302,1,18
 00032,3,2018,333,0,0,420,2392,1,18
 00032,4,2018,0,0,0,0,0,0,18
 00032,5,2018,1299,0,0,1382,10223,1,18
 00032,6,2018,838,0,0,819,7864,1,18
 00032,7,2018,965,0,0,1188,9958,1,18
 00032,8,2018,1032,0,0,1455,9547,1,18
 00032,9,2018,1120,0,0,2323,8661,1,18
 00032,10,2018,977,0,0,2001,8213,1,18
 00032,11,2018,633,0,0,1276,5005,1,18
 00032,12,2018,601,0,0,1710,5075,1,18
 00032,1,2019,432,0,0,942,4814,1,18
 00032,2,2019,534,0,0,846,6751,1,18
 00032,3,2019,101,0,0,296,883,1,18
 00032,4,2019,133,0,0,355,1580,1,18
 00032,5,2019,170,0,0,476,2405,1,18
 00032,6,2019,931,0,0,973,12239,1,18
 00032,7,2019,189,0,0,454,2802,1,18
 00032,8,2019,287,0,0,915,7725,1,18
 00032,9,2019,827,0,0,1031,10965,1,18
 00032,10,2019,920,0,0,971,8434,1,18
 00032,11,2019,0,0,0,0,0,0,18
 00032,12,2019,124,0,0,308,937,1,18
 00032,1,2020,501,0,0,673,4623,1,18
 00033,1,2015,0,0,0,0,0,0,20
 00033,2,2015,0,0,0,0,0,0,20
 00033,3,2015,0,0,0,0,0,0,20
 00033,4,2015,0,0,0,0,0,0,20
 00033,5,2015,0,0,0,0,0,0,20
 00033,6,2015,0,0,0,0,0,0,20
 00033,7,2015,0,0,0,0,0,0,20
 00033,8,2015,0,0,0,0,0,0,20
 00033,9,2015,0,0,0,0,0,0,20
 00033,10,2015,0,0,0,0,0,0,20
 00033,11,2015,0,0,0,0,0,0,20
 00033,12,2015,0,0,0,0,0,0,20
 00034,1,2015,20078,0,0,14761,175463,12,17
 00034,2,2015,16540,0,0,14702,159243,11,17
 00034,3,2015,18096,0,0,11255,183692,11,17
 00034,4,2015,16628,0,0,12161,175161,11,17
 00034,5,2015,17874,0,0,17535,189734,11,17
 00034,6,2015,18386,0,0,19723,178943,11,17
 00034,7,2015,18384,0,0,19091,171744,11,17
 00034,8,2015,19600,0,0,21285,190328,11,17
 00034,9,2015,17915,0,0,23606,195224,11,17
 00034,10,2015,18335,0,0,15751,197727,11,17
 00034,11,2015,16724,0,0,14427,190633,11,17
 00034,12,2015,17100,0,0,15882,190338,11,17
 00034,1,2016,16321,0,0,16784,194631,11,17
 00034,2,2016,14633,0,0,18478,180935,11,17
 00034,3,2016,14685,0,0,16409,191744,11,17
 00034,4,2016,7589,0,0,12530,114912,11,17
 00034,5,2016,12362,0,0,18289,198491,11,17
 00034,6,2016,12493,0,0,16678,189267,11,17
 00034,7,2016,12128,0,0,16069,197209,11,17
 00034,8,2016,16700,0,0,16151,221812,12,17
 00034,9,2016,11625,0,0,14236,177685,12,17
 00034,10,2016,13203,0,0,14548,182713,11,17
 00034,11,2016,13116,0,0,14635,180539,11,17
 00034,12,2016,12380,0,0,15745,186745,11,17
 00034,1,2017,12028,0,0,16620,187635,11,17
 00034,2,2017,11019,0,0,16732,183224,12,17
 00034,3,2017,12692,0,0,16385,214730,12,17
 00034,4,2017,12022,0,0,17316,210838,12,17
 00034,5,2017,14292,0,0,18236,224473,13,17
 00034,6,2017,17864,0,0,17753,185500,11,17
 00034,7,2017,15293,0,0,16995,179082,11,17
 00034,8,2017,10697,0,0,11332,134109,11,17
 00034,9,2017,14056,0,0,14546,172066,11,17
 00034,10,2017,10893,0,0,11801,151119,11,17
 00034,11,2017,12168,0,0,13646,148074,11,17
 00034,12,2017,11360,0,0,12573,137121,11,17
 00034,1,2018,10030,0,0,12642,140356,11,17
 00034,2,2018,11207,0,0,13302,148007,11,17
 00034,3,2018,12114,0,0,14524,170942,11,17
 00034,4,2018,9580,0,0,12537,119594,11,17
 00034,5,2018,9546,0,0,15595,154479,11,17
 00034,6,2018,11119,0,0,15255,184032,11,17
 00034,7,2018,10356,0,0,18262,195509,11,17
 00034,8,2018,9124,0,0,17863,174295,11,17
 00034,9,2018,9694,0,0,16937,176079,11,17
 00034,10,2018,9286,0,0,15886,178186,11,17
 00034,11,2018,6369,0,0,13116,119306,11,17
 00034,12,2018,6763,0,0,24205,147819,11,17
 00034,1,2019,6616,0,0,21296,174433,11,17
 00034,2,2019,2885,0,0,7912,89485,12,17
 00034,3,2019,5361,0,0,11560,109560,10,17
 00034,4,2019,4242,0,0,10518,85816,10,17
 00034,5,2019,2137,0,0,8098,76697,6,17
 00034,6,2019,7217,0,0,11795,112956,6,17
 00034,7,2019,2255,0,0,5415,34792,6,17
 00034,8,2019,1277,0,0,5396,30839,6,17
 00034,9,2019,6522,0,0,12076,107041,6,17
 00034,10,2019,6119,0,0,11768,101309,6,17
 00034,11,2019,4007,0,0,9782,59668,6,17
 00034,12,2019,3698,0,0,8896,47572,6,17
 00044,1,2015,0,0,0,0,0,0,6
 00044,2,2015,0,0,0,0,0,0,6
 00044,3,2015,0,0,0,0,0,0,6
 00044,4,2015,0,0,0,0,0,0,6
 00044,5,2015,0,0,0,0,0,0,6
 00044,6,2015,0,0,0,0,0,0,6
 00044,7,2015,0,0,0,0,0,0,6
 00044,8,2015,0,0,0,0,0,0,6
 00044,9,2015,0,0,0,0,0,0,6
 00044,10,2015,0,0,0,0,0,0,6
 00044,11,2015,0,0,0,0,0,0,6
 00044,12,2015,0,0,0,0,0,0,6
 00044,1,2016,0,0,0,0,0,0,6
 00044,2,2016,0,0,0,0,0,0,6
 00044,3,2016,0,0,0,0,0,0,6
 00044,4,2016,0,0,0,0,0,0,6
 00044,5,2016,0,0,0,0,0,0,6
 00046,1,2015,315,0,164,142,502,2,8
 00046,2,2015,5881,0,342,6422,12987,3,8
 00046,3,2015,10877,0,21,38069,26618,3,8
 00046,4,2015,7684,0,53,50499,25518,3,8
 00046,5,2015,6566,0,51,40004,24062,3,8
 00046,6,2015,5902,0,0,37434,24268,2,8
 00046,7,2015,5230,0,25,28783,23035,3,8
 00046,8,2015,4664,0,92,21518,20423,3,8
 00046,9,2015,0,0,0,0,0,0,8
