Lease Number,Production Month,Production Year,Lease Oil Production (BBL),Lease Condensate Production (BBL),Lease Gas-Well-Gas Production (MCF),Lease Oil-Well-Gas Production (MCF),Lease Water Production (BBL),Producing Completions,Lease Max Water Depth (meters)
 00042,1,2005,0,0,0,0,0,0,11
 00042,2,2005,0,0,0,0,0,0,11
 00042,3,2005,0,0,0,0,0,0,11
 00042,4,2005,0,0,0,0,0,0,11
 00042,5,2005,0,0,0,0,0,0,11
 00042,6,2005,0,0,0,0,0,0,11
 00042,7,2005,0,0,0,0,0,0,11
 00042,8,2005,0,0,0,0,0,0,11
 00042,9,2005,0,0,0,0,0,0,11
 00042,10,2005,0,0,0,0,0,0,11
 00042,11,2005,0,0,0,0,0,0,11
 00042,12,2005,0,0,0,0,0,0,11
 00044,1,2003,0,2028,212924,0,344,1,6
 00044,2,2003,0,2483,273169,0,255,1,6
 00044,3,2003,0,2366,308294,0,424,1,6
 00044,4,2003,0,2431,275451,0,332,1,6
 00044,5,2003,0,2130,290222,0,372,1,6
 00044,6,2003,0,1492,244827,0,395,1,6
 00044,7,2003,0,1463,209575,0,341,1,6
 00044,8,2003,0,1137,209951,0,372,1,6
 00044,9,2003,0,1143,174955,0,360,1,6
 00044,10,2003,0,844,140486,0,217,1,6
 00044,11,2003,0,0,103343,0,30,1,6
 00044,12,2003,0,903,80214,0,50,1,6
 00044,1,2004,0,836,86874,0,113,1,6
 00044,2,2004,0,88,48342,0,156,1,6
 00044,3,2004,0,212,66321,0,533,1,6
 00044,4,2004,0,93,64515,0,807,1,6
 00044,5,2004,0,115,53775,0,790,1,6
 00044,6,2004,0,21,50779,0,1068,1,6
 00044,7,2004,0,35,48127,0,1483,1,6
 00044,8,2004,0,33,42325,0,1451,1,6
 00044,9,2004,0,207,30035,0,1055,1,6
 00044,10,2004,0,240,39080,0,1226,1,6
 00044,11,2004,0,114,35107,0,880,1,6
 00044,12,2004,0,41,29694,0,660,1,6
 00044,1,2005,0,0,28417,0,914,1,6
 00044,2,2005,0,0,26255,0,1000,1,6
 00044,3,2005,0,0,25953,0,1025,1,6
 00044,4,2005,0,0,24956,0,1360,1,6
 00044,5,2005,0,97,24539,0,1175,1,6
 00044,6,2005,0,0,19928,0,3120,1,6
 00044,7,2005,0,0,17305,0,2395,1,6
 00044,8,2005,0,0,17658,0,1040,1,6
 00044,9,2005,0,0,12759,0,492,1,6
 00044,10,2005,0,0,0,0,0,0,6
 00044,11,2005,0,0,0,0,0,0,6
 00044,12,2005,0,0,0,0,0,0,6
 00046,1,2003,3474,13899,163297,5284,27691,4,8
 00046,2,2003,6321,20715,130926,4537,30704,5,8
 00046,3,2003,7447,5809,107969,6515,34887,5,8
 00046,4,2003,3859,5584,81014,5329,31206,5,8
 00046,5,2003,5988,22876,71152,6196,40640,4,8
 00046,6,2003,4589,14787,62538,6613,40814,5,8
 00046,7,2003,2497,1824,46229,3363,23986,5,8
 00046,8,2003,2736,17120,72950,7257,31681,5,8
 00046,9,2003,3533,6249,50317,8169,30873,5,8
 00046,10,2003,2328,17666,66327,5954,35794,4,8
 00046,11,2003,1423,19905,67262,4443,35750,4,8
 00046,12,2003,2480,16538,71611,5881,41300,4,8
 00046,1,2004,2631,14561,77617,7356,43370,4,8
 00046,2,2004,1878,7390,59724,5087,27427,4,8
 00046,3,2004,1485,9584,62974,6329,31493,5,8
 00046,4,2004,3262,16471,72948,6673,42652,5,8
 00046,5,2004,3087,3359,58223,8185,31267,5,8
 00046,6,2004,1843,19992,68308,7580,62537,5,8
 00046,7,2004,2423,4869,52584,6483,31455,5,8
 00046,8,2004,2124,10729,55347,3023,38272,5,8
 00046,9,2004,1622,10532,50324,2790,25228,5,8
 00046,10,2004,1413,13881,69613,2537,39546,5,8
 00046,11,2004,1985,10621,60065,3333,32256,5,8
 00046,12,2004,2176,14295,60504,3610,37739,5,8
 00046,1,2005,1819,12147,58355,4722,38456,4,8
 00046,2,2005,1683,13170,46906,4175,44568,4,8
 00046,3,2005,2499,11514,47943,5852,47788,4,8
 00046,4,2005,1581,14067,55765,5057,47800,4,8
 00046,5,2005,2354,12185,66200,5259,48395,5,8
 00046,6,2005,1399,9848,39765,2265,40598,5,8
 00046,7,2005,1002,11615,60761,2490,34213,5,8
 00046,8,2005,844,11450,60693,2406,14743,5,8
 00046,9,2005,0,6061,41868,0,8031,3,8
 00046,10,2005,0,0,0,0,0,0,8
 00046,11,2005,0,0,0,0,0,0,8
 00046,12,2005,0,0,0,0,0,0,8
 00049,1,2003,52185,74,45169,46571,144927,14,12
 00049,2,2003,41210,131,46940,51536,100343,15,12
 00049,3,2003,41517,251,45268,47833,101402,12,12
 00049,4,2003,36009,105,43076,40655,99147,10,12
 00049,5,2003,53012,48,42654,51887,86514,12,12
 00049,6,2003,74019,5,7937,88365,77340,11,12
 00049,7,2003,60941,0,0,92390,72311,10,12
 00049,8,2003,63025,0,0,84119,96787,10,12
 00049,9,2003,58304,77,16673,72310,94733,11,12
 00049,10,2003,64943,182,48291,80119,132872,13,12
 00049,11,2003,52098,89,15081,74884,135064,14,12
 00049,12,2003,48200,0,0,64970,149673,13,12
 00049,1,2004,43471,0,0,53510,119611,13,12
 00049,2,2004,40396,0,0,54700,110305,11,12
 00049,3,2004,42207,0,0,53359,116565,11,12
 00049,4,2004,33091,0,0,40409,114509,15,12
