Field Name,Lease Number,Completion Name,API Well Number,Reservoir Name,Test Date,Shut-In Time,Temp,SI Pressure,BH MD (feet),True Vertical Depth (feet),BH Pressure,Remark
AT575,G08035,SC002,608184006300,M9,5/30/2009,72,158,3454,17073,15878,8088,
AT575,G08035,SB001,608184006700,M9X/M10,4/18/2010,999,999,999,17083,15687,6943,
AT575,G08035,SC002,608184006300,M9,12/11/2008,-,999,9999,17700,16372,8873,Waiver approved per Loc Than letter of 12/11/2008
AT575,G08035,SC002,608184006300,M9X/M10,6/2/2010,999,999,999,17073,15878,6990,
AT575,G08035,SB001,608184006700,M9X/M10,5/30/2009,72,158,3116,17083,15687,7335,
AT575,G08035,SC003,608184006500,M9,5/3/2009,72,152,3701,16416,15040,7183,
AT575,G08035,SC003,608184006500,M9X/M10,6/2/2010,999,999,999,16417,15040,6647,
AT575,G08035,SC001,608184004403,M9X/M10,12/11/2008,-,999,99999,17180,16243,9292,Waiver approved per Loc Than letter of 12/11/2008.
AT575,G08038,SB002,608184007000,M9X/M10,3/24/2010,-,999,9999,18704,16122,11116,Waiver approved per Loc Than letter of 3/24/2010.
AT575,G08035,SC001,608184004403,M9X/M10,6/2/2010,999,999,999,16348,15433,6897,
AT575,G08035,SC002,608184006300,M9X/M10,5/30/2009,72,158,3454,17073,15878,8088,
AT575,G08035,SC004,608184006900,M9X/M10,11/11/2008,-,999,99999,17260,16260,9529,Waiver approved per Loc Than letter of 11/11/2008.
AT575,G08036,SD001,608184006100,M9X/M10,5/30/2009,72,150,4475,16727,16718,9176,
AT575,G08035,SC002,608184006300,M9X/M10,12/11/2008,-,999,9999,17700,16372,8873,Waiver approved per Loc Than letter of 12/11/2008
AT575,G08036,SD001,608184006100,M9X/M10,5/29/2010,-,999,9999,16727,15813,8782,
AT575,G08035,SC003,608184006500,M9,12/11/2008,-,999,9999,17060,15593,8811,Waiver approved per Loc Than letter of 12/11/2008.
AT575,G08035,SC004,608184006900,M9X/M10,6/2/2010,999,999,9999,16705,15733,7191,
AT575,G08035,SB001,608184006700,M9X/M10,12/11/2008,-,999,99999,17740,16246,9595,Waiver approved per Loc Than letter of 12/11/2008.
AT575,G08035,SC004,608184006900,M9X/M10,8/5/2009,72,158,3525,16705,15733,7598,
AT575,G08035,SC002,608184006300,M9,6/2/2010,999,999,999,17073,15878,6990,
BA002A,G25518, B001,427044034900,7400'SAND,3/6/2006,-,999,9999,7427,6537,3307,Waiver approved per Loc Than letter of 3/6/2006.
BA021A,G08120, A002,427044030700,M-6 SAND,8/21/2009,4,999,2895,9000,8124,3945,Temp not recorded
BA021A,G08120, A002,427044030700,M-6 SAND,8/21/2009,4,999,2895,9852,8653,4175,Temp not recorded
BA021A,G08120, A002,427044030700,M-6 SAND,8/21/2009,4,999,2895,56,112,2895,Temp not recorded
BA021A,G08120, A002,427044030700,M-6 SAND,8/21/2009,4,999,2895,5000,5046,3219,Temp not recorded
BA021A,G08120, A002,427044030700,M-6 SAND,8/21/2009,4,999,2895,8000,7494,3672,Temp not recorded
BA021A,G08120, A002,427044030700,M-6 SAND,8/21/2009,4,999,2895,6000,6009,3277,Temp not recorded
BA021A,G08120, A002,427044030700,M-6 SAND,8/21/2009,4,999,2895,7000,6831,3380,Temp not recorded
BA022A,G04559,  005,427044034801,BIG HUM 4 A/B/C,9/6/2006,-,999,99999,18450,17555,12757,Waiver approved per Loc Van Than.
BA052A,G06085, A009,427054014900,6100',4/28/2008,-,999,99999,8747,5721,2422,Waiver approved per Loc Van Than
BA052A,G06085, A009,427054014900,5500 FBA9,4/13/2009,-,999,9999,7244,4828,2414,Waiver approved per Loc Van Than
BA052A,G06088, E002,427054012101,5500',3/22/2010,-,999,99999,,,,BHP received in first producer Well E001 in this reservoir.
BA052A,G06085, A008,427054014700,5500'SAND,3/20/2008,-,999,99999,9925,4988,2445,Waiver approved per Loc Van Than
BA052A,G06085, A008,427054014700,5700' Sand,2/21/2007,-,999,99999,10385,5208,2591,BHP waiver approved per Loc Van Than
BA070A,G02663, A002,427054002600,TEX-W A,2/24/2006,4,207,2567,44,88,2567,
BA070A,G02663, A016,427054015401,10250' SAND,9/30/2008,-,999,99999,,,,Waiver approved.  Dry gas well
BA070A,G02663, A002,427054002600,TEX-W A,2/24/2006,4,207,2567,7000,6584,6543,
BA070A,G02663, A002,427054002600,TEX-W A,2/24/2006,4,207,2567,2000,2034,1992,
BA070A,G02663, A002,427054002600,TEX-W A,2/24/2006,4,207,2567,7906,7418,2982,
BA070A,G03940, A006,427054014300,TEX W-5,7/1/2008,-,999,99999,7188,6131,2338,Waiver approved per Loc Van Than
BA070A,G02663, A002,427054002600,TEX-W A,2/24/2006,4,207,2567,4000,3849,3810,
BA070A,G02663, A002,427054002600,TEX-W A,2/24/2006,4,207,2567,7400,6951,2958,
BA070A,G02663, A002,427054002600,TEX-W A,2/24/2006,4,207,2567,6000,5661,5621,
BA076A,G26469, C001,427054015300,Big Hum Sand,9/26/2007,4,227,1030,8050,8031,1302,
BA076A,G26469, C001,427054015300,Big Hum Sand,9/26/2007,4,227,1030,50,100,1093,
BA076A,G26469, C001,427054015300,Big Hum Sand,9/26/2007,4,227,1030,2050,2100,1138,
BA076A,G26469, C001,427054015300,Big Hum Sand,9/26/2007,4,227,1030,4050,4100,1197,
BA076A,G26469, C001,427054015300,Big Hum Sand,9/26/2007,4,227,1030,9300,8990,1325,
BA076A,G26469, C001,427054015300,Big Hum Sand,9/26/2007,4,227,1030,6050,6100,1251,
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,11176,10807,2250,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,7102,7112,2081,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,6076,6126,2040,Waiver approved 6-28-06
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,14711,13552,2263,Waiver approved 6-28-06
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,4995,5042,1919,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,5296,5346,2023,
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,1080,1132,1771,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,7944,7993,2123,
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,2025,2076,1784,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,1044,1088,3105,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,3044,3088,3985,
BA105A,G01757, B002,427054012600,BIG HUM D,12/19/2006,24,301,1580,13000,12576,1956,
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,4413,4464,1988,
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,14580,13422,2258,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,4044,4048,4072,
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,11071,11094,2204,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,12/19/2006,24,301,1580,2000,2051,1638,
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,13510,13083,2341,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,5109,5160,1997,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,51,102,550,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,12/19/2006,24,301,1580,4000,4051,1698,
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,13172,12747,2330,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,5044,4924,4142,
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,297,1800,7552,7217,2101,
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,296,1800,12552,11404,2262,
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,51,102,550,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,6078,6128,2002,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,5044,4924,3389,
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,10236,9934,2212,Waiver approved 6-28-06
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,296,1800,10052,9188,2181,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,7044,6696,4291,
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,8300,8173,2127,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,2044,2088,3183,
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,6155,6115,1966,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,9315,9086,2173,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,5000,5050,1955,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,1765,1817,1883,
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,296,1800,1052,1104,1858,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,44,88,3724,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,4044,4048,4068,
BA105A,G01757, B002,427054012600,BIG HUM D,6/28/2006,-,999,99999,14000,12644,2439,Waiver approved per Loc Van Than
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,9044,8519,3971,
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,13195,12871,2247,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,966,1017,1742,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,4004,4055,1897,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,9750,9165,4888,
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,10875,10901,2166,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,12244,11831,2293,Waiver approved 6-28-06
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,1080,1132,1739,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,3038,3089,1852,Waiver approved 6-28-06
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,297,1800,12552,11404,2257,
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,10236,9934,2212,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,13900,13380,2300,Waiver approved 6-28-06
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,9935,9094,2089,Waiver approved 6-28-06
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,296,1800,7552,7217,2104,
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,9175,9222,2128,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,44,88,3027,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,4044,4048,3325,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,9750,9165,4882,
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,8103,8152,2089,Waiver approved 6-28-06
BA105A,G01757, B004,427054013000,BIG HUM D,6/28/2006,-,999,99999,14711,12620,2263,Waiver approved per Loc Van Than
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,4050,4101,1877,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,2025,2077,1817,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,11474,11483,2251,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,8044,7611,4457,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,9044,8519,4710,
BA105A,G01757, B002,427054012600,BIG HUM D,12/19/2006,24,301,1580,51,102,1580,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,9044,8519,3967,
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,296,1800,5052,5098,2021,
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,296,1800,52,104,1817,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,3044,3088,3989,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,6044,5800,4219,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,1044,1088,3813,
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,8724,8138,2051,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,3038,3089,1852,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,14000,13567,2349,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,9709,9752,2187,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,9044,8519,4704,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,2044,2088,3902,
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,4004,4055,1897,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,6044,5800,3456,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,5044,4924,3391,
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,52,104,1717,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,10592,10622,2219,
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,7061,7111,2090,
BA105A,G01757, B002,427054012600,BIG HUM D,12/19/2006,24,301,1580,12000,11595,1925,
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,7102,7112,2081,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,14122,13541,2344,
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,2970,3021,1828,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,8044,7611,4463,
BA105A,G01757, B002,427054012600,BIG HUM D,12/19/2006,24,301,1580,8000,7907,1814,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,9709,9127,4133,
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,12357,12260,2282,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,1044,1088,3810,
BA105A,G01757, B002,427054012600,BIG HUM D,12/19/2006,24,301,1580,10000,9716,1866,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,7044,6696,3526,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,3044,3088,3254,
BA105A,G01757, B002,427054012600,BIG HUM D,12/19/2006,24,301,1580,13500,13073,1969,
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,7023,7073,2043,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,44,88,3721,
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,2970,3022,1862,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,8300,8173,2127,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,6178,6228,2056,
BA105A,G01757, B003,427054012800,BIG HUM D,6/28/2006,-,999,99999,14122,12867,2305,Waiver approved per Loc Van Than
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,2071,2122,1791,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,7044,6696,3525,
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,297,1800,13952,12794,2307,
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,12115,10980,2165,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,5044,4924,4146,
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,7358,7065,2006,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,2648,2700,1919,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,3044,3088,3251,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,6044,5800,4215,
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,297,1800,2552,2603,1917,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,2044,2088,3898,
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,2071,2122,1791,Waiver approved 6-28-06
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,296,1800,13952,12794,2314,
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,13239,12902,2313,
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,52,104,1810,
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,14000,13567,2349,Waiver approved 6-28-06
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,297,1800,52,104,1815,
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,13230,12896,2289,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,5109,5160,1997,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,14122,13541,2305,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,11176,10807,2250,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,966,1017,1742,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,4044,4048,3322,
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,296,1800,2552,2603,1919,
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,3531,3583,1954,
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,13230,12074,2207,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,9/22/2006,15,308,550,13510,13083,2341,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,2044,2088,3178,
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,8826,8874,2155,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/21/2008,12,230,3700,7044,6696,4295,
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,13172,12747,2330,Waiver approved 6-28-06
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,8044,7611,3736,
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,9315,9086,2173,Waiver approved 6-28-06
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,14303,13145,2248,Waiver approved 6-28-06
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,52,104,1685,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,12/19/2006,24,301,1580,6000,6050,1758,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,9709,9127,4138,
BA105A,G01754, A002,427054002500,TEXWBFB1,10/7/2007,6,227,3035,8044,7611,3740,
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,297,1800,10052,9188,2175,
BA105A,G01757, B004,427054013000,BIG HUM D,5/13/2008,12,297,1800,1052,1104,1856,
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,12244,11831,2293,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,4/22/2006,15,308,550,6076,6126,2040,Waiver approved 6-28-06
BA105A,G01757, B002,427054012600,BIG HUM D,12/19/2006,24,301,1580,14010,13577,1997,
BA105A,G01757, B004,427054013000,BIG HUM D,4/22/2006,12,308,1685,11080,10035,2127,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,4/22/2006,12,308,1717,4050,4102,1912,Waiver approved 6-28-06
BA105A,G01757, B003,427054012800,BIG HUM D,8/3/2007,5,308,1810,883,935,1847,
BA133A,G02665, C001,427054007800,CM 7D,1/19/2007,4,280,1495,4127,3206,1283,
BA133A,G22188, A001,427034055900,Big B 6400 Sand,1/4/2008,4,170,2465,2225,1329,2607,THF not recorded
BA133A,G02665, C001,427054007800,CM 7D,1/19/2007,4,280,1495,5503,4582,1320,
BA133A,G02665, C001,427054007800,CM 7D,12/30/2008,4,288,1000,1000,1034,1032,
BA133A,G02665, A004,427054004301,CM 7D,1/26/2007,4,277,1491,1363,484,1205,THF not recorded
BA133A,G02665, D001,427054009201,CM 7D,1/26/2007,4,280,1181,9700,9777,1127,
BA133A,G22188, A001,427034055900,Big B 6400 Sand,1/4/2008,4,170,2465,100,-796,2471,THF not recorded
BA133A,G02665, C001,427054007800,CM 7D,9/7/2005,4,281,1335,12078,11154,1626,
BA133A,G22188, A001,427034055900,BIG B 5650'SAND,7/30/2008,4,999,2145,3853,3886,2325,Bottomhole temperature not available.
BA133A,G02665, A004,427054004301,CM 7D,1/26/2007,4,277,1491,5454,4232,1319,THF not recorded
BA133A,G02665, A004,427054004301,CM 7D,1/26/2007,4,277,1491,2727,1836,1244,THF not recorded
BA133A,G02665, D001,427054009201,CM 7D,1/26/2007,4,280,1181,12471,12528,1181,
BA133A,G22188, A001,427034055900,BIG B 5650'SAND,7/30/2008,4,999,2145,4853,4802,2364,Bottomhole temperature not available.
BA133A,G22188, A001,427034055900,BIG B 5650'SAND,7/30/2008,4,999,2145,5853,5682,2401,Bottomhole temperature not available.
BA133A,G02665, C001,427054007800,CM 7D,12/3/2010,4,285,918,8078,7156,1076,
BA133A,G02665, A004,427054004301,CM 7D,9/6/2005,4,276,1354,6055,5505,1506,
BA133A,G02665, A004,427054004301,CM 7D,9/6/2005,4,276,1354,55,110,1366,
BA133A,G22188, A001,427034055900,BIG B 5650'SAND,7/30/2008,4,999,2145,2853,2904,2282,Bottomhole temperature not available.
BA133A,G02665, C001,427054007800,CM 7D,12/3/2010,4,285,918,10078,9155,1113,
BA133A,G02665, A004,427054004301,CM 7D,1/26/2007,4,277,1491,9544,7690,1424,THF not recorded
BA133A,G02665, D003,427054012700,CM 7D,9/14/2005,4,284,1281,2040,2080,1334,
BA133A,G02665, D001,427054009201,CM 7D,9/12/2005,4,281,1150,10040,10078,1365,
BA133A,G02665, C001,427054007800,CM 7D,1/19/2007,4,280,1495,8254,7332,1393,
BA133A,G02665, C001,427054007800,CM 7D,1/19/2007,4,280,1495,2751,1830,1244,
BA133A,G02665, C001,427054007800,CM 7D,1/19/2007,4,280,1495,11005,10082,1461,
BA133A,G22188, A001,427034055900,Big B 6400 Sand,1/4/2008,4,170,2465,4128,3227,2719,THF not recorded
BA133A,G22188, A001,427034055900,Big B 6400 Sand,1/4/2008,4,170,2465,3421,2524,2679,THF not recorded
BA133A,G02665, D001,427054009201,CM 7D,9/12/2005,4,281,1150,4040,4080,1241,
