afxNpdidAfexArea,afxName,afxKind,afxDateApproved,afxDateValidFrom,afxDateValidTo,afxActive,afxFactPageUrl,afxFactMapUrl,afxPublishOnInternet,cmpLongName,cmpFactPageUrl,cmpNpdidCompany,afxDateUpdated,afxDateUpdatedMax,afxAreaGeometryWKT
21571321,PL 301 AFEX,AFEX GEN NO PROD,2013-03-21 00:00:00,2009-01-01 00:00:00,2012-12-31 00:00:00,N,N/A,N/A,Y,N/A,N/A,,2024-06-07 00:00:00,2024-01-02 00:00:00,POLYGON EMPTY
21572029,OSEBERG AFEX,AFEX PROD,2012-02-10 00:00:00,2007-01-01 00:00:00,,Y,N/A,N/A,Y,N/A,N/A,,2022-11-28 00:00:00,2024-01-02 00:00:00,"POLYGON ((2.8833333000000607 60.43333330000007,2.8916667000000302 60.43333330000007,2.900000000000034 60.43333330000007,2.900000000000034 60.43777770000003,2.900000000000034 60.44222220000006,2.900000000000034 60.44666660000007,2.900000000000034 60.45111110000005,2.900000000000034 60.45555550000006,2.900000000000034 60.460000000000036,2.900000000000034 60.46444440000005,2.900000000000034 60.46888890000008,2.900000000000034 60.473333300000036,2.900000000000034 60.47777780000007,2.900000000000034 60.48222220000008,2.900000000000034 60.48666670000006,2.900000000000034 60.49111110000007,2.900000000000034 60.495555600000046,2.900000000000034 60.50000000000006,2.900000000000034 60.50416670000004,2.900000000000034 60.50833340000008,2.900000000000034 60.512500000000045,2.900000000000034 60.51666670000003,2.8916667000000302 60.51666670000003,2.8833333000000607 60.51666670000003,2.8833333000000607 60.52083340000007,2.8833333000000607 60.525000000000034,2.8833333000000607 60.529166700000076,2.8833333000000607 60.53333340000006,2.8833333000000607 60.53750000000008,2.8833333000000607 60.541666700000064,2.8833333000000607 60.54583340000005,2.8833333000000607 60.55000000000007,2.8833333000000607 60.55416670000005,2.8833333000000607 60.55833340000004,2.8833333000000607 60.56250000000006,2.8833333000000607 60.56666670000004,2.875000000000057 60.56666670000004,2.866666700000053 60.56666670000004,2.8583333000000266 60.56666670000004,2.8500000000000227 60.56666670000004,2.8500000000000227 60.57083340000008,2.8500000000000227 60.575000000000045,2.8500000000000227 60.57916670000003,2.8500000000000227 60.58333340000007,2.8500000000000227 60.587500000000034,2.8500000000000227 60.591666700000076,2.8500000000000227 60.59583340000006,2.8500000000000227 60.60000000000008,2.8500000000000227 60.604166700000064,2.8500000000000227 60.60833340000005,2.8500000000000227 60.61250000000007,2.8500000000000227 60.61666670000005,2.8416667000000757 60.61666670000005,2.833333400000072 60.61666670000005,2.8250000000000455 60.61666670000005,2.8166667000000416 60.61666670000005,2.8166667000000416 60.62083340000004,2.8166667000000416 60.62500000000006,2.8166667000000416 60.62916670000004,2.8166667000000416 60.63333340000008,2.8166667000000416 60.637500000000045,2.8166667000000416 60.64166670000003,2.8166667000000416 60.64583330000005,2.8166667000000416 60.650000000000034,2.8083334000000377 60.650000000000034,2.800000000000068 60.650000000000034,2.800000000000068 60.654166700000076,2.800000000000068 60.65833340000006,2.800000000000068 60.66250000000008,2.800000000000068 60.666666700000064,2.7916667000000643 60.666666700000064,2.7833334000000605 60.666666700000064,2.775000000000034 60.666666700000064,2.7666667000000302 60.666666700000064,2.7666667000000302 60.67083340000005,2.7666667000000302 60.67500000000007,2.7666667000000302 60.67916670000005,2.7666667000000302 60.68333330000007,2.7583334000000264 60.68333330000007,2.750000000000057 60.68333330000007,2.741666700000053 60.68333330000007,2.7333333000000266 60.68333330000007,2.7333333000000266 60.68750000000006,2.7333333000000266 60.69166670000004,2.7333333000000266 60.69583330000006,2.7333333000000266 60.700000000000045,2.7250000000000227 60.700000000000045,2.7166667000000757 60.700000000000045,2.7083333000000493 60.700000000000045,2.7000000000000455 60.700000000000045,2.7000000000000455 60.69583330000006,2.7000000000000455 60.69166670000004,2.7000000000000455 60.68750000000006,2.7000000000000455 60.68333330000007,2.6916667000000416 60.68333330000007,2.683333300000072 60.68333330000007,2.683333300000072 60.67916660000003,2.683333300000072 60.67500000000007,2.683333300000072 60.67083330000003,2.683333300000072 60.66666660000004,2.683333300000072 60.66250000000008,2.683333300000072 60.65833330000004,2.683333300000072 60.65416660000005,2.683333300000072 60.650000000000034,2.683333300000072 60.64583330000005,2.683333300000072 60.641666600000065,2.683333300000072 60.637500000000045,2.683333300000072 60.63333330000006,2.6916667000000416 60.63333330000006,2.7000000000000455 60.63333330000006,2.7000000000000455 60.629166600000076,2.7000000000000455 60.62500000000006,2.7000000000000455 60.62083330000007,2.7000000000000455 60.61666670000005,2.7000000000000455 60.61250000000007,2.7000000000000455 60.60833330000003,2.7000000000000455 60.604166700000064,2.7000000000000455 60.60000000000008,2.708333400000072 60.60000000000008,2.7166667000000757 60.60000000000008,2.7166667000000757 60.59583330000004,2.7166667000000757 60.591666700000076,2.7166667000000757 60.587500000000034,2.7166667000000757 60.58333330000005,2.708333400000072 60.58333330000005,2.7000000000000455 60.58333330000005,2.6916667000000416 60.58333330000005,2.6833334000000377 60.58333330000005,2.675000000000068 60.58333330000005,2.6666667000000643 60.58333330000005,2.6666667000000643 60.57894730000004,2.6666667000000643 60.57456140000005,2.6666667000000643 60.57017540000004,2.6666667000000643 60.56578940000003,2.6666667000000643 60.56140350000004,2.6666667000000643 60.55701750000003,2.6666667000000643 60.55263160000004,2.6666667000000643 60.54824560000003,2.6666667000000643 60.543859600000076,2.6666667000000643 60.53947370000003,2.6666667000000643 60.535087700000076,2.6666667000000643 60.530701700000066,2.6666667000000643 60.52631580000008,2.6666667000000643 60.521929800000066,2.6666667000000643 60.51754390000008,2.6666667000000643 60.51315790000007,2.6666667000000643 60.508771900000056,2.6666667000000643 60.50438600000007,2.6666667000000643 60.50000000000006,2.6666667000000643 60.495555600000046,2.6666667000000643 60.49111110000007,2.6666667000000643 60.48666670000006,2.6666667000000643 60.48222220000008,2.6666667000000643 60.47777780000007,2.6666667000000643 60.473333300000036,2.6666667000000643 60.46888890000008,2.6666667000000643 60.46444440000005,2.6666667000000643 60.460000000000036,2.6666667000000643 60.45555550000006,2.6666667000000643 60.45111110000005,2.6666667000000643 60.44666660000007,2.6666667000000643 60.44222220000006,2.6666667000000643 60.43777770000003,2.6666667000000643 60.43333330000007,2.6666667000000643 60.42916670000005,2.6666667000000643 60.42500000000007,2.6666667000000643 60.42083340000005,2.6666667000000643 60.416666700000064,2.675000000000068 60.416666700000064,2.6833334000000377 60.416666700000064,2.6916667000000416 60.416666700000064,2.7000000000000455 60.416666700000064,2.708333400000072 60.416666700000064,2.7166667000000757 60.416666700000064,2.7166667000000757 60.41250000000008,2.7166667000000757 60.40833340000006,2.7166667000000757 60.404166700000076,2.7166667000000757 60.400000000000034,2.708333400000072 60.400000000000034,2.7000000000000455 60.400000000000034,2.6916667000000416 60.400000000000034,2.683333300000072 60.400000000000034,2.683333300000072 60.39555560000008,2.683333300000072 60.391111100000046,2.683333300000072 60.386666700000035,2.683333300000072 60.38222220000006,2.683333300000072 60.37777780000005,2.683333300000072 60.37333330000007,2.683333300000072 60.36888890000006,2.683333300000072 60.36444440000008,2.683333300000072 60.36000000000007,2.683333300000072 60.35555550000004,2.683333300000072 60.35111110000008,2.683333300000072 60.34666660000005,2.683333300000072 60.34222220000004,2.683333300000072 60.33777770000006,2.683333300000072 60.33333330000005,2.6916667000000416 60.33333330000005,2.7000000000000455 60.33333330000005,2.7000000000000455 60.32916670000003,2.7000000000000455 60.325000000000045,2.7000000000000455 60.32083340000008,2.7000000000000455 60.31666670000004,2.7083333000000493 60.31666670000004,2.7166667000000757 60.31666670000004,2.7250000000000227 60.31666670000004,2.7333333000000266 60.31666670000004,2.7333333000000266 60.31250000000006,2.7333333000000266 60.30833340000004,2.7333333000000266 60.30416670000005,2.7333333000000266 60.30000000000007,2.741666700000053 60.30000000000007,2.750000000000057 60.30000000000007,2.750000000000057 60.30416670000005,2.750000000000057 60.30833340000004,2.750000000000057 60.31250000000006,2.750000000000057 60.31666670000004,2.7588235000000623 60.31666670000004,2.7676471000000333 60.31666670000004,2.7764706000000388 60.31666670000004,2.785294100000044 60.31666670000004,2.7941176000000496 60.31666670000004,2.8029412000000207 60.31666670000004,2.811764700000026 60.31666670000004,2.8205882000000315 60.31666670000004,2.8294118000000594 60.31666670000004,2.838235300000065 60.31666670000004,2.8470588000000703 60.31666670000004,2.8558824000000413 60.31666670000004,2.8647059000000468 60.31666670000004,2.873529400000052 60.31666670000004,2.8823529000000576 60.31666670000004,2.8911765000000287 60.31666670000004,2.900000000000034 60.31666670000004,2.900000000000034 60.31250000000006,2.900000000000034 60.30833340000004,2.900000000000034 60.30416670000005,2.900000000000034 60.30000000000007,2.908333300000038 60.30000000000007,2.916666600000042 60.30000000000007,2.925000000000068 60.30000000000007,2.933333300000072 60.30000000000007,2.933333300000072 60.30416670000005,2.933333300000072 60.30833330000007,2.933333300000072 60.31250000000006,2.933333300000072 60.31666670000004,2.933333300000072 60.32083330000006,2.933333300000072 60.325000000000045,2.933333300000072 60.32916670000003,2.933333300000072 60.33333330000005,2.933333300000072 60.337500000000034,2.933333300000072 60.341666700000076,2.933333300000072 60.34583330000004,2.933333300000072 60.35000000000008,2.9416667000000416 60.35000000000008,2.9500000000000455 60.35000000000008,2.9500000000000455 60.354166700000064,2.9500000000000455 60.35833330000003,2.9500000000000455 60.36250000000007,2.9500000000000455 60.36666670000005,2.9500000000000455 60.37083330000007,2.9500000000000455 60.37500000000006,2.9500000000000455 60.379166600000076,2.9500000000000455 60.38333330000006,2.958333400000072 60.38333330000006,2.9666667000000757 60.38333330000006,2.9666667000000757 60.387500000000045,2.9666667000000757 60.391666600000065,2.9666667000000757 60.39583330000005,2.9666667000000757 60.400000000000034,2.9666667000000757 60.40416660000005,2.9666667000000757 60.40833330000004,2.9666667000000757 60.41250000000008,2.9666667000000757 60.41666660000004,2.9666667000000757 60.42083330000003,2.9666667000000757 60.42500000000007,2.9666667000000757 60.42916660000003,2.9666667000000757 60.43333330000007,2.958333400000072 60.43333330000007,2.9500000000000455 60.43333330000007,2.9416667000000416 60.43333330000007,2.933333300000072 60.43333330000007,2.933333300000072 60.42916670000005,2.933333300000072 60.42500000000007,2.933333300000072 60.42083340000005,2.933333300000072 60.416666700000064,2.925000000000068 60.416666700000064,2.916666600000042 60.416666700000064,2.908333300000038 60.416666700000064,2.900000000000034 60.416666700000064,2.8916666000000646 60.416666700000064,2.8833333000000607 60.416666700000064,2.8833333000000607 60.42083340000005,2.8833333000000607 60.42500000000007,2.8833333000000607 60.42916670000005,2.8833333000000607 60.43333330000007))"
21593621,BREAM AFEX,AFEX GEN NO PROD,2013-05-14 00:00:00,2011-01-01 00:00:00,2013-01-01 00:00:00,N,N/A,N/A,Y,N/A,N/A,,2024-06-07 00:00:00,2024-01-02 00:00:00,POLYGON EMPTY
21614377,DOMPAP AFEX,AFEX WELL,2015-01-29 00:00:00,2009-01-01 00:00:00,2010-12-31 00:00:00,N,N/A,N/A,Y,N/A,N/A,,2024-06-07 00:00:00,2024-01-02 00:00:00,POLYGON EMPTY
21614404,FOSSEKALL AFEX,AFEX WELL,2015-03-16 00:00:00,2010-01-01 00:00:00,2011-12-31 00:00:00,N,N/A,N/A,Y,N/A,N/A,,2024-06-07 00:00:00,2024-01-02 00:00:00,POLYGON EMPTY
21631481,KNARR AFEX,AFEX PROD,2012-03-12 00:00:00,2012-03-07 00:00:00,2022-05-01 00:00:00,N,N/A,N/A,Y,N/A,N/A,,2024-06-07 00:00:00,2024-01-02 00:00:00,POLYGON EMPTY
21636771,BRYNHILD AFEX,AFEX PROD,2012-03-14 00:00:00,2011-08-01 00:00:00,2018-05-07 00:00:00,N,N/A,N/A,Y,N/A,N/A,,2024-06-07 00:00:00,2024-01-02 00:00:00,POLYGON EMPTY
21666843,ATLA WELL AFEX,AFEX WELL,2012-04-19 00:00:00,2010-01-01 00:00:00,2011-12-31 00:00:00,N,N/A,N/A,Y,N/A,N/A,,2024-06-07 00:00:00,2024-01-02 00:00:00,POLYGON EMPTY
21666864,ATLA PROD AFEX,AFEX PROD,2012-04-19 00:00:00,2012-01-01 00:00:00,2023-06-22 00:00:00,N,N/A,N/A,Y,N/A,N/A,,2024-06-07 00:00:00,2024-01-02 00:00:00,POLYGON EMPTY
21666893,MJØLNER AFEX,AFEX GEN NO PROD,2019-04-02 00:00:00,2010-01-01 00:00:00,,Y,N/A,N/A,Y,N/A,N/A,,2022-11-28 00:00:00,2024-01-02 00:00:00,"POLYGON ((3.666858300000058 56.25000000000006,3.66681038400003 56.24583402900004,3.666762479000056 56.24166805600004,3.666714584000033 56.23750207900008,3.6666667000000643 56.23333610000003,3.6666667000000643 56.23333330000003,3.6722222000000215 56.23333330000003,3.677777800000058 56.23333330000003,3.683333300000072 56.23333330000003,3.683333300000072 56.229166700000064,3.683333300000072 56.22500000000008,3.683333300000072 56.22083340000006,3.683333300000072 56.216666700000076,3.6897111000000677 56.216666700000076,3.6960889000000634 56.216666700000076,3.702825401000041 56.21861068700008,3.7095625840000253 56.220554306000054,3.716300449000073 56.222497557000054,3.7230389950000244 56.22444044100007,3.729778224000029 56.226382958000045,3.7365181340000504 56.22832510600006,3.743258726000022 56.23026688700003,3.750000000000057 56.23220830000008,3.750000000000057 56.23333330000003,3.7444444000000203 56.23333330000003,3.738888900000063 56.23333330000003,3.7333333000000266 56.23333330000003,3.7333333000000266 56.23750000000007,3.7333333000000266 56.24166670000005,3.7333333000000266 56.24583330000007,3.7333333000000266 56.25000000000006,3.725947200000064 56.25000000000006,3.718561100000045 56.25000000000006,3.7111750000000256 56.25000000000006,3.7037889000000632 56.25000000000006,3.6964027000000215 56.25000000000006,3.689016600000059 56.25000000000006,3.6816305000000398 56.25000000000006,3.6742444000000205 56.25000000000006,3.666858300000058 56.25000000000006))"
21668704,OPAL AFEX,AFEX WELL,2012-05-11 00:00:00,2011-01-01 00:00:00,2012-12-31 00:00:00,N,N/A,N/A,Y,N/A,N/A,,2024-06-07 00:00:00,2024-01-02 00:00:00,POLYGON EMPTY
21668721,RUTIL AFEX,AFEX WELL,2012-05-11 00:00:00,2011-01-01 00:00:00,2012-12-31 00:00:00,N,N/A,N/A,Y,N/A,N/A,,2024-06-07 00:00:00,2024-01-02 00:00:00,POLYGON EMPTY
22426278,PL 212 E AFEX,AFEX WELL,2012-09-20 00:00:00,2011-01-01 00:00:00,2012-12-31 00:00:00,N,N/A,N/A,Y,N/A,N/A,,2024-06-07 00:00:00,2024-01-02 00:00:00,POLYGON EMPTY
22426341,VALEMON REV AFEX,AFEX PROD,2012-09-24 00:00:00,2012-04-11 00:00:00,,Y,N/A,N/A,Y,N/A,N/A,,2022-11-28 00:00:00,2024-01-02 00:00:00,"MULTIPOLYGON (((2.2333333000000266 61.00000000000006,2.241666700000053 61.00000000000006,2.250000000000057 61.00000000000006,2.2583334000000264 61.00000000000006,2.2666667000000302 61.00000000000006,2.2666667000000302 60.99583330000007,2.2666667000000302 60.99166670000005,2.2666667000000302 60.98750000000007,2.2666667000000302 60.98333330000003,2.275000000000034 60.98333330000003,2.2833334000000605 60.98333330000003,2.2916667000000643 60.98333330000003,2.300000000000068 60.98333330000003,2.308333300000072 60.98333330000003,2.3166667000000416 60.98333330000003,2.3250000000000455 60.98333330000003,2.3333333000000493 60.98333330000003,2.3333333000000493 60.98750000000007,2.3333333000000493 60.99166670000005,2.3333333000000493 60.99583330000007,2.3333333000000493 61.00000000000006,2.342424200000039 61.00000000000006,2.3515151000000287 61.00000000000006,2.3606060000000753 61.00000000000006,2.369696900000065 61.00000000000006,2.3787878000000546 61.00000000000006,2.387878800000067 61.00000000000006,2.3969697000000565 61.00000000000006,2.406060600000046 61.00000000000006,2.415151500000036 61.00000000000006,2.4242424000000256 61.00000000000006,2.433333300000072 61.00000000000006,2.433333300000072 61.00444440000007,2.433333300000072 61.008888900000045,2.433333300000072 61.013333300000056,2.433333300000072 61.01777780000003,2.433333300000072 61.022222200000044,2.433333300000072 61.02666670000008,2.433333300000072 61.03111110000003,2.433333300000072 61.035555600000066,2.433333300000072 61.04000000000008,2.433333300000072 61.044444500000054,2.433333300000072 61.048888900000065,2.433333300000072 61.05333340000004,2.433333300000072 61.05777780000005,2.433333300000072 61.06222230000003,2.433333300000072 61.06666670000004,2.425000000000068 61.06666670000004,2.4166667000000643 61.06666670000004,2.4166667000000643 61.07083340000008,2.4166667000000643 61.075000000000045,2.4166667000000643 61.07916670000003,2.4166667000000643 61.08333330000005,2.4083334000000605 61.08333330000005,2.400000000000034 61.08333330000005,2.400000000000034 61.087500000000034,2.400000000000034 61.091666700000076,2.400000000000034 61.09583330000004,2.400000000000034 61.10000000000008,2.3916667000000302 61.10000000000008,2.3833333000000607 61.10000000000008,2.375000000000057 61.10000000000008,2.366666700000053 61.10000000000008,2.3583333000000266 61.10000000000008,2.3500000000000227 61.10000000000008,2.3500000000000227 61.104166700000064,2.3500000000000227 61.10833340000005,2.3500000000000227 61.11250000000007,2.3500000000000227 61.11666670000005,2.358333400000049 61.11666670000005,2.366666700000053 61.11666670000005,2.366666700000053 61.12083340000004,2.366666700000053 61.12500000000006,2.366666700000053 61.12916670000004,2.366666700000053 61.13333330000006,2.358333400000049 61.13333330000006,2.3500000000000227 61.13333330000006,2.3500000000000227 61.137500000000045,2.3500000000000227 61.14166670000003,2.3500000000000227 61.14583330000005,2.3500000000000227 61.150000000000034,2.3416667000000757 61.150000000000034,2.3333333000000493 61.150000000000034,2.3250000000000455 61.150000000000034,2.3166667000000416 61.150000000000034,2.308333300000072 61.150000000000034,2.300000000000068 61.150000000000034,2.300000000000068 61.14583340000007,2.300000000000068 61.14166670000003,2.2916667000000643 61.14166670000003,2.2916667000000643 61.137500000000045,2.2916667000000643 61.13333340000008,2.2916667000000643 61.12916670000004,2.2916667000000643 61.12500000000006,2.283333300000038 61.12500000000006,2.283333300000038 61.12083330000007,2.283333300000038 61.11666670000005,2.283333300000038 61.11250000000007,2.283333300000038 61.10833330000003,2.283333300000038 61.104166700000064,2.283333300000038 61.10000000000008,2.291666600000042 61.10000000000008,2.300000000000068 61.10000000000008,2.300000000000068 61.09583330000004,2.300000000000068 61.091666700000076,2.300000000000068 61.087500000000034,2.300000000000068 61.08333340000007,2.300000000000068 61.07916670000003,2.300000000000068 61.075000000000045,2.300000000000068 61.07083340000008,2.300000000000068 61.06666670000004,2.291666600000042 61.06666670000004,2.283333300000038 61.06666670000004,2.283333300000038 61.06250000000006,2.283333300000038 61.05833340000004,2.283333300000038 61.05416670000005,2.283333300000038 61.05000000000007,2.275000000000034 61.05000000000007,2.2666667000000302 61.05000000000007,2.2666667000000302 61.05416670000005,2.2666667000000302 61.05833340000004,2.2666667000000302 61.06250000000006,2.2666667000000302 61.06666670000004,2.2583334000000264 61.06666670000004,2.250000000000057 61.06666670000004,2.241666700000053 61.06666670000004,2.2333333000000266 61.06666670000004,2.2333333000000266 61.06250000000006,2.2333333000000266 61.05833330000007,2.2250000000000227 61.05833330000007,2.2166667000000757 61.05833330000007,2.2166667000000757 61.05416670000005,2.2166667000000757 61.05000000000007,2.207575800000029 61.05000000000007,2.1984849000000395 61.05000000000007,2.18939400000005 61.05000000000007,2.18030310000006 61.05000000000007,2.1712122000000704 61.05000000000007,2.1621212000000583 61.05000000000007,2.1530303000000686 61.05000000000007,2.143939400000022 61.05000000000007,2.1348485000000323 61.05000000000007,2.1257576000000427 61.05000000000007,2.116666700000053 61.05000000000007,2.116666700000053 61.04583330000003,2.116666700000053 61.041666700000064,2.116666700000053 61.03750000000008,2.116666700000053 61.03333330000004,2.116666700000053 61.029166700000076,2.116666700000053 61.025000000000034,2.116666700000053 61.02083330000005,2.116666700000053 61.01666670000003,2.116666700000053 61.012500000000045,2.116666700000053 61.00833330000006,2.116666700000053 61.00416670000004,2.116666700000053 61.00000000000006,2.1256411000000526 61.00000000000006,2.1346154000000297 61.00000000000006,2.1435898000000293 61.00000000000006,2.1525641000000633 61.00000000000006,2.161538500000063 61.00000000000006,2.17051280000004 61.00000000000006,2.1794872000000396 61.00000000000006,2.1884615000000736 61.00000000000006,2.197435900000073 61.00000000000006,2.2064102000000503 61.00000000000006,2.21538460000005 61.00000000000006,2.224358900000027 61.00000000000006,2.2333333000000266 61.00000000000006)),((2.0833333000000493 61.01666670000003,2.0833333000000493 61.02083340000007,2.0833333000000493 61.025000000000034,2.0833333000000493 61.029166700000076,2.0833333000000493 61.03333330000004,2.0916667000000757 61.03333330000004,2.1000000000000227 61.03333330000004,2.1000000000000227 61.03750000000008,2.1000000000000227 61.041666700000064,2.1000000000000227 61.04583330000003,2.1000000000000227 61.05000000000007,2.0916667000000757 61.05000000000007,2.0833333000000493 61.05000000000007,2.0833333000000493 61.04583340000005,2.0833333000000493 61.041666700000064,2.0750000000000455 61.041666700000064,2.0750000000000455 61.03750000000008,2.0750000000000455 61.03333330000004,2.0666667000000416 61.03333330000004,2.0666667000000416 61.029166700000076,2.0666667000000416 61.025000000000034,2.0666667000000416 61.02083340000007,2.0666667000000416 61.01666670000003,2.0750000000000455 61.01666670000003,2.0833333000000493 61.01666670000003)))"
23288526,PL 359 AFEX GG,AFEX GEN GG,2013-04-02 00:00:00,2012-01-01 00:00:00,2012-12-31 00:00:00,N,N/A,N/A,Y,N/A,N/A,,2024-06-07 00:00:00,,POLYGON EMPTY
23410389,RINGHORNE ØST AFEX,AFEX PROD,2013-06-20 00:00:00,2011-11-04 00:00:00,,Y,N/A,N/A,Y,N/A,N/A,,2022-11-28 00:00:00,2024-01-02 00:00:00,"POLYGON ((2.550000000000068 59.30000000000007,2.550000000000068 59.30416670000005,2.550000000000068 59.30833330000007,2.550000000000068 59.31250000000006,2.550000000000068 59.31666670000004,2.550000000000068 59.32083330000006,2.550000000000068 59.325000000000045,2.550000000000068 59.329166600000065,2.550000000000068 59.33333330000005,2.5416667000000643 59.33333330000005,2.533333300000038 59.33333330000005,2.525000000000034 59.33333330000005,2.5166667000000302 59.33333330000005,2.5083334000000264 59.33333330000005,2.500000000000057 59.33333330000005,2.491666700000053 59.33333330000005,2.483333400000049 59.33333330000005,2.4750000000000227 59.33333330000005,2.4666667000000757 59.33333330000005,2.4666667000000757 59.32916670000003,2.4666667000000757 59.325000000000045,2.4666667000000757 59.320833400000026,2.4666667000000757 59.31666670000004,2.4750000000000227 59.31666670000004,2.4833333000000266 59.31666670000004,2.4833333000000266 59.31250000000006,2.4833333000000266 59.30833340000004,2.4833333000000266 59.30416670000005,2.4833333000000266 59.30000000000007,2.4916666000000305 59.30000000000007,2.500000000000057 59.30000000000007,2.5083333000000607 59.30000000000007,2.5166667000000302 59.30000000000007,2.525000000000034 59.30000000000007,2.533333300000038 59.30000000000007,2.5416667000000643 59.30000000000007,2.550000000000068 59.30000000000007))"
23750418,AASTA HANSTEEN WEST AFEX,AFEX PROD,2013-08-28 00:00:00,2012-12-21 00:00:00,,Y,N/A,N/A,Y,N/A,N/A,,2022-11-28 00:00:00,2024-01-02 00:00:00,"POLYGON ((6.883333300000061 67.06666670000004,6.883333300000061 67.07083340000008,6.883333300000061 67.07500000000005,6.883333300000061 67.07916670000003,6.883333300000061 67.08333340000007,6.883333300000061 67.08750000000003,6.883333300000061 67.09166670000008,6.883333300000061 67.09583330000004,6.883333300000061 67.10000000000008,6.872222200000067 67.10000000000008,6.861111100000073 67.10000000000008,6.850000000000023 67.10000000000008,6.838888900000029 67.10000000000008,6.827777800000035 67.10000000000008,6.816666700000042 67.10000000000008,6.816666700000042 67.09583330000004,6.816666700000042 67.09166670000008,6.816666700000042 67.08750000000003,6.816666700000042 67.08333340000007,6.816666700000042 67.07916670000003,6.816666700000042 67.07500000000005,6.816666700000042 67.07083340000008,6.816666700000042 67.06666670000004,6.8250000000000455 67.06666670000004,6.833333300000049 67.06666670000004,6.833333300000049 67.06250000000006,6.833333300000049 67.05833340000004,6.833333300000049 67.05416670000005,6.833333300000049 67.05000000000007,6.833333300000049 67.04583330000008,6.833333300000049 67.04166670000006,6.833333300000049 67.03750000000008,6.833333300000049 67.03333330000004,6.844444400000043 67.03333330000004,6.855555500000037 67.03333330000004,6.866666700000053 67.03333330000004,6.877777800000047 67.03333330000004,6.88888890000004 67.03333330000004,6.900000000000034 67.03333330000004,6.900000000000034 67.03750000000008,6.900000000000034 67.04166670000006,6.900000000000034 67.04583330000008,6.900000000000034 67.05000000000007,6.9083334000000605 67.05000000000007,6.916666700000064 67.05000000000007,6.916666700000064 67.05416670000005,6.916666700000064 67.05833340000004,6.916666700000064 67.06250000000006,6.916666700000064 67.06666670000004,6.905555600000071 67.06666670000004,6.894444400000054 67.06666670000004,6.883333300000061 67.06666670000004))"
23750443,AASTA HANSTEEN EAST AFEX,AFEX PROD,2013-08-28 00:00:00,2012-12-21 00:00:00,,Y,N/A,N/A,Y,N/A,N/A,,2022-11-28 00:00:00,2024-01-02 00:00:00,"POLYGON ((7.000000000000057 67.00000000000006,7.010000000000048 67.00000000000006,7.020000000000039 67.00000000000006,7.03000000000003 67.00000000000006,7.0400000000000205 67.00000000000006,7.050000000000068 67.00000000000006,7.050000000000068 67.00416670000004,7.050000000000068 67.00833340000008,7.050000000000068 67.01250000000005,7.050000000000068 67.01666670000003,7.061111100000062 67.01666670000003,7.072222200000056 67.01666670000003,7.083333300000049 67.01666670000003,7.083333300000049 67.02083340000007,7.083333300000049 67.02500000000003,7.083333300000049 67.02916660000005,7.083333300000049 67.03333330000004,7.091666700000076 67.03333330000004,7.100000000000023 67.03333330000004,7.100000000000023 67.03750000000008,7.100000000000023 67.04166670000006,7.100000000000023 67.04583330000008,7.100000000000023 67.05000000000007,7.100000000000023 67.05416670000005,7.100000000000023 67.05833340000004,7.100000000000023 67.06250000000006,7.100000000000023 67.06666670000004,7.088888900000029 67.06666670000004,7.077777800000035 67.06666670000004,7.066666700000042 67.06666670000004,7.066666700000042 67.07083340000008,7.066666700000042 67.07500000000005,7.066666700000042 67.07916670000003,7.066666700000042 67.08333340000007,7.066666700000042 67.08750000000003,7.066666700000042 67.09166670000008,7.066666700000042 67.09583330000004,7.066666700000042 67.10000000000008,7.055555600000048 67.10000000000008,7.044444500000054 67.10000000000008,7.0333334000000605 67.10000000000008,7.022222200000044 67.10000000000008,7.0111111000000506 67.10000000000008,7.000000000000057 67.10000000000008,6.991666700000053 67.10000000000008,6.983333300000027 67.10000000000008,6.983333300000027 67.09583330000004,6.983333300000027 67.09166670000008,6.983333300000027 67.08750000000003,6.983333300000027 67.08333330000005,6.975000000000023 67.08333330000005,6.966666700000076 67.08333330000005,6.966666700000076 67.07916670000003,6.966666700000076 67.07500000000005,6.966666700000076 67.07083340000008,6.966666700000076 67.06666670000004,6.958333400000072 67.06666670000004,6.9500000000000455 67.06666670000004,6.9500000000000455 67.06250000000006,6.9500000000000455 67.05833340000004,6.9500000000000455 67.05416670000005,6.9500000000000455 67.05000000000007,6.960000000000036 67.05000000000007,6.970000000000027 67.05000000000007,6.980000000000075 67.05000000000007,6.990000000000066 67.05000000000007,7.000000000000057 67.05000000000007,7.000000000000057 67.04583330000008,7.000000000000057 67.04166670000006,7.000000000000057 67.03750000000008,7.000000000000057 67.03333330000004,6.991666700000053 67.03333330000004,6.983333300000027 67.03333330000004,6.983333300000027 67.02916660000005,6.983333300000027 67.02500000000003,6.983333300000027 67.02083330000005,6.983333300000027 67.01666660000006,6.983333300000027 67.01250000000005,6.983333300000027 67.00833330000006,6.983333300000027 67.00416670000004,6.983333300000027 67.00000000000006,6.991666700000053 67.00000000000006,7.000000000000057 67.00000000000006))"
23750547,PL 201 AFEX,AFEX GEN GG,2013-08-29 00:00:00,2007-01-01 00:00:00,2007-12-31 00:00:00,N,N/A,N/A,Y,N/A,N/A,,2024-06-07 00:00:00,,POLYGON EMPTY
