baaNpdidBsnsArrArea,baaName,baaKind,baaFactPageUrl,baaAreaPolyDateValidFrom,baaAreaPolyDateValidTo,prlName,prlFactPageUrl,baaAreaPolyNationCode2,baaAreaPolyBlockName,baaAreaPolyNo,baaAreaPolyArea,baaAreaPolyDateUpdated,baaAreaGeometryWKT
41319924,EXL008,EXPLORATION LICENCE,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=41319924,2024-09-20 00:00:00,,,,NO,16/9,4,18,2024-10-29 00:00:00,"POLYGON ((2.9166667000000643 58.466666700000076,2.925000000000068 58.466666700000076,2.9333334000000377 58.466666700000076,2.9416667000000416 58.466666700000076,2.9500000000000455 58.466666700000076,2.958333400000072 58.466666700000076,2.9666667000000757 58.466666700000076,2.9750000000000227 58.466666700000076,2.9833333000000266 58.466666700000076,2.991666700000053 58.466666700000076,3.000000000000057 58.466666700000076,3.000000000000057 58.47083340000006,3.000000000000057 58.47500000000008,3.000000000000057 58.479166700000064,3.000000000000057 58.48333340000005,3.000000000000057 58.48750000000007,3.000000000000057 58.49166670000005,3.000000000000057 58.49583330000007,3.000000000000057 58.50000000000006,2.991666700000053 58.50000000000006,2.9833333000000266 58.50000000000006,2.9750000000000227 58.50000000000006,2.9666667000000757 58.50000000000006,2.958333400000072 58.50000000000006,2.9500000000000455 58.50000000000006,2.9416667000000416 58.50000000000006,2.9333334000000377 58.50000000000006,2.925000000000068 58.50000000000006,2.9166667000000643 58.50000000000006,2.9166667000000643 58.49583330000007,2.9166667000000643 58.49166670000005,2.9166667000000643 58.48750000000007,2.9166667000000643 58.48333340000005,2.9166667000000643 58.479166700000064,2.9166667000000643 58.47500000000008,2.9166667000000643 58.47083340000006,2.9166667000000643 58.466666700000076))"
1333943,SNØHVIT UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=1333943,2009-01-01 00:00:00,2011-12-31 00:00:00,077,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21412,NO,7120/7,2,107.35,2024-04-16 00:00:00,"POLYGON ((20.08333330000005 71.26666670000003,20.096296300000063 71.26666670000003,20.109259200000054 71.26666670000003,20.122222200000067 71.26666670000003,20.135185200000024 71.26666670000003,20.14814810000007 71.26666670000003,20.161111100000028 71.26666670000003,20.17407410000004 71.26666670000003,20.187037000000032 71.26666670000003,20.200000000000045 71.26666670000003,20.200000000000045 71.27083340000007,20.200000000000045 71.27500000000003,20.200000000000045 71.27916670000008,20.200000000000045 71.28333330000004,20.200000000000045 71.28750000000008,20.200000000000045 71.29166670000006,20.200000000000045 71.29583330000008,20.200000000000045 71.30000000000007,20.213333300000045 71.30000000000007,20.226666700000067 71.30000000000007,20.240000000000066 71.30000000000007,20.253333300000065 71.30000000000007,20.266666600000065 71.30000000000007,20.28000000000003 71.30000000000007,20.29333330000003 71.30000000000007,20.306666600000028 71.30000000000007,20.32000000000005 71.30000000000007,20.33333330000005 71.30000000000007,20.33333330000005 71.30444440000008,20.33333330000005 71.30888890000006,20.33333330000005 71.31333330000007,20.33333330000005 71.31777780000004,20.33333330000005 71.32222220000006,20.33333330000005 71.32666670000003,20.33333330000005 71.33111110000004,20.33333330000005 71.33555560000008,20.33333330000005 71.34000000000003,20.33333330000005 71.34444450000007,20.33333330000005 71.34888890000008,20.33333330000005 71.35333340000005,20.33333330000005 71.35777780000006,20.33333330000005 71.36222230000004,20.33333330000005 71.36666670000005,20.32000000000005 71.36666670000005,20.30666670000005 71.36666670000005,20.29333330000003 71.36666670000005,20.28000000000003 71.36666670000005,20.26666670000003 71.36666670000005,20.26666670000003 71.37105270000006,20.26666670000003 71.37543860000005,20.26666670000003 71.37982460000006,20.26666670000003 71.38421060000007,20.26666670000003 71.38859650000006,20.26666670000003 71.39298250000007,20.26666670000003 71.39736840000006,20.26666670000003 71.40175440000007,20.26666670000003 71.40614040000008,20.26666670000003 71.41052630000007,20.26666670000003 71.41491230000008,20.26666670000003 71.41929830000004,20.26666670000003 71.42368420000008,20.26666670000003 71.42807020000004,20.26666670000003 71.43245610000008,20.26666670000003 71.43684210000004,20.26666670000003 71.44122810000005,20.26666670000003 71.44561400000003,20.26666670000003 71.45000000000005,20.253703700000074 71.45000000000005,20.240740800000026 71.45000000000005,20.22777780000007 71.45000000000005,20.214814800000056 71.45000000000005,20.201851900000065 71.45000000000005,20.18888890000005 71.45000000000005,20.17592590000004 71.45000000000005,20.162963000000047 71.45000000000005,20.150000000000034 71.45000000000005,20.150000000000034 71.44555560000003,20.150000000000034 71.44111110000006,20.150000000000034 71.43666670000005,20.150000000000034 71.43222220000007,20.150000000000034 71.42777780000006,20.150000000000034 71.42333330000008,20.150000000000034 71.41888890000007,20.150000000000034 71.41444450000006,20.150000000000034 71.41000000000008,20.150000000000034 71.40555560000007,20.150000000000034 71.40111110000004,20.150000000000034 71.39666670000008,20.150000000000034 71.39222220000005,20.150000000000034 71.38777780000004,20.150000000000034 71.38333340000008,20.150000000000034 71.37888890000005,20.150000000000034 71.37444450000004,20.150000000000034 71.37000000000006,20.150000000000034 71.36555560000005,20.150000000000034 71.36111110000007,20.150000000000034 71.35666670000006,20.150000000000034 71.35222220000003,20.150000000000034 71.34777780000007,20.150000000000034 71.34333340000006,20.150000000000034 71.33888890000003,20.150000000000034 71.33444450000007,20.150000000000034 71.33000000000004,20.150000000000034 71.32555560000003,20.150000000000034 71.32111110000005,20.150000000000034 71.31666670000004,20.136666700000035 71.31666670000004,20.12333330000007 71.31666670000004,20.11000000000007 71.31666670000004,20.09666660000005 71.31666670000004,20.08333330000005 71.31666670000004,20.08333330000005 71.31250000000006,20.08333330000005 71.30833340000004,20.08333330000005 71.30416670000005,20.08333330000005 71.30000000000007,20.08333330000005 71.29583340000005,20.08333330000005 71.29166670000006,20.08333330000005 71.28750000000008,20.08333330000005 71.28333340000006,20.08333330000005 71.27916670000008,20.08333330000005 71.27500000000003,20.08333330000005 71.27083340000007,20.08333330000005 71.26666670000003))"
3812119,MARTIN LINGE UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=3812119,2006-01-06 00:00:00,,043,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21132,NO,29/6,3,18.41,2024-04-16 00:00:00,"POLYGON ((1.9613556000000472 60.50000000000006,1.969084500000065 60.50000000000006,1.976813400000026 60.50000000000006,1.9845422000000212 60.50000000000006,1.992271100000039 60.50000000000006,2.000000000000057 60.50000000000006,2.000000000000057 60.50444440000007,2.000000000000057 60.508888900000045,2.000000000000057 60.513333300000056,2.000000000000057 60.51777780000003,2.000000000000057 60.522222200000044,2.000000000000057 60.52666670000008,2.000000000000057 60.53111110000003,2.000000000000057 60.535555600000066,2.000000000000057 60.54000000000008,2.000000000000057 60.544444500000054,2.000000000000057 60.548888900000065,2.000000000000057 60.55333340000004,2.000000000000057 60.55777780000005,2.000000000000057 60.56222230000003,2.000000000000057 60.56666670000004,1.9913917000000652 60.56666670000004,1.982783300000051 60.56666670000004,1.9741750000000593 60.56666670000004,1.9655667000000676 60.56666670000004,1.9569583000000534 60.56666670000004,1.9483500000000618 60.56666670000004,1.9492187050000211 60.56222231400005,1.9500871720000532 60.557777919000046,1.9509554010000443 60.55333351500008,1.9518233920000512 60.54888910300008,1.9526911440000276 60.54444468200006,1.9535586590000662 60.54000025300007,1.9544259360000638 60.535555815000066,1.9552929750000203 60.53111136800004,1.9561597760000495 60.52666691300004,1.9570263400000272 60.52222244900008,1.9578926660000207 60.51777797600005,1.9587587550000762 60.51333349500004,1.9596246070000234 60.50888900500007,1.9604902220000326 60.50444450700007,1.9613556000000472 60.50000000000006))"
3500071,OSEBERG AREA UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=3500071,2013-12-05 00:00:00,2021-12-31 00:00:00,055 C,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2424830,NO,31/4,3,5.07,2024-04-16 00:00:00,"POLYGON ((3.000000000000057 60.68333330000007,3.0083334000000264 60.68333330000007,3.0166667000000302 60.68333330000007,3.0166667000000302 60.68750000000006,3.0166667000000302 60.691666600000076,3.0166667000000302 60.69583330000006,3.0166667000000302 60.700000000000045,3.0166667000000302 60.704166600000065,3.0166667000000302 60.70833330000005,3.0166667000000302 60.712500000000034,3.0166667000000302 60.71666660000005,3.0166667000000302 60.72083330000004,3.0166667000000302 60.72500000000008,3.0166667000000302 60.72916660000004,3.0166667000000302 60.73333330000003,3.0083334000000264 60.73333330000003,3.000000000000057 60.73333330000003,3.000000000000057 60.72916660000004,3.000000000000057 60.72500000000008,3.000000000000057 60.72083330000004,3.000000000000057 60.71666660000005,3.000000000000057 60.712500000000034,3.000000000000057 60.70833330000005,3.000000000000057 60.704166600000065,3.000000000000057 60.700000000000045,3.000000000000057 60.69583330000006,3.000000000000057 60.691666600000076,3.000000000000057 60.68750000000006,3.000000000000057 60.68333330000007))"
40906,SNORRE UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=40906,1996-03-06 00:00:00,2013-04-14 00:00:00,089,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21516,NO,34/7,2,99.06,2024-04-16 00:00:00,"POLYGON ((2.050000000000068 61.400000000000034,2.0588889000000563 61.400000000000034,2.0677778000000444 61.400000000000034,2.0766667000000325 61.400000000000034,2.085555500000055 61.400000000000034,2.094444400000043 61.400000000000034,2.103333300000031 61.400000000000034,2.112222200000076 61.400000000000034,2.121111100000064 61.400000000000034,2.1300000000000523 61.400000000000034,2.1388889000000404 61.400000000000034,2.1477778000000285 61.400000000000034,2.156666600000051 61.400000000000034,2.165555500000039 61.400000000000034,2.174444400000027 61.400000000000034,2.183333300000072 61.400000000000034,2.183333300000072 61.404166700000076,2.183333300000072 61.40833340000006,2.183333300000072 61.41250000000008,2.183333300000072 61.416666700000064,2.1916667000000416 61.416666700000064,2.2000000000000455 61.416666700000064,2.2000000000000455 61.42083340000005,2.2000000000000455 61.42500000000007,2.2000000000000455 61.42916670000005,2.2000000000000455 61.43333330000007,2.208333400000072 61.43333330000007,2.2166667000000757 61.43333330000007,2.2166667000000757 61.43750000000006,2.2166667000000757 61.44166670000004,2.2166667000000757 61.44583330000006,2.2166667000000757 61.450000000000045,2.2250000000000227 61.450000000000045,2.233333400000049 61.450000000000045,2.241666700000053 61.450000000000045,2.250000000000057 61.450000000000045,2.250000000000057 61.45416670000003,2.250000000000057 61.45833340000007,2.250000000000057 61.462500000000034,2.250000000000057 61.466666700000076,2.2583334000000264 61.466666700000076,2.2666667000000302 61.466666700000076,2.2666667000000302 61.47083340000006,2.2666667000000302 61.47500000000008,2.2666667000000302 61.479166700000064,2.2666667000000302 61.48333330000003,2.275000000000034 61.48333330000003,2.283333300000038 61.48333330000003,2.283333300000038 61.48750000000007,2.283333300000038 61.49166670000005,2.283333300000038 61.49583330000007,2.283333300000038 61.50000000000006,2.2742424000000483 61.50000000000006,2.2651515000000586 61.50000000000006,2.256060600000069 61.50000000000006,2.2469697000000224 61.50000000000006,2.2378788000000327 61.50000000000006,2.2287878000000205 61.50000000000006,2.219696900000031 61.50000000000006,2.210606000000041 61.50000000000006,2.2015151000000515 61.50000000000006,2.1924242000000618 61.50000000000006,2.183333300000072 61.50000000000006,2.1742424000000256 61.50000000000006,2.165151500000036 61.50000000000006,2.156060600000046 61.50000000000006,2.1469697000000565 61.50000000000006,2.137878800000067 61.50000000000006,2.1287878000000546 61.50000000000006,2.119696900000065 61.50000000000006,2.1106060000000753 61.50000000000006,2.1015151000000287 61.50000000000006,2.092424200000039 61.50000000000006,2.0833333000000493 61.50000000000006,2.0833333000000493 61.49583330000007,2.0833333000000493 61.49166670000005,2.0833333000000493 61.48750000000007,2.0833333000000493 61.48333340000005,2.0833333000000493 61.479166700000064,2.0833333000000493 61.47500000000008,2.0833333000000493 61.47083340000006,2.0833333000000493 61.466666700000076,2.0750000000000455 61.466666700000076,2.0666667000000416 61.466666700000076,2.0666667000000416 61.462500000000034,2.0666667000000416 61.45833340000007,2.0666667000000416 61.45416670000003,2.0666667000000416 61.450000000000045,2.0666667000000416 61.44583330000006,2.0666667000000416 61.44166670000004,2.0666667000000416 61.43750000000006,2.0666667000000416 61.43333330000007,2.0583334000000377 61.43333330000007,2.050000000000068 61.43333330000007,2.050000000000068 61.42916660000003,2.050000000000068 61.42500000000007,2.050000000000068 61.42083330000003,2.050000000000068 61.416666700000064,2.050000000000068 61.41250000000008,2.050000000000068 61.40833330000004,2.050000000000068 61.404166700000076,2.050000000000068 61.400000000000034))"
1631599,SA-G,SEISMIC AREA,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=1631599,1997-05-30 00:00:00,2004-07-04 00:00:00,,,NO,7129/8,8,0,2024-06-07 00:00:00,POLYGON EMPTY
42225,NORDØST FRIGG UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=42225,1980-07-01 00:00:00,1994-12-31 00:00:00,030,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21028,NO,30/10,2,22.44,2024-04-16 00:00:00,"POLYGON ((2.2333333000000266 60.00000000000006,2.2416666000000305 60.00000000000006,2.250000000000057 60.00000000000006,2.2583333000000607 60.00000000000006,2.2666667000000302 60.00000000000006,2.275000000000034 60.00000000000006,2.283333300000038 60.00000000000006,2.2916667000000643 60.00000000000006,2.300000000000068 60.00000000000006,2.3083334000000377 60.00000000000006,2.3166667000000416 60.00000000000006,2.3166667000000416 60.00416670000004,2.3166667000000416 60.00833330000006,2.3166667000000416 60.012500000000045,2.3166667000000416 60.01666670000003,2.3166667000000416 60.02083330000005,2.3166667000000416 60.025000000000034,2.3166667000000416 60.02916660000005,2.3166667000000416 60.03333330000004,2.3250000000000455 60.03333330000004,2.3333333000000493 60.03333330000004,2.3333333000000493 60.03750000000008,2.3333333000000493 60.041666700000064,2.3333333000000493 60.04583330000003,2.3333333000000493 60.05000000000007,2.3250000000000455 60.05000000000007,2.3166667000000416 60.05000000000007,2.308333300000072 60.05000000000007,2.300000000000068 60.05000000000007,2.2916667000000643 60.05000000000007,2.2833334000000605 60.05000000000007,2.275000000000034 60.05000000000007,2.2666667000000302 60.05000000000007,2.2666667000000302 60.04583330000003,2.2666667000000302 60.041666700000064,2.2666667000000302 60.03750000000008,2.2666667000000302 60.03333330000004,2.2583334000000264 60.03333330000004,2.250000000000057 60.03333330000004,2.250000000000057 60.029166700000076,2.250000000000057 60.025000000000034,2.250000000000057 60.02083340000007,2.250000000000057 60.01666670000003,2.241666700000053 60.01666670000003,2.2333333000000266 60.01666670000003,2.2333333000000266 60.012500000000045,2.2333333000000266 60.00833340000008,2.2333333000000266 60.00416670000004,2.2333333000000266 60.00000000000006))"
23412556,GINA KROG UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=23412556,2012-12-19 00:00:00,2013-03-11 00:00:00,303,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2490467,NO,15/5,4,1.8,2024-04-16 00:00:00,"POLYGON ((1.650000000000034 58.60000000000008,1.6583334000000605 58.60000000000008,1.6666667000000643 58.60000000000008,1.6666667000000643 58.604166700000064,1.6666667000000643 58.60833340000005,1.6666667000000643 58.61250000000007,1.6666667000000643 58.61666670000005,1.6583334000000605 58.61666670000005,1.650000000000034 58.61666670000005,1.650000000000034 58.61250000000007,1.650000000000034 58.60833340000005,1.650000000000034 58.604166700000064,1.650000000000034 58.60000000000008))"
41319878,VERDANDE UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=41319878,2022-12-06 00:00:00,2023-02-28 00:00:00,127,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21828,NO,6607/12,1,12.29,2024-04-30 00:00:00,"POLYGON ((7.916666700000064 66.00833330000006,7.927083400000072 66.00833330000006,7.937500000000057 66.00833330000006,7.947916700000064 66.00833330000006,7.958333400000072 66.00833330000006,7.968750000000057 66.00833330000006,7.979166700000064 66.00833330000006,7.989583300000049 66.00833330000006,8.000000000000057 66.00833330000006,8.000000000000057 66.01250000000005,8.000000000000057 66.01666660000006,8.000000000000057 66.02083330000005,8.000000000000057 66.02500000000003,8.000000000000057 66.02916670000008,8.000000000000057 66.03333330000004,8.000000000000057 66.03750000000008,8.000000000000057 66.04166670000006,8.000000000000057 66.04583330000008,8.000000000000057 66.05000000000007,7.991666700000053 66.05000000000007,7.991666700000053 66.04583330000008,7.991666700000053 66.04166670000006,7.991666700000053 66.03750000000008,7.991666700000053 66.03333330000004,7.983333400000049 66.03333330000004,7.975000000000023 66.03333330000004,7.966666700000076 66.03333330000004,7.958333300000049 66.03333330000004,7.958333300000049 66.03750000000008,7.958333300000049 66.04166670000006,7.958333300000049 66.04583330000008,7.958333300000049 66.05000000000007,7.9500000000000455 66.05000000000007,7.941666600000076 66.05000000000007,7.933333300000072 66.05000000000007,7.933333300000072 66.04583330000008,7.933333300000072 66.04166670000006,7.933333300000072 66.03750000000008,7.933333300000072 66.03333330000004,7.933333300000072 66.02916670000008,7.933333300000072 66.02500000000003,7.925000000000068 66.02500000000003,7.925000000000068 66.02083340000007,7.925000000000068 66.01666670000003,7.916666700000064 66.01666670000003,7.916666700000064 66.01250000000005,7.916666700000064 66.00833330000006))"
40564,ÅSGARD UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=40564,2023-08-11 00:00:00,,094,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21556,NO,6506/12,4,203.44,2024-04-16 00:00:00,"POLYGON ((7.000000000000057 65.16666670000006,7.000000000000057 65.17105270000008,7.000000000000057 65.17543860000006,7.000000000000057 65.17982460000007,7.000000000000057 65.18421060000003,7.000000000000057 65.18859650000007,7.000000000000057 65.19298250000003,7.000000000000057 65.19736840000007,7.000000000000057 65.20175440000003,7.000000000000057 65.20614040000004,7.000000000000057 65.21052630000008,7.000000000000057 65.21491230000004,7.000000000000057 65.21929830000005,7.000000000000057 65.22368420000004,7.000000000000057 65.22807020000005,7.000000000000057 65.23245610000004,7.000000000000057 65.23684210000005,7.000000000000057 65.24122810000006,7.000000000000057 65.24561400000005,7.000000000000057 65.25000000000006,6.989393900000039 65.25000000000006,6.978787900000043 65.25000000000006,6.968181800000025 65.25000000000006,6.9575757000000635 65.25000000000006,6.946969700000068 65.25000000000006,6.93636360000005 65.25000000000006,6.925757600000054 65.25000000000006,6.915151500000036 65.25000000000006,6.9045454000000746 65.25000000000006,6.893939400000022 65.25000000000006,6.883333300000061 65.25000000000006,6.883333300000061 65.24583330000007,6.883333300000061 65.24166670000005,6.883333300000061 65.23750000000007,6.883333300000061 65.23333330000008,6.883333300000061 65.22916670000006,6.883333300000061 65.22500000000008,6.883333300000061 65.22083330000004,6.883333300000061 65.21666670000008,6.883333300000061 65.21250000000003,6.883333300000061 65.20833330000005,6.883333300000061 65.20416670000003,6.883333300000061 65.20000000000005,6.872807000000023 65.20000000000005,6.862280700000042 65.20000000000005,6.851754400000061 65.20000000000005,6.841228000000058 65.20000000000005,6.83070170000002 65.20000000000005,6.820175400000039 65.20000000000005,6.809649100000058 65.20000000000005,6.799122800000021 65.20000000000005,6.78859650000004 65.20000000000005,6.778070100000036 65.20000000000005,6.767543800000055 65.20000000000005,6.7570175000000745 65.20000000000005,6.746491200000037 65.20000000000005,6.735964900000056 65.20000000000005,6.725438600000075 65.20000000000005,6.714912200000072 65.20000000000005,6.704385900000034 65.20000000000005,6.693859600000053 65.20000000000005,6.683333300000072 65.20000000000005,6.683333300000072 65.19583330000006,6.683333300000072 65.19166670000004,6.683333300000072 65.18750000000006,6.683333300000072 65.18333330000007,6.675000000000068 65.18333330000007,6.666666700000064 65.18333330000007,6.666666700000064 65.17886180000005,6.666666700000064 65.17439020000006,6.666666700000064 65.16991870000004,6.666666700000064 65.16544710000005,6.666666700000064 65.16097560000003,6.666666700000064 65.15650400000004,6.666666700000064 65.15203250000008,6.666666700000064 65.14756090000003,6.666666700000064 65.14308940000006,6.666666700000064 65.13861790000004,6.666666700000064 65.13414630000005,6.666666700000064 65.12967480000003,6.666666700000064 65.12520320000004,6.666666700000064 65.12073170000008,6.666666700000064 65.11626010000003,6.666666700000064 65.11178860000007,6.666666700000064 65.10731710000005,6.666666700000064 65.10284550000006,6.666666700000064 65.09837400000004,6.666666700000064 65.09390240000005,6.666666700000064 65.08943090000008,6.666666700000064 65.08495930000004,6.666666700000064 65.08048780000007,6.666666700000064 65.07601620000008,6.666666700000064 65.07154470000006,6.666666700000064 65.06707320000004,6.666666700000064 65.06260160000005,6.666666700000064 65.05813010000003,6.666666700000064 65.05365850000004,6.666666700000064 65.04918700000007,6.666666700000064 65.04471540000003,6.666666700000064 65.04024390000006,6.666666700000064 65.03577240000004,6.666666700000064 65.03130080000005,6.666666700000064 65.02682930000003,6.666666700000064 65.02235770000004,6.666666700000064 65.01788620000008,6.666666700000064 65.01341460000003,6.666666700000064 65.00894310000007,6.666666700000064 65.00447150000008,6.666666700000064 65.00000000000006,6.676190500000075 65.00000000000006,6.685714300000029 65.00000000000006,6.69523810000004 65.00000000000006,6.704761900000051 65.00000000000006,6.714285700000062 65.00000000000006,6.723809500000073 65.00000000000006,6.733333300000027 65.00000000000006,6.733333300000027 65.00416670000004,6.733333300000027 65.00833340000008,6.733333300000027 65.01250000000005,6.733333300000027 65.01666670000003,6.725000000000023 65.01666670000003,6.716666700000076 65.01666670000003,6.716666700000076 65.02083340000007,6.716666700000076 65.02500000000003,6.716666700000076 65.02916660000005,6.716666700000076 65.03333330000004,6.725000000000023 65.03333330000004,6.733333300000027 65.03333330000004,6.733333300000027 65.03750000000008,6.733333300000027 65.04166670000006,6.733333300000027 65.04583330000008,6.733333300000027 65.05000000000007,6.733333300000027 65.05416670000005,6.733333300000027 65.05833340000004,6.733333300000027 65.06250000000006,6.733333300000027 65.06666670000004,6.743333300000074 65.06666670000004,6.753333300000065 65.06666670000004,6.763333300000056 65.06666670000004,6.773333300000047 65.06666670000004,6.783333300000038 65.06666670000004,6.783333300000038 65.07083340000008,6.783333300000038 65.07500000000005,6.783333300000038 65.07916670000003,6.783333300000038 65.08333330000005,6.791666700000064 65.08333330000005,6.800000000000068 65.08333330000005,6.800000000000068 65.08750000000003,6.800000000000068 65.09166670000008,6.800000000000068 65.09583330000004,6.800000000000068 65.10000000000008,6.800000000000068 65.10416670000006,6.800000000000068 65.10833340000005,6.800000000000068 65.11250000000007,6.800000000000068 65.11666670000005,6.808333400000038 65.11666670000005,6.816666700000042 65.11666670000005,6.816666700000042 65.12083340000004,6.816666700000042 65.12500000000006,6.816666700000042 65.12916670000004,6.816666700000042 65.13333330000006,6.82727280000006 65.13333330000006,6.837878800000055 65.13333330000006,6.848484900000074 65.13333330000006,6.859090900000069 65.13333330000006,6.869697000000031 65.13333330000006,6.880303000000026 65.13333330000006,6.890909100000044 65.13333330000006,6.90151510000004 65.13333330000006,6.912121200000058 65.13333330000006,6.922727200000054 65.13333330000006,6.933333300000072 65.13333330000006,6.933333300000072 65.13750000000005,6.933333300000072 65.14166670000003,6.933333300000072 65.14583330000005,6.933333300000072 65.15000000000003,6.941666700000042 65.15000000000003,6.9500000000000455 65.15000000000003,6.9500000000000455 65.15416670000008,6.9500000000000455 65.15833330000004,6.9500000000000455 65.16250000000008,6.9500000000000455 65.16666670000006,6.960000000000036 65.16666670000006,6.970000000000027 65.16666670000006,6.980000000000075 65.16666670000006,6.990000000000066 65.16666670000006,7.000000000000057 65.16666670000006))"
1629477,MIKKEL UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=1629477,2001-06-06 00:00:00,,092,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21540,NO,6407/6,2,25.13,2024-04-16 00:00:00,"POLYGON ((7.666666700000064 64.61666670000005,7.675000000000068 64.61666670000005,7.683333400000038 64.61666670000005,7.691666700000042 64.61666670000005,7.7000000000000455 64.61666670000005,7.7000000000000455 64.62083340000004,7.7000000000000455 64.62500000000006,7.7000000000000455 64.62916670000004,7.7000000000000455 64.63333340000008,7.7000000000000455 64.63750000000005,7.7000000000000455 64.64166670000003,7.7000000000000455 64.64583340000007,7.7000000000000455 64.65000000000003,7.7000000000000455 64.65416670000008,7.7000000000000455 64.65833340000006,7.7000000000000455 64.66250000000008,7.7000000000000455 64.66666670000006,7.691666700000042 64.66666670000006,7.683333300000072 64.66666670000006,7.683333300000072 64.67083340000005,7.683333300000072 64.67500000000007,7.683333300000072 64.67916670000005,7.683333300000072 64.68333330000007,7.691666700000042 64.68333330000007,7.7000000000000455 64.68333330000007,7.708333400000072 64.68333330000007,7.716666700000076 64.68333330000007,7.716666700000076 64.68750000000006,7.716666700000076 64.69166660000008,7.716666700000076 64.69583330000006,7.716666700000076 64.70000000000005,7.716666700000076 64.70416660000006,7.716666700000076 64.70833330000005,7.716666700000076 64.71250000000003,7.716666700000076 64.71666660000005,7.716666700000076 64.72083330000004,7.716666700000076 64.72500000000008,7.716666700000076 64.72916660000004,7.716666700000076 64.73333330000008,7.708333400000072 64.73333330000008,7.7000000000000455 64.73333330000008,7.691666700000042 64.73333330000008,7.683333300000072 64.73333330000008,7.683333300000072 64.73750000000007,7.683333300000072 64.74166670000005,7.683333300000072 64.74583330000007,7.683333300000072 64.75000000000006,7.675000000000068 64.75000000000006,7.666666700000064 64.75000000000006,7.666666700000064 64.74555560000005,7.666666700000064 64.74111110000007,7.666666700000064 64.73666670000006,7.666666700000064 64.73222220000008,7.666666700000064 64.72777780000007,7.666666700000064 64.72333330000004,7.666666700000064 64.71888890000008,7.666666700000064 64.71444450000007,7.666666700000064 64.71000000000004,7.666666700000064 64.70555560000008,7.666666700000064 64.70111110000005,7.666666700000064 64.69666670000004,7.666666700000064 64.69222220000006,7.666666700000064 64.68777780000005,7.666666700000064 64.68333340000004,7.666666700000064 64.67888890000006,7.666666700000064 64.67444450000005,7.666666700000064 64.67000000000007,7.666666700000064 64.66555560000006,7.666666700000064 64.66111110000003,7.666666700000064 64.65666670000007,7.666666700000064 64.65222220000004,7.666666700000064 64.64777780000003,7.666666700000064 64.64333340000007,7.666666700000064 64.63888890000004,7.666666700000064 64.63444450000003,7.666666700000064 64.63000000000005,7.666666700000064 64.62555560000004,7.666666700000064 64.62111110000006,7.666666700000064 64.61666670000005))"
