afxNpdidAfexArea,afxName,afxKind,afxFactPageUrl,afxAreaPolyDateValidFrom,afxAreaPolyDateValidTo,prlName,prlFactPageUrl,afxAreaPolyNationCode2,blcName,afxAreaPolyNo,blcNpdidBlock,afxAreaPolyArea,prlNpdidLicence,afxAreaPolyDateUpdated,afxAreaPolyHstPK,afxAreaGeometryWKT
26310431,GINA KROGH AFEX,AFEX PROD,N/A,2012-12-21 00:00:00,2015-05-22 00:00:00,303,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2490467,NO,15/6,2,3497,4,2490467,2024-01-02 00:00:00,491ECB82-E3B4-4FCC-975C-75914E61D614,"POLYGON ((1.8333333000000493 58.60000000000008,1.8333333000000493 58.604166700000064,1.8333333000000493 58.60833340000005,1.8333333000000493 58.61250000000007,1.8333333000000493 58.61666670000005,1.8250000000000455 58.61666670000005,1.8166667000000416 58.61666670000005,1.808333300000072 58.61666670000005,1.8000000000000682 58.61666670000005,1.8000000000000682 58.61250000000007,1.8000000000000682 58.60833340000005,1.8000000000000682 58.604166700000064,1.8000000000000682 58.60000000000008,1.808333300000072 58.60000000000008,1.8166667000000416 58.60000000000008,1.8250000000000455 58.60000000000008,1.8333333000000493 58.60000000000008))"
4704740,SNØHVIT AFEX,AFEX PROD,N/A,2007-01-01 00:00:00,2019-12-31 00:00:00,100,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21604,NO,7121/7,4,4490,72,21604,2024-01-02 00:00:00,495B1D4A-DA93-47D7-BF78-7EC1295EC86C,"POLYGON ((21.000000000000057 71.41666670000006,21.012500000000045 71.41666670000006,21.025000000000034 71.41666670000006,21.037500000000023 71.41666670000006,21.050000000000068 71.41666670000006,21.050000000000068 71.42083340000005,21.050000000000068 71.42500000000007,21.050000000000068 71.42916670000005,21.050000000000068 71.43333330000007,21.06388890000005 71.43333330000007,21.077777800000035 71.43333330000007,21.091666700000076 71.43333330000007,21.10555560000006 71.43333330000007,21.119444500000043 71.43333330000007,21.133333400000026 71.43333330000007,21.147222200000044 71.43333330000007,21.161111100000028 71.43333330000007,21.175000000000068 71.43333330000007,21.18888890000005 71.43333330000007,21.202777800000035 71.43333330000007,21.216666700000076 71.43333330000007,21.216666700000076 71.43750000000006,21.216666700000076 71.44166670000004,21.216666700000076 71.44583330000006,21.216666700000076 71.45000000000005,21.23055560000006 71.45000000000005,21.244444500000043 71.45000000000005,21.258333400000026 71.45000000000005,21.272222200000044 71.45000000000005,21.286111100000028 71.45000000000005,21.300000000000068 71.45000000000005,21.300000000000068 71.45416670000003,21.300000000000068 71.45833340000007,21.300000000000068 71.46250000000003,21.300000000000068 71.46666670000008,21.311111100000062 71.46666670000008,21.322222200000056 71.46666670000008,21.33333330000005 71.46666670000008,21.33333330000005 71.47083340000006,21.33333330000005 71.47500000000008,21.33333330000005 71.47916670000006,21.33333330000005 71.48333330000008,21.319696900000054 71.48333330000008,21.306060600000023 71.48333330000008,21.292424200000028 71.48333330000008,21.278787800000032 71.48333330000008,21.26515150000006 71.48333330000008,21.251515100000063 71.48333330000008,21.237878800000033 71.48333330000008,21.224242400000037 71.48333330000008,21.21060600000004 71.48333330000008,21.196969700000068 71.48333330000008,21.183333300000072 71.48333330000008,21.183333300000072 71.48750000000007,21.183333300000072 71.49166670000005,21.183333300000072 71.49583330000007,21.183333300000072 71.50000000000006,21.16923070000007 71.50000000000006,21.155128200000036 71.50000000000006,21.141025600000035 71.50000000000006,21.126923100000056 71.50000000000006,21.112820500000055 71.50000000000006,21.098717900000054 71.50000000000006,21.084615400000075 71.50000000000006,21.070512800000074 71.50000000000006,21.056410200000073 71.50000000000006,21.042307700000038 71.50000000000006,21.028205100000037 71.50000000000006,21.014102600000058 71.50000000000006,21.000000000000057 71.50000000000006,21.000000000000057 71.49561400000005,21.000000000000057 71.49122810000006,21.000000000000057 71.48684210000005,21.000000000000057 71.48245610000004,21.000000000000057 71.47807020000005,21.000000000000057 71.47368420000004,21.000000000000057 71.46929830000005,21.000000000000057 71.46491230000004,21.000000000000057 71.46052630000008,21.000000000000057 71.45614040000004,21.000000000000057 71.45175440000008,21.000000000000057 71.44736840000007,21.000000000000057 71.44298250000003,21.000000000000057 71.43859650000007,21.000000000000057 71.43421060000003,21.000000000000057 71.42982460000007,21.000000000000057 71.42543860000006,21.000000000000057 71.42105270000008,21.000000000000057 71.41666670000006))"
29412779,FRAM H-NORD AFEX,AFEX PROD,N/A,2013-01-22 00:00:00,2013-04-08 00:00:00,090 G,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=23268222,NO,35/11,1,3686,4,23268222,2024-01-02 00:00:00,495BB3AF-25AD-49E4-B969-E4D7A32FCE83,"POLYGON ((3.5166667000000302 61.104166700000064,3.5166667000000302 61.10833330000003,3.522916700000053 61.10833330000003,3.5291667000000757 61.10833330000003,3.5291667000000757 61.11250000000007,3.5354167000000416 61.11250000000007,3.5416667000000643 61.11250000000007,3.5416667000000643 61.11666670000005,3.550000000000068 61.11666670000005,3.550000000000068 61.12083330000007,3.558333300000072 61.12083330000007,3.558333300000072 61.12500000000006,3.558333300000072 61.129166600000076,3.558333300000072 61.13333330000006,3.550000000000068 61.13333330000006,3.541666600000042 61.13333330000006,3.533333300000038 61.13333330000006,3.533333300000038 61.12916670000004,3.533333300000038 61.12500000000006,3.533333300000038 61.12083340000004,3.533333300000038 61.11666670000005,3.525000000000034 61.11666670000005,3.5166667000000302 61.11666670000005,3.5083333000000607 61.11666670000005,3.500000000000057 61.11666670000005,3.500000000000057 61.11250000000007,3.500000000000057 61.10833340000005,3.500000000000057 61.104166700000064,3.5083334000000264 61.104166700000064,3.5166667000000302 61.104166700000064))"
29411997,PL 272 AFEX,AFEX WELL,N/A,2016-01-01 00:00:00,2017-12-31 00:00:00,272,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2060232,NO,30/11,1,3633,29,2060232,2024-01-02 00:00:00,495FD617-66D8-4EC4-A53D-183856A8511D,"POLYGON ((2.5666667000000416 60.11666670000005,2.5666667000000416 60.11250000000007,2.5666667000000416 60.10833340000005,2.5666667000000416 60.104166700000064,2.5666667000000416 60.10000000000008,2.5750000000000455 60.10000000000008,2.583333400000072 60.10000000000008,2.5916667000000757 60.10000000000008,2.6000000000000227 60.10000000000008,2.608333400000049 60.10000000000008,2.616666700000053 60.10000000000008,2.616666700000053 60.104166700000064,2.616666700000053 60.10833330000003,2.616666700000053 60.11250000000007,2.616666700000053 60.11666670000005,2.616666700000053 60.12083330000007,2.616666700000053 60.12500000000006,2.616666700000053 60.129166600000076,2.616666700000053 60.13333330000006,2.608333400000049 60.13333330000006,2.6000000000000227 60.13333330000006,2.6000000000000227 60.137500000000045,2.6000000000000227 60.14166670000003,2.6000000000000227 60.14583330000005,2.6000000000000227 60.150000000000034,2.6083333000000266 60.150000000000034,2.616666700000053 60.150000000000034,2.625000000000057 60.150000000000034,2.6333333000000607 60.150000000000034,2.6333333000000607 60.154166700000076,2.6333333000000607 60.15833340000006,2.6333333000000607 60.16250000000008,2.6333333000000607 60.166666700000064,2.6416667000000302 60.166666700000064,2.650000000000034 60.166666700000064,2.650000000000034 60.17083340000005,2.650000000000034 60.17500000000007,2.650000000000034 60.17916670000005,2.650000000000034 60.18333340000004,2.650000000000034 60.18750000000006,2.650000000000034 60.19166670000004,2.650000000000034 60.19583330000006,2.650000000000034 60.200000000000045,2.6416667000000302 60.200000000000045,2.6333333000000607 60.200000000000045,2.625000000000057 60.200000000000045,2.616666700000053 60.200000000000045,2.6083333000000266 60.200000000000045,2.6000000000000227 60.200000000000045,2.5916666000000532 60.200000000000045,2.5833333000000493 60.200000000000045,2.5833333000000493 60.195614000000035,2.5833333000000493 60.191228100000046,2.5833333000000493 60.186842100000035,2.5833333000000493 60.18245610000008,2.5833333000000493 60.178070200000036,2.5833333000000493 60.17368420000008,2.5833333000000493 60.16929830000004,2.5833333000000493 60.16491230000008,2.5833333000000493 60.16052630000007,2.5833333000000493 60.15614040000003,2.5833333000000493 60.15175440000007,2.5833333000000493 60.14736840000006,2.5833333000000493 60.14298250000007,2.5833333000000493 60.13859650000006,2.5833333000000493 60.134210600000074,2.5833333000000493 60.12982460000006,2.5833333000000493 60.12543860000005,2.5833333000000493 60.121052700000064,2.5833333000000493 60.11666670000005,2.5750000000000455 60.11666670000005,2.5666667000000416 60.11666670000005))"
18404197,MARULK AFEX,AFEX PROD,N/A,2010-04-19 00:00:00,,122 B,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2134110,NO,6507/3,1,4033,4,2134110,2024-01-02 00:00:00,49FEAF49-2735-477B-8179-C22C1DD5E885,"POLYGON ((7.683333300000072 65.96666670000008,7.683333300000072 65.97083340000006,7.683333300000072 65.97500000000008,7.683333300000072 65.97916670000006,7.683333300000072 65.98333330000008,7.691666700000042 65.98333330000008,7.7000000000000455 65.98333330000008,7.7000000000000455 65.98750000000007,7.7000000000000455 65.99166670000005,7.7000000000000455 65.99583330000007,7.7000000000000455 66.00000000000006,7.691666700000042 66.00000000000006,7.683333300000072 66.00000000000006,7.675000000000068 66.00000000000006,7.666666700000064 66.00000000000006,7.666666700000064 65.99583330000007,7.666666700000064 65.99166670000005,7.666666700000064 65.98750000000007,7.666666700000064 65.98333340000005,7.666666700000064 65.97916670000006,7.666666700000064 65.97500000000008,7.666666700000064 65.97083340000006,7.666666700000064 65.96666670000008,7.675000000000068 65.96666670000008,7.683333300000072 65.96666670000008))"
41319868,VESLEFRIKK AFEX LEVEL 2,AFEX PROD LEVEL 2,N/A,2023-02-18 00:00:00,2024-02-17 00:00:00,053,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21220,NO,30/6,1,3628,1,21220,2024-01-02 00:00:00,4A51D5A2-A8A7-4B63-9D3C-91F33BDF9672,"POLYGON ((2.8869444000000613 60.74083330000008,2.8887959150000597 60.743888894000065,2.890647781000041 60.746944460000066,2.892500000000041 60.75000000000006,2.883888900000045 60.75000000000006,2.875277800000049 60.75000000000006,2.866666700000053 60.75000000000006,2.866666700000053 60.746944400000075,2.866666700000053 60.74388890000006,2.866666700000053 60.74083330000008,2.8734259000000293 60.74083330000008,2.880185200000028 60.74083330000008,2.8869444000000613 60.74083330000008))"
28161246,TORNEROSE AFEX,AFEX GEN NO PROD,N/A,2024-01-01 00:00:00,2024-12-31 00:00:00,110 B,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3001885,NO,7122/6,1,4501,59,3001885,2024-05-03 00:00:00,4AEA9EA1-BE1D-4322-9D17-5ECAAE8064E6,"POLYGON ((22.800000000000068 71.66666670000006,22.800000000000068 71.66250000000008,22.800000000000068 71.65833330000004,22.800000000000068 71.65416670000008,22.800000000000068 71.65000000000003,22.788888900000074 71.65000000000003,22.777777800000024 71.65000000000003,22.76666670000003 71.65000000000003,22.76666670000003 71.64583330000005,22.76666670000003 71.64166670000003,22.76666670000003 71.63750000000005,22.76666670000003 71.63333340000008,22.76666670000003 71.62916670000004,22.76666670000003 71.62500000000006,22.76666670000003 71.62083340000004,22.76666670000003 71.61666670000005,22.775000000000034 71.61666670000005,22.783333300000038 71.61666670000005,22.783333300000038 71.61250000000007,22.783333300000038 71.60833340000005,22.783333300000038 71.60416670000006,22.783333300000038 71.60000000000008,22.795833300000027 71.60000000000008,22.808333300000072 71.60000000000008,22.82083330000006 71.60000000000008,22.83333330000005 71.60000000000008,22.83333330000005 71.59583330000004,22.83333330000005 71.59166670000008,22.83333330000005 71.58750000000003,22.83333330000005 71.58333330000005,22.841666700000076 71.58333330000005,22.850000000000023 71.58333330000005,22.850000000000023 71.57916670000003,22.850000000000023 71.57500000000005,22.850000000000023 71.57083340000008,22.850000000000023 71.56666670000004,22.863888900000063 71.56666670000004,22.877777800000047 71.56666670000004,22.89166670000003 71.56666670000004,22.905555500000048 71.56666670000004,22.91944440000003 71.56666670000004,22.933333300000072 71.56666670000004,22.933333300000072 71.57083340000008,22.933333300000072 71.57500000000005,22.933333300000072 71.57916670000003,22.933333300000072 71.58333330000005,22.94166670000004 71.58333330000005,22.950000000000045 71.58333330000005,22.950000000000045 71.58750000000003,22.950000000000045 71.59166670000008,22.950000000000045 71.59583330000004,22.950000000000045 71.60000000000008,22.958333400000072 71.60000000000008,22.966666700000076 71.60000000000008,22.966666700000076 71.60416670000006,22.966666700000076 71.60833330000008,22.966666700000076 71.61250000000007,22.966666700000076 71.61666670000005,22.966666700000076 71.62083330000007,22.966666700000076 71.62500000000006,22.966666700000076 71.62916660000008,22.966666700000076 71.63333330000006,22.975000000000023 71.63333330000006,22.983333300000027 71.63333330000006,22.983333300000027 71.63750000000005,22.983333300000027 71.64166670000003,22.983333300000027 71.64583330000005,22.983333300000027 71.65000000000003,22.969444400000043 71.65000000000003,22.95555550000006 71.65000000000003,22.94166670000004 71.65000000000003,22.927777800000058 71.65000000000003,22.913888900000074 71.65000000000003,22.900000000000034 71.65000000000003,22.900000000000034 71.65416670000008,22.900000000000034 71.65833330000004,22.900000000000034 71.66250000000008,22.900000000000034 71.66666670000006,22.885714300000075 71.66666670000006,22.87142860000006 71.66666670000006,22.857142900000042 71.66666670000006,22.84285710000006 71.66666670000006,22.828571400000044 71.66666670000006,22.814285700000028 71.66666670000006,22.800000000000068 71.66666670000006))"
25288459,ZIDANE WEST AFEX,AFEX GEN WELL,N/A,2012-02-16 00:00:00,2014-02-15 00:00:00,435,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238696,NO,6507/7,1,4037,24,4238696,2024-01-02 00:00:00,4BC7D53F-EACE-45B2-A611-45A464204421,"POLYGON ((7.150000000000034 65.48333330000008,7.14166670000003 65.48333330000008,7.133333300000061 65.48333330000008,7.133333300000061 65.47916670000006,7.133333300000061 65.47500000000008,7.133333300000061 65.47083340000006,7.133333300000061 65.46666670000008,7.125000000000057 65.46666670000008,7.116666700000053 65.46666670000008,7.108333300000027 65.46666670000008,7.100000000000023 65.46666670000008,7.100000000000023 65.46250000000003,7.100000000000023 65.45833340000007,7.100000000000023 65.45416670000003,7.100000000000023 65.45000000000005,7.091666700000076 65.45000000000005,7.083333300000049 65.45000000000005,7.083333300000049 65.44583330000006,7.083333300000049 65.44166670000004,7.083333300000049 65.43750000000006,7.083333300000049 65.43333330000007,7.0750000000000455 65.43333330000007,7.066666700000042 65.43333330000007,7.066666700000042 65.42916660000003,7.066666700000042 65.42500000000007,7.066666700000042 65.42083330000008,7.066666700000042 65.41666660000004,7.066666700000042 65.41250000000008,7.066666700000042 65.40833330000004,7.066666700000042 65.40416660000005,7.066666700000042 65.40000000000003,7.066666700000042 65.39583330000005,7.066666700000042 65.39166660000006,7.066666700000042 65.38750000000005,7.066666700000042 65.38333330000006,7.0750000000000455 65.38333330000006,7.083333400000072 65.38333330000006,7.091666700000076 65.38333330000006,7.100000000000023 65.38333330000006,7.100000000000023 65.38750000000005,7.100000000000023 65.39166670000003,7.100000000000023 65.39583330000005,7.100000000000023 65.40000000000003,7.108333400000049 65.40000000000003,7.116666700000053 65.40000000000003,7.116666700000053 65.40416670000008,7.116666700000053 65.40833330000004,7.116666700000053 65.41250000000008,7.116666700000053 65.41666670000006,7.125000000000057 65.41666670000006,7.133333300000061 65.41666670000006,7.133333300000061 65.42083340000005,7.133333300000061 65.42500000000007,7.133333300000061 65.42916670000005,7.133333300000061 65.43333330000007,7.14166670000003 65.43333330000007,7.150000000000034 65.43333330000007,7.150000000000034 65.43750000000006,7.150000000000034 65.44166670000004,7.150000000000034 65.44583330000006,7.150000000000034 65.45000000000005,7.150000000000034 65.45416670000003,7.150000000000034 65.45833330000005,7.150000000000034 65.46250000000003,7.150000000000034 65.46666670000008,7.150000000000034 65.47083330000004,7.150000000000034 65.47500000000008,7.150000000000034 65.47916660000004,7.150000000000034 65.48333330000008))"
31144457,KLARA AFEX L2,AFEX WELL LEVEL 2,N/A,2016-01-01 00:00:00,2016-12-31 00:00:00,159 C,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4939362,NO,6507/3,1,4033,8,4939362,2024-01-02 00:00:00,4C1D1CD0-7455-4F90-BC6B-1CD48AAA1467,"POLYGON ((7.883333300000061 65.91666670000006,7.893333300000052 65.91666670000006,7.9033333000000425 65.91666670000006,7.913333300000033 65.91666670000006,7.923333300000024 65.91666670000006,7.933333300000072 65.91666670000006,7.933333300000072 65.92083340000005,7.933333300000072 65.92500000000007,7.933333300000072 65.92916670000005,7.933333300000072 65.93333330000007,7.941666700000042 65.93333330000007,7.9500000000000455 65.93333330000007,7.9500000000000455 65.93750000000006,7.9500000000000455 65.94166670000004,7.9500000000000455 65.94583330000006,7.9500000000000455 65.95000000000005,7.940000000000055 65.95000000000005,7.930000000000064 65.95000000000005,7.920000000000073 65.95000000000005,7.910000000000025 65.95000000000005,7.900000000000034 65.95000000000005,7.900000000000034 65.94583330000006,7.900000000000034 65.94166670000004,7.900000000000034 65.93750000000006,7.900000000000034 65.93333330000007,7.89166670000003 65.93333330000007,7.883333300000061 65.93333330000007,7.883333300000061 65.92916670000005,7.883333300000061 65.92500000000007,7.883333300000061 65.92083340000005,7.883333300000061 65.91666670000006))"
23750418,AASTA HANSTEEN WEST AFEX,AFEX PROD,N/A,2017-01-01 00:00:00,,218,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=22556,NO,6706/12,1,4246,23,22556,2024-01-02 00:00:00,4C26B564-8DBD-4B37-BDFB-C3AD3269E4A2,"POLYGON ((6.883333300000061 67.06666670000004,6.883333300000061 67.07083340000008,6.883333300000061 67.07500000000005,6.883333300000061 67.07916670000003,6.883333300000061 67.08333340000007,6.883333300000061 67.08750000000003,6.883333300000061 67.09166670000008,6.883333300000061 67.09583330000004,6.883333300000061 67.10000000000008,6.872222200000067 67.10000000000008,6.861111100000073 67.10000000000008,6.850000000000023 67.10000000000008,6.838888900000029 67.10000000000008,6.827777800000035 67.10000000000008,6.816666700000042 67.10000000000008,6.816666700000042 67.09583330000004,6.816666700000042 67.09166670000008,6.816666700000042 67.08750000000003,6.816666700000042 67.08333340000007,6.816666700000042 67.07916670000003,6.816666700000042 67.07500000000005,6.816666700000042 67.07083340000008,6.816666700000042 67.06666670000004,6.8250000000000455 67.06666670000004,6.833333300000049 67.06666670000004,6.833333300000049 67.06250000000006,6.833333300000049 67.05833340000004,6.833333300000049 67.05416670000005,6.833333300000049 67.05000000000007,6.833333300000049 67.04583330000008,6.833333300000049 67.04166670000006,6.833333300000049 67.03750000000008,6.833333300000049 67.03333330000004,6.844444400000043 67.03333330000004,6.855555500000037 67.03333330000004,6.866666700000053 67.03333330000004,6.877777800000047 67.03333330000004,6.88888890000004 67.03333330000004,6.900000000000034 67.03333330000004,6.900000000000034 67.03750000000008,6.900000000000034 67.04166670000006,6.900000000000034 67.04583330000008,6.900000000000034 67.05000000000007,6.9083334000000605 67.05000000000007,6.916666700000064 67.05000000000007,6.916666700000064 67.05416670000005,6.916666700000064 67.05833340000004,6.916666700000064 67.06250000000006,6.916666700000064 67.06666670000004,6.905555600000071 67.06666670000004,6.894444400000054 67.06666670000004,6.883333300000061 67.06666670000004))"
29778028,TRESTAKK AFEX,AFEX PROD,N/A,2018-03-02 00:00:00,2024-09-29 00:00:00,091 E,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=30977957,NO,6406/3,2,3916,1,30977957,2024-10-30 00:00:00,4C82786C-8A68-4E44-B3AE-CF9E15A7ABE7,"POLYGON ((6.816666700000042 64.88333330000006,6.816666700000042 64.88750000000005,6.816666700000042 64.89166670000003,6.816666700000042 64.89583330000005,6.816666700000042 64.90000000000003,6.808333400000038 64.90000000000003,6.800000000000068 64.90000000000003,6.800000000000068 64.89583330000005,6.800000000000068 64.89166670000003,6.800000000000068 64.88750000000005,6.800000000000068 64.88333330000006,6.808333400000038 64.88333330000006,6.816666700000042 64.88333330000006))"
32011582,BAUGE AFEX,AFEX PROD,N/A,2017-03-27 00:00:00,,348 B,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=20109261,NO,6407/8,2,3933,9,20109261,2024-01-02 00:00:00,4C851055-1292-4040-8419-3F307E973B8B,"POLYGON ((7.466666700000076 64.31666670000004,7.466666700000076 64.32083340000008,7.466666700000076 64.32500000000005,7.466666700000076 64.32916670000003,7.466666700000076 64.33333340000007,7.466666700000076 64.33750000000003,7.466666700000076 64.34166670000008,7.466666700000076 64.34583340000006,7.466666700000076 64.35000000000008,7.466666700000076 64.35416670000006,7.466666700000076 64.35833340000005,7.466666700000076 64.36250000000007,7.466666700000076 64.36666670000005,7.458333400000072 64.36666670000005,7.4500000000000455 64.36666670000005,7.441666700000042 64.36666670000005,7.433333300000072 64.36666670000005,7.433333300000072 64.36250000000007,7.433333300000072 64.35833340000005,7.433333300000072 64.35416670000006,7.433333300000072 64.35000000000008,7.433333300000072 64.34583340000006,7.433333300000072 64.34166670000008,7.433333300000072 64.33750000000003,7.433333300000072 64.33333340000007,7.433333300000072 64.32916670000003,7.433333300000072 64.32500000000005,7.433333300000072 64.32083340000008,7.433333300000072 64.31666670000004,7.441666700000042 64.31666670000004,7.4500000000000455 64.31666670000004,7.458333400000072 64.31666670000004,7.466666700000076 64.31666670000004))"
4703782,HVITVEIS AFEX,AFEX GEN NO PROD,N/A,2007-01-01 00:00:00,2008-12-31 00:00:00,264,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1033127,NO,6706/5,1,4239,21,1033127,2024-01-02 00:00:00,4C862FF1-1B7A-41B1-8C0A-5C7ABE6EE254,"POLYGON ((6.666666700000064 67.60000000000008,6.6583334000000605 67.60000000000008,6.650000000000034 67.60000000000008,6.650000000000034 67.59583330000004,6.650000000000034 67.59166670000008,6.650000000000034 67.58750000000003,6.650000000000034 67.58333330000005,6.63888890000004 67.58333330000005,6.627777800000047 67.58333330000005,6.616666700000053 67.58333330000005,6.605555500000037 67.58333330000005,6.594444400000043 67.58333330000005,6.583333300000049 67.58333330000005,6.583333300000049 67.57916660000006,6.583333300000049 67.57500000000005,6.583333300000049 67.57083330000006,6.583333300000049 67.56666660000008,6.583333300000049 67.56250000000006,6.583333300000049 67.55833330000007,6.583333300000049 67.55416660000003,6.583333300000049 67.55000000000007,6.583333300000049 67.54583330000008,6.583333300000049 67.54166660000004,6.583333300000049 67.53750000000008,6.583333300000049 67.53333330000004,6.593750000000057 67.53333330000004,6.604166700000064 67.53333330000004,6.614583300000049 67.53333330000004,6.625000000000057 67.53333330000004,6.635416700000064 67.53333330000004,6.645833400000072 67.53333330000004,6.656250000000057 67.53333330000004,6.666666700000064 67.53333330000004,6.666666700000064 67.53750000000008,6.666666700000064 67.54166670000006,6.666666700000064 67.54583330000008,6.666666700000064 67.55000000000007,6.666666700000064 67.55416670000005,6.666666700000064 67.55833330000007,6.666666700000064 67.56250000000006,6.666666700000064 67.56666670000004,6.666666700000064 67.57083330000006,6.666666700000064 67.57500000000005,6.666666700000064 67.57916670000003,6.666666700000064 67.58333330000005,6.666666700000064 67.58750000000003,6.666666700000064 67.59166670000008,6.666666700000064 67.59583330000004,6.666666700000064 67.60000000000008))"
26310431,GINA KROGH AFEX,AFEX PROD,N/A,2015-05-23 00:00:00,,303,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2490467,NO,15/6,2,3497,2,2490467,2024-01-02 00:00:00,4CDDB5F2-9F09-47E0-9775-584D6ADE9458,"POLYGON ((1.7666667000000302 58.63333330000006,1.7666667000000302 58.637500000000045,1.7666667000000302 58.64166670000003,1.7666667000000302 58.64583330000005,1.7666667000000302 58.650000000000034,1.7583334000000264 58.650000000000034,1.7500000000000568 58.650000000000034,1.7500000000000568 58.64583330000005,1.7500000000000568 58.64166670000003,1.7500000000000568 58.637500000000045,1.7500000000000568 58.63333330000006,1.7583334000000264 58.63333330000006,1.7666667000000302 58.63333330000006))"
29412779,FRAM H-NORD AFEX,AFEX PROD,N/A,2013-01-22 00:00:00,2013-04-08 00:00:00,248,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=102285,NO,35/11,2,3686,8,102285,2024-01-02 00:00:00,4D1C6BC4-3FBE-415F-9F2E-95302158C64C,"POLYGON ((3.4666667000000757 61.10000000000008,3.4750000000000227 61.10000000000008,3.483333400000049 61.10000000000008,3.491666700000053 61.10000000000008,3.500000000000057 61.10000000000008,3.500000000000057 61.104166700000064,3.500000000000057 61.10833340000005,3.500000000000057 61.11250000000007,3.500000000000057 61.11666670000005,3.5083333000000607 61.11666670000005,3.5166667000000302 61.11666670000005,3.525000000000034 61.11666670000005,3.533333300000038 61.11666670000005,3.533333300000038 61.12083340000004,3.533333300000038 61.12500000000006,3.533333300000038 61.12916670000004,3.533333300000038 61.13333330000006,3.525000000000034 61.13333330000006,3.5166666000000646 61.13333330000006,3.5083333000000607 61.13333330000006,3.500000000000057 61.13333330000006,3.4916666000000305 61.13333330000006,3.4833333000000266 61.13333330000006,3.4833333000000266 61.12916670000004,3.4833333000000266 61.12500000000006,3.4833333000000266 61.12083340000004,3.4833333000000266 61.11666670000005,3.4750000000000227 61.11666670000005,3.4666667000000757 61.11666670000005,3.4666667000000757 61.11250000000007,3.4666667000000757 61.10833340000005,3.4666667000000757 61.104166700000064,3.4666667000000757 61.10000000000008))"
