wlbWellboreName,wlbNpdidWellbore,wlbWell,wlbDrillingOperator,cmpFactPageUrl,cmpNpdidCompany,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbWellType,wlbEntryDate,wlbCompletionDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbKickOffPoint,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMove,wlbProductionFacility,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbContentPlanned,wlbEntryYear,wlbCompletionYear,wlbReentry,wlbEntryPreDrillDate,wlbCompPreDrillDate,wlbReleasedDate,wlbReclassFromWellbore,wlbDateReclass,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDecDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbFactPageUrl,wlbFactMapUrl,wlbPressReleaseUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,prlNpdidProdLicenceTarget,dscNpdidDiscovery,fldNpdidField,fclNpdidFacilityDrilling,fclNpdidFacilityProducing,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbEntryDay,wlbEntryMonth,wlbCompletionDay,wlbCompletionMonth,wlbDrillPerApprovedPermitDate,wlbDrillPerEwDeg,wlbDrillPerLegalRefEnLegalNote,wlbDrillPerLegalRefNbLegalNote,wlbDrillPerNbComment,wlbDrillPerNsDeg,wlbEntryDatePlanned,wlbAliasName,wlbWdssQcDate,wlbSubSea,wlbWdssVolumeReference,wlbCoreSampleAvailable,wlbCuttingsSamplesAvailable,wlbWithCasingAndLot,wlbWithCompositeLog,wlbWithCorePhoto,wlbWithCores,wlbWithCuttings,wlbWithDocReportedByLicensee,wlbWithDst,wlbWithFormationTops,wlbWithGeochemInfo,wlbWithLog,wlbWithMud,wlbWithNpdPapers,wlbWithOilSamples,wlbWithOldWdss,wlbWithPalySlides,wlbPluggedDate,wlbWithWellboreHistory,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbNpdidSiteSurvey,wlbSiteSurvey,wlbDateUpdatedMax,wlbDateUpdated,wlbPointGeometryWKT
6702/9-U-2,1116,6702/9-U-2,NATIONAL SCIENCE FOUNDATION,,,,,,,OTHER,,,,2-G1,,NO,,,,0,0,,,0,,,NORWEGIAN SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,6702,9,U,2,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1116,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2014-10-18 00:00:00,2024-01-02 00:00:00,POINT EMPTY
6701/1-U-1,1117,6701/1-U-1,NATIONAL SCIENCE FOUNDATION,,,,,,,OTHER,,,,3-G1,,NO,,,,0,0,,,0,,,NORWEGIAN SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,6701,1,U,1,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1117,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2014-10-18 00:00:00,2024-01-02 00:00:00,POINT EMPTY
6702/9-U-3,1118,6702/9-U-3,NATIONAL SCIENCE FOUNDATION,,,,,,,OTHER,,,,4-G1,,NO,,,,0,0,,,0,,,NORWEGIAN SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,6702,9,U,3,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1118,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2014-10-18 00:00:00,2024-01-02 00:00:00,POINT EMPTY
6602/3-U-1,1119,6602/3-U-1,NATIONAL SCIENCE FOUNDATION,,,,,,,OTHER,,,,5-G1,,NO,,,,0,0,,,0,,,NORWEGIAN SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,6602,3,U,1,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1119,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2014-10-18 00:00:00,2024-01-02 00:00:00,POINT EMPTY
7129/11-U-1,1143,7129/11-U-1,IKU Petroleumsforskning SINTEF Gruppen,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=2539,2539,,,WILL NEVER BE DRILLED,,OTHER,,,,83-G,,NO,,,,2.85,0,,,0,,,BARENTS SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,7129,11,U,1,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1143,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2024-01-02 00:00:00,POINT EMPTY
7127/10-U-1,1144,7127/10-U-1,IKU Petroleumsforskning SINTEF Gruppen,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=2539,2539,,,WILL NEVER BE DRILLED,,OTHER,,,,84-G,,NO,,,,2.85,0,,,0,,,BARENTS SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,7127,10,U,1,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1144,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2024-01-02 00:00:00,POINT EMPTY
7230/5-U-1,1147,7230/5-U-1,IKU Petroleumsforskning SINTEF Gruppen,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=2539,2539,,,WILL NEVER BE DRILLED,,OTHER,,,,87-G,,NO,,,,2.85,0,,,0,,,BARENTS SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,7230,5,U,1,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1147,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2024-01-02 00:00:00,POINT EMPTY
7230/5-U-7,1155,7230/5-U-7,IKU Petroleumsforskning SINTEF Gruppen,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=2539,2539,,,WILL NEVER BE DRILLED,,OTHER,,,,95-G,,NO,,,,2.85,0,,,0,,,BARENTS SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,7230,5,U,7,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1155,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2024-01-02 00:00:00,POINT EMPTY
7230/5-U-8,1156,7230/5-U-8,IKU Petroleumsforskning SINTEF Gruppen,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=2539,2539,,,WILL NEVER BE DRILLED,,OTHER,,,,96-G,,NO,,,,2.85,0,,,0,,,BARENTS SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,7230,5,U,8,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1156,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2024-01-02 00:00:00,POINT EMPTY
7227/11-U-1,1158,7227/11-U-1,IKU Petroleumsforskning SINTEF Gruppen,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=2539,2539,,,WILL NEVER BE DRILLED,,OTHER,,,,98-G,,NO,,,,2.85,0,,,0,,,BARENTS SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,7227,11,U,1,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1158,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2024-01-02 00:00:00,POINT EMPTY
7229/8-U-1,1159,7229/8-U-1,IKU Petroleumsforskning SINTEF Gruppen,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=2539,2539,,,WILL NEVER BE DRILLED,,OTHER,,,,99-G,,NO,,,,2.85,0,,,0,,,BARENTS SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,7229,8,U,1,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1159,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2024-01-02 00:00:00,POINT EMPTY
6308/10-U-1,1160,6308/10-U-1,IKU Petroleumsforskning SINTEF Gruppen,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=2539,2539,,,WILL NEVER BE DRILLED,,OTHER,,,,100-G,,NO,,,,2.85,0,,,0,,,NORWEGIAN SEA,SCARABEO 5,SEMISUB STEEL,MOVEABLE,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,6308,10,U,1,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1160,,,initial,,,,,294058,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2024-01-02 00:00:00,POINT EMPTY
31/6-U-9,1200,31/6-U-9,A/S Norske Shell,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=562,562,,,WILL NEVER BE DRILLED,,OTHER,,,,131-G,,NO,,,,2.85,0,,,0,,,NORTH SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,31,6,U,9,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1200,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2014-10-18 00:00:00,2024-01-02 00:00:00,POINT EMPTY
31/6-U-10,1211,31/6-U-10,A/S Norske Shell,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=562,562,,,,,OTHER,,,,132-G,,NO,,,,2.85,0,,,0,,,NORTH SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,31,6,U,10,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1211,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2014-10-18 00:00:00,2024-01-02 00:00:00,POINT EMPTY
31/6-U-11,1212,31/6-U-11,A/S Norske Shell,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=562,562,,,,,OTHER,,,,133-G,,NO,,,,2.85,0,,,0,,,NORTH SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,31,6,U,11,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1212,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2014-10-18 00:00:00,2024-01-02 00:00:00,POINT EMPTY
31/6-U-12,1213,31/6-U-12,A/S Norske Shell,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=562,562,,,,,OTHER,,,,134-G,,NO,,,,2.85,0,,,0,,,NORTH SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,31,6,U,12,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1213,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2014-10-18 00:00:00,2024-01-02 00:00:00,POINT EMPTY
31/6-U-13,1214,31/6-U-13,A/S Norske Shell,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=562,562,,,,,OTHER,,,,135-G,,NO,,,,2.85,0,,,0,,,NORTH SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,,0,0,0,,0,0,0,0,0,31,6,U,13,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1214,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,2014-10-18 00:00:00,2024-01-02 00:00:00,POINT EMPTY
7128/9-U-2,1331,7128/9-U-2,IKU Petroleumsforskning SINTEF Gruppen,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=2539,2539,,,WILL NEVER BE DRILLED,,OTHER,,,,180-G,,NO,,,,2.85,0,,,0,,,BARENTS SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,N,0,0,0,E,0,0,0,0,35,7128,9,U,2,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1331,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2024-01-02 00:00:00,POINT EMPTY
7029/3-U-3,1333,7029/3-U-3,IKU Petroleumsforskning SINTEF Gruppen,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=2539,2539,,,WILL NEVER BE DRILLED,,OTHER,,,,182-G,,NO,,,,0,0,,,0,,,BARENTS SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,N,0,0,0,E,0,0,0,0,35,7029,3,U,3,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1333,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2024-01-02 00:00:00,POINT EMPTY
7430/7-U-2,1334,7430/7-U-2,IKU Petroleumsforskning SINTEF Gruppen,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=2539,2539,,,WILL NEVER BE DRILLED,,OTHER,,,,183-G,,NO,,,,2.85,0,,,0,,,BARENTS SEA,,,,,,NO,,,0,0,NO,,,,,,,0,,,,,,,0,ED50,0,0,0,N,0,0,0,E,0,0,0,0,35,7430,7,U,2,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Other|OtherAll&nav3=1334,,,initial,,,,,,,0,,0,0,0,0,,,,,,,,,,NO,0,NO,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,2024-01-02 00:00:00,POINT EMPTY
