API_WELL_NUMBER,REMARK_DATE,REMARK_TEXT
427044008700,01/06/15,Milled to 2520'MD. Pumped vis sweeps.
427044008700,01/07/15,Pumped hi-vis sweeps/circ hole clean. POOH/LD mill assy. TIH w/mill assy to 2490'MD. Reamed/cleaned window to 2520'MD. Milled to 2524'MD. Pumped vis sweeps.
427044008700,01/08/15,Milled to 2530'MD. Pumped/circ out sweeps. POOH/LD mill assy. TIH w/mill assy to 524'MD/tagged obstruction. POOH to 507'MD. Could not get deeper.
427044008700,01/09/15,POOH/LD mill assy. Jetted BOP stack. Commence testing BOP'S.
427044008700,01/10/15,Completed testing BOP'S. Function tested BOP'S. Performed accu drawdown/OK. TIH w/mill assy to 491'MD. Reamed/cleaned to 618'MD. WOW. TIH to 2080'MD.
427044008700,01/11/15,"TIH w/mill assy to 2490'MD. Washed/reamed/cleaned debris F/7"" csg window. Washed/reamed to 2530'MD/btm of window. CBU. Pumped/circ out sweeps. Washed/reamed into csg stump to 2596'MD. Reamed/cleaned to 2530'MD. Pumped/circ out sweeps. POOH/LD mill assy. Performed mast inspection/OK. Cleaned BOP stack. TIH w/mill assy to 314'MD."
427044008700,01/12/15,TIH to 2530'MD. Milled to 2542'MD. Pumped/circ out sweps.
427044008700,01/13/15,Milled to 2548'MD. Pumped/circ out sweeps. POOH/LD mill assy. TIH w/mill assy to 124'MD.
427044008700,01/14/15,TIH to 2490'MD. Washed/reamed/pumped sweeps/circ out 2596'MD. CBU. POOH/LD mill assy. TIH w/mill assy to 2500'MD. Circ hole clean. Worked to 2532'MD.
427044008700,01/15/15,Worked to 2548'MD. Milled to 2557'MD. POOH to 2439'MD. CBU. TIH to 2557'MD. Milled to 2558'MD.
427044008700,01/16/15,"Milled to 2560'MD. Pumped/circ out sweep. TOOH to 2490'MD. TIH to 2535'MD. Washed/reamed to 2560'MD. Pumped/circ out sweep. Circ hole clean. POOH to 2470'MD. POOH/LD mill assy (APM step 2). TIH w/string cutter assy to 2560'MD. Backreamed to 2538'MD. Cleaned 9 5/8"" csg wall. TIH to 2560'MD. Worked to 2538'MD. Pumped/circ sweep. Circ hole clean."
427044008700,01/17/15,"Backreamed to 2490'MD. Cleaned 9 5/8"" csg wall.Pumped/circ sweep. Circ hole clean. POOH/LD assy. RD BN/FL. Skidded HPU South. ND/replaced/installed new annular. Skidded HPU back over well. RU BN/FL. Commence testing BOP'S."
427044008700,01/18/15,Completed testing BOP'S. Function tested BOP'S. Performed accu drawdown/OK. TIH w/MS to 2560'MD. (Note APM step 3 done 1/17/14)
427044008700,01/19/15,"Displaced well to 10.8# CaCl2. POOH/LD MS. TIH/set 9 5/8"" IBP @ 2549'. POOH/LD ST (APM step 4). TIH w/MS to 1392'MD."
427044008700,01/20/15,TIH w/MS to 2548'MD (APM step 5). Pumped a 73 CF Prem cmt plug F/2252 to 2549'MD. WOC. POOH to 2015'MD. Reversed circ 2 WS vols/WOC/cleaned cmt equip (APM step 6). Performed weekly mast inspection/OK. Performed general maintenace.
427044008700,01/21/15,"WOC/performed general maintenace. TIH/tagged TOC @ 2252'MD. POOH/LD MS (RPM step 7). Bubbled tested 7"" csg/OK. Tested test cmt plug to 1000 psi/press dropped off to 50 psi in 15 min/bumped press back up. Lost 100 psi in 30 min/lost another 10 ppsi in 30 min. Press tested 9 5/8"" X 13 3/8"" annulus/rose to 75 psi. Press tested 7"" csg/cmt backup to 1100 psi/lost 40 psi - 7"" X 9 5/8"" 0 psi/9 5/8"" X 13 3/8"" csg @ 225 psi (APM step 8). Bleed off csg press. Monitored all csg pressures -7"" csg 0 psi, 7"" "
427044008700,01/22/15,"Continue monitor csgs - 7"" csg 0 psi, 7"" X 9 5/8"" annuls 0 psi, & 9 5/8"" X 13 3/8"" annulus 5 psi. Bled 9 5/8"" X 13 3/8"" annulus to 0 psi."
427044008700,01/23/15,"Continue monitor csgs - 7"" csg 0 psi, 7"" X 9 5/8"" annuls 0 psi, & 9 5/8"" X 13 3/8"" annulus 5 psi. Bled 9 5/8"" X 13 3/8"" annulus to 0 psi. TIH w/mill assy to 647'MD. Milled to 649'MD. 7"" X 9 5/8"" 0 psi - 9 5/8"" X 13 3/8"" annulus 14 psi."
427044008700,01/24/15,"Milled to 651'MD. POOH to 646'MD. Circ hi-vis sweep/circ out. Monitored csgs - 7"" X 9 5/8"" 0 psi - 9 5/8"" X 13 3/8"" annulus 14 psi. POOH/LD assy."
427044008700,01/25/15,"TIH w/mill assy to 625'MD. Milled to 656'MD. Pumped/circ out sweeps. Cleaned window. POOH/LD mill assy. Function BOP stack. Monitored csgs - 7"" X 9 5/8"" 0 psi - 9 5/8"" X 13 3/8"" annulus 25 psi."
427044008700,01/26/15,"Monitored csgs - 7"" X 9 5/8"" 0 psi - 9 5/8"" X 13 3/8"" annulus 21 psi."
427044008700,01/27/15,"Performed mast inspection/OK. TIH w/CO assy to 396'MD. Reamed to 520'MD. TIH to 745'MD. Pumped/circ 10 bbl hi-vis sweep. POOH/LD CO assy. TIH w/mill assy to 620'MD. Trouble shooting pump #2. Monitored csgs - 7"" X 9 5/8"" 0 psi - 9 5/8"" X 13 3/8"" annulus 19 psi."
427044008700,01/28/15,"Repaired pump #2. Milled to 660'MD. Monitored csgs - 7"" X 9 5/8"" 260 psi -9 5/8"" X 13 3/8"" annulus 360 psi."
427044008700,01/29/15,Pumped 10 bbl hi-vis sweep/circ hole clean. POOH/LD mill assy. TIH w/mill assy to 655'MD. C/C fluid. Circ hole clean.
427044008700,01/30/15,Milled to 661'MD. Circ well clean. POOH/LD assy. Function test section mill. TIH w/mill assy to 661'MD. Milled to 662'MD.
427044008700,01/31/15,"Milled to 672'MD. Pumped hi-vis swweep/circ out. POOH/LD assy. TIH w/cutter assy to 35'MD/tagged obstruction. Removed gauge F/9 5/8"" x 13 3/8"" annulus - bubbled tested - 9 bubbles per min."
427044008700,02/01/15,"TIH w/cutter assy to 41'MD. TIH to 518'MD. Performed bubble test every 30 min - 0 bubbles. TIH to 745'MD. POOH to 672'MD. Circ hole clean. Washed/reamed to 647'MD. POOH to 618'MD. Circ well/no bubbles. POOH/LD assy. Circ thur 7"" csg valve & jetted out BOP stack/WH. TIH w/descaler assy/MS to 674'MD. Washed/reamed F/671-647'MD. POOH/LD assy (APM steps 9/10). Prep to test BOP'S."
427044008700,02/02/15,Tested BOP'S. Performed accu drawdown/OK. Performed mast inspection/OK. TIH to 800'MD.
427044008700,02/03/15,"Displaced well to 10.8# CACL2. TIH/set 9 5/8"" IBP @ 657'MD in 9 5/8"" csg/tested to 1000 psi/OK. Installed gauges on DP - DP 4 psi, 7"" 0 psi, 9 5/8"" csg 0 psi, 13 3/8"" csg 11 psi, & 20"" 0 psi."
427044008700,02/04/15,"Monitored well - DP 0 psi, 7"" 0 psi, 9 5/8"" csg 0 psi, 13 3/8"" csg 11 1/2 psi, & 20"" 0 psi."
427044008700,02/05/15,"Monitored well - DP 2.5 psi, 7"" 0 psi, 9 5/8"" csg 0 psi, 13 3/8"" csg 8.5 psi, & 20"" 0 psi."
427044008700,02/06/15,"Monitored well - DP 2.5 psi, 7"" 0 psi, 9 5/8"" csg 0 psi, 13 3/8"" csg 8.5 psi, & 20"" 0 psi. POOH/LD IBP F/657'MD. TIH w/CO assy to 1600'MD. CBU/no debris. POOH/LD CO assy. TIH w/perf assy to 75'MD."
427044008700,02/07/15,"TIH to 1476'MD. Perf 7"" X 9 5/8"" csg F/1500-20'MD. POOH/LD perf assy. TIH/set ICR @ 657'MD/press tested to 1250 psi to set/below CR. Circ 9 5/8"" X 13 3/8"" annulus."
427044003000,11/04/13,"FIRST REPORT - T/A - Completed RU stair tower. RU snubbing jack/2"" jack hoses. RU scaffold tower. RU work basket/gin pole. Plug in all hyd hoses for SU RU hyd tongs. RU H2S equip."
427044003000,11/05/13,Functioned tested SU components. WOW. RU hyd tong/rotary/standpipe.
427044003000,11/06/13,"RU 3"" valves on SP. RU kelly hose. Function tested tongs/rotary & traveling slips/basket remote. Commence testing BOP'S to 250/10000 psi."
427044003000,11/07/13,Completed testing BOP'S. Performed general mainteance/housekeeping.
427044003000,11/08/13,"Performed general mainteance/housekeeping. Performed bubble test on 20""/bubbles steadily coming out. Tested 20"" csg to 250 psi/OK, tested 9 5/8"" to 750 psi/OK, tested 13 3/8"" csg to 500 psi/OK, tested 7"" csg to 1000 psi/OK."
427044003000,11/09/13,"Tested 7"" csg to 7100 psi/OK. Tested BPV to 1000 psi/OK. TIH w/mill assy to 325'MD. Milled to 385'MD. POOH to 344'MD. Checked csg pressures/OK. Performed general maintenance/housekeeping. Waiting on daylight to continue operations."
427044003000,10/29/13,"FIRST REPORT - T/A - Bubbled tested 9 5/8"" X 13 3/8"" annulus/no bubbles. Bubbled tested 7"" X 9 5/8"" annulus/observed 5/10 bubbles per minute. Installed/torque frac valve. Commence RU BOP'S. Installed VR plug in 9 5/8"" X 13 3/8"" side outlet. Installed 2"" 5M gate valve on 9 5/8"" X 13 3/8"" side outlet/tested to 5000 psi/OK. Installed 2 1/16"" HCR valve on 9 5/8"" X 13 3/8"" side outlet. Press tested gate valve/HCR to 5000 psi/OK."
427044003000,10/30/13,"Installed/torqured lwr blinds/riser spools. Spotted/welded weight transfer beams. Installed/preloaded weight transfer system. Spotted choke manifold, chemical injection pumps/choke panels.  RU BOP'S."
427044003000,10/31/13,RU chicksan lines F/sqz manifold to stack/choke manifold to mud tanks. RU BOP'S.  Building scaffold tower.
427044003000,11/01/13,RU all chicksan lines. Commence RU snubbing jack/work basket.
427044003000,11/02/13,RU snubbing jack/work basket/gin pole. WOW winds Commence RU temp iron & manifolds.
427044003000,11/03/13,Completed RU temp iron/manifolds. RU snubbing jack/work basket/gin pole. RU stair tower.
427044003000,11/10/13,POOH to 344'MD. Checked csg pressures/OK. Performed general maintenance & housekeeping. Waiting on daylight to continue operations. Milled to 561'MD. Circ well clean. Shut down ops. Monitored csg pressures/OK.
427044003000,11/11/13,Performed general maintenance/housekeeping - waiting on daylight to continue snubbing ops. Monitored csg pressures/OK. Milled to 727'MD. Circ well clean. POOH to 530'MD/locked well in for night. Monitored csg pressures/OK.
427044003000,11/12/13,"Performed general maintenance/housekeeping - waiting on daylight to continue snubbing ops. Monitored csg pressures/OK. Bubbled tested 20"" csg/OK. POOH/LD mill assy. Tested 7"" csg to 6600 psi/OK. Bubbled test same/no bubbles. WOW."
427044003000,11/13/13,WOW/daylight. POOH/LD mill assy. Commence testing BOP'S to 250/10000 psi.
427044003000,11/14/13,"Completed testing BOP'S. Tested BPV to 1000 psi/OK. Function test accu. TIH w/coring assy to 696'. Installed/closed TIW. Well secured w/1000 psi on 7"" csg. Repaired TIW valve. Tested IBOP to 250/8000 psi/OK. Tested BPV'S to 8000 psi/OK. Offloaded 120 jts of 2 7/8"" tbg."
427044003000,11/15/13,"Performed general maintenance/housekeeping. Monitored well/applied press on csg. Prep to repair to H2S alarm. Secured well w/1000 psi on 7"" csg. Performed general maintenance/housekeeping. Ceased ops - waiting on H2S equip."
427044003000,11/16/13,"Secured well w/1000 psi on 7"" csg. Performed general maintenance/housekeeping Equip arrived. Installed/tested/calibrate new H2S equip/OK. Washed F/696 to 727'MD. Milled to 741'MD. Pumped 5 bbl FLO-VIS sweep. Performed compressibility test to 4000 psi/OK. Press up 7"" csg to 4000 psi."
427044003000,11/17/13,"Monitored 7"" csg pressures to 4000 psi/drift to 1400 psi. Monitored vols/press/trends ss up 7"" to 4000 psi. Monitored stabilized press. Monitored press @ 1600 psi/OK."
427044003000,11/18/13,"Monitored press @ 1600 psi/OK. Press up to 4000 psi/bled downn & stabilization. Bled press on 7"" csg to 1700 psi. POOH/LD mill assy. Tested BPV to 1800 psi/OK. RIH w/mill assy to 727'MD. Milled to 744'/BP while holding 2200 psi of applied press on well. Pumped 5 bbl FLO-VIS sweep/chased w/78 bbl of CaCl2. Displaced tbg to 8.6# SW. POOH/LD mill assy. Tested BPV to 1800 psi/OK. Performed general mainteance/housekeeping."
427044003000,11/19/13,Performed general mainteance/housekeeping. Monitored press. Waiting on daylight. RIH w/MS/tagged BP @ 744'MD. Displaced well F/10.8# CaCl2 to w/treated SW. Monitored 1800 psi on well. PREP TO SET CMT PLUG.
427044003000,11/20/13,Performed general mainteance/housekeeping. Pumped a 28.05 CF Class H cmt plug F/624-741'MD (will be drilled out). POOH to 557'MD. Pumped nerf ball/circ out. POOH/applied 4000 psi to cmt plug/WOC. Commence testing BOP'S.
427044003000,11/21/13,"Completed testing BOP'S to 200/300/8000 psi/OK. Tested BPV to 1800 psi/OK. TIH to 624'/TOC/set w/15K down. PU to 622'MD. Press tested cmt plug to 6600 psi/OK. POOH to 530'MD w/2000 psi on 7"" csg."
427044003000,11/22/13,"Monitored csg press. Offloaded supplies. Monitored well/csg press on 7"" to 1800 psi. TIH w/mill assy to 624'MD. Milled to 728'MD. Circ hole clean. WOW Took on 10.8# CaCl2. Displaced 8.6# treated SW w/10.8# CaCl2. Press tested 7"" csg to 6600 psi/OK. Monitored well/csg pressures."
427044003000,11/23/13,Monitored well/csg pressures. WOW. Displaced w/10.8# CaCl2 to 8.6# SW. Monitored well/csg pressures.
427044003000,11/24/13,Monitored well/csg pressures. Attempted to POOH/no success. Performed general maintenance/housekeeping WOW
427044003000,11/25/13,Monitored well/csg pressures. Attempted to POOH/no success. Performed general maintenance/housekeeping WOW.
427044003000,11/26/13,Monitored well/csg pressures. Attempted to POOH/no success. Performed general maintenance/housekeeping WOW.
427044003000,11/27/13,Monitored well/csg pressures. Attempted to POOH/no success. Performed general maintenance/housekeeping WOW.  POOH/LD cmt assy. Commence testing BOP'S.
427044003000,11/28/13,Completed testing BOP'S. Tested BPV to 8000 psi/OK. RIH w/coring assy to 540'MD. Conducted compressibility test/press up on surface lines to 7200 psi/OK. Bled press to 1200 psi. Monitored csg pressures. Performed general maintenance & housekeeping.
427044003000,11/29/13,"Monitored csg pressures. Performed general maintenance/housekeeping. Snub in hole to 728'MD/TOC. Performed compressibility test/press up on surface lines to 7100 psi/OK. Press up on 7"" csg to 6600 psi/OK. Bled to 1200 psi/OK. Displaced well to 10.8# CaCl2. Washed to 732'MD. Unable to mill deeper. SOH to 665'MD. Changed out 1/2 stripper rams. Monitored csg pressures. Performed general maintenance & housekeeping"
427044003000,11/30/13,Monitored csg pressures. Performed general maintenance/housekeeping. SOH/LD BHA. RIH w/mill assy to 709'MD. Milled to 711'MD. Washed to 728'MD. Circ/cleaned well. POOH/LD mill assy. Tested BPV to 8000 psi/OK. Monitored csg pressures. Performed general maintenance/housekeeping.
427044003000,12/01/13,Monitored csg pressures. Performed general maintenance/housekeeping. SIH w/mill assy to 726'MD. Washed/reamed to 734'MD. Milled to 745'MD. Circ hole clean. TOOH to 726'MD. POOH/LD mill assy.
427044003000,12/02/13,"TIH w/mill assy to 727'MD. Displaced well w/CaCl2 to 8.6# SW. Milled out cmt to 743'MD. Milled BP to 744'MD. Washed to 750'MD. Pumped 5 bbl hi-vis sweep. Circ hole clean. TIH to 7470'MD. Monitored 7"" SICP/well static."
427044003000,12/03/13,TOOH/LD mill assy. Tested BPV in BOP stack to 1000 psi. TIH w/mill assy to 716'MD. Washed to 748'MD. TIH to 2071'MD.
427044003000,12/04/13,TIH to 3903'MD. Washed down to 4060'MD. Scraped/cleaned to 7470'. TOOH to 7418'MD. Displaced well to 8.6# SW. TOOH to 5974'MD.
427044003000,12/05/13,TOOH/LD mill assy. Commence testing BOP'S to 250/8000 psi
427044003000,12/06/13,Testing BOP'S
427044003000,12/07/13,Completed testing BOP'S. TIH w/BP to 4608'MD.
427044003000,12/08/13,RIH/set BP @ 7400'. POOH/LD RT. TIH w/MS to 3078'MD.
427044003000,12/09/13,TIH to 7400'MD/BP. Pumped a 85.32 CF Class H cmt plug F/6892-7400'MD. PU 18 jts/reversed circ. Installed foam ball down DP. WOC. Cleaned cmt equip.
427044003000,12/10/13,"WOC. Tested plug in 7"" csg to 1000 psi/OK & monitored 13 3/8"" X 9 5/8"" annulus. TIH/tagged TOC @ 6892' w/15K down. Pumped 10 bbl hi-vis sweep followed by 118 bbl of 10.8# CaCL2. Displaced SW F/well. POOH to 5562'. Backloaded cmt equip on to boat. LD tbg."
427044003000,12/11/13,"POOH/LD MS. Backloading 2 7/8"" DP to workboat. RU WL equip. Performed general mainteance/housekeeping."
427044003000,12/12/13,Conducted gin pole inspection/drop inventory. RIH w/CBL/SBT tools to 6910'/tools failed. POOH/replaced tools. RIH w/new tools to 6800'/verify tools worked. POOH/LD tools.
427044003000,12/13/13,RIH w/new tools to 6800'/logged to surface. Performed general mainteance/housekeeping. Commence testing BOP'S.
427044003000,12/14/13,"Completed testing BOP'S. Function tested accu. Tested ball/set BPV TO 8000 psi/OK. Performed compressibility test on 7"" csg to 3000 psi/OK. WOW."
427044003000,12/15/13,WOW. TIH w/WS to 3929'. Circ 110 bbl of 10.8# CACL2. Spotted 20 bbl hi-vis pill. Displaced w/19 bbl of 10.8# CACL2. POOH/LD MS.
427044003000,12/16/13,"RU EWU/tested lubr to 2500 psi/OK. RIH/perf 7"" csg F/3770-90'. POOH/LD perf assy. RD EWU. Performed compressibility test on 7"" csg/shut in same press is 1100 psi. Backloaded EWU onto boat. Performed another compressibility test on 7"" csg/OK. PU MS BHA/tested BPV in stack to 1000 psi/OK. Performed general mainteance & housekeeping. Monitored well."
427044003000,12/17/13,Performed general mainteance/housekeeping. Monitored well. TIH w/MS to 3502'MD. Spotted 10 bbl hi-vis spacer F/3200-3500'. Snub OOH to 3171'. Performed general maintenance/housekeeing. Monitored press on csgs.
427044003000,12/18/13,Performed general maintenance/housekeeing. Monitored press on csgs. Snub OOH/LD MS. RU E-Line/tested lubr to 2500 psi/OK. Opened frac valve.
427044003000,12/19/13,"RIH w/perf gun/CCL to 3485'. Press up 7"" csg to 2000 psi.  perf F/3485-3550'. 7"" compressibility test press stabilized to 3000 psi. POOH/LD perf fun. Tested lubr to 2500 psi/OK. RIH w/perf gun/CCL to 3193'. Perf F/3193-3213'/7"" csg leveled out at 1925 psi. POOJH/LD perf gun/CCL. Performed compressibilty 2850 psi."
427044003000,12/20/13,"LD MS. Monitored well. Performed general mainteance/housekeeping. Tested BPV/seat in stack in to 1000 psi/OK. PU/snub in hole w/CR to 2030'. Displaced 7"" csg well F/10.8# CaCl to 8.6# SW. Press on 7"" csg - 2250 psi. Performed general mainteance/housekeeping. Monitored well."
427044003000,12/21/13,"Performed general mainteance/housekeeping. Monitored well. WOW. Monitored well on 7"" csg - 2025 psi."
427044003000,12/22/13,"Montored well. Press on 7"" csg on choke panel to 2025 psi/OK. CBU. Snub CR OOH/LD same. Commence testing BOP'S."
427044003000,12/23/13,Testing BOP'S/see issues below/frac valve not holding. Secured well on lwr blind w/2000 psi/OK. Monitored well. Performed tests on spare surface valves & BPV'S to 250/8000 psi.
427044003000,12/24/13,"Performed tests on spare surface valves/BPV'S to 250/8000 psi. Monitored 7"" csg press to 2000 psi/OK. RIH w/storm pkr to 3000'/secured well. Waiting on daylight."
427044003000,12/25/13,Waiting on daylight. Set storm pkr @ 1019'MD. Completed testing BOP'S. Performed accu test.
427044003000,12/26/13,"TIH to 2 7/8"" pipe to 1019'/storm pkr. Secured well. Waiting on daylight. Screwed into pkr. Snub OOH w/pkr. LD same/pipe. Monitored well press & holding 2200 psi on 7""."
427044003000,12/27/13,"Monitored well press/holding 2200 psi on 7"". Snub 99 jts of 2 7/8"" pipe OOH. Press tested dual flapper BPV'S to 8000 psi/OK. Tested BPV to 1000 psi/OK. MU mill. Ran assy to top of lwr blinds."
427044003000,12/28/13,"Monitored well press/holding 2200 psi on 7"". Waiting on daylight. Snub in hole w/mill to 3608'. Displaced w/8.6# SW. Snub OOH/LD mill. Secured well & monitored 7"" csg press holding 230 psi. Changed out slips on snubbing unit."
427044003000,12/29/13,"Secured well/monitored 7"" csg press holding 2300 psi. Waiting on daylight. Stumped tested BPV'S to 250/8000 psi/OK. Tested BPV to 1000 psi/OK. Snub in hole w/CR to 1722'MD. Secured well/monitored 7"" csg press holding 2300 psi."
427044003000,12/30/13,Snub in hole w/CR to 3470'/set same/holding 2200 psi back press. Break circ down tbg pit of perfs 3200' (annulus). Pumped deep clean/circ to surface. Waiting on daylight to perform cmt ops.
427044003000,12/31/13,Waiting on daylight to perform cmt ops. Pumped a 10.08 CF Class H cmt plug F/3470-3420'. PU 4 jts/pumped 2 full vols. Pumped nerf ball. WOC. POOH to 3000' holding 2000 psi on choke. Installed storm pkr @ 286'/press up to 1650 psi/OK.
427044003000,01/01/14,Tested BOP'S. TIH/stab into storm pkr/unable to pulled. Secured well for night. Tested BPV/spare TIW/IBOP'S.
427044003000,01/02/14,Performed ginpole inspection. Performed housekeeping/mainteance. Waiting on orders.
427044003000,01/03/14,Performed housekeeping/mainteance. Waiting on orders.
427044003000,01/04/14,Performed housekeeping/mainteance. Waiting on orders.
427044003000,01/05/14,Performed housekeeping/mainteance. Waiting on orders. WOW to offloaded WL equip.
427044003000,01/06/14,Performed housekeeping/mainteance. WOW. Offloaded WL equip. RU SLU & lubr. Waiting on stuffing box check valve.
427044003000,01/07/14,Performed housekeeping/mainteance. Waiting on stuffing box check valve/ tested lubr to 2500 psi/OK. Valve arrived/installed. TIH w/retreived equalizing plug. POOH/LD plug. TIH/tagged blanking plug @ 347'MD. Jarred on plug/could not plug. POOH. Tested lubr to 2000 psi/OK. MU GO-devil.
427044003000,01/08/14,Dropped go-devil/recovered 350' of 400' of SL. RD lubr. Secured well. Waiting on daylight. Tested lubr to 5600 psi/OK. RIH w/RB tool to retrieved cutter. Latched same POOH/LD same. LD lubr. WOW.
427044003000,01/09/14,WOW. Tested lubr to 2500 psi/OK. RIH w/RB tool/tagged TOF @ 346'MD. Latched fish. POOH/LD same. RD lubr. Press up to 2000 psi/unseated storm pkr. Bled down tp 850 psi. Montiored returns at gas buster.
427044003000,01/10/14,Montiored returns at gas buster. Backloaded SL equip. Monitored csg pressures. POOH/LD RB tool/pkr. Commence testing BOP'.
427044003000,01/11/14,Completed testing BOP'S. Performed accu drawdown test. Function remote panels. RIH/set CR @ 3170'MD/tested backside to 1000 psi/OK. Spotted hi-vis pill on top of CR.
427044003000,01/12/14,"POOH/LD RT. RIH w/MS to 73'/7"" csg has 0 psi/record negative test. RU EWU/tested lubr to 2500 psi/OK. RIH w/CCL/perf gun to 865'. Applied 500 psi. Perf F/795-815'MD. Press on 7"" fell to 450 psi. POOH/LT. RD EWU. Monitored well. WOW."
427044003000,01/13/14,"WOW. Removed BPV. RIH w/cmt stinger to 3170' CR. Bleed/bubble tested 7"" X 9 5/8"" annulus/OK. Bleed/bubble tested 9"" X 13 3/8"" annulus/OK. Reversed out vis pill. Pumped 30 bbl of 10.8# deep clean down 7"" X DP annulus. Sting into CR @ 3170'MD. Circ down SP to clean top of CR. Sting out of CR. Pumped/est circ down tbg/up 7"" csg. Slack off to 1' above CR (3169'). Circ/washed top of CR. Sting into CR/attempted to est circ down WS circ perfs 3194-3213'MD under CR."
427044003000,01/14/14,"Press up to 3600 psi/bled to 0 psi. POOH/LD stinger (found lwr orifice packed off by test plug rubber). RU WLU/tested 2500 psi (no wire/tools). RIH w/perf assy press 7"" csg to 500 psi/ perf 7"" csg F/2805-25'."
427044003000,01/15/14,"WOW. Press on 7"" csg 100 psi. Tested BPV to 1000 psi/OK. TIH/set CR @ 2780'MD. Circ SW down 2 7/8"" WS/return thru 7"" X 2 7/8"" annulus."
427044003000,01/16/14,"Secured well/monitored 7"" csg press. Displaced well w/10.8# CaCl2. Monitored well pressures."
427044003000,01/17/14,"TOOH/LD WS. Removed BPV'S. Secured WS. Installed TIW. TIH w/stinger to 2780'/top of CR. Sting into CR. Attempted to est reverse circ down 7"" csg/thru the top perfs/unable to circ. Unsting OOF CR. Spotted 10bbl hi vis pill on top of CR. Pumped 10 bbl hi vis pill down WS folllowed by 14 bbl of 10.8# CaCl2."
427044003000,01/18/14,TOOH/LD BHA. Tested BOP'S. Tested BPV'S to 250/8000 psi/OK.
427044003000,01/19/14,Secured well/monitored pressures. Function tested BOP'S. RU E-Line/tested lubr to 2500 psi.
427044003000,01/20/14,"RIH w/perf assy to 2313'. Re-perf 7"" csg F/2312-2332'. POOH/LD perf gun. RD E-line. Monitored pressures. TIH w/BHA to 2088'MD. At 2600'MD, pumped 10 bl hi-vis pill down 7"" followed by 5 bbl 10.8# CaCl2. Pumped 160 bbl 10.8# CaCl2 down 7"" annulus out 2 7/8"" WP. Reversed wash F/2578-2768' - 2' above CR. Circ 170 bbl 10.8# CaCl2 down 7"" annulus out 2 7/8"" WP."
427044003000,01/21/14,"Pumped 18 bbl of 10.8# CaCl2 to spot MI deepclean across perfs 1450-2400'MD. Est reversed circ between perfs. WOW. Est steady circ down 7"" X 2 7/8"" WP thru perfs. Pumped 10 bbl hi-vis pill down 7"" csg taking returns up 2 7/8"" WP. Displaced w/SW. Sting out of CR. Pumped 80 bbl of 8.6# SW down 7"" csg up 2 7/8"" WP. Residual CaCl2 completely reversed out of 7"" csg. Replaced w/SW. Sting into CR. Conducted circ test down 2 7/8"" WP up 7"" csg. Sting out of CR."
427044003000,01/22/14,"Pumped a 61.76 CF Class H cmt plug F/2380-2780' in the 9 5/8"" X 7"" annulus. Sting out of CR/reversed out w/60 bbl SW. Launch 3"" nerf ball in 2 7/8"" WS. Circ 16 bbl down tbg. TOOH/LD stinger equip. WOC. Cleaned surface equip. TIH w/stinger assy to 2147'MD."
