API Well Number,Operations Code,Approved Date,Submitted Date,Well Name,Well Name Bp Suffix,Well Name St Suffix,Water Depth (feet),Company Number,Company Name,Bottom Lease Number,Bottom Area,Bottom Block,Surface Lease Number,Surface Area,Surface Block
177000003300,ABANDON,4/24/2013,4/10/2013,A007,00,00,38,01834,Stone Energy Corporation, 00301,WC,56, 00299,WC,45
177000003400,ABANDON,11/13/2012,11/6/2012,A008,00,00,30,01834,Stone Energy Corporation, 00299,WC,45, 00299,WC,45
177000003400,ABANDON,3/4/2013,3/1/2013,A008,00,00,30,01834,Stone Energy Corporation, 00299,WC,45, 00299,WC,45
177000003400,ABANDON,4/24/2013,4/10/2013,A008,00,00,30,01834,Stone Energy Corporation, 00299,WC,45, 00299,WC,45
177000010301,ABANDON,7/21/2016,7/8/2016,A001,00,01,25,03295,Fieldwood Energy LLC, 00526,WC,68, 00526,WC,68
177000010301,ABANDON,1/22/2018,1/18/2018,A001,00,01,25,03295,Fieldwood Energy LLC, 00526,WC,68, 00526,WC,68
177000010400,ABANDON,7/21/2016,7/8/2016,A002,00,03,25,03295,Fieldwood Energy LLC, 00526,WC,68, 00526,WC,68
177000010400,ABANDON,10/17/2017,10/15/2017,A002,00,03,25,03295,Fieldwood Energy LLC, 00526,WC,68, 00526,WC,68
177000010400,ABANDON,1/23/2018,1/18/2018,A002,00,03,25,03295,Fieldwood Energy LLC, 00526,WC,68, 00526,WC,68
177000010500,ENHANCE,12/9/2004,12/9/2004,B001,00,00,33,00114,BP America Production Company, 00526,WC,68, 00526,WC,68
177000010500,COMP,10/4/2007,10/4/2007,B001,00,00,33,00105,Apache Corporation, 00526,WC,68, 00526,WC,68
177000010500,COMP,11/13/2007,11/13/2007,B001,00,00,33,00105,Apache Corporation, 00526,WC,68, 00526,WC,68
177000010500,COMP,11/16/2007,11/16/2007,B001,00,00,33,00105,Apache Corporation, 00526,WC,68, 00526,WC,68
177000010500,COMP,11/20/2007,11/20/2007,B001,00,00,33,00105,Apache Corporation, 00526,WC,68, 00526,WC,68
177000010500,ABANDON,1/15/2008,1/15/2008,B001,00,00,33,00105,Apache Corporation, 00526,WC,68, 00526,WC,68
177000010500,ABANDON,7/2/2008,7/2/2008,B001,00,00,33,00105,Apache Corporation, 00526,WC,68, 00526,WC,68
177000010500,ABANDON,7/17/2008,7/17/2008,B001,00,00,33,00105,Apache Corporation, 00526,WC,68, 00526,WC,68
177000010500,ABANDON,7/30/2008,7/30/2008,B001,00,00,33,00105,Apache Corporation, 00526,WC,68, 00526,WC,68
177000010500,ABANDON,8/13/2008,8/13/2008,B001,00,00,33,00105,Apache Corporation, 00526,WC,68, 00526,WC,68
177000010500,ABANDON,9/5/2008,8/28/2008,B001,00,00,33,00105,Apache Corporation, 00526,WC,68, 00526,WC,68
177000010500,ABANDON,12/23/2008,12/22/2008,B001,00,00,33,00105,Apache Corporation, 00526,WC,68, 00526,WC,68
177000012700,ABANDON,6/21/2005,6/21/2005,B001,00,00,43,02481,BP Exploration & Production Inc., 00082,WC,111, 00082,WC,111
177000012700,ABANDON,5/10/2006,5/4/2006,B001,00,00,43,02481,BP Exploration & Production Inc., 00082,WC,111, 00082,WC,111
177000013800,ABANDON,12/28/2004,12/16/2004,001,00,00,40,02481,BP Exploration & Production Inc., 00081,WC,110, 00081,WC,110
177000013800,ABANDON,5/24/2005,5/24/2005,001,00,00,40,02481,BP Exploration & Production Inc., 00081,WC,110, 00081,WC,110
177000013800,ABANDON,5/16/2008,5/15/2008,001,00,00,40,02481,BP Exploration & Production Inc., 00081,WC,110, 00081,WC,110
177000015801,ABANDON,2/12/2007,2/8/2007,002,00,01,50,01834,Stone Energy Corporation, 00762,WC,176, 00762,WC,176
177000015801,ABANDON,7/27/2007,7/26/2007,002,00,01,50,01834,Stone Energy Corporation, 00762,WC,176, 00762,WC,176
177000015801,ABANDON,8/9/2007,8/8/2007,002,00,01,50,01834,Stone Energy Corporation, 00762,WC,176, 00762,WC,176
177000015801,ABANDON,8/20/2007,8/20/2007,002,00,01,50,01834,Stone Energy Corporation, 00762,WC,176, 00762,WC,176
177000017200,OTHER,3/23/2010,3/22/2010,A001,00,00,40,02025,"El Paso E&P Company, L.P.", 00253,WC,149, 00253,WC,149
177000017200,OTHER,6/26/2013,6/26/2013,A001,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017200,OTHER,10/17/2013,10/15/2013,A001,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017200,ABANDON,10/29/2013,10/23/2013,A001,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017200,ABANDON,1/23/2014,1/23/2014,A001,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017200,OTHER,1/24/2014,1/22/2014,A001,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017200,OTHER,6/4/2014,6/3/2014,A001,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017200,WORKOVER,3/21/2016,3/18/2016,A001,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017200,WORKOVER,7/12/2017,7/7/2017,A001,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017200,WORKOVER,7/12/2017,7/12/2017,A001,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017200,WORKOVER,8/23/2017,8/18/2017,A001,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017200,WORKOVER,8/23/2017,8/23/2017,A001,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017200,WORKOVER,9/5/2017,8/23/2017,A001,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017200,ABANDON,7/29/2019,7/15/2019,A001,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017300,OTHER,4/20/2005,4/19/2005,A002,00,00,40,00236,El Paso Production Company, 00251,WC,132, 00253,WC,149
177000017300,ABANDON,4/21/2005,4/20/2005,A002,00,00,40,00236,El Paso Production Company, 00251,WC,132, 00253,WC,149
177000017300,ABANDON,5/12/2005,5/11/2005,A002,00,00,40,00236,El Paso Production Company, 00251,WC,132, 00253,WC,149
177000017300,ABANDON,3/27/2018,3/21/2018,A002,00,00,40,02025,"EP Energy E&P Company, L.P.", 00251,WC,132, 00253,WC,149
177000017300,ABANDON,4/2/2019,4/1/2019,A002,00,00,40,02025,"EP Energy E&P Company, L.P.", 00251,WC,132, 00253,WC,149
177000017300,ABANDON,7/29/2019,7/29/2019,A002,00,00,40,02025,"EP Energy E&P Company, L.P.", 00251,WC,132, 00253,WC,149
177000017400,OTHER,10/6/2010,10/5/2010,A003,00,00,40,02025,"El Paso E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017400,OTHER,10/27/2010,10/27/2010,A003,00,00,40,02025,"El Paso E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017400,OTHER,11/22/2010,11/22/2010,A003,00,00,40,02025,"El Paso E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017400,WORKOVER,5/24/2011,5/23/2011,A003,00,00,40,02025,"El Paso E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017400,WORKOVER,6/2/2011,6/2/2011,A003,00,00,40,02025,"El Paso E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017400,WORKOVER,6/9/2011,6/8/2011,A003,00,00,40,02025,"El Paso E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017400,WORKOVER,6/21/2011,6/21/2011,A003,00,00,40,02025,"El Paso E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017400,ENHANCE,6/24/2011,6/24/2011,A003,00,00,40,02025,"El Paso E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017400,ENHANCE,7/1/2011,7/1/2011,A003,00,00,40,02025,"El Paso E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017400,ABANDON,7/18/2013,6/6/2013,A003,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017400,ABANDON,10/16/2013,10/14/2013,A003,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017400,ABANDON,10/13/2017,9/20/2017,A003,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017400,ABANDON,3/28/2019,3/27/2019,A003,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017500,ABANDON,9/19/2019,9/18/2019,A004,00,00,40,02375,"Energy XXI GOM, LLC", 00250,WC,131, 00253,WC,149
177000017600,OTHER,7/24/2013,7/8/2013,A005,00,00,38,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017600,ABANDON,11/1/2013,10/25/2013,A005,00,00,38,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017600,ABANDON,2/6/2014,1/29/2014,A005,00,00,38,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017600,ABANDON,7/30/2019,7/23/2019,A005,00,00,38,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017600,ABANDON,8/15/2019,8/14/2019,A005,00,00,38,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017700,ABANDON,10/7/2013,10/7/2013,A006,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017700,ABANDON,10/10/2013,10/10/2013,A006,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017700,ABANDON,11/6/2013,10/28/2013,A006,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017700,ABANDON,12/10/2013,12/10/2013,A006,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017700,ABANDON,12/13/2013,12/12/2013,A006,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017700,ABANDON,9/4/2019,9/3/2019,A006,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017800,ENHANCE,6/26/2013,6/26/2013,A007,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017800,ENHANCE,7/2/2013,7/1/2013,A007,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017800,ABANDON,11/19/2013,11/8/2013,A007,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017800,ABANDON,3/28/2019,3/28/2019,A007,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017800,ABANDON,6/13/2019,6/13/2019,A007,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017800,ABANDON,6/28/2019,6/24/2019,A007,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017800,ABANDON,7/15/2019,7/11/2019,A007,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017800,ABANDON,7/25/2019,7/25/2019,A007,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000017900,ENHANCE,6/21/2005,6/15/2005,A008,00,00,40,00236,El Paso Production Company, 00253,WC,149, 00253,WC,149
177000017900,ENHANCE,10/5/2005,8/24/2005,A008,00,00,40,00236,El Paso Production Company, 00253,WC,149, 00253,WC,149
177000017900,COMP,2/6/2006,2/6/2006,A008,00,00,40,00236,El Paso Production Company, 00253,WC,149, 00253,WC,149
177000017900,OTHER,6/27/2006,6/27/2006,A008,00,00,40,00236,El Paso Production Company, 00253,WC,149, 00253,WC,149
177000017900,OTHER,8/1/2006,7/28/2006,A008,00,00,40,00236,El Paso Production Company, 00253,WC,149, 00253,WC,149
177000017900,OTHER,8/1/2006,8/1/2006,A008,00,00,40,00236,El Paso Production Company, 00253,WC,149, 00253,WC,149
177000017900,COMP,4/2/2013,3/26/2013,A008,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017900,COMP,4/5/2013,4/5/2013,A008,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017900,ABANDON,7/18/2013,6/17/2013,A008,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017900,ABANDON,11/1/2013,10/31/2013,A008,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017900,ABANDON,11/25/2013,11/25/2013,A008,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017900,ABANDON,12/3/2013,12/3/2013,A008,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017900,ABANDON,12/10/2013,12/10/2013,A008,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000017900,ABANDON,9/5/2019,9/3/2019,A008,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018000,ABANDON,9/17/2019,9/16/2019,A009,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018100,ABANDON,9/17/2019,9/16/2019,A010,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018200,ABANDON,9/18/2019,9/16/2019,A011,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000018300,OTHER,6/9/2010,6/8/2010,A012,00,00,40,02025,"El Paso E&P Company, L.P.", 00253,WC,149, 00253,WC,149
177000018300,OTHER,7/30/2010,7/30/2010,A012,00,00,40,02025,"El Paso E&P Company, L.P.", 00253,WC,149, 00253,WC,149
177000018300,OTHER,8/5/2010,8/4/2010,A012,00,00,40,02025,"El Paso E&P Company, L.P.", 00253,WC,149, 00253,WC,149
177000018300,OTHER,7/2/2013,7/1/2013,A012,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018300,ABANDON,7/18/2013,7/16/2013,A012,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018300,OTHER,10/17/2013,10/15/2013,A012,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018300,ABANDON,10/24/2013,10/22/2013,A012,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018300,OTHER,1/22/2014,1/22/2014,A012,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018300,OTHER,4/1/2016,4/1/2016,A012,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018300,OTHER,3/30/2017,3/27/2017,A012,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018300,OTHER,11/29/2017,11/28/2017,A012,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018300,ABANDON,8/1/2019,7/25/2019,A012,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018300,ABANDON,8/13/2019,8/9/2019,A012,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018400,WORKOVER,5/19/2005,5/19/2005,A013,00,00,40,00236,El Paso Production Company, 00253,WC,149, 00253,WC,149
177000018400,COMP,6/17/2005,6/17/2005,A013,00,00,40,00236,El Paso Production Company, 00253,WC,149, 00253,WC,149
177000018400,COMP,10/5/2005,8/24/2005,A013,00,00,40,00236,El Paso Production Company, 00253,WC,149, 00253,WC,149
177000018400,COMP,2/8/2006,2/8/2006,A013,00,00,40,00236,El Paso Production Company, 00253,WC,149, 00253,WC,149
177000018400,OTHER,7/6/2006,7/5/2006,A013,00,00,40,00236,El Paso Production Company, 00253,WC,149, 00253,WC,149
177000018400,WORKOVER,8/2/2006,8/2/2006,A013,00,00,40,00236,El Paso Production Company, 00253,WC,149, 00253,WC,149
177000018400,COMP,2/22/2008,2/22/2008,A013,00,00,40,02025,"El Paso E&P Company, L.P.", 00253,WC,149, 00253,WC,149
177000018400,COMP,3/6/2008,3/5/2008,A013,00,00,40,02025,"El Paso E&P Company, L.P.", 00253,WC,149, 00253,WC,149
177000018400,OTHER,5/16/2008,5/15/2008,A013,00,00,40,02025,"El Paso E&P Company, L.P.", 00253,WC,149, 00253,WC,149
177000018400,ABANDON,10/21/2013,10/21/2013,A013,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018400,ABANDON,12/4/2013,12/3/2013,A013,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018400,ABANDON,12/12/2013,12/11/2013,A013,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018400,ABANDON,9/4/2019,9/3/2019,A013,00,00,40,02375,"Energy XXI GOM, LLC", 00253,WC,149, 00253,WC,149
177000018500,ABANDON,10/17/2013,10/16/2013,A014,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000018500,ABANDON,11/15/2013,11/15/2013,A014,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000018500,ABANDON,11/15/2013,11/15/2013,A014,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000018500,ABANDON,3/28/2019,3/14/2019,A014,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000018500,ABANDON,6/17/2019,6/12/2019,A014,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000018500,ABANDON,7/30/2019,7/29/2019,A014,00,00,40,02025,"EP Energy E&P Company, L.P.", 00254,WC,150, 00253,WC,149
177000019000,ABANDON,11/23/2012,11/20/2012,A001,00,00,54,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019000,ABANDON,9/10/2013,9/9/2013,A001,00,00,54,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019000,ABANDON,9/24/2013,9/24/2013,A001,00,00,54,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019000,ABANDON,6/27/2014,6/19/2014,A001,00,00,54,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019100,ABANDON,11/15/2012,11/8/2012,A002,00,00,50,01284,"W & T Offshore, Inc.", 00759,WC,173, 00763,WC,180
177000019100,ABANDON,9/5/2013,9/5/2013,A002,00,00,50,01284,"W & T Offshore, Inc.", 00759,WC,173, 00763,WC,180
177000019100,ABANDON,9/23/2013,9/23/2013,A002,00,00,50,01284,"W & T Offshore, Inc.", 00759,WC,173, 00763,WC,180
177000019100,ABANDON,9/24/2013,9/24/2013,A002,00,00,50,01284,"W & T Offshore, Inc.", 00759,WC,173, 00763,WC,180
177000019100,ABANDON,6/27/2014,6/19/2014,A002,00,00,50,01284,"W & T Offshore, Inc.", 00759,WC,173, 00763,WC,180
177000019200,ABANDON,11/16/2012,11/8/2012,A003,00,00,50,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019200,ABANDON,9/11/2013,9/11/2013,A003,00,00,50,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019200,ABANDON,9/17/2013,9/16/2013,A003,00,00,50,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019200,ABANDON,9/23/2013,9/21/2013,A003,00,00,50,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019200,ABANDON,9/26/2013,9/25/2013,A003,00,00,50,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019200,ABANDON,6/27/2014,6/19/2014,A003,00,00,50,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019300,ABANDON,11/13/2012,11/8/2012,A004,01,00,50,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019300,ABANDON,10/2/2013,10/2/2013,A004,01,00,50,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019300,ABANDON,6/27/2014,6/23/2014,A004,01,00,50,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019400,ABANDON,11/16/2012,11/8/2012,A005,01,00,40,01284,"W & T Offshore, Inc.", 00759,WC,173, 00763,WC,180
177000019400,ABANDON,10/1/2013,9/30/2013,A005,01,00,40,01284,"W & T Offshore, Inc.", 00759,WC,173, 00763,WC,180
177000019400,ABANDON,6/27/2014,6/23/2014,A005,01,00,40,01284,"W & T Offshore, Inc.", 00759,WC,173, 00763,WC,180
177000019400,ABANDON,8/18/2016,8/16/2016,A005,01,00,40,01284,"W & T Offshore, Inc.", 00759,WC,173, 00763,WC,180
177000019500,ABANDON,11/16/2012,11/8/2012,A006,00,00,48,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019500,ABANDON,10/1/2013,9/30/2013,A006,00,00,48,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000019500,ABANDON,6/27/2014,6/23/2014,A006,00,00,48,01284,"W & T Offshore, Inc.", 00763,WC,180, 00763,WC,180
177000021000,COMP,7/11/2005,7/11/2005,A001,00,00,56,01364,Newfield Exploration Company, 00190,WC,192, 00190,WC,192
177000021000,ENHANCE,11/28/2007,11/27/2007,A001,00,00,56,02312,McMoRan Oil & Gas LLC, 00190,WC,192, 00190,WC,192
177000021000,COMP,2/21/2008,2/19/2008,A001,00,00,56,02312,McMoRan Oil & Gas LLC, 00190,WC,192, 00190,WC,192
177000021000,ABANDON,8/18/2011,8/15/2011,A001,00,00,56,02312,McMoRan Oil & Gas LLC, 00190,WC,192, 00190,WC,192
177000021000,ABANDON,9/6/2011,9/2/2011,A001,00,00,56,02312,McMoRan Oil & Gas LLC, 00190,WC,192, 00190,WC,192
177000021000,ABANDON,8/22/2013,8/22/2013,A001,00,00,56,02312,McMoRan Oil & Gas LLC, 00190,WC,192, 00190,WC,192
177000021100,ABANDON,9/4/2013,9/1/2013,A002,00,00,56,02312,McMoRan Oil & Gas LLC, 00193,WC,194, 00190,WC,192
177000021200,ABANDON,8/18/2011,8/15/2011,A003,00,00,57,02312,McMoRan Oil & Gas LLC, 00191,WC,193, 00190,WC,192
177000021200,ABANDON,8/22/2013,8/22/2013,A003,00,00,57,02312,McMoRan Oil & Gas LLC, 00191,WC,193, 00190,WC,192
177000021300,ABANDON,9/4/2013,9/1/2013,A004,00,00,56,02312,McMoRan Oil & Gas LLC, 00188,WC,191, 00190,WC,192
177000021400,ABANDON,9/4/2013,9/1/2013,A005,00,00,57,02312,McMoRan Oil & Gas LLC, 00188,WC,191, 00190,WC,192
177000021500,ABANDON,9/4/2013,9/1/2013,A006,00,00,56,02312,McMoRan Oil & Gas LLC, 00193,WC,194, 00190,WC,192
177000021900,ABANDON,8/7/2008,8/1/2008,B001,01,00,56,02312,McMoRan Oil & Gas LLC, 00190,WC,192, 00190,WC,192
177000021900,ABANDON,8/21/2014,8/21/2014,B001,01,00,56,02312,McMoRan Oil & Gas LLC, 00190,WC,192, 00190,WC,192
177000022000,ABANDON,8/7/2008,8/1/2008,B002,00,00,56,02312,McMoRan Oil & Gas LLC, 00190,WC,192, 00190,WC,192
177000022000,ABANDON,9/16/2008,9/9/2008,B002,00,00,56,02312,McMoRan Oil & Gas LLC, 00190,WC,192, 00190,WC,192
177000022000,ABANDON,8/21/2014,8/21/2014,B002,00,00,56,02312,McMoRan Oil & Gas LLC, 00190,WC,192, 00190,WC,192
177000022100,ABANDON,8/7/2008,8/1/2008,B003,00,00,59,02312,McMoRan Oil & Gas LLC, 00191,WC,193, 00190,WC,192
177000022100,ABANDON,9/5/2008,9/3/2008,B003,00,00,59,02312,McMoRan Oil & Gas LLC, 00191,WC,193, 00190,WC,192
177000022100,ABANDON,8/25/2014,8/21/2014,B003,00,00,59,02312,McMoRan Oil & Gas LLC, 00191,WC,193, 00190,WC,192
177000022201,ABANDON,8/7/2008,8/1/2008,B004,00,01,60,02312,McMoRan Oil & Gas LLC, 00191,WC,193, 00190,WC,192
177000022201,ABANDON,8/25/2014,8/25/2014,B004,00,01,60,02312,McMoRan Oil & Gas LLC, 00191,WC,193, 00190,WC,192
177000023400,ABANDON,7/20/2010,7/19/2010,001,00,00,30,02312,McMoRan Oil & Gas LLC, 00757,WC,118, 00757,WC,118
177000023600,ABANDON,7/20/2010,7/19/2010,006,00,00,31,02312,McMoRan Oil & Gas LLC, 00757,WC,118, 00757,WC,118
177000023900,ABANDON,12/21/2006,12/21/2006,002,00,00,51,02421,"Devon Energy Production Company, L.P.", 00758,WC,165, 00758,WC,165
