FIELD,Field 1,YEAR,DISCYR,Field 2,Orig Oil Reserves,Orig Gas Reserves,Orig BOE Reserves,Field 3,CUMOIL,CUMGAS,CUMBOE,Field 4,Oil Reserves,Gas Reserves,BOE Reserves,FCLASS
AC065,,2000,1997,,432326,22480947,4432495,,0,0,0,,432326,22480947,4432495,PDN
AC065,,2001,1997,,433866,22561038,4448286,,0,0,0,,433866,22561038,4448286,PDN
AC065,,2002,1997,,657356,23993485,4926659,,0,0,0,,657356,23993485,4926659,PDN
AC065,,2003,1997,,1332034,42984726,8980562,,1268,0,1268,,1330766,42984726,8979294,PDN
AC065,,2004,1997,,1016843,34953977,7236412,,402381,12984189,2712735,,614462,21969788,4523677,PDN
AC065,,2005,1997,,1151459,42057058,8634921,,679830,22914840,4757204,,471629,19142218,3877717,PDN
AC065,,2006,1997,,1151459,42057058,8634921,,831969,29042779,5999723,,319490,13014279,2635198,PDN
AC065,,2007,1997,,1151459,42057058,8634921,,957016,33814353,6973805,,194443,8242705,1661116,PDN
AC065,,2008,1997,,1290554,50452903,10267939,,1026796,37450890,7690655,,263758,13002013,2577284,PDN
AC065,,2009,1997,,1316243,51457219,10472332,,1092866,40504135,8300007,,223377,10953084,2172324,PDN
AC065,,2010,1997,,1316243,51457219,10472332,,1141145,42906773,8775802,,175098,8550446,1696530,PDN
AC065,,2011,1997,,1316243,51457219,10472332,,1175230,44867851,9158833,,141013,6589368,1313498,PDN
AC065,,2012,1997,,1316243,51457219,10472332,,1198055,46299441,9436390,,118188,5157778,1035942,PDN
AC065,,2013,1997,,1316243,51457219,10472332,,1216373,47759441,9714494,,99870,3697778,757838,PDN
AC065,,2014,1997,,1316243,51457219,10472332,,1227715,48852694,9920365,,88528,2604525,551967,PDN
AC065,,2015,1997,,1231565,49078953,9964475,,1231565,49078953,9964475,,0,0,0,PDN
AC065,,2016,1997,,1231565,49087574,9966009,,1231565,49087574,9966009,,0,0,0,PDN
AC065,,2017,1997,,1231565,49087574,9966009,,1231565,49087574,9966009,,0,0,0,PDN
AC065,,2017,1997,,1231565,49087574,9966009,,1231565,49087574,9966009,,0,0,0,PDN
AC857,,2002,2002,,235104715,219171480,274103199,,0,0,0,,235104715,219171480,274103199,PDP
AC857,,2003,2002,,235104715,219171480,274103199,,0,0,0,,235104715,219171480,274103199,PDP
AC857,,2004,2002,,251353507,286638318,302356766,,0,0,0,,251353507,286638318,302356766,PDP
AC857,,2005,2002,,272480678,330265925,331246857,,0,0,0,,272480678,330265925,331246857,PDP
AC857,,2006,2002,,272480678,328253924,330888850,,0,0,0,,272480678,328253924,330888850,PDP
AC857,,2007,2002,,272480676,328253926,330888848,,0,0,0,,272480676,328253926,330888848,PDP
AC857,,2008,2002,,298489979,354893114,361638220,,0,0,0,,298489979,354893114,361638220,PDP
AC857,,2009,2002,,279421938,317630767,335939868,,0,0,0,,279421938,317630767,335939868,PDP
AC857,,2010,2002,,266558930,345249279,327991187,,977642,1822238,1301884,,265581288,343427041,326689303,PDP
AC857,,2011,2002,,266558930,345249279,327991187,,10123346,17718882,13276172,,256435584,327530397,314715015,PDP
AC857,,2012,2002,,278745379,365961413,343863069,,28197210,45273883,36253062,,250548169,320687530,307610008,PDP
AC857,,2013,2002,,266624662,357983302,330322759,,50166856,77520221,63960490,,216457806,280463081,266362269,PDP
AC857,,2014,2002,,231190456,305857291,285613461,,72942972,114621747,93338301,,158247484,191235544,192275160,PDP
AC857,,2015,2002,,231190456,305857291,285613461,,96263976,168249626,126201631,,134926480,137607665,159411831,PDP
AC857,,2016,2002,,169513024,334827310,229090838,,117402908,216552974,155935465,,52110116,118274336,73155373,PDP
AC857,,2017,2002,,217968060,439674391,296201938,,138367878,256632364,184032000,,79600182,183042027,112169939,PDP
AC857,,2017,2002,,217968060,439674391,296201938,,138367878,256632364,184032000,,79600182,183042027,112169939,PDP
AC859,,2004,2004,,97807283,201972038,133745368,,0,0,0,,97807283,201972038,133745368,PDP
AC859,,2005,2004,,97807283,201972038,133745368,,0,0,0,,97807283,201972038,133745368,PDP
AC859,,2006,2004,,97750238,201854243,133667363,,0,0,0,,97750238,201854243,133667363,PDP
AC859,,2007,2004,,97750238,201854243,133667363,,0,0,0,,97750238,201854243,133667363,PDP
AC859,,2008,2004,,98197535,125225875,120479719,,0,0,0,,98197535,125225875,120479719,PDP
AC859,,2009,2004,,76201189,119710448,97501980,,0,0,0,,76201189,119710448,97501980,PDP
AC859,,2010,2004,,76201189,119710448,97501980,,47781,23430,51950,,76153408,119687018,97450030,PDP
AC859,,2011,2004,,76201189,119710448,97501980,,2245085,1494841,2511070,,73956104,118215607,94990908,PDP
AC859,,2012,2004,,76201189,119710448,97501980,,7197863,8603584,8728750,,69003326,111106864,88773231,PDP
AC859,,2013,2004,,76201189,119710448,97501980,,12397026,17517481,15514015,,63804163,102192967,81987964,PDP
AC859,,2014,2004,,54788060,77689061,68611737,,16245161,22163874,20188910,,38542899,55525187,48422825,PDP
AC859,,2015,2004,,54788060,77689061,68611737,,19409549,24198471,23715326,,35378511,53490590,44896410,PDP
AC859,,2016,2004,,38013360,48209531,46591568,,21424445,28659038,26523919,,16588915,19550493,20067651,PDP
AC859,,2017,2004,,38013360,48209531,46591568,,22961741,31506314,28567846,,15051619,16703217,18023722,PDP
AC859,,2017,2004,,38013360,48209531,46591568,,22961741,31506314,28567846,,15051619,16703217,18023722,PDP
AT037,,2001,2001,,6553,65532517,11667143,,0,0,0,,6553,65532517,11667143,PDN
AT037,,2002,2001,,6553,65530595,11666801,,0,0,0,,6553,65530595,11666801,PDN
AT037,,2003,2001,,6553,65530595,11666801,,0,0,0,,6553,65530595,11666801,PDN
AT037,,2004,2001,,135118,68099552,12252476,,0,0,0,,135118,68099552,12252476,PDN
AT037,,2005,2001,,135118,68099552,12252476,,0,0,0,,135118,68099552,12252476,PDN
AT037,,2006,2001,,86299,67398670,12078945,,0,0,0,,86299,67398670,12078945,PDN
AT037,,2007,2001,,120291,148161419,26483533,,6342,16986462,3028844,,113949,131174957,23454689,PDN
AT037,,2008,2001,,113638,148161419,26476880,,15794,50135353,8936675,,97844,98026066,17540205,PDN
AT037,,2009,2001,,108485,151027029,26981621,,22465,70391161,12547582,,86020,80635868,14434039,PDN
AT037,,2010,2001,,108485,151027029,26981621,,25719,81102191,14456714,,82766,69924838,12524907,PDN
AT037,,2011,2001,,108485,151027029,26981621,,26841,87499693,15596181,,81644,63527336,11385440,PDN
AT037,,2012,2001,,108485,151027029,26981621,,27626,92841654,16547493,,80859,58185375,10434128,PDN
AT037,,2013,2001,,108485,151027029,26981621,,28063,97331126,17346768,,80422,53695903,9634852,PDN
AT037,,2014,2001,,28086,97838617,17437092,,28086,97838617,17437092,,0,0,0,PDN
AT037,,2015,2001,,28086,97838617,17437092,,28086,97838617,17437092,,0,0,0,PDN
AT037,,2016,2001,,28086,97838617,17437092,,28086,97838617,17437092,,0,0,0,PDN
AT037,,2017,2001,,28086,97838617,17437092,,28086,97838617,17437092,,0,0,0,PDN
AT037,,2017,2001,,28086,97838617,17437092,,28086,97838617,17437092,,0,0,0,PDN
AT063,,2000,2000,,28717603,66095806,40478423,,0,0,0,,28717603,66095806,40478423,PDN
AT063,,2001,2000,,28715880,66091669,40475963,,0,0,0,,28715880,66091669,40475963,PDN
AT063,,2002,2000,,28913996,66555855,40756675,,0,0,0,,28913996,66555855,40756675,PDN
AT063,,2003,2000,,28913996,66555855,40756675,,0,0,0,,28913996,66555855,40756675,PDN
AT063,,2004,2000,,28913996,66555855,40756675,,0,0,0,,28913996,66555855,40756675,PDN
AT063,,2005,2000,,31094326,71579258,43830849,,0,0,0,,31094326,71579258,43830849,PDN
AT063,,2006,2000,,31094326,71579258,43830849,,0,0,0,,31094326,71579258,43830849,PDN
AT063,,2007,2000,,31094326,71579258,43830849,,0,0,0,,31094326,71579258,43830849,PDN
AT063,,2008,2000,,31094326,71579258,43830849,,0,0,0,,31094326,71579258,43830849,PDN
AT063,,2009,2000,,1113400,1141235,1316466,,0,0,0,,1113400,1141235,1316466,PDN
AT063,,2010,2000,,1113400,1141235,1316466,,545410,589365,650280,,567990,551870,666188,PDN
AT063,,2011,2000,,1113400,1141235,1316466,,717313,759818,852512,,396087,381417,463955,PDN
AT063,,2012,2000,,1113400,1141235,1316466,,755924,798155,897945,,357476,343080,418523,PDN
AT063,,2013,2000,,1113400,1141235,1316466,,755924,798155,897945,,357476,343080,418523,PDN
AT063,,2014,2000,,1113400,1141235,1316466,,774260,811079,918580,,339140,330156,397887,PDN
AT063,,2015,2000,,1113400,1141235,1316466,,815541,842842,965513,,297859,298393,350953,PDN
AT063,,2016,2000,,1113400,1141235,1316466,,833955,864183,987725,,279445,277052,328743,PDN
AT063,,2017,2000,,833956,864183,987725,,833956,864183,987725,,0,0,0,PDN
AT063,,2017,2000,,250187,259255,296318,,250187,259255,296318,,0,0,0,PDN
AT261,,2002,2002,,143071,71535356,12871782,,0,0,0,,143071,71535356,12871782,PDN
AT261,,2003,2002,,143071,71535356,12871782,,0,0,0,,143071,71535356,12871782,PDN
AT261,,2004,2002,,159705,80491202,14481983,,0,0,0,,159705,80491202,14481983,PDN
AT261,,2005,2002,,156946,79100692,14231802,,0,0,0,,156946,79100692,14231802,PDN
AT261,,2006,2002,,87686,79100692,14162542,,0,0,0,,87686,79100692,14162542,PDN
AT261,,2007,2002,,87686,79100692,14162542,,1672,3634582,648395,,86014,75466110,13514147,PDN
AT261,,2008,2002,,87686,79100692,14162542,,8086,24959121,4449211,,79600,54141571,9713331,PDN
AT261,,2009,2002,,63647,67683599,12106992,,14354,43939183,7832714,,49293,23744416,4274278,PDN
AT261,,2010,2002,,59543,97545198,17416339,,20616,66283364,11814809,,38927,31261834,5601530,PDN
AT261,,2011,2002,,59543,97545198,17416339,,22373,77811377,13867814,,37170,19733821,3548526,PDN
AT261,,2012,2002,,59543,97544207,17416163,,22568,78909105,14063334,,36975,18635102,3352829,PDN
AT261,,2013,2002,,22568,78909105,14063334,,22568,78909105,14063334,,0,0,0,PDN
AT261,,2014,2002,,22568,78909105,14063334,,22568,78909105,14063334,,0,0,0,PDN
AT261,,2015,2002,,22568,78909105,14063334,,22568,78909105,14063334,,0,0,0,PDN
AT261,,2016,2002,,22568,78909105,14063334,,22568,78909105,14063334,,0,0,0,PDN
AT261,,2017,2002,,22568,78909105,14063334,,22568,78909105,14063334,,0,0,0,PDN
AT261,,2017,2002,,22568,78909105,14063334,,22568,78909105,14063334,,0,0,0,PDN
AT349,,2003,2003,,399917,202757859,36477828,,0,0,0,,399917,202757859,36477828,PDN
AT349,,2004,2003,,451283,227447046,40922288,,0,0,0,,451283,227447046,40922288,PDN
AT349,,2005,2003,,451283,227447046,40922288,,0,0,0,,451283,227447046,40922288,PDN
AT349,,2006,2003,,451283,227447046,40922288,,0,0,0,,451283,227447046,40922288,PDN
AT349,,2007,2003,,451283,227447046,40922288,,1117,6862633,1222226,,450166,220584413,39700062,PDN
AT349,,2008,2003,,451283,227447046,40922288,,12861,39589042,7057175,,438422,187858004,33865113,PDN
AT349,,2009,2003,,460237,231959590,41734186,,25427,77798192,13868521,,434810,154161398,27865663,PDN
AT349,,2010,2003,,460237,231959590,41734186,,37093,117976812,21029408,,423144,113982778,20704777,PDN
AT349,,2011,2003,,240300,159985396,28707453,,42879,152232837,27130573,,197421,7752559,1576880,PDN
AT349,,2012,2003,,84431,459913896,81919644,,46628,176938159,31530287,,37803,282975737,50389358,PDN
AT349,,2013,2003,,84431,459913896,81919644,,49886,210988403,37592307,,34545,248925493,44327337,PDN
AT349,,2014,2003,,84431,459913896,81919644,,54136,242480938,43200211,,30295,217432958,38719433,PDN
AT349,,2015,2003,,54136,250726354,44667366,,54136,250723737,44666900,,0,2617,466,PDN
AT349,,2016,2003,,54136,250726354,44667366,,54136,250726354,44667366,,0,0,0,PDN
AT349,,2017,2003,,54136,250726354,44667366,,54136,250726354,44667366,,0,0,0,PDN
AT349,,2017,2003,,54136,250726354,44667366,,54136,250726354,44667366,,0,0,0,PDN
AT426,,2004,2001,,44457,22228621,3999728,,0,0,0,,44457,22228621,3999728,PDN
AT426,,2005,2001,,44457,22228621,3999728,,0,0,0,,44457,22228621,3999728,PDN
AT426,,2006,2001,,44457,22228621,3999728,,0,0,0,,44457,22228621,3999728,PDN
AT426,,2007,2001,,44457,22228621,3999728,,0,0,0,,44457,22228621,3999728,PDN
AT426,,2008,2001,,19774,197742000,35205183,,48,22556400,4013642,,19726,175185600,31191541,PDN
AT426,,2009,2001,,19774,197742000,35205183,,48,58784229,10459875,,19726,138957771,24745308,PDN
AT426,,2010,2001,,48,149343000,26573536,,48,83828440,14916141,,0,65514560,11657395,PDN
AT426,,2011,2001,,48,136918000,24362681,,48,106923436,19025570,,0,29994564,5337111,PDN
AT426,,2012,2001,,48,133376000,23732432,,48,125737127,22373202,,0,7638873,1359230,PDN
AT426,,2013,2001,,48,136571000,24300938,,48,130324017,23189375,,0,6246983,1111563,PDN
AT426,,2014,2001,,48,131248784,23353924,,48,131248784,23353924,,0,0,0,PDN
AT426,,2015,2001,,48,131248784,23353924,,48,131248784,23353924,,0,0,0,PDN
AT426,,2016,2001,,48,131248784,23353924,,48,131248784,23353924,,0,0,0,PDN
AT426,,2017,2001,,48,131248784,23353924,,48,131248784,23353924,,0,0,0,PDN
AT426,,2017,2001,,48,131248784,23353924,,48,131248784,23353924,,0,0,0,PDN
AT575,,1995,1995,,323892590,291503331,375761510,,0,0,0,,323892590,291503331,375761510,PDP
AT575,,1996,1995,,323892590,291503331,375761510,,0,0,0,,323892590,291503331,375761510,PDP
AT575,,1997,1995,,96091299,86482169,111479585,,0,0,0,,96091299,86482169,111479585,PDP
AT575,,1998,1995,,96106391,237379709,138344773,,0,0,0,,96106391,237379709,138344773,PDP
AT575,,1999,1995,,96106391,237379709,138344773,,0,0,0,,96106391,237379709,138344773,PDP
AT575,,2000,1995,,96106391,237379709,138344773,,0,0,0,,96106391,237379709,138344773,PDP
AT575,,2001,1995,,177544331,220097518,216707590,,0,0,0,,177544331,220097518,216707590,PDP
AT575,,2002,1995,,177544331,220097518,216707590,,0,0,0,,177544331,220097518,216707590,PDP
AT575,,2003,1995,,177544331,220097518,216707590,,0,0,0,,177544331,220097518,216707590,PDP
AT575,,2004,1995,,47740194,42888941,55371678,,0,0,0,,47740194,42888941,55371678,PDP
AT575,,2005,1995,,47740194,42888941,55371678,,0,0,0,,47740194,42888941,55371678,PDP
AT575,,2006,1995,,73397365,62108943,84448778,,0,0,0,,73397365,62108943,84448778,PDP
AT575,,2007,1995,,80950561,68022944,93054288,,10755,0,10755,,80939806,68022944,93043533,PDP
AT575,,2008,1995,,57121354,52658794,66491246,,5225926,4177640,5969278,,51895428,48481154,60521968,PDP
AT575,,2009,1995,,50613697,49775533,59470554,,11261604,8992315,12861660,,39352093,40783218,46608895,PDP
AT575,,2010,1995,,49346977,48128797,57910820,,15784704,12546074,18017102,,33562273,35582723,39893719,PDP
AT575,,2011,1995,,46647489,45881362,54811432,,19717172,15633340,22498905,,26930317,30248022,32312528,PDP
AT575,,2012,1995,,46647489,45881359,54811431,,23369149,18653207,26688224,,23278340,27228152,28123207,PDP
AT575,,2013,1995,,46647489,45881359,54811431,,26816183,21622665,30663632,,19831306,24258694,24147799,PDP
AT575,,2014,1995,,46647489,45881359,54811431,,29941791,24209466,34249525,,16705698,21671893,20561907,PDP
AT575,,2015,1995,,46647491,45881835,54811518,,33100688,26754119,37861207,,13546803,19127716,16950312,PDP
AT575,,2016,1995,,46647491,45881835,54811518,,35951521,28975080,41107229,,10695970,16906755,13704289,PDP
AT575,,2017,1995,,64376407,50075555,73286648,,38329388,30896505,43826987,,26047019,19179050,29459661,PDP
AT575,,2017,1995,,64376407,50075555,73286648,,38329388,30896505,43826987,,26047019,19179050,29459661,PDP
BA001A,,1975,1970,,3634702,84514430,18672857,,664993,24195270,4970201,,2969709,60319160,13702656,PDN
BA001A,,1976,1970,,3634702,84514430,18672857,,876945,33552376,6847119,,2757757,50962054,11825738,PDN
BA001A,,1977,1970,,4527320,104840820,23182270,,1718131,41501530,9102745,,2809189,63339290,14079525,PDN
BA001A,,1978,1970,,4527320,104840820,23182270,,1828305,47635836,10304432,,2699015,57204984,12877838,PDN
BA001A,,1979,1970,,3851320,104840820,22506270,,1244352,51873688,10474546,,2606968,52967132,12031724,PDN
BA001A,,1980,1970,,3880728,105440820,22642440,,1305774,54884008,11071612,,2574954,50556812,11570828,PDN
BA001A,,1981,1970,,2394734,94431757,19197538,,1335753,56966294,11472104,,1058981,37465463,7725434,PDN
BA001A,,1982,1970,,2384678,94029537,19115912,,1344667,57482994,11572958,,1040011,36546543,7542954,PDN
BA001A,,1983,1970,,2384678,94029537,19115912,,1344667,57475189,11571569,,1040011,36554348,7544343,PDN
BA001A,,1984,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1985,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1986,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1987,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1988,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1989,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1990,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1991,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1992,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1993,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1994,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1995,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1996,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1997,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1998,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,1999,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,2000,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,2001,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,2002,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,2003,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,2004,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,2005,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,2006,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,2007,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,2008,1970,,1344667,57475189,11571569,,1344667,57475189,11571569,,0,0,0,PDN
BA001A,,2009,1970,,1344667,58626258,11776385,,1344667,58626258,11776385,,0,0,0,PDN
BA001A,,2010,1970,,1344667,58626258,11776385,,1344667,58626258,11776385,,0,0,0,PDN
BA001A,,2011,1970,,1344667,58626258,11776385,,1344667,58626258,11776385,,0,0,0,PDN
BA001A,,2012,1970,,1344667,58626258,11776385,,1344667,58626258,11776385,,0,0,0,PDN
BA001A,,2013,1970,,1344667,58626258,11776385,,1344667,58626258,11776385,,0,0,0,PDN
BA001A,,2014,1970,,1344667,58626258,11776385,,1344667,58626258,11776385,,0,0,0,PDN
BA001A,,2015,1970,,1344667,58626258,11776385,,1344667,58626258,11776385,,0,0,0,PDN
BA001A,,2016,1970,,1344667,58626258,11776385,,1344667,58626258,11776385,,0,0,0,PDN
BA001A,,2017,1970,,1344667,58626258,11776385,,1344667,58626258,11776385,,0,0,0,PDN
BA001A,,2017,1970,,1344667,58626258,11776385,,1344667,58626258,11776385,,0,0,0,PDN
BA002A,,1990,1989,,318625,37377985,6969512,,24488,3629172,670248,,294137,33748813,6299264,PDN
BA002A,,1991,1989,,318625,37377985,6969512,,39997,8757792,1598323,,278628,28620193,5371189,PDN
BA002A,,1992,1989,,318625,37377985,6969512,,50842,13854267,2516014,,267783,23523718,4453498,PDN
BA002A,,1993,1989,,318625,37377985,6969512,,56094,16619047,3013220,,262531,20758938,3956292,PDN
BA002A,,1994,1989,,318625,37377985,6969512,,59585,17576318,3187044,,259040,19801667,3782468,PDN
BA002A,,1995,1989,,309230,36275829,6764004,,60384,17894926,3244535,,248846,18380903,3519469,PDN
BA002A,,1996,1989,,60384,17894927,3244535,,60384,17894927,3244535,,0,0,0,PDN
BA002A,,1997,1989,,60384,17894927,3244535,,60384,17894927,3244535,,0,0,0,PDN
BA002A,,1998,1989,,60384,17894927,3244535,,60384,17894927,3244535,,0,0,0,PDN
BA002A,,1999,1989,,60384,17894927,3244535,,60384,17894927,3244535,,0,0,0,PDN
BA002A,,2000,1989,,60384,17894927,3244535,,60384,17894927,3244535,,0,0,0,PDN
BA002A,,2001,1989,,60384,17894927,3244535,,60384,17894927,3244535,,0,0,0,PDN
BA002A,,2002,1989,,60384,17894927,3244535,,60384,17894927,3244535,,0,0,0,PDN
BA002A,,2003,1989,,60384,17894927,3244535,,60384,17894927,3244535,,0,0,0,PDN
BA002A,,2004,1989,,69597,19973819,3623657,,60384,17894927,3244535,,9213,2078892,379122,PDN
BA002A,,2005,1989,,69658,19987519,3626156,,64938,18798432,3409855,,4720,1189087,216301,PDN
BA002A,,2006,1989,,68983,20017313,3630782,,67924,19952976,3618276,,1059,64337,12506,PDN
BA002A,,2007,1989,,67924,19953139,3618305,,67924,19953139,3618305,,0,0,0,PDN
BA002A,,2008,1989,,67924,19953139,3618305,,67924,19953139,3618305,,0,0,0,PDN
BA002A,,2009,1989,,67924,20311517,3682073,,67924,20311517,3682073,,0,0,0,PDN
BA002A,,2010,1989,,67924,20311517,3682073,,67924,20311517,3682073,,0,0,0,PDN
BA002A,,2011,1989,,67924,20311517,3682073,,67924,20311517,3682073,,0,0,0,PDN
BA002A,,2012,1989,,67924,20311517,3682073,,67924,20311517,3682073,,0,0,0,PDN
BA002A,,2013,1989,,67924,20311517,3682073,,67924,20311517,3682073,,0,0,0,PDN
BA002A,,2014,1989,,67924,20311517,3682073,,67924,20311517,3682073,,0,0,0,PDN
BA002A,,2015,1989,,67924,20311517,3682073,,67924,20311517,3682073,,0,0,0,PDN
BA002A,,2016,1989,,67924,20311517,3682073,,67924,20311517,3682073,,0,0,0,PDN
