Lease Number,Production Month,Production Year,Lease Oil Production (BBL),Lease Condensate Production (BBL),Lease Gas-Well-Gas Production (MCF),Lease Oil-Well-Gas Production (MCF),Lease Water Production (BBL),Producing Completions,Lease Max Water Depth (meters)
 00018,6,2001,330,0,0,1750,2114,1,21
 00018,7,2001,620,0,0,1323,1933,1,21
 00018,8,2001,535,0,0,1373,1380,1,21
 00018,9,2001,229,0,0,1568,1600,1,21
 00018,10,2001,305,0,0,1883,1612,1,21
 00018,11,2001,270,0,0,826,2161,1,21
 00018,12,2001,297,0,0,900,3289,1,21
 00018,1,2002,190,0,0,381,2617,1,21
 00018,2,2002,167,0,0,810,1151,1,21
 00018,3,2002,28,0,0,156,198,1,21
 00018,4,2002,0,0,0,0,0,0,21
 00018,5,2002,0,0,0,0,0,0,21
 00018,6,2002,0,0,0,0,0,0,21
 00018,7,2002,92,0,0,162,668,1,21
 00018,8,2002,0,0,0,0,0,0,21
 00018,9,2002,1037,0,0,967,2704,1,21
 00018,10,2002,613,0,0,452,1417,1,21
 00018,11,2002,490,0,0,1052,2048,1,21
 00018,12,2002,305,0,0,2393,3360,1,21
 00019,1,2000,47880,0,143579,12088,193886,9,20
 00019,2,2000,44544,0,138989,10270,175457,10,20
 00019,3,2000,46829,0,152639,20538,207002,9,20
 00019,4,2000,45673,0,137046,15437,190570,9,20
 00019,5,2000,48411,0,132458,20683,195016,9,20
 00019,6,2000,50926,0,118565,26146,201399,10,20
 00019,7,2000,49755,0,90819,16669,203083,10,20
 00019,8,2000,49281,0,77377,13274,219698,10,20
 00019,9,2000,48446,0,65335,16046,224360,10,20
 00019,10,2000,53649,0,63054,21153,243873,10,20
 00019,11,2000,48885,0,36314,26207,223138,10,20
 00019,12,2000,52100,0,17815,16414,232886,10,20
 00019,1,2001,45908,0,8303,13515,223490,10,20
 00019,2,2001,40230,0,15133,13455,181280,9,20
 00019,3,2001,40305,0,10954,13465,169521,9,20
 00019,4,2001,32791,0,12634,24303,141052,7,20
 00019,5,2001,36700,0,7618,32373,141700,7,20
 00019,6,2001,32315,0,3611,15100,129875,7,20
 00019,7,2001,31502,0,13191,20803,153382,7,20
 00019,8,2001,31401,0,63576,13561,202063,9,20
 00019,9,2001,29065,0,82653,16591,198801,9,20
 00019,10,2001,35083,0,12450,23042,205214,9,20
 00019,11,2001,30803,0,71785,20289,197390,9,20
 00019,12,2001,28835,0,41964,14345,213760,9,20
 00019,1,2002,27563,0,35929,17215,204052,9,20
 00019,2,2002,28596,0,44581,13250,163648,10,20
 00019,3,2002,38640,0,71260,25883,241591,9,20
 00019,4,2002,39203,0,46417,18116,232267,9,20
 00019,5,2002,36109,0,38282,17943,221878,9,20
 00019,6,2002,31600,0,23000,10957,215633,8,20
 00019,7,2002,29908,0,15463,9837,205181,7,20
 00019,8,2002,30450,0,23136,12649,189475,7,20
 00019,9,2002,28392,0,21083,10233,191097,7,20
 00019,10,2002,29699,0,21997,10858,203332,7,20
 00019,11,2002,29653,0,20077,13376,213012,8,20
 00019,12,2002,33799,0,23276,16524,237746,8,20
 00020,1,2000,94187,21602,496471,94627,198116,15,20
 00020,2,2000,81842,18461,445622,96562,169191,13,20
 00020,3,2000,76112,17571,447877,129494,187764,13,20
 00020,4,2000,64075,15656,417838,136062,186267,15,20
 00020,5,2000,64737,20081,531082,120299,200250,13,20
 00020,6,2000,61644,15589,463942,106033,223662,15,20
 00020,7,2000,56605,12830,474104,78837,232548,15,20
 00020,8,2000,63706,10102,418233,81995,264309,14,20
 00020,9,2000,54289,8491,423499,70182,247009,14,20
 00020,10,2000,55603,7528,437106,49709,260792,12,20
 00020,11,2000,53232,6238,403351,52281,232175,12,20
 00020,12,2000,56338,5353,377117,48737,244137,11,20
 00020,1,2001,58350,4610,372098,45695,278823,13,20
 00020,2,2001,70233,3337,303987,77857,264386,16,20
 00020,3,2001,111662,3316,291900,150720,303351,13,20
 00020,4,2001,105074,2733,226820,158195,306163,13,20
 00020,5,2001,118839,3006,242021,159591,326523,13,20
 00020,6,2001,102566,3087,213659,127782,291783,13,20
 00020,7,2001,93402,2134,196282,122510,316356,13,20
 00020,8,2001,88621,2072,212412,121110,359027,16,20
 00020,9,2001,92564,1755,188711,144228,334273,16,20
 00020,10,2001,118906,1646,168111,182473,263617,16,20
 00020,11,2001,109990,1638,142632,157518,296182,16,20
 00020,12,2001,109413,1819,130772,135848,334311,16,20
 00020,1,2002,98047,1422,124529,121515,330446,16,20
 00020,2,2002,113233,1198,161011,133838,274055,16,20
 00020,3,2002,114201,1220,196203,203299,292974,15,20
 00020,4,2002,103961,1220,269685,177384,239914,15,20
 00020,5,2002,96319,1112,253372,167836,245427,14,20
 00020,6,2002,104383,1120,188630,154435,264798,14,20
 00020,7,2002,105461,1037,166472,158696,281511,15,20
 00020,8,2002,82994,932,205438,116985,197434,15,20
 00020,9,2002,69714,537,178708,84574,214857,16,20
 00020,10,2002,74851,1066,221112,94652,237740,14,20
 00020,11,2002,82918,4096,399519,108605,240740,16,20
 00020,12,2002,73594,11148,460447,99711,159041,15,20
 00025,3,2000,2531,0,0,5386,0,1,16
 00025,4,2000,0,0,0,0,0,0,16
 00025,5,2000,0,0,0,0,0,0,16
 00025,6,2000,27287,0,0,10267,0,1,16
 00025,7,2000,44074,0,0,37619,0,1,16
 00025,8,2000,32876,0,0,43360,0,1,16
 00025,9,2000,27171,0,0,25256,0,1,16
 00025,10,2000,42648,0,0,52209,0,1,16
 00025,11,2000,30820,0,0,30825,0,1,16
 00025,12,2000,33197,0,0,38151,0,1,16
 00025,1,2001,26477,0,0,27404,0,1,16
 00025,2,2001,22996,0,0,30455,0,1,16
 00025,3,2001,23613,0,0,35450,0,1,16
 00025,4,2001,19777,0,0,22627,0,1,16
 00025,5,2001,20267,0,0,24900,0,1,16
 00025,6,2001,21028,0,0,29688,0,1,16
 00025,7,2001,20303,0,0,29206,0,1,16
 00025,8,2001,15695,0,0,33051,0,1,16
 00025,9,2001,10596,0,0,24353,0,1,16
 00025,10,2001,6840,0,0,8280,0,1,16
 00025,11,2001,5908,0,0,3024,0,1,16
 00025,12,2001,12529,0,0,12828,0,1,16
 00025,1,2002,16151,0,0,10308,0,1,16
 00025,2,2002,12419,0,0,15225,0,1,16
 00025,3,2002,4360,0,0,17889,0,1,16
 00025,4,2002,3854,0,0,8593,0,1,16
 00025,5,2002,3017,0,0,5732,0,1,16
 00025,6,2002,3255,0,0,3136,0,1,16
 00025,7,2002,3864,0,0,3447,0,1,16
 00025,8,2002,5491,0,0,12149,0,1,16
 00025,9,2002,6700,0,0,2041,0,1,16
 00025,10,2002,6913,0,0,2002,0,1,16
 00025,11,2002,4696,0,0,2393,0,1,16
 00025,12,2002,3159,0,0,612,0,1,16
 00026,1,2000,169588,0,0,118970,371960,24,15
 00026,2,2000,186998,0,0,105760,365324,20,15
 00026,3,2000,182729,0,0,105005,397156,20,15
 00026,4,2000,175310,0,0,104332,375874,22,15
 00026,5,2000,176169,0,0,82966,401773,22,15
 00026,6,2000,172588,0,0,84783,456278,24,15
 00026,7,2000,166669,0,0,80559,497096,26,15
 00026,8,2000,167403,0,0,89238,550264,25,15
 00026,9,2000,147919,0,0,63771,504613,24,15
 00026,10,2000,199101,0,0,109969,536387,26,15
 00026,11,2000,212909,0,0,253081,536053,25,15
 00026,12,2000,195183,3055,47401,203335,519641,27,15
 00026,1,2001,191150,0,0,249930,564553,29,15
 00026,2,2001,171893,2,20795,195678,540447,28,15
 00026,3,2001,195763,0,0,182898,605643,30,15
 00026,4,2001,195677,0,169788,124736,631813,32,15
 00026,5,2001,167295,18,162996,119751,675498,32,15
 00026,6,2001,135527,640,33838,104025,622314,24,15
 00026,7,2001,125642,1886,8974,109047,570560,25,15
 00026,8,2001,142037,0,0,135837,584513,26,15
 00026,9,2001,157539,0,1382,108802,627295,29,15
 00026,10,2001,189524,0,9698,130467,463516,28,15
 00026,11,2001,120961,0,0,63882,340340,16,15
 00026,12,2001,165994,0,6557,74556,559213,29,15
 00026,1,2002,156402,0,4495,67535,582663,30,15
 00026,2,2002,146003,0,2220,89161,646371,28,15
 00026,3,2002,151361,0,3177,95137,570890,29,15
 00026,4,2002,170699,98,19016,95751,638354,29,15
 00026,5,2002,165358,0,0,113948,660575,28,15
 00026,6,2002,125713,0,0,85816,534414,27,15
 00026,7,2002,143353,0,0,107818,673341,28,15
 00026,8,2002,127443,0,0,67863,706518,27,15
 00026,9,2002,107102,0,0,23865,601102,27,15
 00026,10,2002,124880,0,0,35498,640225,29,15
 00026,11,2002,125748,0,0,41709,706096,29,15
 00026,12,2002,123173,0,0,43156,685381,28,15
 00031,1,2000,62759,12832,125271,43340,181579,24,19
 00031,2,2000,85914,0,2724,151153,160258,24,19
 00031,3,2000,74901,7689,125321,57068,199100,24,19
 00031,4,2000,64821,6256,103896,69149,186482,24,19
 00031,5,2000,77606,0,4962,124114,187630,24,19
 00031,6,2000,80650,0,4287,70685,163623,24,19
 00031,7,2000,74137,0,4707,83568,166017,27,19
 00031,8,2000,109673,0,6780,121184,206968,27,19
 00031,9,2000,104235,0,9453,142055,216857,27,19
 00031,10,2000,92579,0,9266,122820,197030,27,19
 00031,11,2000,75646,0,11269,105011,190284,27,19
 00031,12,2000,70085,0,5327,73871,187676,27,19
 00031,1,2001,62175,0,7051,71414,199572,27,19
 00031,2,2001,62075,0,7430,95315,189232,25,19
 00031,3,2001,58674,0,6914,78730,213177,25,19
 00031,4,2001,52019,0,7244,66880,184398,27,19
 00031,5,2001,57003,0,8511,75794,208663,26,19
 00031,6,2001,55591,0,8220,85875,183963,26,19
 00031,7,2001,57392,0,6637,86816,148564,25,19
 00031,8,2001,56132,0,7952,105906,177241,25,19
 00031,9,2001,52138,0,10459,81554,192710,25,19
 00031,10,2001,50477,15,14149,46479,214272,24,19
 00031,11,2001,40051,338,123421,64560,239206,24,19
 00031,12,2001,41305,854,38153,73481,207003,24,19
 00031,1,2002,40943,0,3794,45607,222589,24,19
 00031,2,2002,36857,0,3911,32299,187323,24,19
 00031,3,2002,35812,0,2250,49272,227902,26,19
 00031,4,2002,43114,0,4130,50422,221656,27,19
 00031,5,2002,42172,0,4125,26965,212170,26,19
 00031,6,2002,35686,0,3128,48005,216885,25,19
 00031,7,2002,35477,173,10403,34194,226822,26,19
 00031,8,2002,34291,172,115613,95067,211696,27,19
 00031,9,2002,36490,0,121242,72064,174054,27,19
 00031,10,2002,38550,3269,64262,81450,171495,26,19
 00031,11,2002,41006,6020,35159,69399,208426,26,19
 00031,12,2002,44955,6901,28304,80978,212507,27,19
 00032,1,2000,16645,0,0,8667,3355,1,18
 00032,2,2000,17128,0,0,8921,2745,1,18
 00032,3,2000,16950,0,0,8345,3207,1,18
 00032,4,2000,16074,0,0,11360,3515,1,18
 00032,5,2000,17711,0,0,14174,2398,1,18
 00032,6,2000,18098,0,0,13328,2269,1,18
 00032,7,2000,17808,0,0,14980,2528,1,18
 00032,8,2000,8745,0,0,5552,1536,1,18
 00032,9,2000,0,0,0,0,0,0,18
 00032,10,2000,0,0,0,2868,0,1,18
 00032,11,2000,18698,0,0,13576,611,1,18
 00032,12,2000,20795,0,0,16207,535,1,18
 00032,1,2001,19303,0,0,14098,2212,1,18
 00032,2,2001,18408,0,0,9951,1047,1,18
 00032,3,2001,20718,0,0,8816,1039,1,18
 00032,4,2001,18849,0,0,7006,1194,1,18
 00032,5,2001,19339,0,0,8732,844,1,18
 00032,6,2001,17695,0,0,13281,3320,1,18
 00032,7,2001,18955,0,0,12697,2551,1,18
 00032,8,2001,16603,0,0,10104,3878,1,18
 00032,9,2001,15675,0,0,9558,4806,1,18
 00032,10,2001,16158,0,0,8832,6288,1,18
 00032,11,2001,13673,0,0,6799,7048,1,18
 00032,12,2001,15992,0,0,7777,4963,1,18
 00032,1,2002,14775,0,0,11644,5514,1,18
 00032,2,2002,13608,0,0,14131,4764,1,18
 00032,3,2002,9707,0,0,4530,3915,1,18
 00032,4,2002,11938,0,0,8121,3619,1,18
 00032,5,2002,13076,0,0,11081,3637,1,18
 00032,6,2002,11559,0,0,7711,3879,1,18
 00032,7,2002,11207,0,0,7283,4293,1,18
 00032,8,2002,10775,0,0,6344,4176,1,18
 00032,9,2002,10631,0,0,6330,3264,1,18
 00032,10,2002,1178,0,0,1333,258,1,18
 00032,11,2002,5814,0,0,2643,2392,1,18
 00032,12,2002,13318,0,0,9930,5549,1,18
 00033,1,2000,48606,0,0,26696,31408,2,20
 00033,2,2000,45929,0,0,24063,24552,2,20
 00033,3,2000,43728,0,0,22304,26796,2,20
 00033,4,2000,34850,0,0,19534,27642,2,20
 00033,5,2000,39284,0,0,21098,25517,2,20
 00033,6,2000,37468,0,0,17750,21885,2,20
 00033,7,2000,35354,0,0,16994,22233,2,20
 00033,8,2000,36073,0,0,18106,31177,2,20
 00033,9,2000,35644,0,0,25843,31976,2,20
 00033,10,2000,35532,0,0,23868,31597,2,20
 00033,11,2000,31808,0,0,19548,34647,2,20
 00033,12,2000,32980,0,0,19813,40725,2,20
 00033,1,2001,30398,0,0,24796,41120,2,20
 00033,2,2001,26155,0,0,22165,32234,2,20
 00033,3,2001,26617,0,0,16656,40605,2,20
 00033,4,2001,22810,0,0,16377,39127,2,20
 00033,5,2001,24115,0,0,16644,41674,2,20
 00033,6,2001,25051,0,0,14916,36474,2,20
 00033,7,2001,26470,0,0,17571,25622,2,20
 00033,8,2001,24113,0,0,16236,34483,2,20
 00033,9,2001,20550,0,0,18776,41077,2,20
 00033,10,2001,20296,0,0,15741,45601,2,20
 00033,11,2001,18552,0,0,18611,54955,2,20
 00033,12,2001,20446,0,0,21176,37046,2,20
 00033,1,2002,17645,0,0,6148,43861,2,20
 00033,2,2002,17851,0,0,10067,36426,2,20
 00033,3,2002,14385,0,0,14412,37316,2,20
 00033,4,2002,20094,0,0,15342,37680,2,20
 00033,5,2002,19968,0,0,14499,35225,2,20
 00033,6,2002,16399,0,0,13474,33900,2,20
 00033,7,2002,16395,0,0,10820,35634,2,20
 00033,8,2002,16989,0,0,10975,37266,2,20
 00033,9,2002,16697,0,0,9976,30719,2,20
 00033,10,2002,20101,0,0,14074,29098,2,20
 00033,11,2002,18688,0,0,15776,31520,2,20
 00033,12,2002,23121,0,0,16725,31645,3,20
 00034,1,2000,62174,0,0,54388,271442,14,17
 00034,2,2000,50262,0,0,36527,274885,14,17
 00034,3,2000,49599,0,0,31584,315387,13,17
 00034,4,2000,49971,0,0,55172,289655,13,17
 00034,5,2000,43401,0,0,36109,316201,13,17
 00034,6,2000,40593,0,0,32489,336079,12,17
 00034,7,2000,39511,816,81448,63196,355290,13,17
 00034,8,2000,47465,5085,191095,98004,340572,15,17
 00034,9,2000,59307,4127,125202,93950,288454,15,17
 00034,10,2000,67840,4532,129085,68486,296461,15,17
 00034,11,2000,57075,11184,87108,57184,158862,14,17
 00034,12,2000,52632,21161,35647,41152,150274,14,17
 00034,1,2001,48328,24381,40656,53024,153660,14,17
 00034,2,2001,58966,0,0,80879,160162,14,17
 00034,3,2001,62271,0,0,83834,162005,14,17
 00034,4,2001,57058,0,0,49110,129778,14,17
 00034,5,2001,67899,0,0,54579,133991,15,17
 00034,6,2001,62130,0,0,47836,144117,15,17
 00034,7,2001,43984,0,0,24564,316408,13,17
 00034,8,2001,57324,954,81257,37093,308244,14,17
 00034,9,2001,49709,1407,140849,28083,310931,14,17
 00034,10,2001,68565,0,0,185494,272824,14,17
 00034,11,2001,75920,0,0,66289,233458,14,17
 00034,12,2001,56606,0,0,21923,323302,14,17
 00034,1,2002,55954,0,0,33559,342352,14,17
 00034,2,2002,47186,0,0,18742,329328,14,17
 00034,3,2002,38799,0,0,40186,371364,15,17
 00034,4,2002,42255,0,0,25509,380855,14,17
 00034,5,2002,43602,0,0,12991,363397,13,17
 00034,6,2002,43783,0,0,22640,325350,14,17
 00034,7,2002,42643,0,0,19573,280939,14,17
 00034,8,2002,45901,0,0,61635,283792,14,17
 00034,9,2002,40852,0,0,37435,269059,14,17
 00034,10,2002,36115,0,0,23911,296596,14,17
 00034,11,2002,37447,0,0,30029,328272,13,17
 00034,12,2002,41269,0,0,35192,353045,13,17
 00038,1,2000,0,0,0,0,0,0,12
 00038,2,2000,0,0,0,0,0,0,12
 00038,3,2000,0,0,0,0,0,0,12
 00038,4,2000,0,0,0,0,0,0,12
 00038,5,2000,0,0,0,0,0,0,12
 00038,6,2000,0,0,0,0,0,0,12
 00038,7,2000,0,0,0,0,0,0,12
 00038,8,2000,0,0,0,0,0,0,12
 00038,9,2000,0,0,0,0,0,0,12
 00038,10,2000,0,0,0,0,0,0,12
 00038,11,2000,0,0,0,0,0,0,12
 00038,12,2000,0,0,0,0,0,0,12
 00038,1,2001,0,0,0,0,0,0,12
 00038,2,2001,0,0,0,0,0,0,12
 00038,3,2001,0,0,0,0,0,0,12
 00038,4,2001,0,0,0,0,0,0,12
 00038,5,2001,0,0,0,0,0,0,12
 00038,6,2001,0,0,0,0,0,0,12
 00038,7,2001,0,0,0,0,0,0,12
 00038,8,2001,0,0,0,0,0,0,12
 00038,9,2001,0,0,0,0,0,0,12
 00038,10,2001,0,0,0,0,0,0,12
 00038,11,2001,0,0,0,0,0,0,12
 00038,12,2001,0,0,0,0,0,0,12
 00038,1,2002,0,0,0,0,0,0,12
 00038,2,2002,0,0,0,0,0,0,12
 00038,3,2002,0,0,0,0,0,0,12
 00038,4,2002,0,0,0,0,0,0,12
 00038,5,2002,0,0,0,0,0,0,12
 00038,6,2002,0,0,0,0,0,0,12
 00038,7,2002,0,0,0,0,0,0,12
 00038,8,2002,0,0,0,0,0,0,12
 00038,9,2002,0,0,0,0,0,0,12
 00038,10,2002,0,0,0,0,0,0,12
 00038,11,2002,0,0,0,0,0,0,12
 00038,12,2002,0,0,0,0,0,0,12
 00040,1,2000,0,0,0,0,0,0,16
 00040,2,2000,0,0,0,0,0,0,16
 00040,3,2000,0,0,0,0,0,0,16
 00040,4,2000,0,0,0,0,0,0,16
 00040,5,2000,0,0,0,0,0,0,16
 00040,6,2000,0,0,0,0,0,0,16
 00040,7,2000,0,0,0,0,0,0,16
 00040,8,2000,0,0,0,0,0,0,16
 00040,9,2000,0,0,0,0,0,0,16
 00040,10,2000,0,0,0,0,0,0,16
 00040,11,2000,0,0,0,0,0,0,16
 00040,12,2000,0,0,0,0,0,0,16
 00040,1,2001,0,0,0,0,0,0,16
 00040,2,2001,0,0,0,0,0,0,16
 00040,3,2001,0,0,0,0,0,0,16
 00040,4,2001,0,0,0,0,0,0,16
 00040,5,2001,0,0,0,0,0,0,16
 00040,6,2001,0,0,0,0,0,0,16
 00040,7,2001,0,0,0,0,0,0,16
 00040,8,2001,0,0,0,0,0,0,16
 00040,9,2001,0,0,0,0,0,0,16
 00040,10,2001,0,0,0,0,0,0,16
 00040,11,2001,0,0,0,0,0,0,16
 00040,12,2001,0,0,0,0,0,0,16
 00040,1,2002,0,0,0,0,0,0,16
 00040,2,2002,0,0,0,0,0,0,16
 00040,3,2002,0,0,0,0,0,0,16
 00040,4,2002,0,0,0,0,0,0,16
 00040,5,2002,0,0,0,0,0,0,16
 00040,6,2002,0,0,0,0,0,0,16
 00040,7,2002,0,0,0,0,0,0,16
 00040,8,2002,0,0,0,0,0,0,16
 00040,9,2002,0,0,0,0,0,0,16
 00040,10,2002,0,0,0,0,0,0,16
 00040,11,2002,0,0,0,0,0,0,16
 00040,12,2002,0,0,0,0,0,0,16
 00042,1,2000,404,0,0,3335,641,1,11
 00042,2,2000,336,0,0,2540,415,1,11
 00042,3,2000,274,0,0,1468,280,1,11
 00042,4,2000,490,0,0,1689,348,1,11
 00042,5,2000,466,0,0,849,393,1,11
 00042,6,2000,413,0,0,1102,375,1,11
 00042,7,2000,488,0,0,1724,413,1,11
 00042,8,2000,364,0,0,1920,286,1,11
 00042,9,2000,268,0,0,761,113,1,11
 00042,10,2000,160,0,0,464,70,1,11
 00042,11,2000,315,0,0,1376,187,1,11
 00042,12,2000,299,0,0,1828,228,1,11
 00042,1,2001,344,0,0,671,226,1,11
 00042,2,2001,339,0,0,384,245,1,11
 00042,3,2001,420,0,0,370,346,1,11
 00042,4,2001,209,0,0,550,360,1,11
 00042,5,2001,251,0,0,1282,469,1,11
 00042,6,2001,390,0,0,1555,414,1,11
 00042,7,2001,529,0,0,1160,395,1,11
 00042,8,2001,485,0,0,262,454,1,11
 00042,9,2001,316,0,0,156,330,1,11
 00042,10,2001,446,0,0,725,222,1,11
 00042,11,2001,264,0,0,996,237,1,11
 00042,12,2001,307,0,0,1461,412,1,11
 00042,1,2002,246,0,0,1093,282,1,11
 00042,2,2002,0,0,0,0,0,0,11
 00042,3,2002,0,0,0,0,0,0,11
 00042,4,2002,306,0,0,123,1189,1,11
 00042,5,2002,240,0,0,80,985,1,11
 00042,6,2002,438,0,0,71,1682,1,11
 00042,7,2002,456,0,0,64,1424,1,11
 00042,8,2002,315,0,0,38,255,1,11
 00042,9,2002,178,0,0,19,144,1,11
 00042,10,2002,0,0,0,0,0,0,11
 00042,11,2002,0,0,0,0,0,0,11
 00042,12,2002,0,0,0,0,0,0,11
 00044,1,2000,0,1717,226771,0,465,1,6
 00044,2,2000,0,1439,177878,0,307,1,6
 00044,3,2000,0,777,204283,0,370,1,6
 00044,4,2000,0,1118,182138,0,455,1,6
 00044,5,2000,0,830,198238,0,498,1,6
 00044,6,2000,0,988,170612,0,454,1,6
 00044,7,2000,0,1162,164342,0,391,1,6
 00044,8,2000,0,730,160612,0,339,1,6
 00044,9,2000,0,450,145202,0,378,1,6
 00044,10,2000,0,683,121875,0,349,1,6
 00044,11,2000,0,617,109425,0,334,1,6
 00044,12,2000,0,575,106805,0,304,1,6
 00044,1,2001,0,422,90296,0,420,1,6
 00044,2,2001,0,414,83843,0,386,1,6
 00044,3,2001,0,394,78187,0,321,1,6
 00044,4,2001,0,413,68942,0,256,1,6
 00044,5,2001,0,269,55241,0,130,1,6
 00044,6,2001,0,340,65585,0,245,1,6
 00044,7,2001,0,200,64542,0,157,1,6
 00044,8,2001,0,214,57583,0,50,1,6
 00044,9,2001,0,250,57429,0,29,1,6
 00044,10,2001,0,300,47901,0,170,1,6
 00044,11,2001,0,297,46640,0,186,1,6
 00044,12,2001,0,74,14072,0,187,1,6
 00044,1,2002,0,83,11233,0,130,1,6
 00044,2,2002,0,193,32497,0,99,1,6
 00044,3,2002,0,0,71,0,0,1,6
 00044,4,2002,0,0,22,0,0,1,6
 00044,5,2002,0,0,0,0,0,0,6
 00044,6,2002,0,0,0,0,0,0,6
 00044,7,2002,0,0,0,0,0,0,6
 00044,8,2002,0,0,0,0,0,0,6
 00044,9,2002,0,0,0,0,0,0,6
 00044,10,2002,0,3123,192962,0,297,1,6
 00044,11,2002,0,3132,235710,0,1324,1,6
 00044,12,2002,0,4126,231399,0,890,1,6
 00046,1,2000,1221,2883,622935,1592,10311,6,8
 00046,2,2000,1174,2736,560016,2524,9355,6,8
 00046,3,2000,1589,1924,575415,1559,10481,6,8
 00046,4,2000,1235,2115,406594,42,8500,6,8
 00046,5,2000,1193,876,364940,74,7131,5,8
 00046,6,2000,1185,773,257695,1979,5010,5,8
 00046,7,2000,558,552,230706,236,1931,5,8
 00046,8,2000,2033,371,201835,2198,8627,4,8
 00046,9,2000,4892,95,55316,4009,18378,3,8
 00046,10,2000,8352,5847,423768,5571,22307,6,8
 00046,11,2000,1732,12705,848641,1676,10068,4,8
 00046,12,2000,1300,9156,762066,1308,9719,5,8
 00046,1,2001,1382,6636,617220,1379,10834,6,8
 00046,2,2001,546,4525,506534,499,8981,6,8
 00046,3,2001,1265,3920,476992,1100,13149,6,8
 00046,4,2001,3515,2896,379337,1497,18263,6,8
 00046,5,2001,10991,2463,390142,15954,41665,6,8
 00046,6,2001,4996,3042,395312,4959,30760,6,8
 00046,7,2001,5405,6720,754483,5588,28289,5,8
 00046,8,2001,6227,4110,635395,6009,26806,5,8
 00046,9,2001,7583,12879,471848,5273,24612,6,8
 00046,10,2001,6430,25582,394414,4573,25977,6,8
 00046,11,2001,7131,22589,296103,9213,32445,5,8
 00046,12,2001,6537,22552,303514,12005,39598,5,8
 00046,1,2002,6174,20759,329318,13229,36188,5,8
 00046,2,2002,6411,16113,258279,13486,31404,5,8
 00046,3,2002,6135,20304,315692,9026,38089,5,8
 00046,4,2002,5256,8573,192246,7339,27644,5,8
 00046,5,2002,5875,292,180016,11799,34221,2,8
 00046,6,2002,5429,5489,273749,10035,26891,5,8
 00046,7,2002,4739,22200,179092,7795,38860,5,8
 00046,8,2002,5281,27729,189285,5304,36109,4,8
 00046,9,2002,3939,13973,331407,2886,30617,4,8
 00046,10,2002,165,12186,66119,569,2255,4,8
 00046,11,2002,0,7652,142267,0,1415,3,8
