Field Name,Lease Number,Completion Name,API Well Number,Reservoir Name,Test Date,Shut-In Time,Temp,SI Pressure,BH MD (feet),True Vertical Depth (feet),BH Pressure,Remark
BA052A,G06085, A002,427054008400,MF-1A UPPER,12/11/2003,6,216,2547,6000,5266,2885,
BA052A,G06088, E002,427054012101,7000'SAND,5/13/2004,-,999,99999,,,,Waiver approved per Dannette Lockhart.
BA052A,G06085, A008,427054014700,5800'SAND-FB2,2/11/2004,336,182,6,10900,5949,2236,
BA052A,G06085, A002,427054008400,MF-1A UPPER,12/11/2003,6,216,2547,7000,6110,2936,
BA052A,G06085, A008,427054014700,5800'SAND-FB2,2/11/2004,336,182,6,2000,1974,491,
BA070A,G03940, A006,427054014300,TEXT.W5,1/26/2001,8,212,2345,4500,,2575,
BA070A,G03940, A006,427054014300,TEXT.W5,1/26/2001,8,212,2345,7500,,2704,
BA070A,G03940, A006,427054014300,TEXT.W5,1/26/2001,8,212,2345,5500,,2618,
BA070A,G03940, A006,427054014300,TEXT.W5,1/26/2001,8,212,2345,1500,,2431,
BA070A,G03940, A006,427054014300,TEXT.W5,1/26/2001,8,212,2345,33,,2352,
BA070A,G03940, A006,427054014300,TEXT.W5,1/26/2001,8,212,2345,8223,,2953,
BA070A,G03940, A006,427054014300,TEXT.W5,1/26/2001,8,212,2345,3000,,2505,
BA070A,G03940, A006,427054014300,TEXT.W5,1/26/2001,8,212,2345,8200,,2950,
BA070A,G03940, A006,427054014300,TEXT.W5,1/26/2001,8,212,2345,8066,,2933,
BA070A,G03940, A006,427054014300,TEXT.W5,1/26/2001,8,212,2345,6500,,2659,
BA133A,G02665, C001,427054007800,CM 7D,9/7/2005,4,281,1335,12078,11154,1626,
BA133A,G02665, A010,427054013100,TEX-W 2 A&B,5/15/2003,-,999,99999,,,,Waiver approved - dry gas
BA133A,G02665, A004,427054004301,CM 7D,9/6/2005,4,276,1354,6055,5505,1506,
BA133A,G02665, A004,427054004301,CM 7D,9/6/2005,4,276,1354,55,110,1366,
BA133A,G02665, D003,427054012700,CM 7D,9/14/2005,4,284,1281,2040,2080,1334,
BA133A,G02665, D001,427054009201,CM 7D,9/12/2005,4,281,1150,10040,10078,1365,
BA133A,G02665, D001,427054009201,CM 7D,9/12/2005,4,281,1150,4040,4080,1241,
BA133A,G02665, A004,427054004301,CM 7D,9/6/2005,4,276,1354,10055,8889,1585,
BA133A,G02665, A004,427054004301,CM 7D,9/6/2005,4,276,1354,13055,11420,1642,
BA133A,G02665, D001,427054009201,CM 7D,9/12/2005,4,281,1150,12040,12071,1407,
BA133A,G02665, D001,427054009201,CM 7D,9/12/2005,4,281,1150,40,80,1150,
BA133A,G02665, D003,427054012700,CM 7D,9/14/2005,4,284,1281,8040,7827,1467,
BA133A,G02665, A004,427054004300,CM 7D,3/14/2002,6,293,2144,14286,,2659,
BA133A,G02665, A002D,427054003300,TEX W'A'/'B',12/27/2002,12,138,2550,8046,7653,2967,
BA133A,G02665, D003,427054012700,CM 7D,9/14/2005,4,284,1281,4040,4075,1381,
BA133A,G02665, A002,427054003300,TEX-W 2 A&B,8/5/2003,-,999,99999,,,,Waiver approved.
BA133A,G02665, C001,427054007800,CM 7D,9/7/2005,4,281,1335,2078,1157,1388,
BA133A,G02665, C001,427054007800,CM 7D,9/7/2005,4,281,1335,6078,5157,1483,
BA133A,G02665, A002D,427054003300,TEX W'A'/'B',12/27/2002,12,138,2550,9046,8574,3014,
BA133A,G02665, C001,427054007800,CM 7D,9/7/2005,4,281,1335,10078,9155,1579,
BA133A,G02665, D003,427054012700,CM 7D,9/14/2005,4,284,1281,12040,11555,1554,
BA133A,G02665, A002D,427054003300,TEX W'A'/'B',12/27/2002,12,138,2550,5046,4824,2818,
BA133A,G02665, A002D,427054003300,TEX W'A'/'B',12/27/2002,12,138,2550,4046,3901,2768,
BA133A,G02665, D003,427054012700,CM 7D,9/14/2005,4,284,1281,10040,9686,1511,
BA133A,G02665, A004,427054004300,CM 7D,5/5/2001,-,300,2505,0,65,2505,
BA133A,G02665, C001,427054007800,CM 7D,9/7/2005,4,281,1335,8078,7156,1531,
BA133A,G02665, D001,427054009201,CM 7D,9/12/2005,4,281,1150,11040,11077,1386,
BA133A,G02665, C001,427054007800,CM 7D,9/7/2005,4,281,1335,34,68,1335,
BA133A,G02665, A004,427054004300,CM 7D,5/5/2001,-,300,2505,14245,,2890,
BA133A,G02665, C001,427054007800,CM 7D,8/30/2004,-,999,2431,12577,11651,2431,BHP WAIVER APPRVD. PER LOC VAN THAN IN LTR. DATED 10/28/04 - CALC. BHP
BA133A,G02665, D003,427054012700,CM 7D,9/14/2005,4,284,1281,12890,12374,1576,
BA133A,G02665, A002D,427054003300,TEX W'A'/'B',12/27/2002,12,138,2550,1046,1092,2611,
BA133A,G02665, D003,427054012700,CM 7D,8/30/2004,-,999,2431,12577,11183,2431,BHP WAIVER APPRVD. PER LOC VAN THAN IN LTR. DATED 10/28/04 - CALC. BHP./
BA133A,G02665, C001,427054007800,CM 7D,9/7/2005,4,281,1335,4078,3157,1436,
BA133A,G02665, A004,427054004301,CM 7D,9/6/2005,4,276,1354,13555,11823,1649,
BA133A,G02665, D001,427054009201,CM 7D,8/30/2004,-,999,2431,12577,11682,2431,BHP WAIVER APPRVD. PER LOC VAN THAN IN LTR. DATED 10/28/04. CALC. BHP/.
BA133A,G02665, A005,427054004001,TEX-W 3B,11/1/2003,-,999,99999,,,,Waiver approved - dry gas.
BA133A,G02665, D003,427054012700,CM 7D,9/14/2005,4,284,1281,6040,5957,1425,
BA133A,G02665, A002D,427054003300,TEX W'A'/'B',12/27/2002,12,138,2550,2046,2068,2666,
BA133A,G02665, D003,427054012700,CM 7D,9/14/2005,4,284,1281,40,80,1281,
BA133A,G02665, C004,427054013500,CM 7D,8/30/2004,-,999,2431,12577,11273,2431,BHP WAIVER APPRVD. BY LOC VAN THAN IN LTR. DATED 10/28/04 - CALC. BHP.
BA133A,G02665, A002D,427054003300,TEX W'A'/'B',12/27/2002,12,138,2550,9336,8843,3027,
BA133A,G02665, C004,427054013500,CM 7D,2/16/2000,-,280,2750,12434,12085,3554,
BA133A,G02665, A004,427054004301,CM 7D,9/6/2005,4,276,1354,4055,3826,1465,
BA133A,G02665, D003,427054012700,CM 7D,9/14/2005,4,284,1281,11040,10610,1532,
BA133A,G02665, A002D,427054003300,TEX W'A'/'B',12/27/2002,12,138,2550,7046,6700,2917,
BA133A,G02665, A004,427054004301,CM 7D,9/6/2005,4,276,1354,12055,10570,1624,
BA133A,G02665, A002D,427054003300,TEX W'A'/'B',12/27/2002,12,138,2550,8546,8116,2991,
BA133A,G02665, A002D,427054003300,TEX W'A'/'B',12/27/2002,12,138,2550,6046,5755,2868,
BA133A,G02665, A004,427054004301,CM 7D,9/6/2005,4,276,1354,2055,2083,1423,
BA133A,G02665, C003,427054010700,CM 7D,8/30/2004,-,999,2431,12577,11419,2431,BHP WAIVER APPRVD. PER LOC VAN THAN IN LTR. DATED 10/28/04 -CALC. BHP.
BA133A,G02665, A004,427054004301,CM 7D,9/6/2005,4,276,1354,14085,12255,1657,
BA133A,G02665, D001,427054009201,CM 7D,9/12/2005,4,281,1150,2040,2080,1199,
BA133A,G02665, A002D,427054003300,TEX W'A'/'B',12/27/2002,12,138,2550,3046,2978,2718,
BA133A,G02665, A004,427054004301,CM 7D,9/6/2005,4,276,1354,8055,7208,1545,
BA133A,G02665, A004,427054004301,CM 7D,8/30/2004,-,999,2431,12577,10220,2431,BHP WAIVER APPRVD. PER LOC VAN THAN IN LTR. DATED 10/28/04 - CALC. BHP.
BA133A,G02665, A002D,427054003300,TEX W'A'/'B',12/27/2002,12,138,2550,46,92,2550,
BA133A,G02665, C001,427054007800,CM 7D,9/7/2005,4,281,1335,11078,10155,1602,
BA133A,G02665, D001,427054009201,CM 7D,9/12/2005,4,281,1150,8040,8080,1323,
BA133A,G02665, C002,427054008200,CM 7D,8/30/2004,-,999,2431,12577,11443,2431,BHP WAIVER APPRVD. BY LOC VAN THAN BY LTR. DATED 10/28/2004 - CALC. BHP.
BA133A,G02665, D001,427054009201,CM 7D,9/12/2005,4,281,1150,6040,6080,1282,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,3068,2987,3073,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,8018,7207,3344,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,7768,7080,3336,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,6068,5753,3251,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,7668,7023,3332,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,7068,6617,3306,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,7868,7134,3339,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,2068,2110,3014,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,7968,7184,3312,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,68,136,2877,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,4068,3878,3131,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,1068,1136,2948,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,7568,6963,3328,
BA376,G07215, A002,427044032500,ROB(L)3/L)-4,7/24/2004,12,185,2875,5068,4797,3190,
BA397,G22190, B001,427044033400,CIB OP SAND A,7/26/2002,-,999,99999,,,,Waiver approved per Loc Van Than.
BA397,G22190, A001,427044033301,CIB OP SAND B,7/26/2002,-,999,99999,,,,Waiver approved per Loc Van Than.
BA398,G23162, B002,427044033700,BASAL BIG HUM SAND,2/22/2003,-,157,260,6751,6507,3099,
BA398,G23162, A002,427044034000,BASAL BIG HUM FB1,1/13/2003,-,166,225,7394,6699,3184,
BA398,G23161, B001,427044033800,BASAL BIG HUM SAND,2/15/2003,-,165,150,8079,6477,3078,
BA399,G09010,  003D,427044027900,ROB M-5,2/15/2002,132,198,1455,6034,6029,1651,
BA399,G09010, A002,427044031800,ROB (L)-5 RB-4,3/17/2004,-,999,99999,,,,BHP WAIVER APPRVD. PER LOC VAN THAN.
BA399,G09010,  003D,427044027900,ROB M-5,2/15/2002,132,198,1455,8034,7520,1699,
BA399,G09010,  003D,427044027900,ROB M-5,2/15/2002,132,198,1455,2034,2068,1525,
BA399,G09010,  003D,427044027900,ROB M-5,2/15/2002,132,198,1455,34,68,1455,
BA399,G09010,  003D,427044027900,ROB M-5,6/8/2005,-,999,1292,8221,6983,1292,BHP WAIVER APPRVD. IN LTR DATED 11/15/2005 PER LOC VAN THAN (CALCULATED)
BA399,G09010,  003D,427044027900,ROB M-5,2/15/2002,132,198,1455,1034,1068,1492,
BA399,G09010,  003D,427044027900,ROB M-5,2/15/2002,132,198,1455,3034,3068,1557,
BA399,G09010,  003D,427044027900,ROB M-5,2/15/2002,132,198,1455,8534,7879,1710,
BA399,G09010,  003D,427044027900,ROB M-5,2/15/2002,132,198,1455,8134,7591,1701,
BA399,G09010,  003D,427044027900,ROB M-5,2/15/2002,132,198,1455,4034,4068,1589,
BA399,G09010,  003D,427044027900,ROB M-5,2/15/2002,132,198,1455,7034,6815,1676,
BA399,G09010,  003D,427044027900,ROB M-5,2/15/2002,132,198,1455,5034,5067,1620,
BA453,G04713, A003,427044019200,Upper MM-70 Sand,5/8/2005,4,179,2750,71,142,2780,
BA453,G04258,  008,427044014801,ROB L-90 SAND,11/23/2005,8,172,1755,3060,3012,1884,
BA453,G04258,  008,427044014801,ROB L-90 SAND,11/23/2005,8,172,1755,7350,6682,2036,
BA453,G04258,  008,427044014801,ROB L91 SAND,2/14/2005,5,175,1801,7350,6682,2074,
BA453,G04713, A001,427044012800,MM-30,12/4/2004,24,186,708,7049,5865,864,
BA453,G04713, A003,427044019200,Upper MM-70 Sand,5/8/2005,4,179,2750,7071,6944,3291,
BA453,G04713, A001,427044012800,MM-30,12/4/2004,24,186,708,8549,7023,1063,
BA453,G04258,  008,427044014801,ROB L-90 SAND,11/23/2005,8,172,1755,60,119,1755,
BA453,G04713, A003,427044019200,Upper MM-70 Sand,5/8/2005,4,179,2750,3071,3080,2980,
BA453,G04258,  008,427044014801,ROB L91 SAND,2/14/2005,5,175,1801,2060,2056,1844,
BA453,G04258,  008,427044014801,ROB L-90 SAND,11/23/2005,8,172,1755,6560,6050,2011,
BA453,G04258,  008,427044014801,ROB L-90 SAND,11/23/2005,8,172,1755,5060,4771,1960,
BA453,G04713, A003,427044019200,Upper MM-70 Sand,5/8/2005,4,179,2750,5071,4983,3108,
BA453,G04258,  008,427044014801,ROB L-90 SAND,11/23/2005,8,172,1755,2060,2056,1800,
BA453,G04713, A001,427044012800,MM-30,12/4/2004,24,186,708,1049,1098,802,
BA453,G04258,  008,427044014801,ROB L91 SAND,2/14/2005,5,175,1801,3060,3012,1926,
BA453,G04713, A003,427044019200,Upper MM-70 Sand,5/8/2005,4,179,2750,1071,1140,2849,
BA453,G04258,  008,427044014801,ROB L91 SAND,2/14/2005,5,175,1801,60,119,1801,
BA453,G04713, A003,427044019200,Upper MM-70 Sand,5/8/2005,4,179,2750,7492,7365,3407,
BA453,G04713, A001,427044012800,MM-30,12/4/2004,24,186,708,49,98,784,
BA453,G04713, A001,427044012800,MM-30,12/4/2004,24,186,708,5049,4344,841,
BA453,G04713, A003,427044019200,Upper MM-70 Sand,5/8/2005,4,179,2750,7471,7344,3398,
BA453,G04713, A001,427044012800,MM-30,12/4/2004,24,186,708,3049,2822,818,
BA453,G04258,  008,427044014801,ROB L91 SAND,2/14/2005,5,175,1801,6560,6050,2049,
BA453,G04258,  008,427044014801,ROB L91 SAND,2/14/2005,5,175,1801,5060,4771,1999,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1190,75,150,1190,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1190,6150,6008,2705,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1190,6247,6074,2742,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1190,2000,2075,1722,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1190,1000,1075,1458,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1193,75,150,1192,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1193,3000,3075,1973,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1190,4000,4075,2039,
BA491,G06069, A001,427044018200,RM3/RM4,1/18/2004,-,999,99999,,,,Waiver approved.
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1190,5000,5065,2229,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1193,5000,5065,2223,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1190,3000,3075,1978,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1193,1000,1075,1446,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1193,4000,4075,2033,
BA491,G06069, A003,427044032900,RL-2 SAND,7/9/2001,-,999,99999,,,,Waiver approved.
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1190,6000,5906,2668,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1193,6150,6008,2692,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1193,6247,6074,2727,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1193,2000,2075,1710,
BA491,G06069,  004,427044034300,RM-1,6/21/2005,24,182,1193,6000,5906,2658,
BA494,G06071,  003,427044030100,RL-10/11/12,10/3/2001,-,999,99999,,,,Waiver approved per Steve Walsh.
BA501,G20616, B001,427044033000,BIG 2-4 SAND,9/29/2004,-,210,3829,8234,7948,3829,
BA544,G10226, A002,427044028202,BIG HUM SAND,1/8/2001,5,258,3695,13064,11185,5034,
BA544,G10226, A002,427044028202,BIG HUM SAND,1/8/2001,5,258,3695,12899,11036,4956,
BA544,G10226, A002,427044028202,BIG HUM SAND,11/4/2001,-,999,9999,,,,BHP WAIVER APPRVD. PER STEVE WALSH.
BA578,G25517,  001,427044035201,BIG HUM SAND,8/1/2005,24,202,3690,7500,7479,4265,
BA578,G25517,  001,427044035201,BIG HUM SAND,8/1/2005,24,202,3690,5000,5027,4082,
BA578,G25517,  001,427044035201,BIG HUM SAND,8/1/2005,24,202,3690,2500,2527,3893,
BA578,G25517,  001,427044035201,BIG HUM SAND,8/1/2005,24,202,3690,7824,7774,4385,
BA578,G25517,  001,427044035201,BIG HUM SAND,8/1/2005,24,202,3690,28,56,3690,
BM002, 00387,SC022,177154104500,S 8300 I,2/23/2003,4,188,3692,3622,3706,1068,KB elevation 87'
BM002, 00386, S004,177150021801,7000 UP/LW FBE,4/22/2005,4,169,680,5656,4545,521,THF not recorded. BHP submitted after Chevron was issued and Incidence of Noncompliance.
BM002, 00390, X001,177170032901,83/87/8750 BUW,11/17/2000,24,185,115,9913,9889,2735,
BM002, 00369,  075,177144001100,E8200 SS,9/18/2002,15,170,700,8003,6600,1440,
BM002, 00390, X001,177170032901,83/87/8750BUW,11/17/2000,24,185,115,8030,8059,1924,
BM002, 00387,CL013,177150024901,9000'B,1/20/2002,24,182,960,8068,8090,2285,
BM002, 00166,CM019,177154012301,7600 LWR FB EE,7/22/2005,24,196,1730,65,130,1727,
BM002, 00370,FF002,177140031101,7900 FB D,7/23/2005,24,166,1160,6316,6272,1332,
BM002, 00386, S004,177150021801,7000 UP/LW FB E,4/22/2005,4,169,680,7006,5846,640,THF not recorded. BHP submitted after Chevron was issued and Incidence of Noncompliance.
BM002, 00386, S004,177150021801,7000 UP/LW FB E,4/22/2005,4,169,680,1563,620,215,THF not recorded. BHP submitted after Chevron was issued and Incidence of Noncompliance.
BM002, 00369,  079,177142016903,4900 FB E,11/2/2005,-,999,99999,,,,Waiver approved due to Hurricane
BM002, 00387,SC016,177150055201,7200 L,11/6/2000,8,177,1600,4000,4002,2332,
BM002, 00386,  008,177150049701,7150 FBC,11/26/2002,5,161,725,81,162,730,
BM002, 00387,CL019,177154050401,S 08900 FBI,11/24/2002,5,195,3000,2758,2795,3274,
BM002, 00392, W006,177140034100,83/87/8750BUW,2/7/2000,-,184,350,8023,7890,2385,
BM002, 00392,CS026,177174041302,83/87/8750BUW,1/28/2002,16,183,800,3000,3051,846,
BM002, 00390,SG025,177142000602,7600 RMS,6/12/2002,4,166,2152,8022,7304,2415,
BM002, 00369,  075,177144001100,E8200 SS,9/18/2002,15,170,700,2003,2008,814,
BM002, 00387,CL019,177154050401,S 08900 FBI,11/24/2002,5,195,3000,11500,10631,4811,
BM002, 00390, X001,177170032901,83/87/8750 BUW,11/17/2000,24,185,115,4030,4060,271,
BM002, 00369,  076,177144001202,7600 UPR V-1,5/27/2002,6,166,694,5024,3932,1158,
BM002, 00387,SC022,177154104500,S 8300 I,2/23/2003,4,188,3692,1132,1217,748,KB elevation 87'
BM002, 00369,  071,177144000701,7600 RMS,4/2/2003,6,167,875,1666,1732,903,
BM002, 00390, X001,177170032901,83/87/8750BUW,11/17/2000,24,185,115,30,60,105,
BM002,G01870, F025,177154054100,"""P""SAND",6/6/2001,-,999,99999,,,,Waiver approved - insufficient production
BM002, 00369,  017,177170081600,83/87/8750 BUW,11/7/2001,6,182,910,9901,9736,1446,
BM002, 00390,SG025,177142000602,7600 RMS,6/12/2002,4,166,2152,5022,5049,2409,
BM002, 00386,EE013,177154076801,7150'/7175',10/31/2002,6,172,530,4000,4044,1407,
BM002, 00386,EE013,177154076801,7150'/7175',10/30/2003,24,160,1135,6000,6028,2313,
BM002, 00390,CD006,177140035201,8200 BUQ,2/17/2004,8448,173,1132,7500,7381,1639,
BM002, 00386, S004,177150021801,7000 UP/LW FBE,4/22/2005,4,169,680,3649,2652,360,THF not recorded. BHP submitted after Chevron was issued and Incidence of Noncompliance.
BM002,G01870, F004,177154033700,O RD,7/10/2000,-,999,99999,,,,Waiver approved.
BM002,G01870, F027D,177154102704,O RA,11/8/2003,24,223,530,5055,5082,952,
BM002, 00392,CS026,177174041302,83/87/8750 BUW,1/28/2002,16,183,800,10000,9959,1537,
BM002, 00392,CS026,177174041302,83/87/8750BUW,11/6/2001,2,183,905,8000,8046,1286,
BM002, 00166,SB022,177154037202,8000 KK2,11/11/2002,6,199,720,2840,2924,726,
BM002, 00369,  071,177144000701,7600 RMS,4/2/2003,6,167,875,3846,3872,933,
BM002, 00369,  076,177144001202,7600 UPR V-1,5/27/2002,6,166,694,3024,2678,715,
BM002, 00369,  075,177144001100,E8200 SS,9/18/2002,15,170,700,8350,6933,1553,
