source_award_key,locator_json,locator_sha256,source_row_sha256,active
src-awd-8b93309b3513405f97dee7aca10fe0d5,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2020"",""CONTRACTOR"":""SBM Offshore"",""PROJECT"":""Payara"",""SCOPE_DESC"":""Prosperity FPSO — construct, install, lease; ~$0.98bn financing""}",851bac36c4c55b2d39cee887872f965966d3d9afa1c7a19643f2b2bf6545cf33,15a23391ed1fc9a419d7250625f6dd63712b10ae5094d9a95c79b8d5c8943de0,true
src-awd-9af5dc0480ec4cb58a2e3fd7b0183eca,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2024"",""CONTRACTOR"":""SBM Offshore"",""PROJECT"":""Payara"",""SCOPE_DESC"":""ExxonMobil purchase of FPSO Prosperity (Nov 2024)""}",a03c2ad218fc0a9ced02948774a3a198d63707e254c5552ed711c01330f64411,e7fd441e45bb0362594dffa21ec6c7d0bc8629c6f17c691b98aaf1b1129d0c5d,true
src-awd-e99a91c160a64e17a42605b0cd9809e6,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2020"",""CONTRACTOR"":""TechnipFMC"",""PROJECT"":""Payara"",""SCOPE_DESC"":""41 EVDT trees + 10 manifolds + 6 flexible risers + controls""}",333459f5873a254d63e8e73f6858c4bd2e7a339bf550934e8b8a35f8ac177279,2741eaf26b27a4811f75ac96a78b5b4bb73d3945c80c19020d29f3d3d8fb1d49,true
src-awd-4ff742883dc246d89b8bd29dc5533cc6,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2019"",""CONTRACTOR"":""Saipem"",""PROJECT"":""Payara"",""SCOPE_DESC"":""EPCI ~130 km flowlines/risers/manifolds/flex/umbilicals""}",64adb283958dc869227ba5697ebb3b0b2f1eb39cd22fc230fef0b7dc931834bc,18cde0ba06e307976fa256890e90191ed1a6d6ea238a6c73e15848a877f4858f,true
src-awd-d9b64a3bba6846a49fab8fd982d4ff8f,"{""ASSET_CLASS"":""other"",""AWARD_YEAR"":""2020"",""CONTRACTOR"":""Halliburton"",""PROJECT"":""Payara"",""SCOPE_DESC"":""Drilling & completions services""}",a4da70450105f4fc54aac4a2306dd06c294f6b7a50a1f55ec29ed8d8abce4096,1eedc9f6b31caf8679f552a11629b80f73e91baf2adb9c94d9088ce604fe22c2,true
src-awd-ac53c237d04445f3997be1195036c2c7,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2022"",""CONTRACTOR"":""Noble Corporation"",""PROJECT"":""Payara"",""SCOPE_DESC"":""CEA — 4 drillships pooled; dayrates low-to-high $400k/day, biannual reset""}",0a8f6c9365a34c5fc54d5232eab01330e3156535b9b1d6629f9220222e8114d2,98ef1b3b4ca37ef10adf22ecc36dc6ca7a320cacee5d74f16abba71a074dcf85,true
src-awd-775e1571410d427dbe22936458b653b8,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2022"",""CONTRACTOR"":""SBM Offshore"",""PROJECT"":""Yellowtail"",""SCOPE_DESC"":""ONE GUYANA FPSO (250 kbopd); $1.75bn financing Jul 2022""}",7487d2a44015fc54d45b9c55473accf12ebe8f5bbbb1a762d2e9137cf7f8aa50,d36896079784e131175bcc79de8725d0040d2226ea4d7998242d4c43328cfeb5,true
src-awd-e47d517b302c4ea9bf122a5d4018ca4c,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2026"",""CONTRACTOR"":""SBM Offshore"",""PROJECT"":""Yellowtail"",""SCOPE_DESC"":""ExxonMobil purchase of FPSO ONE GUYANA (Feb 2026)""}",9f3051218ba0efcb73365fdca0ec6b2ad6e7382a8990bbe5443baa4b0674037b,c1552a318662a2bbf1c316869eb8fd3489c2a3805afe14f3c7dbb56d8a07c6a6,true
src-awd-98cbc41fca8e44c793e55faa89048518,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2021"",""CONTRACTOR"":""TechnipFMC"",""PROJECT"":""Yellowtail"",""SCOPE_DESC"":""51 EVDT trees + 12 manifolds + controls""}",6ab05250792737984fc77869a90bd1bc1d22717b8e9c38d22022651fa6fef0b4,c4471eba9fb6b3cf74d62300d080d49372425b3928d64068d8be06f97eaed761,true
src-awd-11a49d35bce4431b8fc287d68a81f2cc,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2022"",""CONTRACTOR"":""TechnipFMC"",""PROJECT"":""Yellowtail"",""SCOPE_DESC"":""6 HPHT flexible risers""}",cf448d10f2e38fc8f71963bb0f0ed6c6c3e7fcc2c909f6d71ada214d03f75ffa,332e21d56b9ee050d7b37f2e2d467c4e5a7cce11235c6f6cef08382ab1d66445,true
src-awd-3c6c21d06fd94a1bb32285058c1d7ef5,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2022"",""CONTRACTOR"":""Saipem"",""PROJECT"":""Yellowtail"",""SCOPE_DESC"":""SURF EPCI ~1,800 m WD""}",3a3d8f0a636922d5cd952e6b7f16ce844483a816b40c71ef4e89d02a900b426f,885e573b32aea90967ac0f044905bc7b69e3a198ee083004502b6f733a841a53,true
src-awd-b521f688f0ad4e2fa7552e44d4896e3a,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2022"",""CONTRACTOR"":""Noble Corporation"",""PROJECT"":""Yellowtail"",""SCOPE_DESC"":""CEA pooled; extensions to 2029 within $1.3bn multi-region backlog adds""}",fa3fdd589b5ec9fe4ac828361a105c53a440b96d92426837781802792ebe7f65,eb221d7264dbe08892aa8668635b8037db9a0c855a282e1e00d554676c5d3fd2,true
src-awd-c6cf7614894a41dda86cde279aa1be21,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2019"",""CONTRACTOR"":""Daewoo Shipbuilding (DSME)"",""PROJECT"":""Anchor"",""SCOPE_DESC"":""Semi FPU hull build (22,000 t, Okpo)""}",8480f87e40cbabc4cad0a07a709082acf0ba285f9ac3dc26f4669da062b8ddb4,bcca9a72c0dba500a7c4fe440ffdc4c918238baf7d28db88ba0f32bacdea3f94,true
src-awd-e827294abcb04c159cf2f4164558d736,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2019"",""CONTRACTOR"":""Kiewit Offshore"",""PROJECT"":""Anchor"",""SCOPE_DESC"":""FPU topsides fabrication + integration (Ingleside TX)""}",b082040158449b549049af0b631abb2aabf28602d9570abcb5e433ddcc41900b,7cbb3bd48885507de466b5a60fc5ca1f3a65052df3cf87df30f015a9ce68df9b,true
src-awd-30a8ba97e7b7411f9005515997df9e8a,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2019"",""CONTRACTOR"":""OneSubsea (SLB)"",""PROJECT"":""Anchor"",""SCOPE_DESC"":""Industry-first integrated 20k-psi SPS under 20-yr Chevron MSA""}",e9286e1af85a67daeae6498165a377fb40c87889673841d5126959170b92aff4,025139bccf9e11316db76ca54e2a3fecede94b9221ccc587232d93b0e7c50800,true
src-awd-681702e4e1a9424caf796e7a3523c142,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2020"",""CONTRACTOR"":""Subsea 7"",""PROJECT"":""Anchor"",""SCOPE_DESC"":""SURF EPCI (flowlines, risers, umbilical install, jumpers)""}",c46e71c3bad4bf3833887e50a2ce70cae4656cf4450ec1a6a4627c87bf0df382,f5d00f7a460960c758bbf574f8f96b80490d54604a65b8f89b5f2ad74cb11398,true
src-awd-a6d964cdc0354667b3173748862f52a4,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2020"",""CONTRACTOR"":""Aker Solutions"",""PROJECT"":""Anchor"",""SCOPE_DESC"":""~24 km 20k-psi dynamic steel-tube + power umbilicals (20-yr Chevron master)""}",5cda7c5e73f04d4431203d283165fd4984ba58735b99774239eb190c813fbe46,e59d7e8152e2e666d45150ed102ffccd63a669b962a548e82c877746e5e8cb6a,true
src-awd-add82395e144484797aa7efb67dd191f,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2018"",""CONTRACTOR"":""Transocean"",""PROJECT"":""Anchor"",""SCOPE_DESC"":""Deepwater Titan — 5-yr (first 20k floater, dual 20k BOPs, ~$455k/day implied)""}",7e04a85ef42555c4db78bae6ddad7ed7ce79b15a09e7dddd952b4c8dffbc5a11,02581a8b8362749e10059171cd20a4a33d53689dfc64d386bf82fc48dd7fe8c6,true
src-awd-097c787c3d474548ae8ae34c13f7f337,"{""ASSET_CLASS"":""installation"",""AWARD_YEAR"":""2021"",""CONTRACTOR"":""Boskalis"",""PROJECT"":""Anchor"",""SCOPE_DESC"":""Heavy transport of FPU hull Okpo->Ingleside (BOKA Vanguard)""}",1c1f438c86e6963f55d96af68ec91ca627e860a9fd5321875b1fd4ee72d3a97f,4a1afdbe42d1e7e336cdcd9ce1e8626ee3537735217434bae019ae2c73223de0,true
src-awd-edb4fd47c9c14ef0b575d7ebad7565a0,"{""ASSET_CLASS"":""other"",""AWARD_YEAR"":""2020"",""CONTRACTOR"":""Oceaneering"",""PROJECT"":""Anchor"",""SCOPE_DESC"":""First 20k-psi hydraulic junction plates + IFLs (20-yr GoM MSA)""}",8f53b94ba28082ac84b722cf4df48d481dd3f56afcbae2e73471255e02da1e9d,b6b377687f0d69ebc2061b63ac8f22a34a45a58ba9dd3902e32c87f3a2e345f8,true
src-awd-14d2c2c4c8de4f0dbbe3b682c87eb417,"{""ASSET_CLASS"":""installation"",""AWARD_YEAR"":""2022"",""CONTRACTOR"":""Subsea 7"",""PROJECT"":""Ballymore"",""SCOPE_DESC"":""SCR + flowline + control system install, 3-well tieback to Blind Faith""}",f6560070345e599d4d7b246cc0b6994fb12ae9e07dd18dfc9ca155682dc47d10,00b40f8ac4011b963e37da2c2867cedcac8a0e0ec5daedbf2e1192c39c29ec49,true
src-awd-efbf7295b34740459145e086bafea556,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2021"",""CONTRACTOR"":""Worley"",""PROJECT"":""Ballymore"",""SCOPE_DESC"":""Blind Faith brownfield modifications (eng + procurement)""}",79914d504ad2a97904865419bf281c920b273304c266f9a9256f2e9334034abe,6a024df5275d6479ee796a6214e3f23d9f0e37a1c597718eb508477ffa49cc69,true
src-awd-7928f558399b45c28eec4ca9f2763aed,"{""ASSET_CLASS"":""other"",""AWARD_YEAR"":""2022"",""CONTRACTOR"":""Expro"",""PROJECT"":""Ballymore"",""SCOPE_DESC"":""3-yr in-riser 15k ball-valve completion/intervention system""}",b7938902073e00853d0d88dc33c81de203381ae18c2282df9ff60730c948ecde,0caf458058ceee37e6bc16d8b438525e0b315179f6d202c611e8066944c24cc2,true
src-awd-f94f612e88f34e6397343d0210670261,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2024"",""CONTRACTOR"":""Seatrium"",""PROJECT"":""Kaskida"",""SCOPE_DESC"":""FPU EPC (4-column semi + single topside module, 80 kbopd)""}",351423733254197cefde32eb694d57bf76a9574f2599aa95bb362d93146f8fd0,1408a241a1c16cfdf365215145929fce30caab5988de1e1fc495397f2e4701d2,true
src-awd-9ee431d6b1444b39a9004dc3063f2161,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2024"",""CONTRACTOR"":""TechnipFMC"",""PROJECT"":""Kaskida"",""SCOPE_DESC"":""Integrated iEPCI: 20k trees + manifolds AND umbilicals/risers/flowlines (single contract)""}",b503c3867fcd1529a419da084ae72f6fcccecc0b0b5e000e86e552db9422c209,dccfb3f173e3596b0304eae5f2eebd001bb5408382ae732a3ea044d76efcb632,true
src-awd-b50e5991c34b41f1849291281301eebd,"{""ASSET_CLASS"":""installation"",""AWARD_YEAR"":""2025"",""CONTRACTOR"":""SBM Offshore"",""PROJECT"":""Kaskida"",""SCOPE_DESC"":""Wet tow + offshore installation of FPU""}",9afda0f25f71460b4656f7aa5563a3f7b7c32b903e508c18d687b6fece816c72,a907a29c8f62d90ce49c26dae8c3389df489785ef4f98795d5a2be2d8bad28b9,true
src-awd-abe2659ba0ce406c9e231075c6d2c215,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2024"",""CONTRACTOR"":""Transocean"",""PROJECT"":""Kaskida"",""SCOPE_DESC"":""Deepwater Atlas — 365-day from Q2 2028 + option (~$635k/day implied)""}",c6b0a8b5250b8073a7ae1f35b052a3e684420d6ef060bb20bc9e1c23ae5ad57c,aae846855c23eeb9328551d40d9e63709fc206dd0121f6b04f6e3319b2d4b612,true
src-awd-f6465b3d38044e60851c53e3eaccfe82,"{""ASSET_CLASS"":""other"",""AWARD_YEAR"":""2024"",""CONTRACTOR"":""Enbridge"",""PROJECT"":""Kaskida"",""SCOPE_DESC"":""Canyon Oil Pipeline + Gathering System (Enbridge builds/owns/operates)""}",86c302260b23e41b334c46d7914dc736130b66fc93f85f131a6d723b4b17ca7a,5f3eeac3c3fcf91adab43dd3f446734fb8fa30584115eda2edf0ecdbf80697b8,true
src-awd-82fd5d81a4da4e67bef9b5162e2fdc3f,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2019"",""CONTRACTOR"":""Sembcorp Marine (Seatrium)"",""PROJECT"":""Whale"",""SCOPE_DESC"":""EPC topsides + hull (~25,000 t, replicates Vito; delivered Oct 2023)""}",23a3415776bde108c232e514499de3ace5d93334f279310f585a15dc6fcb49e2,5c56d6c087ad73d92c2a770fcaea4ed4a9c9fc0364afe6df271bcccf1ee9b6e0,true
src-awd-9f8e452bb1a64fc18c53cfbc9fe8ac81,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2021"",""CONTRACTOR"":""McDermott"",""PROJECT"":""Whale"",""SCOPE_DESC"":""EPCIC ~50 km pipeline + 15 km umbilicals, 5 drill centers""}",dd66d8655c1695443119347a5fda718d0141752ff46563897e476552befd3e18,6c663c2ec4fcdbff670a81471cad5f61ca5c753078f53c580d57bc28ba11b4a3,true
src-awd-2ee38b76e1f94b50978c4f79da0bbef2,"{""ASSET_CLASS"":""installation"",""AWARD_YEAR"":""2023"",""CONTRACTOR"":""Boskalis"",""PROJECT"":""Whale"",""SCOPE_DESC"":""Dry tow of 25,000 t FPU (Singapore->Ingleside) + wet tow""}",2eae86c575f14ed9c99276059e693b92e4fb651191fc36616071df6a6413df49,e4e138be8f48e97d417eca899bdbe6d9644dca508ef19837d8a47c97d6a896bc,true
src-awd-0a776441ead74d94ae669f816e0b6fe8,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2021"",""CONTRACTOR"":""MODEC"",""PROJECT"":""Bacalhau Phase 1"",""SCOPE_DESC"":""FPSO EPCI turnkey newbuild (220 kbopd) + first-yr O&M — the largest single award, never valued""}",488b9b090eb75a7d9989b5399ab47059607a19037ba19356258b3feccb07cde4,a936d420b432075d2f69ababbce3d88c47c21c933b55cd2f8819e77e05e3823f,true
src-awd-1b99cf39d26c4b8187de7b87bf920192,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2021"",""CONTRACTOR"":""Subsea7 (Subsea Integration Alliance)"",""PROJECT"":""Bacalhau Phase 1"",""SCOPE_DESC"":""Integrated SPS+SURF EPCI, Subsea7 share (140 km risers/flowlines, 40 km umbilicals, T&I)""}",b1398aab12ec31898371cc18a461ce345b1bab4cbf3ac5f2693220e43aecdd2f,75ba953fdf31d451f110c14bd79854aab43974838ee9d0c97f0f7b7d7d745321,true
src-awd-f67a4ec2c5ea4d2184ab2189a1b3e309,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2021"",""CONTRACTOR"":""OneSubsea (Subsea Integration Alliance)"",""PROJECT"":""Bacalhau Phase 1"",""SCOPE_DESC"":""19 trees + wellheads/controls within integrated SIA EPCI""}",422cea5da709f93e2b0d2cf0efb4b6ac17b9043f46a682ff027ca5e49918169c,a0157bdfa6a11a01e2b7274690339729fe48af30dce0e3d9439fa67a9509f231,true
src-awd-0f0325daecf94a6abcfd0f352f2875dc,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2021"",""CONTRACTOR"":""Seadrill"",""PROJECT"":""Bacalhau Phase 1"",""SCOPE_DESC"":""West Saturn drillship — 4-yr firm + options, 6 wells""}",53a6a5aac8eaf8012ee46a4257a4993af402beed0da2be86995a902e6cd83aef,20957fdfab9fe2831fee22524d77e5040adfcb677775b429e7b4e167c76f188f,true
src-awd-08f0657fd7b740739f6cd89e5f18415b,"{""ASSET_CLASS"":""other"",""AWARD_YEAR"":""2020"",""CONTRACTOR"":""Baker Hughes / Halliburton / Schlumberger"",""PROJECT"":""Bacalhau Phase 1"",""SCOPE_DESC"":""Drilling & well services (combined, Nov 2020)""}",eb99525ee2e399b3bb52722b4842a7c7fd5e6b1d445249f70cc77466fc97bfde,d9290f3db492acd6f273f851e5047d1cd9b249215836643b8cca82ad846e39b6,true
src-awd-41847bdcfc8f4981ac6b02d35bc2afdd,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2020"",""CONTRACTOR"":""MODEC"",""PROJECT"":""Sangomar Phase 1"",""SCOPE_DESC"":""FPSO purchase (EPCC, VLCC conversion, 100 kbopd) — sale to Woodside, price not disclosed""}",de200c3509d4a7ed447ece8ea56e82d7f5e2c3387fbf78fae6eecb1cb44fc969,6383dcc65483ceaec61ea990a256450832fa3e316db2507b08fab0d5954a2dd9,true
src-awd-e4392a2213f14bdaa73dfda470962084,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2020"",""CONTRACTOR"":""Subsea Integration Alliance"",""PROJECT"":""Sangomar Phase 1"",""SCOPE_DESC"":""Integrated SPS+SURF EPCI incl T&I: 23 wells, 107 km flowlines, 45 km umbilicals""}",cead6159e09bed3bf307883917d10e046379c47e266bb5cf3cf70a20ae555c4d,2756436e4b6d03b49908009347270d068ec5002582ea127eb0d25fd35af4f4d0,true
src-awd-aa177d98140748e5b3e523799f79c848,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2019"",""CONTRACTOR"":""Diamond Offshore"",""PROJECT"":""Sangomar Phase 1"",""SCOPE_DESC"":""Ocean BlackRhino (18 firm wells) + Ocean BlackHawk""}",7997800fe2b85fb4d1f14baeb7fd9f077de10d93c337d273b57285ff21ed3d33,be3264a78611fa4f8b3628ad391231d105ee2b3a13986f609029867c53d51ced,true
src-awd-e9d8991d564543ad8668df326d994466,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2021"",""CONTRACTOR"":""BW Offshore"",""PROJECT"":""Barossa"",""SCOPE_DESC"":""FPSO BW Opal — LEASE-AND-OPERATE 15-yr firm ($4.6bn firm-period value; ~$2.0bn FPSO capex + lease/opex)""}",7afeb14afa8eae362f111e8d4cacf2b2b7494d2c9a3a11a21eb4014d034df69f,d8bd114f840c085b9001ad1730ea36b629d7370d86ff1014fb387a5aa1cc66a1,true
src-awd-d88becd878b5463f9630f0fd1fb303eb,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2021"",""CONTRACTOR"":""TechnipFMC"",""PROJECT"":""Barossa"",""SCOPE_DESC"":""Trees/controls/manifolds/wellheads + install support""}",92b1dfaf60f7a005784b37e43239a9be67e3a99b0e94231b5194bc15f79317a3,9fe6b4d6b807fcbc725a198107d7fa46ad2a0a84ceec7ab5e057e9f3ab1e7542,true
src-awd-8746072f65aa41399ab4ab5b7aa0c77b,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2020"",""CONTRACTOR"":""Subsea 7"",""PROJECT"":""Barossa"",""SCOPE_DESC"":""EPC + T&I 36 km infield flowlines + install client-supplied risers/umbilicals""}",986ead1eb7a36fc327c8a67355a1f8cef5e246f009ca27fdd258fc64607c4202,ff450f61fc4edc63cdd8554f3d200fb65223df851e286b4d1d42f4ecb9f48739,true
src-awd-ab32ff3f6ecd405ab13529b3a4cda73b,"{""ASSET_CLASS"":""other"",""AWARD_YEAR"":""2019"",""CONTRACTOR"":""Allseas"",""PROJECT"":""Barossa"",""SCOPE_DESC"":""Gas Export Pipeline EPCI (262 km, 26-in)""}",e656d4f86020393bc0efb1b79686bb4a59ec9f7852f30cb15ff5a45fc98d1b25,e9d826334fe3664a2533dd0d7609c9230746979aa61c70f611dadff0c6d819fb,true
src-awd-8128ad6abdb44c8295c4c5f577cbc9e6,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2024"",""CONTRACTOR"":""SBM Offshore"",""PROJECT"":""GranMorgu (Block 58)"",""SCOPE_DESC"":""FPSO construct & install (Fast4Ward, 220 kbopd)""}",0064539c027fce897f274b932f98c548ad921cdb9ebe7ebcc91f118af15aa5b4,92c198e58819e6d5eef13200660682ba93caf09f91d779f4acb5949056070964,true
src-awd-1c7d5a425116458e9ace6af1647895b2,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2024"",""CONTRACTOR"":""Technip Energies"",""PROJECT"":""GranMorgu (Block 58)"",""SCOPE_DESC"":""FPSO topsides EPC""}",865e8f2f596000fb8f0ed598562dc05ada153c24e14b4bf3acb3cc219d81b880,bf04882fbc06c43b394606c99c01644e18697249502f80f3f90bf848ecc2c7a2,true
src-awd-9f29ad48c0be48df982e1728fc07c50b,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2024"",""CONTRACTOR"":""TechnipFMC"",""PROJECT"":""GranMorgu (Block 58)"",""SCOPE_DESC"":""Major iEPCI: Subsea 2.0 trees, manifolds + umbilicals/flex jumpers/risers""}",4c8ae8c66612454a8ed2199d6c779dd1c975cc60b2e081b98ce53577c0e73031,2c0b94fa0dd23a4ab1e20aec02f16ba83045c0f2c0c892290282f127329098e5,true
src-awd-5b7ee5b20be048ff88a9786661b73dbd,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2024"",""CONTRACTOR"":""Saipem"",""PROJECT"":""GranMorgu (Block 58)"",""SCOPE_DESC"":""SURF EPCI: ~100 km production + 90 km injection lines + flex/umbilicals (install incl.)""}",1c46601394a7907ab7f7d6dfb68bb71aeb7b42751dde4e5b6462cfd9a3ccc1fb,9c08f5d34b224ac576689f130161a2f73c41f0dd6fb45380dd2cf0a3224f378c,true
src-awd-fcd00fffc82b49b189d883539319044e,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2025"",""CONTRACTOR"":""Noble Corporation"",""PROJECT"":""GranMorgu (Block 58)"",""SCOPE_DESC"":""Two 16-well contracts (~1,060 days each): Noble Discoverer + Noble Valiant""}",85b76ba78a7d7eb28e9b6b78468df7f5e8195c0bb87f860dc5e21158fda0029c,d1340deb70b3b1b9ec461a1169c049b46538a97f66b4e3cd495dd36ca2cfe411,true
src-awd-74e3fc20e8fa488083e12049c5999ca3,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2014"",""CONTRACTOR"":""Saipem"",""PROJECT"":""Kaombo"",""SCOPE_DESC"":""EPCI two converted-VLCC FPSOs (Norte + Sul): topsides, mooring, hookup, commissioning""}",f168339ddde5f16319b7841a31f520cc98cff3aff8c050c971b3cf0078b9626e,e7505efa2a6e9a7f25084ad6496103c7b4af1dedb71fc254c0564ccff101c57b,true
