project_id,source_project_key,display_label,state,active,aliases_json,validation_group_id,created_source_sha256,migration_note,no_reuse
prj-000001,src-prj-000001,Big Foot,active,true,[],vg-cost-map-pilot-000001,08322f84bcd272e0d64825fefafa3556c6eaf0441f57ac38aacf385711bccfe9,,true
prj-079be0935b8f417fa0db0455658fe578,src-prj-4eeacf659f6f45b295ed522df21d1939,Bonga North,active,true,[],vg-prj-2940a6bcff8143bab6eb0bc5c61cb9cb,8409761c7fb84a9542b1bf43a11b74a156c9d314bd9e4c157ca884c3ed925331,,true
prj-7f3b23e3fcf84cf69064153ad59f32b7,src-prj-a7313b3c453041f0852790992f9170ba,Breidablikk,active,true,[],vg-prj-9dc66f8a505a49e798599a5c4ad869a2,e0dc4a7c89bf37a7b39025365ab533567d8bd99395b50b1d7b5c207a2985cd12,,true
prj-025b39de93b34c4082bb648c5909f3d7,src-prj-7c5c24f5b84f4dad8150e8f4e1bac653,Clair Ridge,active,true,[],vg-prj-632c561a969a4dd29c7783947fceac3f,c9642886785147e41ff4db89a6495e69cc9829cfd254a98f4844cf6b1c35d791,,true
prj-7d9a468881ac487b8a0b7d517eddf31f,src-prj-ee6e7506b343408b92b9f7888a2f3fe1,Coral North FLNG,active,true,[],vg-prj-f4dc196aceaa4b5da91c4a111abfc7d5,9c1e52d1f917ab3467d20a780026c59365ef2164fd2c7a74f34e10eed23edbb2,,true
prj-95773e881e06490a9b489fb3ddb416aa,src-prj-16ca085f42b044c091421071a424876f,Coral South FLNG,active,true,[],vg-prj-7851949edfaa445da3c9edd22f7db568,7a60d281ba26017940949c58421d06cba47f259b76718a5bd1302bcb1c948318,,true
prj-0aa08a802d274708b7a0dbc99f7554a4,src-prj-b93a91bcd408404eae5b353b194173b0,Culzean,active,true,[],vg-prj-4ccd8e0e190a403ca47422eba17cc231,ea9c2a773cca218104755e3cd2db163c2626590aa51e8cdbd9af50ec34122a4a,,true
prj-7deb4316d91e4b12950642ea8a14131c,src-prj-ccb5a9a5f9424213845047b7a1f2bc4d,Frade (BC-4),active,true,[],vg-prj-368b89db15ce4b6ca6027c8dfe2d065a,dfbcf85703aee2532a561044853771d6231bec706bb2a456f751b0ecd2a26407,,true
prj-a1ed62b42a8e4b13a33f6bb611bb0f9e,src-prj-c110e362528d4f7bac1914b7a29ec15a,Golden Eagle Area,active,true,[],vg-prj-5789dd6e696443eaad3fe0a717a5789d,d51c7a9c86c42c4b9e450a444ffc0d19eb2f8e66924907d00f9dec0196c5f9b3,,true
prj-791bb956cab7483c8f60b71549052f5a,src-prj-21dea2f63c2c4481b86b8d734d64684a,Gorgon (incl. Jansz-Io),active,true,[],vg-prj-212896ba2f5a4d128ad2e9bf00a1a93b,bb6044e60808c760e5174668ea945511afd5b8b80c6af7238e65a6b680a473ed,,true
prj-ae01b0cd44cb4a72a50bf018ae57a8dd,src-prj-cf51a4592b214589835f33f0bdfb0d21,GranMorgu (Block 58),active,true,[],vg-prj-fa213a52886d45d5ab673413c068ec9e,107145f810417642c65a2799654bbe189e7e3fe5e5fbd0e7562afae8557e7034,,true
prj-075b338d3c2e4f5e95b1913b58d80084,src-prj-b20ae8bfaf0c4f4bb64713eef4c2d9b4,Greater Enfield,active,true,[],vg-prj-f2d3e7a3736c4beca8ae10d7acade0e0,ce9d097321fcb2b62e6ca7c23c1bb95dca9a5ee56f8e57ce3ff6ded253beecda,,true
prj-8b54c2cc8b674ae09bf8edb3493e61ee,src-prj-3e46e0a30cf140a8a5125c76de0fa438,Greater PAJ,active,true,[],vg-prj-a6a68f3f232d4837809951609e8effbb,d8e859141df8aac4825b58a850b5d7b1fed5558aeca4382d29346903c0e043b5,,true
prj-eea0fa9ffda441e09921cf174ac9b814,src-prj-4bf35857f495436b981e2b834460b98d,Greater Tortue Ahmeyim (GTA) Ph1,active,true,[],vg-prj-be2564284d4f4d919abca72eaf065c13,8da73781d52a55f82e001bd0fb231e23b5099d2c7cc4c26483f17be793d4950d,,true
prj-8bcff3ed14fb41dfb24dfa0307cf7ab2,src-prj-6ae69a05bb984333abe756712d01383c,Hammerhead,active,true,[],vg-prj-d94d9d92e7f746f298cbfd04f73f6503,e5f19ffb66c64e966c5c76d4fd662e0d2407bce882a7b4f3fa0db33dd331b146,,true
prj-5039295386ba4a7796b0f0b385dbf510,src-prj-85a499b8d8ac49e19e5fbbcd9d5a68b5,Ichthys LNG,active,true,[],vg-prj-19114e23b1bd44f188c10e70e74cb958,4722efffddb722ebaf900bbd233daa206533085bf43f5ac0d1ef57d7ec8e5f62,,true
prj-b6735396905342d8b3b4ab5702ecd012,src-prj-68ae258b64ca4d828b273b9487b2c31e,Jack/St. Malo (initial phase),active,true,[],vg-prj-2ca65adacb6f48519cd0c99b9acd3c7d,5eca1909e4749ad6fdb83d733d1fd0af2ac71e08b05c03259240f41a7bbd6a0d,,true
prj-f4027f5528d842d7bddb1e01322c6f4f,src-prj-2e39593da9a240958e5bcceb7d012366,Johan Castberg,active,true,[],vg-prj-90999718904d4f28b7654658e2812863,c14d01c583131410c85416781d6712c49c0e4197e05169acd29308230160de68,,true
prj-d9f35a1fd763480183b4a3f76b91eae0,src-prj-d2d95db84ddb4ad58eb413c586dcf1ff,Johan Sverdrup Phase 2,active,true,[],vg-prj-82372a54a0914d418bbb7675ca826fa8,711986ee4f056ba3037cc1ec59ae1b5e375de450b58b4b4e2b2058d9040b1fb9,,true
prj-e5f05653316c4cca9817af7251aab670,src-prj-955e2a7f9b9d40ea85c275a2fbfaf796,Jubilee Phase 1,active,true,[],vg-prj-984a0a876b694aa4822c6809622dfb18,cbf7f5c4db974d0a31d13ddc487b3450b022770ffcfa9b9a17b766b0828c6ac5,,true
prj-eeccd13a0f5245bdae22c6a38a49346a,src-prj-f20194bc04134038afdb50aec35c6f89,Julia (initial phase),active,true,[],vg-prj-ba1ef5c5e4ea43d18c176da0d2522aaf,a6beb75d4b85b9a3958b2364fc3cd3d523916dea1b76f7c8205140a7a16ce93c,,true
prj-2be22998e16b48f1ab3be507018d0566,src-prj-71b026b067194fae9856dda60872548e,KG-D6 integrated (R-Cluster + Satellites + MJ),active,true,[],vg-prj-4bf353a2c8c2486ba3d1bf7b1a6b3508,0acf25188ca16162cad5edc1df69a603ed28216004aed92924a1992d87120a35,,true
prj-860ae3f1256a4610b2a71e8cec125b7e,src-prj-a4092ccb082e4f5eb95e0082cfe22ef6,KG-DWN-98/2 Cluster-2,active,true,[],vg-prj-2ca1d4db05ff42f89b421e80825e909e,d8b21dff33b5dda832b3530788a4673ab69971c9294acf0f87fbe2841e7eec5f,,true
prj-304eded7740e468e8fc527200e542cc3,src-prj-84ef4c029b34417b9c3ddd76bbbaf958,Kaminho (Cameia & Golfinho),active,true,[],vg-prj-fcf93dc01ee24b0298ae032534bf2fc7,24e8d5a8c5546522360f9869d6a0843ebed72016e777758be3c2bd6e3c9a3b1f,,true
prj-827476bcd2cb4a8a9355153e8715329d,src-prj-50658fb9acf9438fbc7d2c4687eb7b42,Kaombo,active,true,[],vg-prj-e7ce1703c04446d69e1ecc9d73926f90,71a61fa7a6a346b9a480b603274b87a7eae4e765987a334eac709dde37ca9ae1,,true
prj-c8aee978113449018a50aea4a2212224,src-prj-ad2c7c57a8ca4df0b332c863f95320fc,Karish & Tanin,active,true,[],vg-prj-490566d7d92d4d15a168b0d10f4974cf,e66ecfbdfb16ad1ea344e7cc3a84d8a76c83a80ee913730dda69fc1f658f96e2,,true
prj-e97445ae3463462c816f6b28bf1c7acc,src-prj-baef437d01d74883bfdfc7cfa729b9f1,Kaskida,active,true,[],vg-prj-9945b6e6d88346868ae9103b4d9a277a,21168407545c219963ea9ce73f862e08b935323c5cfea763ef71a8cd84cc8d72,,true
prj-59f5555be3a640f0bcb528645224e703,src-prj-f01a8c97cf344b179a941eac6cf555ae,Kikeh,active,true,[],vg-prj-808bf47fd4ab46e280e1c8a66c19d350,646cdddc90b62d1e46ffb72187120ae52569ffe76e7b2123124c45d5a42ffa48,,true
prj-96093434d33a4fca8d3e179c9ef35dc5,src-prj-6f9731f337b540ec96d83f6ce8efb4aa,Kraken,active,true,[],vg-prj-0f1ff09e3c24410991d37aba3bc50807,967e73d0711813b89d7f0da725d7cb56803508e9f0c490013356b639167072f0,,true
prj-eb4c69c852b9412ebc3ed6d50a7cb8c5,src-prj-4da5d59ffaba4a76a323ef209a8cbef6,Leviathan Phase 1,active,true,[],vg-prj-872b64cc6c30437482a5325893130869,eb554d61b233d1638e20ff0d1156fd69a4bfd65ea1a92f91e316d6e7a738b92d,,true
prj-069d700f9e4c4b52856a4bd31fe4e1fb,src-prj-6b99f18e00b84a12ab5831e625c6c13b,Liza Phase 1,active,true,[],vg-prj-1ea1d94dca6b48939c1beebe5d663c0b,06342433062e31971cb6dae0dde4f175bb4a29cd48d93a8491206cbefac46b47,,true
prj-0e52536bd5864f70ac18f8685198d000,src-prj-948ed17b540749f399d74a2e3536d088,Liza Phase 2,active,true,[],vg-prj-8ac47283773d495eb31fb383893b16be,a405b78233c2250fc820579270d9195321e61763e3d1b6453826a9ec0c080eff,,true
prj-494a727df6db464b806ca24b8c475316,src-prj-3b068995682140b38b8f4128f371d4a0,Mad Dog Phase 2 (Argos),active,true,[],vg-prj-56e88fc3d9b44c9183a8c7ee41824b35,1557188123d1d5c86f869bcad8e2251aca9cdeebe3b01557482239a098ca847c,,true
prj-bdee97b3b64c461fafc086d671e9d305,src-prj-657584ff78984dc6a0ad8ff707f69e77,Mafumeira Sul,active,true,[],vg-prj-d5f8b2b7d6d24c65b1707037bc954c26,8ef943c6447f1c26b30b25ad33c08c7e18454c73e06185c00dacde999852b4c4,,true
prj-5748c85119e44a6a85c422d5d1b71c25,src-prj-a35386d5e4e54720abb5bb21bf9a0081,Mariner,active,true,[],vg-prj-d91b5c46e6b84598b44d990b5c6913ab,c40576f96e25ae72aec6dc469e732435ee6f7683c800bcd615ae8bf8720a3ecb,,true
prj-11093c20ce36418186358de2edbd6bb7,src-prj-ad68a4531dbe4297b53a04c4db7d9f07,Maromba,active,true,[],vg-prj-0b9565dafc164f8cb94f5ebaa5603876,9c80243dd8de377d7d552a7806fe9d05fc7866a08436e216ca31d32d3f918bc3,,true
prj-1b90f68986ef400dbc2fbc693cd24491,src-prj-37b0c0296493476cb4a425e6569d0a7a,Martin Linge (ex-Hild),active,true,[],vg-prj-356e458d4f004b79a23ecedd29aa671a,5dc0a17a993881ee12b02c239633287ef14f5d12a7cdc334b92b270ee863efcf,,true
prj-d7d3235de62d4aa89fea9a7e0b8cb9b4,src-prj-7b916e896fbe469494de7f4f939f3e02,Moho Nord (incl. Phase 1bis),active,true,[],vg-prj-5d7e39aee2934137a9b19688575d7993,6af879cfdd666de94a8e97007e6a7d9c51ea96a931df466d7714a93226983ec8,,true
prj-353fd7f063154139a90b6becee41d473,src-prj-04fa2e90c1d74dd29882861580a75359,Mozambique LNG (Area 1),active,true,[],vg-prj-676686f56d2a484580e73710ee0cba6d,1b9803e656d184bcf8dbf6d460dc0ebbf62fe1b7fa945d945fd2191cd0ec94fd,,true
prj-b506e23f60284b0d92b325851021b09e,src-prj-343c207038c9493494195d26f6b945c9,North Field East (NFE),active,true,[],vg-prj-9bdc9299e235420a93bdc2177119aeb2,2e198a81aae7e6be1ccc9a6d19f41312cffe5b5cb22544a549b4e9c58ead6648,,true
prj-d22a7744916b40878c3d346466f4ed6c,src-prj-87861f05969148d0b7ebf562a3c7d67f,Papa-Terra (BC-20),active,true,[],vg-prj-637dcbc7449444f28278aaefdd6a4d73,a84f11e20f0a2c25e606d8adc8f01463d3b41590bb09aee0f298bc4d6e46416b,,true
prj-211071ee6de24481a50983bc381ca0e2,src-prj-a0c70056d41049a5bec81b62c42b0403,Payara,active,true,[],vg-prj-c31556d9a78f4aa0b919235fb0337bbf,f2dc45b54622ff5bf6c0e50d71cfe89907f36d2b099d412774a9e688fa8cef4a,,true
prj-4806a0760a124870ab4137a2b2251bb1,src-prj-6f97684e0fc54b41b5247b78bf84766a,Peregrino Phase 2,active,true,[],vg-prj-3ea16a2e0372454cba338a42aa219e6f,a339b46edd036a1a430ea970786ed15ea96aaf3ea18c242081cf9c443429191f,,true
prj-dc45789f2f2a4ef8873d0e8d3c4a5b88,src-prj-ca91d6119d8b4bc2b130e9260415e03a,Rosebank Phase 1,active,true,[],vg-prj-1f9bdee70fc749598f8b5e94d3341551,cb8624578e98e5c6f14d42a3497dbb2105078c64ae380df34cbb577d4dfe972f,,true
prj-6d92ff9f3ed84f61ae43ce84706597b0,src-prj-7ae1edfb78f646ec82e2a2db8be2c23f,Sangomar Phase 1,active,true,[],vg-prj-612f76eaf00c44498a183c7c28944be3,78745c825318c280c6d94e045d690ff1ca6bdc076a323198752bba2a7a4bb554,,true
prj-f38c10e386b54e4d9d94c10fe0893388,src-prj-ebec097ad8fc47029490a5ca82751360,Scarborough (incl. Pluto Train 2),active,true,[],vg-prj-148b3764b4d24744926e67343a35b887,173a8ff99bdf610b4f3d5a40ccb6d8c23b2f51aee801a3afdf736e36a87937de,,true
prj-e216cd0d4ab140e6ada86e354b8dd921,src-prj-2d1c48bf20584b709d717d3a2ab4ea79,Shah Deniz Stage 2 (incl. SCPX),active,true,[],vg-prj-30034df530074b99af8d59a52486d304,5f87c16185bb60a8e84fd061164a33ba3f419a317a85dc400f8f77f4454d72af,,true
prj-8493895b4d384c6da14a330dfc93ae4b,src-prj-2b94096534b04db0ae7877c136a1726c,Shenandoah,active,true,[],vg-prj-d23b22f2571842a4b1af9e0028d0f1ab,08106e0c7dd6d0247fb400e6d85d8584149f65aa8c40493637648082167efd2e,,true
prj-6e5397dcebef403db9626adcc021fde2,src-prj-309cad1dcc044ddea3932416ecc2283f,Shenzi,active,true,[],vg-prj-6494a4aaeda94fc7935547230474aaa4,a65e0b99c6427bb5b7b553a7365250dcf725b01c6f1b182b57637aa929df7faa,,true
prj-6c264cc96cfa4c7b8c1d27f970304e82,src-prj-e221c3b874ac4a778c52b09c218a9881,Shenzi North,active,true,[],vg-prj-953edaa161b0486893d5e6d84296400a,9926bbd47fb63ba3b3eb9433ed7e7c8e7188fe3f203f862260193ad6bca4b0a8,,true
prj-2cdbe1f1cdd24e7aade58ee3fde9757a,src-prj-8bfd70ac9e624a5c96b461ffda93ff3e,Sparta (formerly North Platte),active,true,[],vg-prj-2b426085c16a4534bd5b3ede8005c115,90c237cab1654c055a42a202f5e915aed01f91408d4c6eeb6f449b51cf65d0c2,,true
prj-b54ce47ca0c94309a7d17cdc03745899,src-prj-19da8fd445fd4d6b9b51461bd27d609c,Stampede,active,true,[],vg-prj-26d6dc4039434ee788b92c7892badefc,0fbb2dcaec48976c6ec9fccbbc965a4005872c4dc1b2222a1b14a1f9b15920cd,,true
prj-d51d7e70329046f5a332463582adc571,src-prj-49eae37f262c41a2ab33ac4728058967,TEN (Tweneboa-Enyenra-Ntomme),active,true,[],vg-prj-8285abc2b3554f08abead5f6a4d0cb1a,2c3467cf204348a43d4cf5075935ca0876e9db883bce1fc296c8c878087180b3,,true
prj-bd5f337add7e454085994e698c219399,src-prj-6464452b4fa44d6d88466aa21eebc19f,Tahiti (Phase 1),active,true,[],vg-prj-d1468331317b4d58bad9845ea9ad158d,10dd2354399aac91efa1303037c55027b5383f737667b854840a476f7fdc9b32,,true
prj-3934151ac0ec4570b04285c01e888acd,src-prj-0d5e05ec5a7640de85f9014b9ce10a5d,Tamar (Phase 1),active,true,[],vg-prj-fa2308f57c634b8ab17f5c9d2fb76c90,50087786aca1921af10d2911af5d5ab8783fe297aa8da869af3a890ed204154d,,true
prj-2d92af9381ea48b89e3741619f543360,src-prj-2f38fbe65d3440ecbd9dd56026c9d41f,Tiber-Guadalupe,active,true,[],vg-prj-4b3a3128ad014890811d53c34c0700f9,41fbd4f97dccb6d435b5d4ea8434ae0c1d1424daa6cae840a6375d9e16e9e86d,,true
prj-5523142c368b4159b3726a82a5f5e3e7,src-prj-83b022fcfa9d4f08ba20c0873f32cd1d,Trion,active,true,[],vg-prj-5f572b27f0ed4f7ea8778058c7ad5e70,5bf9703fe58ecaee6177ccc45e0f9dae19596fa7ae9f47391725261e1c620f18,,true
prj-3d394673992c422f8dccc4522f997244,src-prj-3efafba954254fcab8d9de1b3cc3c764,Tubular Bells,active,true,[],vg-prj-6d61935e35bb461096c04ea1cbdec81c,74fe3d00bb3384b15146353243d001d0a7c461235c22e9dcb798f2b1d06d0187,,true
prj-fa4d57645f1d4e5aa54e14e52887d6b2,src-prj-2be0928acb1f4fb687ae94e194f0234e,Tyra Redevelopment,active,true,[],vg-prj-a341915af28a49c582bdcd35ac127a9e,470b3bd1957958c76fc53dcc4b2ecd8999763013e56904a00be86415211199a8,,true
prj-c034a4c1580a49b194cbc400d6df1a4e,src-prj-0f5dce25cef1457586f2922dfdd788d9,Uaru,active,true,[],vg-prj-eda3014139854c7ebd0029ad93c0e7e8,71610371116ab148db1c7bdaf7f0c3f31ee788a300720144d6d4c9cfd103f622,,true
prj-9194b8579ee6423a86d75b97be6890d1,src-prj-4af26d4ed78a4a9db01c63995ce488e2,Vito,active,true,[],vg-prj-962ec38004a74c86b8638f4d4532a4e6,aecd96ec2f591a07a8c9ff0cd60232b5c884bd734e5e2a608eba3a346400bbe5,,true
prj-8a60dcbf82a44fbb8e4466ce158dec87,src-prj-beec8bcf1e5841dc9ea53c1a250e557c,West Nile Delta,active,true,[],vg-prj-58537382efde4f659bda4ad6b40df3fd,aa00d864ed96965fb99e7d45de0b524add1fe5251d2c50fed1fd84441c5e59e0,,true
prj-4cade6578ed94e1aac64d37823f60830,src-prj-f821e5c8e847417f83e74d7a219847ba,Whale,active,true,[],vg-prj-0f0089db74384603aa4c80a437fcf35c,29a89f7ac36fedf8a18fa4119a38c153e2deb7ac4d543d0f4f30c17c885ae811,,true
prj-c3d60f3ed63a4a759b4ce6b2cd71f61f,src-prj-1d053b92c1534287bdee4fb0cbef29ac,Wheatstone (incl. Iago),active,true,[],vg-prj-fa30b1c7e17b482ba5c70c44d8571766,951d58e6326169e70c94d4d9df030f686edc7fb46779874346d1c9f2f7cc25b7,,true
prj-82c0843d90df4cee9577631612ecfe61,src-prj-dc6d22fabf9c48779c43d9922321d959,Whiptail,active,true,[],vg-prj-fdcecbd3c98c422a92bba8b200912f4c,2bd9f57570f27519f61574826fe8839c64d58bc416a57e0e66662d220cebc872,,true
prj-01c272b184b04efbbdc2c4b51a111bd5,src-prj-e6567f82bf154d6e9f898261e1ce985f,Yellowtail,active,true,[],vg-prj-eb99777f109549cab21d637308c5c3e2,0de7b134b79cfa1720c5b25ec602220488de92d7a1b74ac3e35904abbdb386d9,,true
prj-f54b0ddd670345a9aa9224946f565609,src-prj-2f7a02b1658c4659902293322c2ac947,Zinia Phase 2,active,true,[],vg-prj-27833a5fd95742e38c125280fee15e25,ad376df04ef2f874d49c97e7224e6845d6b11dbea8ed712ddead41d1123080ff,,true
