SN_APD,API_WELL_NUMBER,MMS_COMPANY_NUM,KICKOFF_POINT_MD,WELL_NAME,WELL_NM_BP_SFIX,WELL_NM_ST_SFIX,WATER_DEPTH,PERMIT_TYPE,PRP_RKB_ELEV,MINERAL_CODE,REQ_SPUD_DATE,SUBSEA_BOP_FLAG,WELL_TYPE_CODE,DRIVE_DEPTH,DRIVE_SIZE,SURF_AREA_CODE,SURF_BLOCK_NUMBER,SURF_LEASE_NUMBER,SURF_STATE_LEASE_NUM,SURF_X_COORD_LOC,SURF_Y_COORD_LOC,SURF_LATITUDE,SURF_LONGITUDE,SURF_E_W_DISTANCE,SURF_E_W_CODE,SURF_N_S_DISTANCE,SURF_N_S_CODE,BOTM_AREA_CODE,BOTM_BLOCK_NUMBER,BOTM_LEASE_NUMBER,BOTM_STATE_LEASE_NUM,SV_PLAN_CTRL_CD,SV_PLAN_CTRL_NUM,SV_SURF_LEASE_NUM,SV_SURF_AREA_CODE,SV_SURF_BLOCK_NUM,SV_WELL_NAME,BV_PLAN_CTRL_CD,BV_PLAN_CTRL_NUM,BV_BOTM_LEASE_NUM,BV_BOTM_AREA_CODE,BV_BOTM_BLOCK_NUM,BV_WELL_NAME,RIG_ANCHOR_FLAG,RIG_NAME,RIG_TYPE_CODE,RIG_ID_NUM,RIG_FUNC_CODE,CONSTRUCTION_YR,SHIPYARD_NAME,REFURBISHED_YR,RATED_WTR_DEPTH,RATE_DRIL_DEPTH,ABS_CERT_EXPR_DT,CG_CERT_EXPR_DT,SAFE_BRN_APRV_DT,SAFE_BURN_DIST,SAFE_BRN_RMK,BUS_ASC_NAME,APD_SUB_STATUS_DT,APD_STATUS_DT
-13786,177244085202,78,3174.0,DA010,0,2,217,Revised Sidetrack,146,H,9/15/2013,N,D,576.0,26.0,MP,299,G01316,,2824587.001881,225254.004222,29.26050104,-88.74726961,403,E,8576,N,MP,298,G01315,,S,3948.0,G01316,MP,  299,DA-10,S,3948.0,G01315,MP,  298,DA-10,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,10/29/2013 2:33:40 PM,10/29/2013 3:53:36 PM
-13671,177104166200,78,,C019,0,0,307,New Well,131,H,11/15/2013,N,D,700.0,24.0,EI,360,G02323,,1891596.098622,-199709.035389,28.11713056,-91.66945556,3249,E,5647,N,EI,360,G02323,,R,5987.0,G02323,EI,  360,C-19,R,5987.0,G02323,EI,  360,C-19,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,10/16/2013 9:43:54 AM,11/13/2013 1:03:52 PM
-13647,177244026601,78,5812.0,A009,0,1,270,Sidetrack,155,H,11/1/2014,N,D,598.0,30.0,MP,313,G04127,,2815442.067294,176327.961857,29.1265534,-88.77935969,7098,E,5630,S,MP,313,G04127,,R,5991.0,G04127,MP,  313,A-9,R,5991.0,G04127,MP,  313,A-9,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,7/25/2014 9:31:28 AM,11/14/2014 4:01:47 PM
-13534,177244068903,78,3270.0,BB008,0,3,213,Revised Sidetrack,145,H,7/1/2013,N,D,581.0,26.0,MP,299,G01316,,2816403.002053,223890.006253,29.25725635,-88.77302319,1948,W,8918,S,MP,299,G01316,,S,3047.0,G01316,MP,  299,BB-8,S,3047.0,G01316,MP,  299,BB-8,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,8/22/2013 7:23:54 AM,8/23/2013 1:19:10 PM
-13497,177244068903,78,3270.0,BB008,0,3,213,Revised Sidetrack,145,H,7/1/2013,N,D,581.0,26.0,MP,299,G01316,,2816403.002053,223890.006253,29.25725635,-88.77302319,1948,W,8918,S,MP,299,G01316,,S,3047.0,G01316,MP,  299,BB-8,S,3047.0,G01316,MP,  299,BB-8,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,8/13/2013 3:09:40 PM,8/13/2013 3:32:33 PM
-13494,177244068903,78,3270.0,BB008,0,3,213,Revised Sidetrack,145,H,7/1/2013,N,D,581.0,26.0,MP,299,G01316,,2816403.002053,223890.006253,29.25725635,-88.77302319,1948,W,8918,S,MP,299,G01316,,S,3047.0,G01316,MP,  299,BB-8,S,3047.0,G01316,MP,  299,BB-8,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,8/13/2013 2:01:47 PM,8/13/2013 2:46:58 PM
-13479,177244068903,78,3270.0,BB008,0,3,213,Revised Sidetrack,145,H,7/1/2013,N,D,581.0,26.0,MP,299,G01316,,2816403.002053,223890.006253,29.25725635,-88.77302319,1948,W,8918,S,MP,299,G01316,,S,3047.0,G01316,MP,  299,BB-8,S,3047.0,G01316,MP,  299,BB-8,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,8/8/2013 9:45:46 AM,8/8/2013 10:02:12 AM
-13469,177244068903,78,3270.0,BB008,0,3,213,Revised Sidetrack,145,H,7/1/2013,N,D,581.0,26.0,MP,299,G01316,,2816403.002053,223890.006253,29.25725635,-88.77302319,1948,W,8918,S,MP,299,G01316,,S,3047.0,G01316,MP,  299,BB-8,S,3047.0,G01316,MP,  299,BB-8,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,8/6/2013 1:02:34 PM,8/6/2013 3:44:21 PM
-13455,177244068903,78,3270.0,BB008,0,3,213,Revised Sidetrack,145,H,7/1/2013,N,D,581.0,26.0,MP,299,G01316,,2816403.002053,223890.006253,29.25725635,-88.77302319,1948,W,8918,S,MP,299,G01316,,S,3047.0,G01316,MP,  299,BB-8,S,3047.0,G01316,MP,  299,BB-8,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,8/2/2013 2:17:27 PM,8/2/2013 5:44:05 PM
-13346,177244067701,78,2810.0,BB007,0,1,210,Revised Sidetrack,145,H,5/25/2013,N,D,589.0,24.0,MP,299,G01316,,2816410.000122,223903.005886,29.25729166,-88.77300034,1955,W,8931,S,MP,299,G01316,,R,5806.0,G01316,MP,  299,BB-7ST01,R,5806.0,G01316,MP,  299,BB-7ST01,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,7/2/2013 8:42:23 AM,7/2/2013 2:16:29 PM
-13333,177244067701,78,2810.0,BB007,0,1,210,Revised Sidetrack,145,H,5/25/2013,N,D,589.0,24.0,MP,299,G01316,,2816410.000122,223903.005886,29.25729166,-88.77300034,1955,W,8931,S,MP,299,G01316,,R,5806.0,G01316,MP,  299,BB-7ST01,R,5806.0,G01316,MP,  299,BB-7ST01,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,6/28/2013 7:54:39 AM,6/28/2013 2:21:51 PM
-13274,177244067701,78,2810.0,BB007,0,1,210,Revised Sidetrack,145,H,5/25/2013,N,D,589.0,24.0,MP,299,G01316,,2816410.000122,223903.005886,29.25729166,-88.77300034,1955,W,8931,S,MP,299,G01316,,R,5806.0,G01316,MP,  299,BB-7ST01,R,5806.0,G01316,MP,  299,BB-7ST01,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,6/17/2013 6:57:37 AM,6/17/2013 9:31:11 AM
-13259,177244067701,78,2810.0,BB007,0,1,210,Revised Sidetrack,145,H,5/25/2013,N,D,589.0,24.0,MP,299,G01316,,2816410.000122,223903.005886,29.25729166,-88.77300034,1955,W,8931,S,MP,299,G01316,,R,5806.0,G01316,MP,  299,BB-7ST01,R,5806.0,G01316,MP,  299,BB-7ST01,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,6/11/2013 10:37:46 AM,6/13/2013 8:57:48 AM
-13191,177084093404,78,6760.0,A003,0,2,160,Revised Sidetrack,124,H,4/16/2013,N,D,475.0,30.0,SM,90,G08684,,1774339.779855,-54843.960967,28.51396196,-92.03577274,5865,E,5833,N,SM,90,G08684,,N,3055.0,G08684,SM,   90,NO. 1,S,3983.0,G08684,SM,   90,A-3,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,5/30/2013 11:16:37 AM,5/31/2013 1:12:49 PM
-13144,177244085202,78,3800.0,DA010,0,2,217,Sidetrack,148,H,9/15/2013,N,D,576.0,26.0,MP,299,G01316,,2824587.001881,225254.004222,29.26050104,-88.74726961,403,E,8576,N,MP,298,G01315,,S,3948.0,G01316,MP,  299,DA-10,S,3948.0,G01315,MP,  298,DA-10,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,7/10/2013 4:28:42 PM,10/8/2013 2:00:18 PM
-13008,177244068903,78,3270.0,BB008,0,3,213,Sidetrack,145,H,7/1/2013,N,D,581.0,26.0,MP,299,G01316,,2816403.002053,223890.006253,29.25725635,-88.77302319,1948,W,8918,S,MP,299,G01316,,S,3047.0,G01316,MP,  299,BB-8,S,3047.0,G01316,MP,  299,BB-8,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,4/23/2013 2:12:31 PM,6/17/2013 9:52:15 AM
-12921,177244067701,78,2810.0,BB007,0,1,210,Sidetrack,145,H,5/25/2013,N,D,589.0,24.0,MP,299,G01316,,2816410.000122,223903.005886,29.25729166,-88.77300034,1955,W,8931,S,MP,299,G01316,,R,5806.0,G01316,MP,  299,BB-7ST01,R,5806.0,G01316,MP,  299,BB-7ST01,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,4/3/2013 9:21:32 AM,5/14/2013 12:47:53 PM
-12860,177104118901,78,500.0,C013,0,1,307,Sidetrack,131,H,11/15/2013,N,D,700.0,22.0,EI,360,G02323,,1891585.880669,-199694.972287,28.11716914,-91.66948737,3259,E,5633,N,EI,360,G02323,,S,1567.0,G02323,EI,  360,R,S,1567.0,G02323,EI,  360,R,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,10/7/2013 12:30:27 PM,10/28/2013 2:14:01 PM
-12764,177252009401,78,2911.0,B004,0,1,208,Sidetrack,136,H,9/1/2013,N,D,569.0,26.0,MP,144,G01634,,2850453.067618,236555.956227,29.28994259,-88.66535238,6147,E,2726,S,MP,144,G01634,,R,5851.0,G01634,MP,  144,B-4 ST1,R,5851.0,G01634,MP,  144,B-4 ST1,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,5/20/2013 11:06:01 AM,8/1/2013 11:12:20 AM
-12737,177084093404,78,6760.0,A003,0,2,160,Sidetrack,124,H,4/16/2013,N,D,475.0,30.0,SM,90,G08684,,1774339.779855,-54843.960967,28.51396196,-92.03577274,5865,E,5833,N,SM,90,G08684,,N,3055.0,G08684,SM,   90,NO. 1,S,3983.0,G08684,SM,   90,A-3,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,4/4/2013 1:09:28 PM,4/11/2013 8:47:10 AM
-12364,177242009301,78,2839.0,D009,0,1,217,Revised Sidetrack,113,H,10/1/2012,N,D,531.0,26.0,MP,299,G01316,,2821465.066452,222453.959937,29.25299626,-88.75725468,3525,E,7482,S,MP,299,G01316,,R,5618.0,G01316,MP,  299,D-09ST01,R,5618.0,G01316,MP,  299,D-09ST01,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,10/29/2012 1:29:28 PM,11/1/2012 10:37:41 AM
-12250,177244035302,78,4350.0,DA007,1,1,217,Revised Bypass,148,H,9/24/2012,N,D,505.0,26.0,MP,299,G01316,,2824609.00026,225244.003529,29.26047218,-88.74720135,381,E,8586,N,MP,298,G01315,,R,5482.0,G01316,MP,  299,DA-7ST01,R,5482.0,G01315,MP,  298,DA-7ST01,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,10/3/2012 9:31:22 AM,10/10/2012 9:00:43 AM
-12213,177244035302,78,4350.0,DA007,1,1,217,Bypass,148,H,9/24/2012,N,D,505.0,26.0,MP,299,G01316,,2824609.00026,225244.003529,29.26047218,-88.74720135,381,E,8586,N,MP,298,G01315,,R,5482.0,G01316,MP,  299,DA-7ST01,R,5482.0,G01315,MP,  298,DA-7ST01,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,9/23/2012 7:18:46 AM,9/23/2012 5:51:17 PM
-12189,177244035301,78,4000.0,DA007,0,1,217,Revised Sidetrack,119,H,7/1/2012,N,D,505.0,26.0,MP,299,G01316,,2824609.00026,225244.003529,29.26047218,-88.74720135,381,E,8586,N,MP,298,G01315,,R,5482.0,G01316,MP,  299,DA-7ST01,R,5482.0,G01315,MP,  298,DA-7ST01,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,9/18/2012 9:20:26 AM,9/19/2012 8:51:06 AM
-12187,177242010703,78,2400.0,D011,0,3,210,Sidetrack,134,H,10/15/2012,N,D,522.0,26.0,MP,299,G01316,,2821459.000634,222459.006694,29.25301051,-88.75727334,3531,E,7487,S,MP,298,G01315,,R,5618.0,G01316,MP,  299,D-11ST03,R,5618.0,G01315,MP,  298,D-11ST03,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,9/18/2012 6:35:17 AM,10/23/2012 10:28:49 AM
-12127,177242009201,78,1800.0,D008,0,1,217,Sidetrack,132,H,12/13/2012,N,D,548.0,26.0,MP,299,G01316,,2821452.000127,222451.003645,29.25298894,-88.75729585,3538,E,7479,S,MP,299,G01316,,R,5633.0,G01316,MP,  299,D-8 ST01,R,5633.0,G01316,MP,  299,D-8 ST01,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,11/8/2012 4:46:37 PM,12/14/2012 12:37:38 AM
-12019,177244035301,78,4000.0,DA007,0,1,217,Revised Sidetrack,119,H,7/1/2012,N,D,505.0,26.0,MP,299,G01316,,2824609.00026,225244.003529,29.26047218,-88.74720135,381,E,8586,N,MP,298,G01315,,R,5482.0,G01316,MP,  299,DA-7ST01,R,5482.0,G01315,MP,  298,DA-7ST01,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,8/2/2012 6:08:33 AM,9/10/2012 10:46:22 AM
-11913,177242011501,78,3440.0,D012,0,1,217,Sidetrack,136,H,11/21/2012,N,D,542.0,26.0,MP,299,G01316,,2821458.000875,222447.006602,29.25297758,-88.75727732,3532,E,7475,S,MP,299,G01316,,R,5633.0,G01316,MP,  299,D-12 ST1,R,5633.0,G01316,MP,  299,D-12 ST1,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216.0,D,1976.0,LETOURNEAU,,320.0,30000.0,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Chevron U.S.A. Inc.,11/7/2012 10:34:58 AM,11/26/2012 12:05:33 PM
